portfolio_name,label_family,label_horizon_h,orientation_from_train,premay_positive_split_count,premay_all_positive,avg_active_symbols_recent,cost2_recent_oriented,cost5_recent_oriented,cost10_recent_oriented,train_2024_n,train_2024_mean_spread,train_2024_tstat,train_2024_nonoverlap_median_tstat,train_2024_nonoverlap_min_tstat,train_2024_positive_rate,validation_2025H1_n,validation_2025H1_mean_spread,validation_2025H1_tstat,validation_2025H1_nonoverlap_median_tstat,validation_2025H1_nonoverlap_min_tstat,validation_2025H1_positive_rate,test_2025H2_n,test_2025H2_mean_spread,test_2025H2_tstat,test_2025H2_nonoverlap_median_tstat,test_2025H2_nonoverlap_min_tstat,test_2025H2_positive_rate,recent_oos_2026JanApr_n,recent_oos_2026JanApr_mean_spread,recent_oos_2026JanApr_tstat,recent_oos_2026JanApr_nonoverlap_median_tstat,recent_oos_2026JanApr_nonoverlap_min_tstat,recent_oos_2026JanApr_positive_rate,delta_recent_vs_ensemble
leave_one_out_without_a7ff24r_858ff2210f276fcf,L0_raw_forward_return,1,1.0,3,True,180.7486111111111,0.0007254174629623652,0.00012541746296236512,-0.0008745825370376349,719,0.0002476293337586929,1.7293627067905304,1.7293627067905304,1.7293627067905304,0.5326842837273992,719,0.0006525944514386772,6.698944744219178,6.698944744219178,6.698944744219178,0.6369958275382476,719,0.0009017423472065941,8.724493919903693,8.724493919903693,8.724493919903693,0.6801112656467315,719,0.0011254174629623651,7.08855674595158,7.08855674595158,7.08855674595158,0.6439499304589708,2.7619209189056046e-05
leave_one_out_without_a7ff24r_858ff2210f276fcf,L1_cross_sectional_relative_return,1,1.0,3,True,180.7486111111111,0.0007254174629623652,0.00012541746296236512,-0.0008745825370376349,719,0.00024762933375869285,1.7293627067905302,1.7293627067905302,1.7293627067905302,0.5326842837273992,719,0.0006525944514386772,6.698944744219179,6.698944744219179,6.698944744219179,0.6369958275382476,719,0.0009017423472065941,8.724493919903693,8.724493919903693,8.724493919903693,0.6801112656467315,719,0.0011254174629623651,7.08855674595158,7.08855674595158,7.08855674595158,0.6439499304589708,2.7619209189056046e-05
leave_one_out_without_a7ff24r_858ff2210f276fcf,L3_liquidity_tier_relative_return,1,1.0,3,True,180.7486111111111,0.0007617945839372144,0.00016179458393721438,-0.0008382054160627856,719,0.0002834789410654475,2.053604859132257,2.053604859132257,2.053604859132257,0.5340751043115438,719,0.0006838303228957852,7.268398728235869,7.268398728235869,7.268398728235869,0.6467315716272601,719,0.0009037956285038841,8.922327748808245,8.922327748808245,8.922327748808245,0.6731571627260083,719,0.0011617945839372144,7.368432205964756,7.368432205964756,7.368432205964756,0.6481223922114048,2.7720254501925352e-05
leave_one_out_without_a7ff24r_858ff2210f276fcf,L5_vol_adjusted_return,1,1.0,3,True,180.7486111111111,0.13361045621473414,0.13301045621473415,0.13201045621473415,719,0.023202245690821518,2.5437195995899917,2.5437195995899917,2.5437195995899917,0.5535465924895688,719,0.08146833011385432,9.291502060773091,9.291502060773091,9.291502060773091,0.6898470097357441,719,0.11100846825751136,10.454816593743866,10.454816593743866,10.454816593743866,0.7065368567454798,719,0.13401045621473415,10.258289962036024,10.258289962036024,10.258289962036024,0.6634214186369958,0.0010861336625921647
leave_one_out_without_a7ff24r_858ff2210f276fcf,L0_raw_forward_return,4,1.0,3,True,179.99444444444444,0.0016737666517159637,0.0010737666517159636,7.37666517159636e-05,716,0.0002789015163497848,1.0722436091135303,0.5153528830915983,-0.043872310207034096,0.5027932960893855,716,0.00037266958523471627,2.108663881094188,1.037169529359096,-0.14258650872464515,0.5712290502793296,716,0.000723916096395656,3.862343371514573,1.8635738398599124,1.3544057195019783,0.5670391061452514,716,0.0020737666517159636,7.015710651132773,3.4808255816892135,2.861498850489666,0.5963687150837989,-2.0687391867719833e-05
leave_one_out_without_a7ff24r_858ff2210f276fcf,L1_cross_sectional_relative_return,4,1.0,3,True,179.99444444444444,0.0016737666517159632,0.0010737666517159632,7.376665171596316e-05,716,0.000278901516349785,1.0722436091135312,0.5153528830915983,-0.04387231020703344,0.5027932960893855,716,0.0003726695852347161,2.108663881094187,1.0371695293590957,-0.1425865087246449,0.5712290502793296,716,0.000723916096395656,3.862343371514573,1.8635738398599124,1.3544057195019785,0.5670391061452514,716,0.002073766651715963,7.015710651132771,3.4808255816892144,2.8614988504896655,0.5963687150837989,-2.06873918677207e-05
leave_one_out_without_a7ff24r_858ff2210f276fcf,L3_liquidity_tier_relative_return,4,1.0,3,True,179.99444444444444,0.0016313120822757942,0.0010313120822757942,3.131208227579417e-05,716,0.0002627009468176048,1.0375329727764468,0.44446710729744293,-0.09954865856953742,0.5083798882681564,716,0.0003603659339696461,2.074645312218092,1.1625760621647472,-0.3595333432090148,0.5796089385474861,716,0.0007184639579884685,3.9385779089300272,1.8379596024852258,1.3568762007609552,0.5879888268156425,716,0.002031312082275794,7.059907102148421,3.6143026731555414,2.7610188396297866,0.6005586592178771,-3.661743835502466e-05
leave_one_out_without_a7ff24r_858ff2210f276fcf,L5_vol_adjusted_return,4,1.0,3,True,179.99444444444444,0.19633278442834864,0.19573278442834866,0.19473278442834865,716,0.023396434201434203,1.3275458373275444,0.9537298451856319,-0.7242463589575853,0.5279329608938548,716,0.04957592813631855,3.0697966606315914,1.4325856456713408,0.4727151631382079,0.585195530726257,716,0.10497392068925664,4.892512136154942,2.6818318364583478,1.6066555526671003,0.6061452513966481,716,0.19673278442834866,7.588126908530018,3.8447400470597266,3.3088662182740354,0.5963687150837989,0.0007832197809153896
leave_one_out_without_a7ff24r_858ff2210f276fcf,L0_raw_forward_return,8,1.0,3,True,178.98888888888888,0.0024733501598305785,0.0018733501598305786,0.0008733501598305786,712,5.477807460316527e-05,0.16386701523486422,0.13362002343549054,-1.496806701028572,0.5126404494382022,712,0.0005186753641595054,2.182634319106572,0.7150743331915813,0.11063019365586425,0.5632022471910112,712,0.0006994558278615903,2.533798608182166,0.6336363698388044,0.40359869022546235,0.5603932584269663,712,0.0028733501598305787,6.6250769577046285,2.6033506504602224,0.38255110295813377,0.5955056179775281,-0.00024575015275460094
leave_one_out_without_a7ff24r_858ff2210f276fcf,L1_cross_sectional_relative_return,8,1.0,3,True,178.98888888888888,0.0024733501598305785,0.0018733501598305786,0.0008733501598305786,712,5.477807460316556e-05,0.1638670152348651,0.13362002343549068,-1.496806701028572,0.5126404494382022,712,0.0005186753641595054,2.182634319106572,0.7150743331915812,0.11063019365586432,0.5632022471910112,712,0.0006994558278615902,2.5337986081821655,0.6336363698388043,0.40359869022546174,0.5603932584269663,712,0.0028733501598305787,6.6250769577046285,2.6033506504602224,0.3825511029581339,0.5955056179775281,-0.00024575015275460094
