field_name,source_field_names,source_family,feature_class,feature_role,semantic_role,motif_field_family,in_motif_pack,contract_present,a7ar2_in_contract,uses_future,uses_label,allowed_for_rank,allowed_for_regime,allowed_for_search,allowed_for_label,allowed_for_neutralization,pit_lag_required,feature_available_time_primary,same_bar_execution_allowed,fixed_delay_stress_required,latency_audit_required,timing_ok,ordinary_alpha_allowed,diagnostic_allowed,risk_defense_allowed,generator_allowed_any_mode,selector_primary_allowed,selector_diagnostic_allowed,must_attach_controls,best_label_families,best_horizons,best_transforms,primitive_response_candidate_count,economic_role,caveat,enforcement_status,enforcement_reason,a7aa2_feature_role,reason,response_test_count,primitive_candidate_count,non_l7_candidate_count,min_control_ratio,median_control_ratio,semantic_type,data_behavior,compiler_role,allowed_operator_groups
funding_rate,Binance funding event observed in 1h,funding,raw_source,weak_or_unstable,weak_or_unstable,funding,True,True,True,False,False,True,True,True,False,False,+1h primary,timestamp + 1h,False,False,True,True,False,False,False,False,False,False,False,,,,0,,timestamp + 1h / next 1h bar open; field-native latency audit required; fixed delay stress prohibited,HOLD_WEAK_RESPONSE,primitive_response_map_weak_or_unstable,weak_or_unstable,mostly_premay_unstable,27.0,0.0,0.0,1.0747311466292049,15.798999611006106,rate_like,event_or_interval_rate,forbidden_or_unlicensed,Identity|Delta|ZScore|Abs|Sign|Persistence
global_long_short_account_ratio_last,Binance metrics 5m aggregated to 1h,metrics_positioning,raw_source,control_like_or_risk_exposure,risk_exposure_or_control_like,positioning,True,True,True,False,False,True,True,True,False,False,+1h primary,timestamp + 1h,False,False,True,True,False,False,True,True,False,True,True,,,,0,,timestamp + 1h / next 1h bar open; field-native latency audit required; fixed delay stress prohibited,OK_RISK_DEFENSE_OR_NEUTRALIZER,control_like_or_risk_exposure_not_primary_alpha,control_like_or_risk_exposure,premay_stable_but_control_like,27.0,0.0,0.0,2.257198213786172,9.716535362620746,positioning_like,slow_moving|risk_exposure_sensitive,risk_exposure_or_neutralizer,Identity|Delta|ZScore|CSRank|Persistence|Shock
global_long_short_account_ratio_mean,Binance metrics 5m aggregated to 1h,metrics_positioning,raw_source,,unclassified_generator_ingredient,positioning,True,True,True,False,False,True,True,True,False,False,+1h primary,timestamp + 1h,False,False,True,True,False,True,False,True,False,True,True,,,,0,,timestamp + 1h / next 1h bar open; field-native latency audit required; fixed delay stress prohibited,OK_DIAGNOSTIC_OR_REGIME,nonordinary_response_or_regime_input_contract_clean,,,,,,,,positioning_like,slow_moving,regime_or_diagnostic_input,Identity|Delta|ZScore|CSRank|Persistence|Shock
index_close,Binance mark/index/premium 1h,mark_index_premium,raw_source,,unclassified_generator_ingredient,price,True,True,True,False,False,True,True,True,False,False,+1h primary,timestamp + 1h,False,False,True,True,False,True,False,True,False,True,True,,,,0,,timestamp + 1h / next 1h bar open; field-native latency audit required; fixed delay stress prohibited,OK_DIAGNOSTIC_OR_REGIME,nonordinary_response_or_regime_input_contract_clean,,,,,,,,basis_premium_like,continuous_panel,regime_or_diagnostic_input,Identity|Delta|ZScore|CSRank|HorizonSpread|Clip
mark_close,Binance mark/index/premium 1h,mark_index_premium,raw_source,,unclassified_generator_ingredient,return,True,True,True,False,False,True,True,True,False,False,+1h primary,timestamp + 1h,False,False,True,True,False,True,False,True,False,True,True,,,,0,,timestamp + 1h / next 1h bar open; field-native latency audit required; fixed delay stress prohibited,OK_DIAGNOSTIC_OR_REGIME,nonordinary_response_or_regime_input_contract_clean,,,,,,,,basis_premium_like,continuous_panel,regime_or_diagnostic_input,Identity|Delta|ZScore|CSRank|HorizonSpread|Clip
mark_high,Binance mark/index/premium 1h,mark_index_premium,raw_source,,unclassified_generator_ingredient,volatility,True,True,True,False,False,True,True,True,False,False,+1h primary,timestamp + 1h,False,False,True,True,False,True,False,True,False,True,True,,,,0,,timestamp + 1h / next 1h bar open; field-native latency audit required; fixed delay stress prohibited,OK_DIAGNOSTIC_OR_REGIME,nonordinary_response_or_regime_input_contract_clean,,,,,,,,basis_premium_like,continuous_panel,regime_or_diagnostic_input,Identity|Delta|ZScore|CSRank|HorizonSpread|Clip
mark_index_basis_bps,Binance mark/index/premium 1h,mark_index_premium,raw_source,predictive_signal_candidate,ordinary_signal_candidate,basis,True,True,True,False,False,True,True,True,False,False,+1h primary,timestamp + 1h,False,False,True,True,True,False,False,True,True,False,True,L0_raw_forward_return|L1_cross_sectional_relative_return,1,delta_24h,2,,timestamp + 1h / next 1h bar open; field-native latency audit required; fixed delay stress prohibited,OK_ORDINARY_ALPHA,ordinary_label_response_and_contract_clean,predictive_signal_candidate,has_control_clean_lag_surviving_primitive_response,27.0,2.0,2.0,0.1412887057970058,2.339170430606111,basis_premium_like,continuous_panel,signal_seed_candidate,Identity|Delta|ZScore|CSRank|HorizonSpread|Clip
mark_low,Binance mark/index/premium 1h,mark_index_premium,raw_source,,unclassified_generator_ingredient,volatility,True,True,True,False,False,True,True,True,False,False,+1h primary,timestamp + 1h,False,False,True,True,False,True,False,True,False,True,True,,,,0,,timestamp + 1h / next 1h bar open; field-native latency audit required; fixed delay stress prohibited,OK_DIAGNOSTIC_OR_REGIME,nonordinary_response_or_regime_input_contract_clean,,,,,,,,basis_premium_like,continuous_panel,regime_or_diagnostic_input,Identity|Delta|ZScore|CSRank|HorizonSpread|Clip
mark_trade_basis_bps,Binance mark/index/premium 1h,mark_index_premium,raw_source,regime_state_or_interaction_input,regime_state_or_interaction_input,basis,True,True,True,False,False,True,True,True,False,False,+1h primary,timestamp + 1h,False,False,True,True,False,True,False,True,False,True,True,,,,0,,timestamp + 1h / next 1h bar open; field-native latency audit required; fixed delay stress prohibited,OK_DIAGNOSTIC_OR_REGIME,nonordinary_response_or_regime_input_contract_clean,regime_state_or_interaction_input,premay_stable_without_clean_candidate_gate,27.0,0.0,0.0,0.1077748962021696,1.1358572797552002,basis_premium_like,continuous_panel,regime_or_diagnostic_input,Identity|Delta|ZScore|CSRank|HorizonSpread|Clip
open_interest_last,Binance metrics 5m aggregated to 1h,metrics_positioning,raw_source,control_like_or_risk_exposure,risk_exposure_or_control_like,open_interest,True,True,True,False,False,True,True,True,False,False,+1h primary,timestamp + 1h,False,False,True,True,False,False,True,True,False,True,True,,,,0,,timestamp + 1h / next 1h bar open; field-native latency audit required; fixed delay stress prohibited,OK_RISK_DEFENSE_OR_NEUTRALIZER,control_like_or_risk_exposure_not_primary_alpha,control_like_or_risk_exposure,premay_stable_but_control_like,27.0,0.0,0.0,1.1123244795652512,3.6893539343595823,positioning_like,slow_moving|risk_exposure_sensitive,risk_exposure_or_neutralizer,Identity|Delta|ZScore|CSRank|Persistence|Shock
