candidate_id,arm,candidate_decision,raw_10bp__fresh_forward_2026May__annualized_mean,residual_vs_funding_10bp__fresh_forward_2026May__annualized_mean,reject_reasons,may_used_for_ranking,may_used_for_selection
i3_placebo_random_198,I3_placebo_random,NEGATIVE_CONTROL,-0.4749300496485387,1.363747176302654,placebo_arm,False,False
i3_placebo_random_248,I3_placebo_random,NEGATIVE_CONTROL,-0.4749300496485387,1.363747176302654,placebo_arm,False,False
i1_flow_liquidity_153,I1_flow_liquidity,A7J_CLUE_ONLY,-7.911672994671055,-4.113663302341868,raw_validation_nonpositive;raw_recent_nonpositive;cost20_recent_negative;lag1_recent_negative;may_stress_severe_fail;may_residual_funding_negative,False,False
i2_microstructure_lite_214,I2_microstructure_lite,A7J_CLUE_ONLY,-2.857359514086842,0.3341220397390934,raw_validation_nonpositive;raw_recent_nonpositive;cost20_recent_negative;lag1_recent_negative;may_stress_severe_fail,False,False
i2_microstructure_lite_210,I2_microstructure_lite,A7J_CLUE_ONLY,-3.643762869428503,-0.2423226203167541,raw_validation_nonpositive;raw_recent_nonpositive;cost20_recent_negative;lag1_recent_negative;may_stress_severe_fail;may_residual_funding_negative,False,False
i1_flow_liquidity_094,I1_flow_liquidity,A7J_CLUE_ONLY,-5.27653701102809,-0.972850069403656,raw_validation_nonpositive;raw_recent_nonpositive;cost20_recent_negative;lag1_recent_negative;may_stress_severe_fail;may_residual_funding_negative,False,False
i1_flow_liquidity_185,I1_flow_liquidity,A7J_CLUE_ONLY,-7.544562611402148,-3.739923898824797,raw_validation_nonpositive;raw_recent_nonpositive;cost20_recent_negative;lag1_recent_negative;may_stress_severe_fail;may_residual_funding_negative,False,False
i2_microstructure_lite_126,I2_microstructure_lite,A7J_CLUE_ONLY,-2.550825691044458,-0.1681448073041357,raw_validation_nonpositive;raw_recent_nonpositive;cost20_recent_negative;lag1_recent_negative;may_stress_severe_fail;may_residual_funding_negative,False,False
i2_microstructure_lite_113,I2_microstructure_lite,A7J_CLUE_ONLY,-0.4978876854301183,0.6780796432981011,cost20_recent_negative;may_stress_material_fail,False,False
i2_microstructure_lite_154,I2_microstructure_lite,A7J_CLUE_ONLY,-3.0796622352820187,-0.5225935658537202,raw_validation_nonpositive;raw_recent_nonpositive;cost20_recent_negative;lag1_recent_negative;may_stress_severe_fail;may_residual_funding_negative,False,False
i2_microstructure_lite_165,I2_microstructure_lite,A7J_CLUE_ONLY,-0.99082685607479,1.166687246072681,raw_validation_nonpositive;raw_recent_nonpositive;cost20_recent_negative;lag1_recent_negative;may_stress_severe_fail,False,False
i2_microstructure_lite_098,I2_microstructure_lite,A7J_CLUE_ONLY,-2.265640401244469,0.3883593723977897,raw_validation_nonpositive;raw_recent_nonpositive;cost20_recent_negative;lag1_recent_negative;may_stress_severe_fail,False,False
i2_microstructure_lite_010,I2_microstructure_lite,A7J_CLUE_ONLY,-3.092227989434766,-0.6059922540918826,raw_validation_nonpositive;raw_recent_nonpositive;cost20_recent_negative;lag1_recent_negative;may_stress_severe_fail;may_residual_funding_negative,False,False
i2_microstructure_lite_057,I2_microstructure_lite,A7J_CLUE_ONLY,-2.586720844170764,-0.2998186546804377,raw_validation_nonpositive;raw_recent_nonpositive;cost20_recent_negative;lag1_recent_negative;may_stress_severe_fail;may_residual_funding_negative,False,False
i2_microstructure_lite_137,I2_microstructure_lite,A7J_CLUE_ONLY,-2.1327274524694246,-0.7843067280192484,raw_validation_nonpositive;raw_recent_nonpositive;cost20_recent_negative;lag1_recent_negative;may_stress_severe_fail;may_residual_funding_negative,False,False
i1_flow_liquidity_012,I1_flow_liquidity,A7J_CLUE_ONLY,-0.8249240502533736,0.9560907133762834,raw_validation_nonpositive;raw_recent_nonpositive;cost20_recent_negative;lag1_recent_negative;may_stress_severe_fail,False,False
i1_flow_liquidity_014,I1_flow_liquidity,A7J_CLUE_ONLY,-0.8249240502533736,0.9560907133762834,raw_validation_nonpositive;raw_recent_nonpositive;cost20_recent_negative;lag1_recent_negative;may_stress_severe_fail,False,False
i2_microstructure_lite_095,I2_microstructure_lite,A7J_CLUE_ONLY,-5.656176050222764,-2.760572117905042,raw_validation_nonpositive;raw_recent_nonpositive;cost20_recent_negative;lag1_recent_negative;may_stress_severe_fail;may_residual_funding_negative,False,False
i3_placebo_random_113,I3_placebo_random,NEGATIVE_CONTROL,-1.4237455731847664,0.9001482170639168,placebo_arm,False,False
i1_flow_liquidity_228,I1_flow_liquidity,A7J_CLUE_ONLY,-1.7065446224189662,-0.4990223431604619,raw_recent_nonpositive;cost20_recent_negative;lag1_recent_negative;may_stress_severe_fail;may_residual_funding_negative,False,False
i3_placebo_random_087,I3_placebo_random,NEGATIVE_CONTROL,-4.050898935902625,0.3593728149370365,placebo_arm,False,False
i3_placebo_random_013,I3_placebo_random,NEGATIVE_CONTROL,-1.2205139962399636,1.1049197586968864,placebo_arm,False,False
i3_placebo_random_213,I3_placebo_random,NEGATIVE_CONTROL,-1.4788161612607456,0.933308828076643,placebo_arm,False,False
i3_placebo_random_187,I3_placebo_random,NEGATIVE_CONTROL,-5.432900223391921,-1.3017581010476236,placebo_arm,False,False
i2_microstructure_lite_169,I2_microstructure_lite,A7J_CLUE_ONLY,-1.6638889746266796,-1.3523609276124189,residual_funding_validation_nonpositive;may_stress_severe_fail;may_residual_funding_negative,False,False
i3_placebo_random_063,I3_placebo_random,NEGATIVE_CONTROL,-1.7206473649092595,0.5816559171438526,placebo_arm,False,False
i3_placebo_random_022,I3_placebo_random,NEGATIVE_CONTROL,-4.597351496301506,-0.7278063918723604,placebo_arm,False,False
i3_placebo_random_072,I3_placebo_random,NEGATIVE_CONTROL,-4.597351496301506,-0.7278063918723604,placebo_arm,False,False
i3_placebo_random_122,I3_placebo_random,NEGATIVE_CONTROL,-4.597351496301506,-0.7278063918723604,placebo_arm,False,False
i3_placebo_random_172,I3_placebo_random,NEGATIVE_CONTROL,-4.597351496301506,-0.7278063918723604,placebo_arm,False,False
i3_placebo_random_222,I3_placebo_random,NEGATIVE_CONTROL,-4.597351496301506,-0.7278063918723604,placebo_arm,False,False
i2_microstructure_lite_141,I2_microstructure_lite,A7J_CLUE_ONLY,-1.8715433424548535,-1.52580910024297,residual_funding_validation_nonpositive;residual_funding_recent_nonpositive;residual_core4_recent_nonpositive;may_stress_severe_fail;may_residual_funding_negative,False,False
i0_basis_premium_003,I0_basis_premium,A7J_CLUE_ONLY,-7.12643340516606,-6.861274385509359,raw_recent_nonpositive;residual_funding_recent_nonpositive;residual_core4_recent_nonpositive;cost20_recent_negative;lag1_recent_negative;may_stress_severe_fail;may_residual_funding_negative,False,False
i0_basis_premium_009,I0_basis_premium,REJECT_A7J_GATE_FAIL,0.0,0.0,raw_validation_insufficient_gross_exposure;raw_recent_insufficient_gross_exposure,False,False
i0_basis_premium_010,I0_basis_premium,REJECT_A7J_GATE_FAIL,0.0,0.0,raw_validation_insufficient_gross_exposure;raw_recent_insufficient_gross_exposure,False,False
i0_basis_premium_011,I0_basis_premium,REJECT_A7J_GATE_FAIL,0.0,0.0,raw_validation_insufficient_gross_exposure;raw_recent_insufficient_gross_exposure,False,False
i0_basis_premium_036,I0_basis_premium,REJECT_A7J_GATE_FAIL,0.0,0.0,raw_validation_insufficient_gross_exposure;raw_recent_insufficient_gross_exposure,False,False
i0_basis_premium_037,I0_basis_premium,REJECT_A7J_GATE_FAIL,0.0,0.0,raw_validation_insufficient_gross_exposure;raw_recent_insufficient_gross_exposure,False,False
i0_basis_premium_038,I0_basis_premium,REJECT_A7J_GATE_FAIL,0.0,0.0,raw_validation_insufficient_gross_exposure;raw_recent_insufficient_gross_exposure,False,False
i0_basis_premium_065,I0_basis_premium,REJECT_A7J_GATE_FAIL,0.0,0.0,raw_validation_insufficient_gross_exposure;raw_recent_insufficient_gross_exposure,False,False
i0_basis_premium_066,I0_basis_premium,REJECT_A7J_GATE_FAIL,0.0,0.0,raw_validation_insufficient_gross_exposure;raw_recent_insufficient_gross_exposure,False,False
i0_basis_premium_067,I0_basis_premium,REJECT_A7J_GATE_FAIL,0.0,0.0,raw_validation_insufficient_gross_exposure;raw_recent_insufficient_gross_exposure,False,False
i0_basis_premium_093,I0_basis_premium,REJECT_A7J_GATE_FAIL,0.0,0.0,raw_validation_insufficient_gross_exposure;raw_recent_insufficient_gross_exposure,False,False
i0_basis_premium_094,I0_basis_premium,REJECT_A7J_GATE_FAIL,0.0,0.0,raw_validation_insufficient_gross_exposure;raw_recent_insufficient_gross_exposure,False,False
i0_basis_premium_095,I0_basis_premium,REJECT_A7J_GATE_FAIL,0.0,0.0,raw_validation_insufficient_gross_exposure;raw_recent_insufficient_gross_exposure,False,False
i0_basis_premium_114,I0_basis_premium,REJECT_A7J_GATE_FAIL,0.0,0.0,raw_validation_insufficient_gross_exposure;raw_recent_insufficient_gross_exposure,False,False
i0_basis_premium_115,I0_basis_premium,REJECT_A7J_GATE_FAIL,0.0,0.0,raw_validation_insufficient_gross_exposure;raw_recent_insufficient_gross_exposure,False,False
i0_basis_premium_116,I0_basis_premium,REJECT_A7J_GATE_FAIL,0.0,0.0,raw_validation_insufficient_gross_exposure;raw_recent_insufficient_gross_exposure,False,False
i0_basis_premium_117,I0_basis_premium,REJECT_A7J_GATE_FAIL,0.0,0.0,raw_validation_insufficient_gross_exposure;raw_recent_insufficient_gross_exposure,False,False
i0_basis_premium_118,I0_basis_premium,REJECT_A7J_GATE_FAIL,0.0,0.0,raw_validation_insufficient_gross_exposure;raw_recent_insufficient_gross_exposure,False,False
i0_basis_premium_119,I0_basis_premium,REJECT_A7J_GATE_FAIL,0.0,0.0,raw_validation_insufficient_gross_exposure;raw_recent_insufficient_gross_exposure,False,False
i0_basis_premium_120,I0_basis_premium,REJECT_A7J_GATE_FAIL,0.0,0.0,raw_validation_insufficient_gross_exposure;raw_recent_insufficient_gross_exposure,False,False
i0_basis_premium_121,I0_basis_premium,REJECT_A7J_GATE_FAIL,0.0,0.0,raw_validation_insufficient_gross_exposure;raw_recent_insufficient_gross_exposure,False,False
i0_basis_premium_122,I0_basis_premium,REJECT_A7J_GATE_FAIL,0.0,0.0,raw_validation_insufficient_gross_exposure;raw_recent_insufficient_gross_exposure,False,False
i0_basis_premium_123,I0_basis_premium,REJECT_A7J_GATE_FAIL,0.0,0.0,raw_validation_insufficient_gross_exposure;raw_recent_insufficient_gross_exposure,False,False
i0_basis_premium_124,I0_basis_premium,REJECT_A7J_GATE_FAIL,0.0,0.0,raw_validation_insufficient_gross_exposure;raw_recent_insufficient_gross_exposure,False,False
i0_basis_premium_125,I0_basis_premium,REJECT_A7J_GATE_FAIL,0.0,0.0,raw_validation_insufficient_gross_exposure;raw_recent_insufficient_gross_exposure,False,False
i0_basis_premium_126,I0_basis_premium,REJECT_A7J_GATE_FAIL,0.0,0.0,raw_validation_insufficient_gross_exposure;raw_recent_insufficient_gross_exposure,False,False
i0_basis_premium_127,I0_basis_premium,REJECT_A7J_GATE_FAIL,0.0,0.0,raw_validation_insufficient_gross_exposure;raw_recent_insufficient_gross_exposure,False,False
i0_basis_premium_128,I0_basis_premium,REJECT_A7J_GATE_FAIL,0.0,0.0,raw_validation_insufficient_gross_exposure;raw_recent_insufficient_gross_exposure,False,False
i0_basis_premium_129,I0_basis_premium,REJECT_A7J_GATE_FAIL,0.0,0.0,raw_validation_insufficient_gross_exposure;raw_recent_insufficient_gross_exposure,False,False
i0_basis_premium_130,I0_basis_premium,REJECT_A7J_GATE_FAIL,0.0,0.0,raw_validation_insufficient_gross_exposure;raw_recent_insufficient_gross_exposure,False,False
i0_basis_premium_131,I0_basis_premium,REJECT_A7J_GATE_FAIL,0.0,0.0,raw_validation_insufficient_gross_exposure;raw_recent_insufficient_gross_exposure,False,False
i0_basis_premium_132,I0_basis_premium,REJECT_A7J_GATE_FAIL,0.0,0.0,raw_validation_insufficient_gross_exposure;raw_recent_insufficient_gross_exposure,False,False
i0_basis_premium_133,I0_basis_premium,REJECT_A7J_GATE_FAIL,0.0,0.0,raw_validation_insufficient_gross_exposure;raw_recent_insufficient_gross_exposure,False,False
i0_basis_premium_134,I0_basis_premium,REJECT_A7J_GATE_FAIL,0.0,0.0,raw_validation_insufficient_gross_exposure;raw_recent_insufficient_gross_exposure,False,False
i0_basis_premium_135,I0_basis_premium,REJECT_A7J_GATE_FAIL,0.0,0.0,raw_validation_insufficient_gross_exposure;raw_recent_insufficient_gross_exposure,False,False
i0_basis_premium_136,I0_basis_premium,REJECT_A7J_GATE_FAIL,0.0,0.0,raw_validation_insufficient_gross_exposure;raw_recent_insufficient_gross_exposure,False,False
i0_basis_premium_137,I0_basis_premium,REJECT_A7J_GATE_FAIL,0.0,0.0,raw_validation_insufficient_gross_exposure;raw_recent_insufficient_gross_exposure,False,False
i0_basis_premium_138,I0_basis_premium,REJECT_A7J_GATE_FAIL,0.0,0.0,raw_validation_insufficient_gross_exposure;raw_recent_insufficient_gross_exposure,False,False
i0_basis_premium_139,I0_basis_premium,REJECT_A7J_GATE_FAIL,0.0,0.0,raw_validation_insufficient_gross_exposure;raw_recent_insufficient_gross_exposure,False,False
i0_basis_premium_140,I0_basis_premium,REJECT_A7J_GATE_FAIL,0.0,0.0,raw_validation_insufficient_gross_exposure;raw_recent_insufficient_gross_exposure,False,False
i0_basis_premium_141,I0_basis_premium,REJECT_A7J_GATE_FAIL,0.0,0.0,raw_validation_insufficient_gross_exposure;raw_recent_insufficient_gross_exposure,False,False
i0_basis_premium_152,I0_basis_premium,REJECT_A7J_GATE_FAIL,0.0,0.0,raw_validation_insufficient_gross_exposure;raw_recent_insufficient_gross_exposure,False,False
i0_basis_premium_153,I0_basis_premium,REJECT_A7J_GATE_FAIL,0.0,0.0,raw_validation_insufficient_gross_exposure;raw_recent_insufficient_gross_exposure,False,False
i0_basis_premium_154,I0_basis_premium,REJECT_A7J_GATE_FAIL,0.0,0.0,raw_validation_insufficient_gross_exposure;raw_recent_insufficient_gross_exposure,False,False
i0_basis_premium_180,I0_basis_premium,REJECT_A7J_GATE_FAIL,0.0,0.0,raw_validation_insufficient_gross_exposure;raw_recent_insufficient_gross_exposure,False,False
i0_basis_premium_181,I0_basis_premium,REJECT_A7J_GATE_FAIL,0.0,0.0,raw_validation_insufficient_gross_exposure;raw_recent_insufficient_gross_exposure,False,False
i0_basis_premium_182,I0_basis_premium,REJECT_A7J_GATE_FAIL,0.0,0.0,raw_validation_insufficient_gross_exposure;raw_recent_insufficient_gross_exposure,False,False
i0_basis_premium_208,I0_basis_premium,REJECT_A7J_GATE_FAIL,0.0,0.0,raw_validation_insufficient_gross_exposure;raw_recent_insufficient_gross_exposure,False,False
i0_basis_premium_209,I0_basis_premium,REJECT_A7J_GATE_FAIL,0.0,0.0,raw_validation_insufficient_gross_exposure;raw_recent_insufficient_gross_exposure,False,False
i0_basis_premium_210,I0_basis_premium,REJECT_A7J_GATE_FAIL,0.0,0.0,raw_validation_insufficient_gross_exposure;raw_recent_insufficient_gross_exposure,False,False
i0_basis_premium_236,I0_basis_premium,REJECT_A7J_GATE_FAIL,0.0,0.0,raw_validation_insufficient_gross_exposure;raw_recent_insufficient_gross_exposure,False,False
i0_basis_premium_237,I0_basis_premium,REJECT_A7J_GATE_FAIL,0.0,0.0,raw_validation_insufficient_gross_exposure;raw_recent_insufficient_gross_exposure,False,False
i0_basis_premium_238,I0_basis_premium,REJECT_A7J_GATE_FAIL,0.0,0.0,raw_validation_insufficient_gross_exposure;raw_recent_insufficient_gross_exposure,False,False
i3_placebo_random_038,I3_placebo_random,NEGATIVE_CONTROL,-0.7983747214817704,1.1322295232974755,placebo_arm,False,False
i3_placebo_random_188,I3_placebo_random,NEGATIVE_CONTROL,-1.241509290933284,0.8282595696858901,placebo_arm,False,False
i3_placebo_random_037,I3_placebo_random,NEGATIVE_CONTROL,-5.765466595170106,-1.3656792561593836,placebo_arm,False,False
i3_placebo_random_238,I3_placebo_random,NEGATIVE_CONTROL,-0.8761073708397144,0.8803200625529011,placebo_arm,False,False
i2_microstructure_lite_168,I2_microstructure_lite,A7J_CLUE_ONLY,-1.7506489113333392,-1.8574454082491412,raw_validation_nonpositive;residual_funding_validation_nonpositive;residual_funding_recent_nonpositive;residual_core4_recent_nonpositive;cost20_recent_negative;may_stress_severe_fail;may_residual_funding_negative,False,False
i3_placebo_random_137,I3_placebo_random,NEGATIVE_CONTROL,-6.146791184526379,-2.563599908716916,placebo_arm,False,False
i3_placebo_random_088,I3_placebo_random,NEGATIVE_CONTROL,-0.5457889301367783,1.0831952040337565,placebo_arm,False,False
i3_placebo_random_163,I3_placebo_random,NEGATIVE_CONTROL,-2.2460389227707367,-0.3327686298009133,placebo_arm,False,False
i3_placebo_random_005,I3_placebo_random,NEGATIVE_CONTROL,-2.90708946191123,1.3183699006695486,placebo_arm,False,False
i3_placebo_random_237,I3_placebo_random,NEGATIVE_CONTROL,-5.290302430138646,-1.6372109026999302,placebo_arm,False,False
i3_placebo_random_138,I3_placebo_random,NEGATIVE_CONTROL,-1.1566360834093452,0.5452082257678763,placebo_arm,False,False
i3_placebo_random_083,I3_placebo_random,NEGATIVE_CONTROL,-3.3538138988033896,0.20560841974541,placebo_arm,False,False
i3_placebo_random_062,I3_placebo_random,NEGATIVE_CONTROL,-3.8598024998032674,-0.5941558530397247,placebo_arm,False,False
i3_placebo_random_012,I3_placebo_random,NEGATIVE_CONTROL,-4.129506210704298,-0.4806867770308703,placebo_arm,False,False
i3_placebo_random_162,I3_placebo_random,NEGATIVE_CONTROL,-3.5322475959138373,-0.0344568372936101,placebo_arm,False,False
i3_placebo_random_046,I3_placebo_random,NEGATIVE_CONTROL,-4.48969266635455,-1.8426657758142952,placebo_arm,False,False
i3_placebo_random_096,I3_placebo_random,NEGATIVE_CONTROL,-4.48969266635455,-1.8426657758142952,placebo_arm,False,False
i3_placebo_random_146,I3_placebo_random,NEGATIVE_CONTROL,-4.48969266635455,-1.8426657758142952,placebo_arm,False,False
i3_placebo_random_196,I3_placebo_random,NEGATIVE_CONTROL,-4.48969266635455,-1.8426657758142952,placebo_arm,False,False
i3_placebo_random_246,I3_placebo_random,NEGATIVE_CONTROL,-4.48969266635455,-1.8426657758142952,placebo_arm,False,False
i3_placebo_random_025,I3_placebo_random,NEGATIVE_CONTROL,-2.2691877089097545,1.2141134833803522,placebo_arm,False,False
i3_placebo_random_160,I3_placebo_random,NEGATIVE_CONTROL,-3.1670728790617706,0.5474787580210712,placebo_arm,False,False
i3_placebo_random_184,I3_placebo_random,NEGATIVE_CONTROL,-3.211723926322655,0.7158370240002357,placebo_arm,False,False
i3_placebo_random_179,I3_placebo_random,NEGATIVE_CONTROL,-4.070202535430449,-0.3929978034193291,placebo_arm,False,False
i3_placebo_random_233,I3_placebo_random,NEGATIVE_CONTROL,-1.74970828141683,1.5565227446139085,placebo_arm,False,False
i3_placebo_random_024,I3_placebo_random,NEGATIVE_CONTROL,-5.581504970138296,-3.7618119213061982,placebo_arm,False,False
i3_placebo_random_074,I3_placebo_random,NEGATIVE_CONTROL,-5.581504970138296,-3.7618119213061982,placebo_arm,False,False
i3_placebo_random_124,I3_placebo_random,NEGATIVE_CONTROL,-5.581504970138296,-3.7618119213061982,placebo_arm,False,False
i3_placebo_random_174,I3_placebo_random,NEGATIVE_CONTROL,-5.581504970138296,-3.7618119213061982,placebo_arm,False,False
i3_placebo_random_224,I3_placebo_random,NEGATIVE_CONTROL,-5.581504970138296,-3.7618119213061982,placebo_arm,False,False
i3_placebo_random_018,I3_placebo_random,NEGATIVE_CONTROL,-0.4525759497466264,-1.043605489042951,placebo_arm,False,False
i3_placebo_random_068,I3_placebo_random,NEGATIVE_CONTROL,-0.4525759497466264,-1.043605489042951,placebo_arm,False,False
i3_placebo_random_118,I3_placebo_random,NEGATIVE_CONTROL,-0.4525759497466264,-1.043605489042951,placebo_arm,False,False
i3_placebo_random_168,I3_placebo_random,NEGATIVE_CONTROL,-0.4525759497466264,-1.043605489042951,placebo_arm,False,False
i3_placebo_random_218,I3_placebo_random,NEGATIVE_CONTROL,-0.4525759497466264,-1.043605489042951,placebo_arm,False,False
i3_placebo_random_043,I3_placebo_random,NEGATIVE_CONTROL,0.3485630495539188,-0.8379452630099401,placebo_arm,False,False
i3_placebo_random_093,I3_placebo_random,NEGATIVE_CONTROL,0.3485630495539188,-0.8379452630099401,placebo_arm,False,False
i3_placebo_random_143,I3_placebo_random,NEGATIVE_CONTROL,0.3485630495539188,-0.8379452630099401,placebo_arm,False,False
i3_placebo_random_193,I3_placebo_random,NEGATIVE_CONTROL,0.3485630495539188,-0.8379452630099401,placebo_arm,False,False
