source_blueprint_id,blueprint_id,horizon_h,expression,formula,candidate_role,semantic_pair,motif,skeleton_key,source_lag_gate,sortino_source_lag_1h,sortino_source_lag_2h,sortino_source_lag_4h,nonoverlap_floor_sortino_source_lag_1h,nonoverlap_floor_sortino_source_lag_2h,nonoverlap_floor_sortino_source_lag_4h,rankic_mean_source_lag_2h,floor_retention_source_lag_2h,source_lag_survivor_rank
a7mech1_0024,a7mech1_0024_oi_only_tsrank,4,"TSRank(open_interest_mean,336)","TSRank(open_interest_mean,336)",source_lag_survivor_research_candidate,open_interest,a7source5_source_lag_survivor,"TSRank(open_interest_mean,N)",PASS_SOURCE_LAG_1H_2H_DIAGNOSTIC,15.411051500521529,14.379044485168755,12.469660270875472,14.224170958166324,11.812569772877678,11.563077408876769,0.021610943357287,0.8400026654521319,11
a7mech1_0025,a7mech1_0025_oi_only_cs_tsrank,4,"CSRank(TSRank(open_interest_mean,336))","CSRank(TSRank(open_interest_mean,336))",source_lag_survivor_research_candidate,open_interest,a7source5_source_lag_survivor,"CSRank(TSRank(open_interest_mean,N))",PASS_SOURCE_LAG_1H_2H_DIAGNOSTIC,15.411051500521529,14.379044485168755,12.469660270875472,14.224170958166324,11.812569772877678,11.563077408876769,0.021610943357287,0.8400026654521319,12
a7mech1_0052,a7mech1_0052_oi_only_tsrank,8,"TSRank(open_interest_last,336)","TSRank(open_interest_last,336)",source_lag_survivor_research_candidate,open_interest,a7source5_source_lag_survivor,"TSRank(open_interest_last,N)",PASS_SOURCE_LAG_1H_2H_DIAGNOSTIC,14.657903266450017,13.482938584837626,11.813362425223,13.644627796661313,11.637099817142024,8.651719175930696,0.0316270532754674,0.7641661634132338,13
a7mech1_0053,a7mech1_0053_oi_only_cs_tsrank,8,"CSRank(TSRank(open_interest_last,336))","CSRank(TSRank(open_interest_last,336))",source_lag_survivor_research_candidate,open_interest,a7source5_source_lag_survivor,"CSRank(TSRank(open_interest_last,N))",PASS_SOURCE_LAG_1H_2H_DIAGNOSTIC,14.657903266450017,13.482938584837626,11.813362425223,13.644627796661313,11.637099817142024,8.651719175930696,0.0316270532754674,0.7641661634132338,14
a7mech1_0058,a7mech1_0058_oi_only_tsrank,8,"TSRank(open_interest_mean,336)","TSRank(open_interest_mean,336)",source_lag_survivor_research_candidate,open_interest,a7source5_source_lag_survivor,"TSRank(open_interest_mean,N)",PASS_SOURCE_LAG_1H_2H_DIAGNOSTIC,14.620145681375186,13.542985519203716,12.120585260698723,12.96084897696637,10.550502647397304,8.720948024521883,0.0315418488544651,0.7045812998014447,15
a7mech1_0059,a7mech1_0059_oi_only_cs_tsrank,8,"CSRank(TSRank(open_interest_mean,336))","CSRank(TSRank(open_interest_mean,336))",source_lag_survivor_research_candidate,open_interest,a7source5_source_lag_survivor,"CSRank(TSRank(open_interest_mean,N))",PASS_SOURCE_LAG_1H_2H_DIAGNOSTIC,14.620145681375186,13.542985519203716,12.120585260698723,12.96084897696637,10.550502647397304,8.720948024521883,0.0315418488544651,0.7045812998014447,16
a7mech1_0169,a7mech1_0169_safe_div_rank_over_funding_rank,4,"SafeDiv(TSRank(open_interest_value_last,504),CSRank(ZScore(Mean(funding_rate_delta_state_24h,48))))","SafeDiv(TSRank(open_interest_value_last,504),CSRank(ZScore(Mean(funding_rate_delta_state_24h,48))))",source_lag_survivor_research_candidate,open_interest|funding_state,a7source5_source_lag_survivor,"SafeDiv(TSRank(open_interest_value_last,N),CSRank(ZScore(Mean(funding_rate_delta_state_Nh,N))))",PASS_SOURCE_LAG_1H_2H_DIAGNOSTIC,14.749998170168286,13.647731332706211,8.79074608752629,9.076269429735731,10.192035307617894,6.162364047585661,0.0368337769999137,0.8687030183544873,17
a7mech1_0150,a7mech1_0150_safe_div_rank_over_funding_rank,4,"SafeDiv(TSRank(open_interest_value_last,336),CSRank(ZScore(Mean(funding_rate_delta_state_24h,48))))","SafeDiv(TSRank(open_interest_value_last,336),CSRank(ZScore(Mean(funding_rate_delta_state_24h,48))))",source_lag_survivor_research_candidate,open_interest|funding_state,a7source5_source_lag_survivor,"SafeDiv(TSRank(open_interest_value_last,N),CSRank(ZScore(Mean(funding_rate_delta_state_Nh,N))))",PASS_SOURCE_LAG_1H_2H_DIAGNOSTIC,14.607838711135935,13.123586314096952,7.870597574382589,8.396172669329783,9.422397973206316,5.714348122333351,0.0326724820136499,0.7018720847779746,18
a7mech1_0172,a7mech1_0172_oi_rank_minus_funding_rank,4,"Sub(CSRank(TSRank(open_interest_value_last,504)),CSRank(ZScore(Mean(funding_rate_delta_state_24h,48))))","Sub(CSRank(TSRank(open_interest_value_last,504)),CSRank(ZScore(Mean(funding_rate_delta_state_24h,48))))",source_lag_survivor_research_candidate,open_interest|funding_state,a7source5_source_lag_survivor,"Sub(CSRank(TSRank(open_interest_value_last,N)),CSRank(ZScore(Mean(funding_rate_delta_state_Nh,N))))",PASS_SOURCE_LAG_1H_2H_DIAGNOSTIC,10.402847810879283,10.461323661783462,8.493180932703464,6.487783035221098,7.705845821082212,7.053423494630005,0.0304817930039773,0.92092522768274,19
a7mech1_0092,a7mech1_0092_oi_only_tsrank,24,"TSRank(open_interest_mean,336)","TSRank(open_interest_mean,336)",source_lag_survivor_research_candidate,open_interest,a7source5_source_lag_survivor,"TSRank(open_interest_mean,N)",PASS_SOURCE_LAG_1H_2H_DIAGNOSTIC,11.256650429079365,10.839581884895116,10.01120729822598,6.787298645709011,7.439512066724757,5.315846907369882,0.0439956398098736,1.2131753172178028,20
a7mech1_0093,a7mech1_0093_oi_only_cs_tsrank,24,"CSRank(TSRank(open_interest_mean,336))","CSRank(TSRank(open_interest_mean,336))",source_lag_survivor_research_candidate,open_interest,a7source5_source_lag_survivor,"CSRank(TSRank(open_interest_mean,N))",PASS_SOURCE_LAG_1H_2H_DIAGNOSTIC,11.256650429079365,10.839581884895116,10.01120729822598,6.787298645709011,7.439512066724757,5.315846907369882,0.0439956398098736,1.2131753172178028,21
a7mech1_0086,a7mech1_0086_oi_only_tsrank,24,"TSRank(open_interest_last,336)","TSRank(open_interest_last,336)",source_lag_survivor_research_candidate,open_interest,a7source5_source_lag_survivor,"TSRank(open_interest_last,N)",PASS_SOURCE_LAG_1H_2H_DIAGNOSTIC,11.469270655280106,10.91335180263358,10.16819564667929,6.807243618076689,7.176052735612557,6.626886112412148,0.0447187242091297,1.0559435077594688,22
a7mech1_0087,a7mech1_0087_oi_only_cs_tsrank,24,"CSRank(TSRank(open_interest_last,336))","CSRank(TSRank(open_interest_last,336))",source_lag_survivor_research_candidate,open_interest,a7source5_source_lag_survivor,"CSRank(TSRank(open_interest_last,N))",PASS_SOURCE_LAG_1H_2H_DIAGNOSTIC,11.469270655280106,10.91335180263358,10.16819564667929,6.807243618076689,7.176052735612557,6.626886112412148,0.0447187242091297,1.0559435077594688,23
a7mech1_0130,a7mech1_0130_safe_div_rank_over_funding_rank,4,"SafeDiv(TSRank(open_interest_value_last,240),CSRank(ZScore(Mean(funding_rate_delta_state_24h,48))))","SafeDiv(TSRank(open_interest_value_last,240),CSRank(ZScore(Mean(funding_rate_delta_state_24h,48))))",source_lag_survivor_research_candidate,open_interest|funding_state,a7source5_source_lag_survivor,"SafeDiv(TSRank(open_interest_value_last,N),CSRank(ZScore(Mean(funding_rate_delta_state_Nh,N))))",PASS_SOURCE_LAG_1H_2H_DIAGNOSTIC,14.412970960815516,13.463860014771992,8.86708459961949,7.716907264990431,7.101533922062718,7.1295458390943685,0.0284844809227829,0.468409461095266,24
a7mech1_0153,a7mech1_0153_oi_rank_minus_funding_rank,4,"Sub(CSRank(TSRank(open_interest_value_last,336)),CSRank(ZScore(Mean(funding_rate_delta_state_24h,48))))","Sub(CSRank(TSRank(open_interest_value_last,336)),CSRank(ZScore(Mean(funding_rate_delta_state_24h,48))))",source_lag_survivor_research_candidate,open_interest|funding_state,a7source5_source_lag_survivor,"Sub(CSRank(TSRank(open_interest_value_last,N)),CSRank(ZScore(Mean(funding_rate_delta_state_Nh,N))))",PASS_SOURCE_LAG_1H_2H_DIAGNOSTIC,10.420673085187309,10.066213952700004,7.312969138930231,5.977665463697392,6.825020955593135,5.0369246974546,0.0282512936240475,0.759249812723007,25
a7mech1_0031,a7mech1_0031_funding_only_sign,4,"Sign(Mean(funding_rate_delta_state_24h,48))","Sign(Mean(funding_rate_delta_state_24h,48))",source_lag_survivor_research_candidate,funding_state,a7source5_source_lag_survivor,"Sign(Mean(funding_rate_delta_state_Nh,N))",PASS_SOURCE_LAG_1H_2H_DIAGNOSTIC,7.791127747447787,9.234883902768283,9.28383674711174,5.942536374891117,6.4345080218526025,7.48290946078561,0.0104929917434234,1.3444162470241003,26
a7mech1_0001,a7mech1_0001_base_safe_div_oi_funding,4,"SafeDiv(TSRank(open_interest_value_last,336),CSRank(ZScore(Mean(funding_rate_delta_state_24h,72))))","SafeDiv(TSRank(open_interest_value_last,336),CSRank(ZScore(Mean(funding_rate_delta_state_24h,72))))",source_lag_survivor_research_candidate,open_interest|funding_state,a7source5_source_lag_survivor,"SafeDiv(TSRank(open_interest_value_last,N),CSRank(ZScore(Mean(funding_rate_delta_state_Nh,N))))",PASS_SOURCE_LAG_1H_2H_DIAGNOSTIC,11.025773704069673,8.820969164095542,4.524200955014642,8.182573440896292,6.222511439908078,2.7025082993735623,0.0277093165074572,0.448924942260223,27
a7mech1_0173,a7mech1_0173_safe_div_rank_over_funding_rank,4,"SafeDiv(TSRank(open_interest_value_last,504),CSRank(ZScore(Mean(funding_rate_delta_state_24h,72))))","SafeDiv(TSRank(open_interest_value_last,504),CSRank(ZScore(Mean(funding_rate_delta_state_24h,72))))",source_lag_survivor_research_candidate,open_interest|funding_state,a7source5_source_lag_survivor,"SafeDiv(TSRank(open_interest_value_last,N),CSRank(ZScore(Mean(funding_rate_delta_state_Nh,N))))",PASS_SOURCE_LAG_1H_2H_DIAGNOSTIC,10.90501813838967,9.1169387976275,4.839592539136556,7.755971491575168,5.976725447534268,2.7774145408311512,0.0309867298132815,0.4479259760255483,28
a7mech1_0088,a7mech1_0088_oi_only_tsrank,24,"TSRank(open_interest_last,504)","TSRank(open_interest_last,504)",source_lag_survivor_research_candidate,open_interest,a7source5_source_lag_survivor,"TSRank(open_interest_last,N)",PASS_SOURCE_LAG_1H_2H_DIAGNOSTIC,13.653532439049028,13.089505133836765,12.513113125650804,7.202365570478137,5.777959508231911,4.987933301248473,0.0455092160582358,0.8489542809503465,29
a7mech1_0089,a7mech1_0089_oi_only_cs_tsrank,24,"CSRank(TSRank(open_interest_last,504))","CSRank(TSRank(open_interest_last,504))",source_lag_survivor_research_candidate,open_interest,a7source5_source_lag_survivor,"CSRank(TSRank(open_interest_last,N))",PASS_SOURCE_LAG_1H_2H_DIAGNOSTIC,13.653532439049028,13.089505133836765,12.513113125650804,7.202365570478137,5.777959508231911,4.987933301248473,0.0455092160582358,0.8489542809503465,30
a7mech1_0094,a7mech1_0094_oi_only_tsrank,24,"TSRank(open_interest_mean,504)","TSRank(open_interest_mean,504)",source_lag_survivor_research_candidate,open_interest,a7source5_source_lag_survivor,"TSRank(open_interest_mean,N)",PASS_SOURCE_LAG_1H_2H_DIAGNOSTIC,13.558027130572524,13.11606758219986,12.46151726873846,7.913232033574078,5.550372082576168,4.959596189375467,0.0452617852786854,0.7663158792196819,31
a7mech1_0095,a7mech1_0095_oi_only_cs_tsrank,24,"CSRank(TSRank(open_interest_mean,504))","CSRank(TSRank(open_interest_mean,504))",source_lag_survivor_research_candidate,open_interest,a7source5_source_lag_survivor,"CSRank(TSRank(open_interest_mean,N))",PASS_SOURCE_LAG_1H_2H_DIAGNOSTIC,13.558027130572524,13.11606758219986,12.46151726873846,7.913232033574078,5.550372082576168,4.959596189375467,0.0452617852786854,0.7663158792196819,32
a7mech1_0133,a7mech1_0133_oi_rank_minus_funding_rank,4,"Sub(CSRank(TSRank(open_interest_value_last,240)),CSRank(ZScore(Mean(funding_rate_delta_state_24h,48))))","Sub(CSRank(TSRank(open_interest_value_last,240)),CSRank(ZScore(Mean(funding_rate_delta_state_24h,48))))",source_lag_survivor_research_candidate,open_interest|funding_state,a7source5_source_lag_survivor,"Sub(CSRank(TSRank(open_interest_value_last,N)),CSRank(ZScore(Mean(funding_rate_delta_state_Nh,N))))",PASS_SOURCE_LAG_1H_2H_DIAGNOSTIC,9.46358533882704,9.63882626380312,7.331757189451295,5.014821038543814,5.228437056402102,6.341718477043892,0.0251654763949664,0.579839315008629,33
a7mech1_0056,a7mech1_0056_oi_only_tsrank,8,"TSRank(open_interest_mean,168)","TSRank(open_interest_mean,168)",source_lag_survivor_research_candidate,open_interest,a7source5_source_lag_survivor,"TSRank(open_interest_mean,N)",PASS_SOURCE_LAG_1H_2H_DIAGNOSTIC,8.470414237461078,7.259547921529523,5.14321956478052,5.196679714057044,5.217756397845532,1.6233621676110035,0.0302111745542148,0.8545109362565319,34
a7mech1_0057,a7mech1_0057_oi_only_cs_tsrank,8,"CSRank(TSRank(open_interest_mean,168))","CSRank(TSRank(open_interest_mean,168))",source_lag_survivor_research_candidate,open_interest,a7source5_source_lag_survivor,"CSRank(TSRank(open_interest_mean,N))",PASS_SOURCE_LAG_1H_2H_DIAGNOSTIC,8.470414237461078,7.259547921529523,5.14321956478052,5.196679714057044,5.217756397845532,1.6233621676110035,0.0302111745542148,0.8545109362565319,35
a7mech1_0016,a7mech1_0016_oi_only_tsrank,4,"TSRank(open_interest_last,168)","TSRank(open_interest_last,168)",source_lag_survivor_research_candidate,open_interest,a7source5_source_lag_survivor,"TSRank(open_interest_last,N)",PASS_SOURCE_LAG_1H_2H_DIAGNOSTIC,9.873400471670791,7.605697305007067,5.513250466435416,8.141001927861367,5.183416327397244,1.3913316376873877,0.0218590733447265,0.5259578507182967,36
a7mech1_0017,a7mech1_0017_oi_only_cs_tsrank,4,"CSRank(TSRank(open_interest_last,168))","CSRank(TSRank(open_interest_last,168))",source_lag_survivor_research_candidate,open_interest,a7source5_source_lag_survivor,"CSRank(TSRank(open_interest_last,N))",PASS_SOURCE_LAG_1H_2H_DIAGNOSTIC,9.873400471670791,7.605697305007067,5.513250466435416,8.141001927861367,5.183416327397244,1.3913316376873877,0.0218590733447265,0.5259578507182967,37
a7mech1_0165,a7mech1_0165_safe_div_rank_over_funding_rank,4,"SafeDiv(TSRank(open_interest_value_last,504),CSRank(ZScore(Mean(funding_rate_delta_state_24h,24))))","SafeDiv(TSRank(open_interest_value_last,504),CSRank(ZScore(Mean(funding_rate_delta_state_24h,24))))",source_lag_survivor_research_candidate,open_interest|funding_state,a7source5_source_lag_survivor,"SafeDiv(TSRank(open_interest_value_last,N),CSRank(ZScore(Mean(funding_rate_delta_state_Nh,N))))",PASS_SOURCE_LAG_1H_2H_DIAGNOSTIC,8.61858952919064,6.651610976613347,1.9136977202976555,4.713327772988123,4.897233281095142,0.8769635243843544,0.0374369766415866,0.5755113165619469,38
a7mech1_0050,a7mech1_0050_oi_only_tsrank,8,"TSRank(open_interest_last,168)","TSRank(open_interest_last,168)",source_lag_survivor_research_candidate,open_interest,a7source5_source_lag_survivor,"TSRank(open_interest_last,N)",PASS_SOURCE_LAG_1H_2H_DIAGNOSTIC,8.772783767635199,7.230070160953688,4.919444692233578,4.6296444023016825,4.613268027131943,1.6095890669026554,0.0310598676775401,1.0407443470942916,39
a7mech1_0051,a7mech1_0051_oi_only_cs_tsrank,8,"CSRank(TSRank(open_interest_last,168))","CSRank(TSRank(open_interest_last,168))",source_lag_survivor_research_candidate,open_interest,a7source5_source_lag_survivor,"CSRank(TSRank(open_interest_last,N))",PASS_SOURCE_LAG_1H_2H_DIAGNOSTIC,8.772783767635199,7.230070160953688,4.919444692233578,4.6296444023016825,4.613268027131943,1.6095890669026554,0.0310598676775401,1.0407443470942916,40
a7mech1_0022,a7mech1_0022_oi_only_tsrank,4,"TSRank(open_interest_mean,168)","TSRank(open_interest_mean,168)",source_lag_survivor_research_candidate,open_interest,a7source5_source_lag_survivor,"TSRank(open_interest_mean,N)",PASS_SOURCE_LAG_1H_2H_DIAGNOSTIC,9.404610729215992,7.423523788568588,6.061379008486295,7.346534333442117,4.351194404086389,3.975466342775317,0.0195276166126435,0.4487927319131042,41
a7mech1_0023,a7mech1_0023_oi_only_cs_tsrank,4,"CSRank(TSRank(open_interest_mean,168))","CSRank(TSRank(open_interest_mean,168))",source_lag_survivor_research_candidate,open_interest,a7source5_source_lag_survivor,"CSRank(TSRank(open_interest_mean,N))",PASS_SOURCE_LAG_1H_2H_DIAGNOSTIC,9.404610729215992,7.423523788568588,6.061379008486295,7.346534333442117,4.351194404086389,3.975466342775317,0.0195276166126435,0.4487927319131042,42
a7mech1_0002,a7mech1_0002_base_safe_div_oi_funding,8,"SafeDiv(TSRank(open_interest_value_last,336),CSRank(ZScore(Mean(funding_rate_delta_state_24h,72))))","SafeDiv(TSRank(open_interest_value_last,336),CSRank(ZScore(Mean(funding_rate_delta_state_24h,72))))",source_lag_survivor_research_candidate,open_interest|funding_state,a7source5_source_lag_survivor,"SafeDiv(TSRank(open_interest_value_last,N),CSRank(ZScore(Mean(funding_rate_delta_state_Nh,N))))",PASS_SOURCE_LAG_1H_2H_DIAGNOSTIC,7.46496766270688,6.570655141643724,4.489471396336268,4.562651158430519,4.07074557644011,1.7631847980563016,0.0321666439503904,0.598153753014822,43
a7mech1_0110,a7mech1_0110_safe_div_rank_over_funding_rank,4,"SafeDiv(TSRank(open_interest_value_last,168),CSRank(ZScore(Mean(funding_rate_delta_state_24h,48))))","SafeDiv(TSRank(open_interest_value_last,168),CSRank(ZScore(Mean(funding_rate_delta_state_24h,48))))",source_lag_survivor_research_candidate,open_interest|funding_state,a7source5_source_lag_survivor,"SafeDiv(TSRank(open_interest_value_last,N),CSRank(ZScore(Mean(funding_rate_delta_state_Nh,N))))",PASS_SOURCE_LAG_1H_2H_DIAGNOSTIC,11.557940758773004,10.71810398731308,6.137586418283014,5.563717701796767,3.988563306545257,4.036973143373672,0.0227638290451923,0.3205373212577727,44
a7mech1_0134,a7mech1_0134_safe_div_rank_over_funding_rank,4,"SafeDiv(TSRank(open_interest_value_last,240),CSRank(ZScore(Mean(funding_rate_delta_state_24h,72))))","SafeDiv(TSRank(open_interest_value_last,240),CSRank(ZScore(Mean(funding_rate_delta_state_24h,72))))",source_lag_survivor_research_candidate,open_interest|funding_state,a7source5_source_lag_survivor,"SafeDiv(TSRank(open_interest_value_last,N),CSRank(ZScore(Mean(funding_rate_delta_state_Nh,N))))",PASS_SOURCE_LAG_1H_2H_DIAGNOSTIC,9.649183717050509,8.045335242709221,4.773649348625523,6.685567191538576,3.868494164418464,3.0663573583862678,0.0224824183574381,0.3307298760632645,45
a7mech1_0113,a7mech1_0113_oi_rank_minus_funding_rank,4,"Sub(CSRank(TSRank(open_interest_value_last,168)),CSRank(ZScore(Mean(funding_rate_delta_state_24h,48))))","Sub(CSRank(TSRank(open_interest_value_last,168)),CSRank(ZScore(Mean(funding_rate_delta_state_24h,48))))",source_lag_survivor_research_candidate,open_interest|funding_state,a7source5_source_lag_survivor,"Sub(CSRank(TSRank(open_interest_value_last,N)),CSRank(ZScore(Mean(funding_rate_delta_state_Nh,N))))",PASS_SOURCE_LAG_1H_2H_DIAGNOSTIC,6.908691270371217,6.97997695952675,5.259998147212383,2.8274623261144964,3.3309142472963966,3.255282597029169,0.0202933023748883,0.5287987519109366,46
a7mech1_0065,a7mech1_0065_funding_only_sign,8,"Sign(Mean(funding_rate_delta_state_24h,48))","Sign(Mean(funding_rate_delta_state_24h,48))",source_lag_survivor_research_candidate,funding_state,a7source5_source_lag_survivor,"Sign(Mean(funding_rate_delta_state_Nh,N))",PASS_SOURCE_LAG_1H_2H_DIAGNOSTIC,7.840721197446719,7.901435531374589,7.2427284981314255,2.5293431621689857,3.1466214754435144,5.438548691299128,0.0127509070910353,1.4334179028699177,47
a7mech1_0146,a7mech1_0146_safe_div_rank_over_funding_rank,4,"SafeDiv(TSRank(open_interest_value_last,336),CSRank(ZScore(Mean(funding_rate_delta_state_24h,24))))","SafeDiv(TSRank(open_interest_value_last,336),CSRank(ZScore(Mean(funding_rate_delta_state_24h,24))))",source_lag_survivor_research_candidate,open_interest|funding_state,a7source5_source_lag_survivor,"SafeDiv(TSRank(open_interest_value_last,N),CSRank(ZScore(Mean(funding_rate_delta_state_Nh,N))))",PASS_SOURCE_LAG_1H_2H_DIAGNOSTIC,6.584699260313513,4.520392605332022,0.2263328256797198,3.269557871276906,2.8937916432586155,-1.3986766804105648,0.0333866856978971,0.3868952794264071,48
a7mech1_0177,a7mech1_0177_safe_div_rank_over_funding_rank,4,"SafeDiv(TSRank(open_interest_value_last,504),CSRank(ZScore(Mean(funding_rate_delta_state_24h,96))))","SafeDiv(TSRank(open_interest_value_last,504),CSRank(ZScore(Mean(funding_rate_delta_state_24h,96))))",source_lag_survivor_research_candidate,open_interest|funding_state,a7source5_source_lag_survivor,"SafeDiv(TSRank(open_interest_value_last,N),CSRank(ZScore(Mean(funding_rate_delta_state_Nh,N))))",PASS_SOURCE_LAG_1H_2H_DIAGNOSTIC,6.405908359105156,4.197236533296246,-0.939603651435397,3.31621781676342,2.1179348063978205,-2.1388540025470144,0.0277170792035723,0.2858528370274278,49
a7mech1_0126,a7mech1_0126_safe_div_rank_over_funding_rank,4,"SafeDiv(TSRank(open_interest_value_last,240),CSRank(ZScore(Mean(funding_rate_delta_state_24h,24))))","SafeDiv(TSRank(open_interest_value_last,240),CSRank(ZScore(Mean(funding_rate_delta_state_24h,24))))",source_lag_survivor_research_candidate,open_interest|funding_state,a7source5_source_lag_survivor,"SafeDiv(TSRank(open_interest_value_last,N),CSRank(ZScore(Mean(funding_rate_delta_state_Nh,N))))",PASS_SOURCE_LAG_1H_2H_DIAGNOSTIC,6.044223687475885,4.063496837838347,0.1981819497322522,2.3748314000611384,1.9184679853040072,-1.7401500078520675,0.0303734529469349,0.3405509556578752,50
a7mech1_0157,a7mech1_0157_safe_div_rank_over_funding_rank,4,"SafeDiv(TSRank(open_interest_value_last,336),CSRank(ZScore(Mean(funding_rate_delta_state_24h,96))))","SafeDiv(TSRank(open_interest_value_last,336),CSRank(ZScore(Mean(funding_rate_delta_state_24h,96))))",source_lag_survivor_research_candidate,open_interest|funding_state,a7source5_source_lag_survivor,"SafeDiv(TSRank(open_interest_value_last,N),CSRank(ZScore(Mean(funding_rate_delta_state_Nh,N))))",PASS_SOURCE_LAG_1H_2H_DIAGNOSTIC,6.508096109931586,3.901012384344976,-1.3049514839738166,3.0024121673514506,1.7963116239130856,-3.3133397387404493,0.0247942966290813,0.2141283268370349,51
