object,split,n,mean_hour,annualized_mean,std_hour,sharpe_proxy,sortino_proxy,hit_rate,additive_total,additive_max_dd,compounded_total,compounded_max_dd,min_hour,q01,q05,median,q95
net_current_long_only,train_2024,8736,0.00042063618058804837,3.684772941951304,0.01216803582502025,3.235476119685223,4.3126052483057595,0.5233516483516484,3.6746776736171904,-4.40719919565697,19.60960160312935,-0.9890058972913481,-0.0884038494530984,-0.034454796081100254,-0.01810014296835756,0.0004992687961289021,0.018706171381021992
net_current_long_only,validation_2025H1,4296,0.0008675177879024247,7.59945582202524,0.012983832049449083,6.253563332257129,7.28544484749246,0.5551675977653632,3.7268564168288165,-1.9072920840875096,27.71006078495333,-0.8667432491677988,-0.15253535098435483,-0.031956504332394324,-0.018674955625036366,0.0011923803645092395,0.01989176406980888
net_current_long_only,recent_oos_2025H2_2026Apr,7248,0.00039998010618990927,3.503825730223605,0.009032754571954044,4.144481775181414,6.091684790129792,0.5102097130242825,2.8990558096644623,-2.9010652065718148,12.517779383515755,-0.9496837340726959,-0.057684977063980146,-0.024546430316851137,-0.013258126610314684,0.0001574738165269166,0.014403135065780627
net_current_long_only,fresh_forward_2026May,392,-0.0012582521396903583,-11.02228874368754,0.010720961931567529,-10.984643754438764,-20.554100857008034,0.3520408163265306,-0.49323483875862045,-0.7804777104995981,-0.4029578118845226,-0.5443854503267036,-0.03236254436948606,-0.02532578687136969,-0.014544828154366474,-0.0018273618465796165,0.01375096293018365
net_full_signed,train_2024,8736,0.0005367933484375599,4.702309732313024,0.012169051589808877,4.128596561626358,5.506464181369874,0.5293040293040293,4.689426691950523,-4.295926189823627,55.83192427538729,-0.9877051442891354,-0.08835384945309839,-0.034469781497766916,-0.01794362937955193,0.0006058949923361727,0.01876115217145392
net_full_signed,validation_2025H1,4296,0.0009123323124601529,7.992031057150939,0.012982350312425192,6.577362622015166,7.654743973735627,0.5579608938547486,3.919379614328817,-1.9011502557541755,33.803511496033174,-0.8659208436051676,-0.1524844093176882,-0.03190758991572766,-0.018611394592500313,0.0012221369615886104,0.019932952353955206
net_full_signed,recent_oos_2025H2_2026Apr,7248,0.0004421254099518666,3.8730185911783512,0.009032060260304802,4.581531766506279,6.742346672112319,0.5121412803532008,3.204524971331129,-2.825343093191947,17.34620168967684,-0.9436755111112965,-0.05775909873064681,-0.024422930316851135,-0.01317140177698135,0.0001815581172228824,0.014442646175693555
net_full_signed,fresh_forward_2026May,392,-0.0012116674032958009,-10.614206452871215,0.010721315646479332,-10.577606222843322,-19.83765652193102,0.35459183673469385,-0.47497362209195393,-0.7716693979995982,-0.3919401048662966,-0.540321373583187,-0.032230872702819394,-0.025325475613036354,-0.014487888112699807,-0.0018042526799129498,0.01381131072185032
net_inverted_signed,train_2024,8736,0.00024586215071167454,2.153752440234269,0.012164697728424307,1.8916570682031948,2.5216840239052685,0.5148809523809523,2.147851748617189,-4.441611421490286,3.479588916050962,-0.9893811869179047,-0.08888957584112603,-0.034984962151435636,-0.01822862164902461,0.0003548151325885623,0.018526682164631995
net_inverted_signed,validation_2025H1,4296,0.0007371430988505934,6.4573735459311985,0.012979709110612992,5.3154360502132585,6.209530207592431,0.5493482309124768,3.1667667526621495,-1.952535562420843,15.407698982801872,-0.8726576423429349,-0.15258253598435484,-0.031966342915727655,-0.01889280739310408,0.0010863643178176305,0.019768726495848602
net_inverted_signed,recent_oos_2025H2_2026Apr,7248,0.00030505057298534706,2.67224301935164,0.00903607408875917,3.1596873759785087,4.636468157393044,0.5046909492273731,2.2110065529977954,-2.960649968238475,5.793000869160427,-0.9526146397899908,-0.05893499539731347,-0.024726584045030982,-0.013427800881630262,5.344256110392895e-05,0.014327493783722795
net_inverted_signed,fresh_forward_2026May,392,-0.0013443800521053244,-11.776769256442643,0.010750157337017934,-11.704673195640094,-21.83613234044409,0.3494897959183674,-0.5269969804252872,-0.7925823921907923,-0.42287647097959413,-0.5499121366478281,-0.032519719369486055,-0.02563360466303636,-0.01479269294603314,-0.0020451389692826864,0.013697164888516987
gross_price_pnl,train_2024,8736,0.00046775479475166245,4.097532002024563,0.012166284479633601,3.5984239932733764,4.7884225500030935,0.5283882783882784,4.086305886950523,-4.309268805656968,30.10693458503672,-0.9878690204441534,-0.08849373417445934,-0.03478137210910426,-0.01802057387442027,0.0005316437037418036,0.018716969562532746
gross_price_pnl,validation_2025H1,4296,0.0009415711941718228,8.248163660945169,0.012980799981043668,6.788967952719992,7.890458851564304,0.5586592178770949,4.044989850162151,-1.8928429090875094,38.46024505046611,-0.8647949500467738,-0.15253347265102152,-0.03181701233029453,-0.018666178264172047,0.0012600041230035562,0.019931127323412578
gross_price_pnl,recent_oos_2025H2_2026Apr,7248,0.000491804510968239,4.308207516081773,0.009030866781340475,5.0970057689507176,7.469368985564629,0.5161423841059603,3.564599095497796,-2.8265895715252856,25.295505489361716,-0.943756575812204,-0.05834704706398014,-0.024438025473004256,-0.01306574972145813,0.00021929090767846608,0.014507726413986254
gross_price_pnl,fresh_forward_2026May,392,-0.0011523859725985216,-10.09490111996305,0.010746509440129833,-10.036506998161094,-18.79660786412574,0.36989795918367346,-0.4517353012586205,-0.7728468529995983,-0.3776926341418765,-0.5408764114003115,-0.032375296036152724,-0.025227469661941063,-0.014640290529366475,-0.0016886200015497855,0.013920897749308504
funding_full_signed_pnl,train_2024,8736,0.00014546559886294258,1.2742786460393771,0.00014361327348170187,94.80205920826283,632.3049171654304,0.9722985347985348,1.2707874716666665,-0.0005809091666664212,2.5630075948140814,-0.0005807662918685397,-9.95825e-05,-1.2491666666666678e-05,9.045833333333324e-06,0.00010434,0.00044022833333333335
funding_full_signed_pnl,validation_2025H1,4296,8.759460680477963e-05,0.7673287556098696,7.686036518689093e-05,106.66623768406957,193.12977945977084,0.9380819366852886,0.3763064308333333,-0.0012443066666667502,0.4568510145544149,-0.0012436340267713009,-0.00020763500000000001,-6.207908333333333e-05,-3.585000000000007e-06,7.30825e-05,0.00023365812500000002
funding_full_signed_pnl,recent_oos_2025H2_2026Apr,7248,6.853741848325976e-05,0.6003877859133555,7.259972559924623e-05,88.35778418603114,253.51125084766605,0.9074227373068433,0.4967592091666667,-0.0013145733333332354,0.6433274064534136,-0.001313759416736282,-0.00015298,-5.901185e-05,-1.479833333333333e-05,5.3325e-05,0.00019963499999999998
funding_full_signed_pnl,fresh_forward_2026May,392,6.635632440476191e-05,0.5812814017857143,6.066413693502848e-05,102.3769887762803,343.49336496488235,0.9132653061224489,0.02601167916666667,-0.000332713333333335,0.026351311319890547,-0.00033266555108124596,-5.4081666666666654e-05,-5.1691399999999984e-05,-1.901750000000001e-05,5.552e-05,0.00016851558333333332
