symbol,timestamp,feature_time_ms,execution_time_ms,label_start_time_ms,label_end_time_h6_ms,label_end_time_h12_ms,funding_field_time_ms,funding_payment_time_ms,open_minus_funding_ms,feature_before_execution,funding_before_feature,current_event_exact
ADAUSDT,2024-01-01 23:00:00+00:00,1704153599999,1704153600000,1704153600000,1704175200000,1704196800000,1704124800000,1704124800000,25200000,True,True,False
ADAUSDT,2024-01-02 00:00:00+00:00,1704157199999,1704157200000,1704157200000,1704178800000,1704200400000,1704153600000,1704153600000,0,True,True,True
ADAUSDT,2024-01-02 01:00:00+00:00,1704160799999,1704160800000,1704160800000,1704182400000,1704204000000,1704153600000,1704153600000,3600000,True,True,False
ADAUSDT,2024-01-02 02:00:00+00:00,1704164399999,1704164400000,1704164400000,1704186000000,1704207600000,1704153600000,1704153600000,7200000,True,True,False
ADAUSDT,2024-01-02 03:00:00+00:00,1704167999999,1704168000000,1704168000000,1704189600000,1704211200000,1704153600000,1704153600000,10800000,True,True,False
ADAUSDT,2024-01-02 04:00:00+00:00,1704171599999,1704171600000,1704171600000,1704193200000,1704214800000,1704153600000,1704153600000,14400000,True,True,False
ADAUSDT,2024-01-02 05:00:00+00:00,1704175199999,1704175200000,1704175200000,1704196800000,1704218400000,1704153600000,1704153600000,18000000,True,True,False
ADAUSDT,2024-01-02 06:00:00+00:00,1704178799999,1704178800000,1704178800000,1704200400000,1704222000000,1704153600000,1704153600000,21600000,True,True,False
ADAUSDT,2024-01-02 07:00:00+00:00,1704182399999,1704182400000,1704182400000,1704204000000,1704225600000,1704153600000,1704153600000,25200000,True,True,False
ADAUSDT,2024-01-02 08:00:00+00:00,1704185999999,1704186000000,1704186000000,1704207600000,1704229200000,1704182400000,1704182400000,0,True,True,True
ADAUSDT,2024-01-02 09:00:00+00:00,1704189599999,1704189600000,1704189600000,1704211200000,1704232800000,1704182400000,1704182400000,3600000,True,True,False
ADAUSDT,2024-01-02 10:00:00+00:00,1704193199999,1704193200000,1704193200000,1704214800000,1704236400000,1704182400000,1704182400000,7200000,True,True,False
ADAUSDT,2024-01-02 11:00:00+00:00,1704196799999,1704196800000,1704196800000,1704218400000,1704240000000,1704182400000,1704182400000,10800000,True,True,False
ADAUSDT,2024-01-02 12:00:00+00:00,1704200399999,1704200400000,1704200400000,1704222000000,1704243600000,1704182400000,1704182400000,14400000,True,True,False
ADAUSDT,2024-01-02 13:00:00+00:00,1704203999999,1704204000000,1704204000000,1704225600000,1704247200000,1704182400000,1704182400000,18000000,True,True,False
ADAUSDT,2024-01-02 14:00:00+00:00,1704207599999,1704207600000,1704207600000,1704229200000,1704250800000,1704182400000,1704182400000,21600000,True,True,False
ADAUSDT,2024-01-02 15:00:00+00:00,1704211199999,1704211200000,1704211200000,1704232800000,1704254400000,1704182400000,1704182400000,25200000,True,True,False
ADAUSDT,2024-01-02 16:00:00+00:00,1704214799999,1704214800000,1704214800000,1704236400000,1704258000000,1704211200000,1704211200000,0,True,True,True
ADAUSDT,2024-01-02 17:00:00+00:00,1704218399999,1704218400000,1704218400000,1704240000000,1704261600000,1704211200000,1704211200000,3600000,True,True,False
ADAUSDT,2024-01-02 18:00:00+00:00,1704221999999,1704222000000,1704222000000,1704243600000,1704265200000,1704211200000,1704211200000,7200000,True,True,False
ADAUSDT,2024-01-02 19:00:00+00:00,1704225599999,1704225600000,1704225600000,1704247200000,1704268800000,1704211200000,1704211200000,10800000,True,True,False
ADAUSDT,2024-01-02 20:00:00+00:00,1704229199999,1704229200000,1704229200000,1704250800000,1704272400000,1704211200000,1704211200000,14400000,True,True,False
ADAUSDT,2024-01-02 21:00:00+00:00,1704232799999,1704232800000,1704232800000,1704254400000,1704276000000,1704211200000,1704211200000,18000000,True,True,False
ADAUSDT,2024-01-02 22:00:00+00:00,1704236399999,1704236400000,1704236400000,1704258000000,1704279600000,1704211200000,1704211200000,21600000,True,True,False
ADAUSDT,2024-01-02 23:00:00+00:00,1704239999999,1704240000000,1704240000000,1704261600000,1704283200000,1704211200000,1704211200000,25200000,True,True,False
ADAUSDT,2024-01-03 00:00:00+00:00,1704243599999,1704243600000,1704243600000,1704265200000,1704286800000,1704240000000,1704240000000,0,True,True,True
ADAUSDT,2024-01-03 01:00:00+00:00,1704247199999,1704247200000,1704247200000,1704268800000,1704290400000,1704240000000,1704240000000,3600000,True,True,False
ADAUSDT,2024-01-03 02:00:00+00:00,1704250799999,1704250800000,1704250800000,1704272400000,1704294000000,1704240000000,1704240000000,7200000,True,True,False
ADAUSDT,2024-01-03 03:00:00+00:00,1704254399999,1704254400000,1704254400000,1704276000000,1704297600000,1704240000000,1704240000000,10800000,True,True,False
ADAUSDT,2024-01-03 04:00:00+00:00,1704257999999,1704258000000,1704258000000,1704279600000,1704301200000,1704240000000,1704240000000,14400000,True,True,False
ADAUSDT,2024-01-03 05:00:00+00:00,1704261599999,1704261600000,1704261600000,1704283200000,1704304800000,1704240000000,1704240000000,18000000,True,True,False
ADAUSDT,2024-01-03 06:00:00+00:00,1704265199999,1704265200000,1704265200000,1704286800000,1704308400000,1704240000000,1704240000000,21600000,True,True,False
ADAUSDT,2024-01-03 07:00:00+00:00,1704268799999,1704268800000,1704268800000,1704290400000,1704312000000,1704240000000,1704240000000,25200000,True,True,False
ADAUSDT,2024-01-03 08:00:00+00:00,1704272399999,1704272400000,1704272400000,1704294000000,1704315600000,1704268800000,1704268800000,0,True,True,True
ADAUSDT,2024-01-03 09:00:00+00:00,1704275999999,1704276000000,1704276000000,1704297600000,1704319200000,1704268800000,1704268800000,3600000,True,True,False
ADAUSDT,2024-01-03 10:00:00+00:00,1704279599999,1704279600000,1704279600000,1704301200000,1704322800000,1704268800000,1704268800000,7200000,True,True,False
ADAUSDT,2024-01-03 11:00:00+00:00,1704283199999,1704283200000,1704283200000,1704304800000,1704326400000,1704268800000,1704268800000,10800000,True,True,False
ADAUSDT,2024-01-03 12:00:00+00:00,1704286799999,1704286800000,1704286800000,1704308400000,1704330000000,1704268800000,1704268800000,14400000,True,True,False
ADAUSDT,2024-01-03 13:00:00+00:00,1704290399999,1704290400000,1704290400000,1704312000000,1704333600000,1704268800000,1704268800000,18000000,True,True,False
ADAUSDT,2024-01-03 14:00:00+00:00,1704293999999,1704294000000,1704294000000,1704315600000,1704337200000,1704268800000,1704268800000,21600000,True,True,False
ADAUSDT,2024-01-03 15:00:00+00:00,1704297599999,1704297600000,1704297600000,1704319200000,1704340800000,1704268800000,1704268800000,25200000,True,True,False
ADAUSDT,2024-01-03 16:00:00+00:00,1704301199999,1704301200000,1704301200000,1704322800000,1704344400000,1704297600000,1704297600000,0,True,True,True
ADAUSDT,2024-01-03 17:00:00+00:00,1704304799999,1704304800000,1704304800000,1704326400000,1704348000000,1704297600000,1704297600000,3600000,True,True,False
ADAUSDT,2024-01-03 18:00:00+00:00,1704308399999,1704308400000,1704308400000,1704330000000,1704351600000,1704297600000,1704297600000,7200000,True,True,False
ADAUSDT,2024-01-03 19:00:00+00:00,1704311999999,1704312000000,1704312000000,1704333600000,1704355200000,1704297600000,1704297600000,10800000,True,True,False
ADAUSDT,2024-01-03 20:00:00+00:00,1704315599999,1704315600000,1704315600000,1704337200000,1704358800000,1704297600000,1704297600000,14400000,True,True,False
ADAUSDT,2024-01-03 21:00:00+00:00,1704319199999,1704319200000,1704319200000,1704340800000,1704362400000,1704297600000,1704297600000,18000000,True,True,False
ADAUSDT,2024-01-03 22:00:00+00:00,1704322799999,1704322800000,1704322800000,1704344400000,1704366000000,1704297600000,1704297600000,21600000,True,True,False
ADAUSDT,2024-01-03 23:00:00+00:00,1704326399999,1704326400000,1704326400000,1704348000000,1704369600000,1704297600000,1704297600000,25200000,True,True,False
ADAUSDT,2024-01-04 00:00:00+00:00,1704329999999,1704330000000,1704330000000,1704351600000,1704373200000,1704326400000,1704326400000,0,True,True,True
ADAUSDT,2024-01-04 01:00:00+00:00,1704333599999,1704333600000,1704333600000,1704355200000,1704376800000,1704326400000,1704326400000,3600000,True,True,False
ADAUSDT,2024-01-04 02:00:00+00:00,1704337199999,1704337200000,1704337200000,1704358800000,1704380400000,1704326400000,1704326400000,7200000,True,True,False
ADAUSDT,2024-01-04 03:00:00+00:00,1704340799999,1704340800000,1704340800000,1704362400000,1704384000000,1704326400000,1704326400000,10800000,True,True,False
ADAUSDT,2024-01-04 04:00:00+00:00,1704344399999,1704344400000,1704344400000,1704366000000,1704387600000,1704326400000,1704326400000,14400000,True,True,False
ADAUSDT,2024-01-04 05:00:00+00:00,1704347999999,1704348000000,1704348000000,1704369600000,1704391200000,1704326400000,1704326400000,18000000,True,True,False
ADAUSDT,2024-01-04 06:00:00+00:00,1704351599999,1704351600000,1704351600000,1704373200000,1704394800000,1704326400000,1704326400000,21600000,True,True,False
ADAUSDT,2024-01-04 07:00:00+00:00,1704355199999,1704355200000,1704355200000,1704376800000,1704398400000,1704326400000,1704326400000,25200000,True,True,False
ADAUSDT,2024-01-04 08:00:00+00:00,1704358799999,1704358800000,1704358800000,1704380400000,1704402000000,1704355200000,1704355200000,0,True,True,True
ADAUSDT,2024-01-04 09:00:00+00:00,1704362399999,1704362400000,1704362400000,1704384000000,1704405600000,1704355200000,1704355200000,3600000,True,True,False
ADAUSDT,2024-01-04 10:00:00+00:00,1704365999999,1704366000000,1704366000000,1704387600000,1704409200000,1704355200000,1704355200000,7200000,True,True,False
ADAUSDT,2024-01-04 11:00:00+00:00,1704369599999,1704369600000,1704369600000,1704391200000,1704412800000,1704355200000,1704355200000,10800000,True,True,False
ADAUSDT,2024-01-04 12:00:00+00:00,1704373199999,1704373200000,1704373200000,1704394800000,1704416400000,1704355200000,1704355200000,14400000,True,True,False
ADAUSDT,2024-01-04 13:00:00+00:00,1704376799999,1704376800000,1704376800000,1704398400000,1704420000000,1704355200000,1704355200000,18000000,True,True,False
ADAUSDT,2024-01-04 14:00:00+00:00,1704380399999,1704380400000,1704380400000,1704402000000,1704423600000,1704355200000,1704355200000,21600000,True,True,False
ADAUSDT,2024-01-04 15:00:00+00:00,1704383999999,1704384000000,1704384000000,1704405600000,1704427200000,1704355200000,1704355200000,25200000,True,True,False
ADAUSDT,2024-01-04 16:00:00+00:00,1704387599999,1704387600000,1704387600000,1704409200000,1704430800000,1704384000000,1704384000000,0,True,True,True
ADAUSDT,2024-01-04 17:00:00+00:00,1704391199999,1704391200000,1704391200000,1704412800000,1704434400000,1704384000000,1704384000000,3600000,True,True,False
ADAUSDT,2024-01-04 18:00:00+00:00,1704394799999,1704394800000,1704394800000,1704416400000,1704438000000,1704384000000,1704384000000,7200000,True,True,False
ADAUSDT,2024-01-04 19:00:00+00:00,1704398399999,1704398400000,1704398400000,1704420000000,1704441600000,1704384000000,1704384000000,10800000,True,True,False
ADAUSDT,2024-01-04 20:00:00+00:00,1704401999999,1704402000000,1704402000000,1704423600000,1704445200000,1704384000000,1704384000000,14400000,True,True,False
ADAUSDT,2024-01-04 21:00:00+00:00,1704405599999,1704405600000,1704405600000,1704427200000,1704448800000,1704384000000,1704384000000,18000000,True,True,False
ADAUSDT,2024-01-04 22:00:00+00:00,1704409199999,1704409200000,1704409200000,1704430800000,1704452400000,1704384000000,1704384000000,21600000,True,True,False
ADAUSDT,2024-01-04 23:00:00+00:00,1704412799999,1704412800000,1704412800000,1704434400000,1704456000000,1704384000000,1704384000000,25200000,True,True,False
ADAUSDT,2024-01-05 00:00:00+00:00,1704416399999,1704416400000,1704416400000,1704438000000,1704459600000,1704384000000,1704384000000,28800000,True,True,False
ADAUSDT,2024-01-05 01:00:00+00:00,1704419999999,1704420000000,1704420000000,1704441600000,1704463200000,1704412800001,1704412800001,3599999,True,True,False
ADAUSDT,2024-01-05 02:00:00+00:00,1704423599999,1704423600000,1704423600000,1704445200000,1704466800000,1704412800001,1704412800001,7199999,True,True,False
ADAUSDT,2024-01-05 03:00:00+00:00,1704427199999,1704427200000,1704427200000,1704448800000,1704470400000,1704412800001,1704412800001,10799999,True,True,False
ADAUSDT,2024-01-05 04:00:00+00:00,1704430799999,1704430800000,1704430800000,1704452400000,1704474000000,1704412800001,1704412800001,14399999,True,True,False
ADAUSDT,2024-01-05 05:00:00+00:00,1704434399999,1704434400000,1704434400000,1704456000000,1704477600000,1704412800001,1704412800001,17999999,True,True,False
ADAUSDT,2024-01-05 06:00:00+00:00,1704437999999,1704438000000,1704438000000,1704459600000,1704481200000,1704412800001,1704412800001,21599999,True,True,False
ADAUSDT,2024-01-05 07:00:00+00:00,1704441599999,1704441600000,1704441600000,1704463200000,1704484800000,1704412800001,1704412800001,25199999,True,True,False
ADAUSDT,2024-01-05 08:00:00+00:00,1704445199999,1704445200000,1704445200000,1704466800000,1704488400000,1704441600000,1704441600000,0,True,True,True
ADAUSDT,2024-01-05 09:00:00+00:00,1704448799999,1704448800000,1704448800000,1704470400000,1704492000000,1704441600000,1704441600000,3600000,True,True,False
ADAUSDT,2024-01-05 10:00:00+00:00,1704452399999,1704452400000,1704452400000,1704474000000,1704495600000,1704441600000,1704441600000,7200000,True,True,False
ADAUSDT,2024-01-05 11:00:00+00:00,1704455999999,1704456000000,1704456000000,1704477600000,1704499200000,1704441600000,1704441600000,10800000,True,True,False
ADAUSDT,2024-01-05 12:00:00+00:00,1704459599999,1704459600000,1704459600000,1704481200000,1704502800000,1704441600000,1704441600000,14400000,True,True,False
ADAUSDT,2024-01-05 13:00:00+00:00,1704463199999,1704463200000,1704463200000,1704484800000,1704506400000,1704441600000,1704441600000,18000000,True,True,False
ADAUSDT,2024-01-05 14:00:00+00:00,1704466799999,1704466800000,1704466800000,1704488400000,1704510000000,1704441600000,1704441600000,21600000,True,True,False
ADAUSDT,2024-01-05 15:00:00+00:00,1704470399999,1704470400000,1704470400000,1704492000000,1704513600000,1704441600000,1704441600000,25200000,True,True,False
ADAUSDT,2024-01-05 16:00:00+00:00,1704473999999,1704474000000,1704474000000,1704495600000,1704517200000,1704470400000,1704470400000,0,True,True,True
ADAUSDT,2024-01-05 17:00:00+00:00,1704477599999,1704477600000,1704477600000,1704499200000,1704520800000,1704470400000,1704470400000,3600000,True,True,False
ADAUSDT,2024-01-05 18:00:00+00:00,1704481199999,1704481200000,1704481200000,1704502800000,1704524400000,1704470400000,1704470400000,7200000,True,True,False
ADAUSDT,2024-01-05 19:00:00+00:00,1704484799999,1704484800000,1704484800000,1704506400000,1704528000000,1704470400000,1704470400000,10800000,True,True,False
ADAUSDT,2024-01-05 20:00:00+00:00,1704488399999,1704488400000,1704488400000,1704510000000,1704531600000,1704470400000,1704470400000,14400000,True,True,False
ADAUSDT,2024-01-05 21:00:00+00:00,1704491999999,1704492000000,1704492000000,1704513600000,1704535200000,1704470400000,1704470400000,18000000,True,True,False
ADAUSDT,2024-01-05 22:00:00+00:00,1704495599999,1704495600000,1704495600000,1704517200000,1704538800000,1704470400000,1704470400000,21600000,True,True,False
ADAUSDT,2024-01-05 23:00:00+00:00,1704499199999,1704499200000,1704499200000,1704520800000,1704542400000,1704470400000,1704470400000,25200000,True,True,False
ADAUSDT,2024-01-06 01:00:00+00:00,1704506399999,1704506400000,1704506400000,1704528000000,1704549600000,1704499200000,1704499200000,3600000,True,True,False
ADAUSDT,2024-01-06 09:00:00+00:00,1704535199999,1704535200000,1704535200000,1704556800000,1704578400000,1704528000000,1704528000000,3600000,True,True,False
ADAUSDT,2024-01-06 17:00:00+00:00,1704563999999,1704564000000,1704564000000,1704585600000,1704607200000,1704556800000,1704556800000,3600000,True,True,False
ADAUSDT,2024-01-07 01:00:00+00:00,1704592799999,1704592800000,1704592800000,1704614400000,1704636000000,1704585600000,1704585600000,3600000,True,True,False
ADAUSDT,2024-01-07 09:00:00+00:00,1704621599999,1704621600000,1704621600000,1704643200000,1704664800000,1704614400001,1704614400001,3599999,True,True,False
ADAUSDT,2024-01-07 17:00:00+00:00,1704650399999,1704650400000,1704650400000,1704672000000,1704693600000,1704643200001,1704643200001,3599999,True,True,False
ADAUSDT,2024-01-08 01:00:00+00:00,1704679199999,1704679200000,1704679200000,1704700800000,1704722400000,1704672000000,1704672000000,3600000,True,True,False
ADAUSDT,2024-01-08 09:00:00+00:00,1704707999999,1704708000000,1704708000000,1704729600000,1704751200000,1704700800000,1704700800000,3600000,True,True,False
ADAUSDT,2024-01-08 17:00:00+00:00,1704736799999,1704736800000,1704736800000,1704758400000,1704780000000,1704729600000,1704729600000,3600000,True,True,False
ADAUSDT,2024-01-09 01:00:00+00:00,1704765599999,1704765600000,1704765600000,1704787200000,1704808800000,1704758400001,1704758400001,3599999,True,True,False
ADAUSDT,2024-01-09 09:00:00+00:00,1704794399999,1704794400000,1704794400000,1704816000000,1704837600000,1704787200000,1704787200000,3600000,True,True,False
ADAUSDT,2024-01-09 17:00:00+00:00,1704823199999,1704823200000,1704823200000,1704844800000,1704866400000,1704816000000,1704816000000,3600000,True,True,False
ADAUSDT,2024-01-10 01:00:00+00:00,1704851999999,1704852000000,1704852000000,1704873600000,1704895200000,1704844800000,1704844800000,3600000,True,True,False
ADAUSDT,2024-01-10 09:00:00+00:00,1704880799999,1704880800000,1704880800000,1704902400000,1704924000000,1704873600000,1704873600000,3600000,True,True,False
ADAUSDT,2024-01-10 17:00:00+00:00,1704909599999,1704909600000,1704909600000,1704931200000,1704952800000,1704902400000,1704902400000,3600000,True,True,False
ADAUSDT,2024-01-11 01:00:00+00:00,1704938399999,1704938400000,1704938400000,1704960000000,1704981600000,1704931200000,1704931200000,3600000,True,True,False
ADAUSDT,2024-01-11 09:00:00+00:00,1704967199999,1704967200000,1704967200000,1704988800000,1705010400000,1704960000000,1704960000000,3600000,True,True,False
ADAUSDT,2024-01-11 17:00:00+00:00,1704995999999,1704996000000,1704996000000,1705017600000,1705039200000,1704988800000,1704988800000,3600000,True,True,False
ADAUSDT,2024-01-12 01:00:00+00:00,1705024799999,1705024800000,1705024800000,1705046400000,1705068000000,1705017600001,1705017600001,3599999,True,True,False
ADAUSDT,2024-01-12 09:00:00+00:00,1705053599999,1705053600000,1705053600000,1705075200000,1705096800000,1705046400000,1705046400000,3600000,True,True,False
ADAUSDT,2024-01-12 17:00:00+00:00,1705082399999,1705082400000,1705082400000,1705104000000,1705125600000,1705075200000,1705075200000,3600000,True,True,False
ADAUSDT,2024-01-13 01:00:00+00:00,1705111199999,1705111200000,1705111200000,1705132800000,1705154400000,1705104000000,1705104000000,3600000,True,True,False
ADAUSDT,2024-01-13 09:00:00+00:00,1705139999999,1705140000000,1705140000000,1705161600000,1705183200000,1705132800000,1705132800000,3600000,True,True,False
ADAUSDT,2024-01-13 17:00:00+00:00,1705168799999,1705168800000,1705168800000,1705190400000,1705212000000,1705161600001,1705161600001,3599999,True,True,False
ADAUSDT,2024-01-14 01:00:00+00:00,1705197599999,1705197600000,1705197600000,1705219200000,1705240800000,1705190400000,1705190400000,3600000,True,True,False
ADAUSDT,2024-01-14 09:00:00+00:00,1705226399999,1705226400000,1705226400000,1705248000000,1705269600000,1705219200000,1705219200000,3600000,True,True,False
ADAUSDT,2024-01-14 17:00:00+00:00,1705255199999,1705255200000,1705255200000,1705276800000,1705298400000,1705248000001,1705248000001,3599999,True,True,False
ADAUSDT,2024-01-15 01:00:00+00:00,1705283999999,1705284000000,1705284000000,1705305600000,1705327200000,1705276800000,1705276800000,3600000,True,True,False
ADAUSDT,2024-01-15 09:00:00+00:00,1705312799999,1705312800000,1705312800000,1705334400000,1705356000000,1705305600000,1705305600000,3600000,True,True,False
ADAUSDT,2024-01-15 17:00:00+00:00,1705341599999,1705341600000,1705341600000,1705363200000,1705384800000,1705334400000,1705334400000,3600000,True,True,False
ADAUSDT,2024-01-16 01:00:00+00:00,1705370399999,1705370400000,1705370400000,1705392000000,1705413600000,1705363200000,1705363200000,3600000,True,True,False
ADAUSDT,2024-01-16 09:00:00+00:00,1705399199999,1705399200000,1705399200000,1705420800000,1705442400000,1705392000000,1705392000000,3600000,True,True,False
ADAUSDT,2024-01-16 17:00:00+00:00,1705427999999,1705428000000,1705428000000,1705449600000,1705471200000,1705420800001,1705420800001,3599999,True,True,False
ADAUSDT,2024-01-17 01:00:00+00:00,1705456799999,1705456800000,1705456800000,1705478400000,1705500000000,1705449600000,1705449600000,3600000,True,True,False
ADAUSDT,2024-01-17 09:00:00+00:00,1705485599999,1705485600000,1705485600000,1705507200000,1705528800000,1705478400000,1705478400000,3600000,True,True,False
ADAUSDT,2024-01-17 17:00:00+00:00,1705514399999,1705514400000,1705514400000,1705536000000,1705557600000,1705507200000,1705507200000,3600000,True,True,False
ADAUSDT,2024-01-18 01:00:00+00:00,1705543199999,1705543200000,1705543200000,1705564800000,1705586400000,1705536000001,1705536000001,3599999,True,True,False
ADAUSDT,2024-01-18 09:00:00+00:00,1705571999999,1705572000000,1705572000000,1705593600000,1705615200000,1705564800000,1705564800000,3600000,True,True,False
ADAUSDT,2024-01-18 17:00:00+00:00,1705600799999,1705600800000,1705600800000,1705622400000,1705644000000,1705593600000,1705593600000,3600000,True,True,False
ADAUSDT,2024-01-19 01:00:00+00:00,1705629599999,1705629600000,1705629600000,1705651200000,1705672800000,1705622400000,1705622400000,3600000,True,True,False
ADAUSDT,2024-01-19 09:00:00+00:00,1705658399999,1705658400000,1705658400000,1705680000000,1705701600000,1705651200000,1705651200000,3600000,True,True,False
ADAUSDT,2024-01-19 17:00:00+00:00,1705687199999,1705687200000,1705687200000,1705708800000,1705730400000,1705680000002,1705680000002,3599998,True,True,False
ADAUSDT,2024-01-20 01:00:00+00:00,1705715999999,1705716000000,1705716000000,1705737600000,1705759200000,1705708800000,1705708800000,3600000,True,True,False
ADAUSDT,2024-01-20 09:00:00+00:00,1705744799999,1705744800000,1705744800000,1705766400000,1705788000000,1705737600003,1705737600003,3599997,True,True,False
ADAUSDT,2024-01-20 17:00:00+00:00,1705773599999,1705773600000,1705773600000,1705795200000,1705816800000,1705766400000,1705766400000,3600000,True,True,False
ADAUSDT,2024-01-21 01:00:00+00:00,1705802399999,1705802400000,1705802400000,1705824000000,1705845600000,1705795200000,1705795200000,3600000,True,True,False
ADAUSDT,2024-01-21 09:00:00+00:00,1705831199999,1705831200000,1705831200000,1705852800000,1705874400000,1705824000000,1705824000000,3600000,True,True,False
ADAUSDT,2024-01-21 17:00:00+00:00,1705859999999,1705860000000,1705860000000,1705881600000,1705903200000,1705852800000,1705852800000,3600000,True,True,False
ADAUSDT,2024-01-22 01:00:00+00:00,1705888799999,1705888800000,1705888800000,1705910400000,1705932000000,1705881600000,1705881600000,3600000,True,True,False
ADAUSDT,2024-01-22 09:00:00+00:00,1705917599999,1705917600000,1705917600000,1705939200000,1705960800000,1705910400000,1705910400000,3600000,True,True,False
ADAUSDT,2024-01-22 17:00:00+00:00,1705946399999,1705946400000,1705946400000,1705968000000,1705989600000,1705939200000,1705939200000,3600000,True,True,False
ADAUSDT,2024-01-23 01:00:00+00:00,1705975199999,1705975200000,1705975200000,1705996800000,1706018400000,1705968000000,1705968000000,3600000,True,True,False
ADAUSDT,2024-01-23 09:00:00+00:00,1706003999999,1706004000000,1706004000000,1706025600000,1706047200000,1705996800000,1705996800000,3600000,True,True,False
ADAUSDT,2024-01-23 17:00:00+00:00,1706032799999,1706032800000,1706032800000,1706054400000,1706076000000,1706025600000,1706025600000,3600000,True,True,False
ADAUSDT,2024-01-24 01:00:00+00:00,1706061599999,1706061600000,1706061600000,1706083200000,1706104800000,1706054400000,1706054400000,3600000,True,True,False
ADAUSDT,2024-01-24 09:00:00+00:00,1706090399999,1706090400000,1706090400000,1706112000000,1706133600000,1706083200000,1706083200000,3600000,True,True,False
ADAUSDT,2024-01-24 17:00:00+00:00,1706119199999,1706119200000,1706119200000,1706140800000,1706162400000,1706112000000,1706112000000,3600000,True,True,False
ADAUSDT,2024-01-25 01:00:00+00:00,1706147999999,1706148000000,1706148000000,1706169600000,1706191200000,1706140800000,1706140800000,3600000,True,True,False
ADAUSDT,2024-01-25 09:00:00+00:00,1706176799999,1706176800000,1706176800000,1706198400000,1706220000000,1706169600001,1706169600001,3599999,True,True,False
