object,risk_variant,cost_tier,split,n,mean_hour,annualized_mean,std_hour,sharpe_proxy,sortino_proxy,hit_rate,additive_total,additive_max_dd,compounded_total,compounded_max_dd,min_hour,q01,q05,median,q95,month_count,positive_month_count,positive_month_rate,worst_month_sum,mean_gross_exposure,mean_turnover
F0_no_funding_cash,R3_vol_target_gross_0p5x_cap,normal_5bp,train_2024,8736,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0,0.0,0.0,0.0,0.0
F0_no_funding_cash,R3_vol_target_gross_0p5x_cap,normal_5bp,validation_2025H1,4296,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0
F0_no_funding_cash,R3_vol_target_gross_0p5x_cap,normal_5bp,recent_oos_2025H2_2026Apr,7248,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0,0.0,0.0,0.0,0.0
F0_no_funding_cash,R3_vol_target_gross_0p5x_cap,normal_5bp,fresh_forward_2026May,392,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0
F0_no_funding_cash,R3_vol_target_gross_0p5x_cap,stress_10bp,train_2024,8736,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0,0.0,0.0,0.0,0.0
F0_no_funding_cash,R3_vol_target_gross_0p5x_cap,stress_10bp,validation_2025H1,4296,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0
F0_no_funding_cash,R3_vol_target_gross_0p5x_cap,stress_10bp,recent_oos_2025H2_2026Apr,7248,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0,0.0,0.0,0.0,0.0
F0_no_funding_cash,R3_vol_target_gross_0p5x_cap,stress_10bp,fresh_forward_2026May,392,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0
F0_no_funding_cash,R3_vol_target_gross_0p5x_cap,severe_20bp,train_2024,8736,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0,0.0,0.0,0.0,0.0
F0_no_funding_cash,R3_vol_target_gross_0p5x_cap,severe_20bp,validation_2025H1,4296,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0
F0_no_funding_cash,R3_vol_target_gross_0p5x_cap,severe_20bp,recent_oos_2025H2_2026Apr,7248,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0,0.0,0.0,0.0,0.0
F0_no_funding_cash,R3_vol_target_gross_0p5x_cap,severe_20bp,fresh_forward_2026May,392,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0
F1_last_settled_stale_8h,R3_vol_target_gross_0p5x_cap,normal_5bp,train_2024,8736,1.8480509083365208e-05,0.16188925957027922,0.0035901168239007566,0.4817895797290072,0.6102490356934188,0.5151098901098901,0.16144572735227847,-1.270938772242257,0.11079686718631976,-0.7232730187332049,-0.03096252745442693,-0.010083589213419848,-0.005714282308960149,7.475145489802661e-05,0.005206971394599141,12,6,0.5,-1.146972578329115,0.46364548591071686,0.02167444289983163
F1_last_settled_stale_8h,R3_vol_target_gross_0p5x_cap,normal_5bp,validation_2025H1,4296,5.814477444666143e-05,0.509348224152754,0.00347492563406633,1.5660918462131075,1.9212435169773467,0.5188547486033519,0.24978995102285748,-0.5426648162351466,0.2508176648482976,-0.4277952985108163,-0.031052083885650457,-0.00960479926767474,-0.00506454160371314,8.683754196640435e-05,0.005172144200592161,6,4,0.6666666666666666,-0.22008039151677355,0.49136317153023507,0.029309704057244
