object,risk_variant,cost_tier,split,n,mean_hour,annualized_mean,std_hour,sharpe_proxy,sortino_proxy,hit_rate,additive_total,additive_max_dd,compounded_total,compounded_max_dd,min_hour,q01,q05,median,q95,month_count,positive_month_count,positive_month_rate,worst_month_sum,mean_gross_exposure,mean_turnover
Core4_residual_vs_F1_last_settled_stale_8h,R3_vol_target_gross_0p5x_cap,stress_10bp,train_2024,8736,-4.193836974888984e-19,-3.6738011900027504e-15,0.002490710632795533,-1.5759423364390223e-14,-2.2293802352559378e-14,0.5086996336996337,-3.6637359812630166e-15,-0.847821359080941,-0.02670823228130259,-0.5774371846223263,-0.016941408755445572,-0.006905658619321874,-0.003868790053912369,3.0685113150311e-05,0.003563083320028877,12,6,0.5,-0.3881806336930995,0.48786297411910823,0.09902357486360465
Core4_residual_vs_F1_last_settled_stale_8h,R3_vol_target_gross_0p5x_cap,stress_10bp,validation_2025H1,4296,4.104634418815416e-05,0.35956597508823046,0.0017489256073616093,2.196621342841089,2.9696739304184603,0.523975791433892,0.17633509463231026,-0.3998816550005076,0.18502090540082983,-0.33132621776917914,-0.013243458110192289,-0.004802044475701456,-0.0026807545999842177,7.925290402621986e-05,0.002693124565213258,6,4,0.6666666666666666,-0.23061359854565874,0.4999883547159105,0.09768361386229057
Core4_residual_vs_F1_last_settled_stale_8h,R3_vol_target_gross_0p5x_cap,stress_10bp,recent_oos_2025H2_2026Apr,7248,5.03638487875917e-05,0.4411873153793033,0.0015226739701611242,3.0957368784576285,3.913689618339273,0.5161423841059603,0.3650371760124646,-0.2984512591802352,0.42849598191644134,-0.26008832306801755,-0.0199948286363857,-0.0038127966314996493,-0.0020110958137085602,3.293209639415357e-05,0.0022425236350968186,10,6,0.6,-0.12071996514230923,0.5,0.09980051968359088
Core4_residual_vs_F1_last_settled_stale_8h,R3_vol_target_gross_0p5x_cap,stress_10bp,fresh_forward_2026May,392,3.233402553774166e-05,0.28324606371061695,0.0015468296715231704,1.9564526243502873,3.5929506634463095,0.4744897959183674,0.01267493801079473,-0.08489113732885933,0.012282880542694441,-0.08148055834114454,-0.00594605928911421,-0.003114182177354763,-0.0018210540771210046,-6.79873252842591e-05,0.002354476713098737,1,1,1.0,0.012674938010794732,0.5,0.0993480725623583
Core4_residual_vs_F2_latest_known_observable,R3_vol_target_gross_0p5x_cap,stress_10bp,train_2024,8736,-4.765723835101119e-19,-4.17477407954858e-15,0.0024317396483610546,-1.8342724764435187e-14,-2.6423473019219402e-14,0.5016025641025641,-4.163336342344337e-15,-0.820077160864683,-0.025475511109309457,-0.5652572754322065,-0.022560631310060062,-0.006201296795390602,-0.0037190153205004252,3.557232255683117e-06,0.003603547582175402,12,6,0.5,-0.4103912686588166,0.4883669274941895,0.09951321838239496
Core4_residual_vs_F2_latest_known_observable,R3_vol_target_gross_0p5x_cap,stress_10bp,validation_2025H1,4296,2.1852048903695333e-05,0.1914239483963711,0.0017801297995625688,1.1489272934081505,1.5356142532789168,0.5228119180633147,0.09387640209027515,-0.5187030078167743,0.09097038086690445,-0.4068076047493353,-0.020868024545372392,-0.004739251518594721,-0.0027816532701253867,7.081575976666888e-05,0.0025582547211497495,6,4,0.6666666666666666,-0.2701198014692784,0.5,0.0965578445065177
Core4_residual_vs_F2_latest_known_observable,R3_vol_target_gross_0p5x_cap,stress_10bp,recent_oos_2025H2_2026Apr,7248,5.060453956459017e-05,0.4432957665858099,0.001417021526189462,3.3424512600125316,4.729449997046586,0.5222130242825607,0.36678170276414956,-0.1604569643863196,0.4326150459480904,-0.1491851291719828,-0.008657273951196687,-0.004019560728321276,-0.0020724490709329167,4.551310401856748e-05,0.0021346239223799823,10,7,0.7,-0.09920561761699713,0.5,0.100470244665195
Core4_residual_vs_F2_latest_known_observable,R3_vol_target_gross_0p5x_cap,stress_10bp,fresh_forward_2026May,392,-7.322445158470397e-05,-0.6414461958820068,0.0013022497968649225,-5.262763844948916,-9.519021138078172,0.40816326530612246,-0.028703985021203957,-0.06957242993106619,-0.028618590891016482,-0.06726517360613016,-0.004578485432719265,-0.0028720439979703317,-0.001766316139817121,-0.0001874675682646052,0.001709332186119164,1,0,0.0,-0.02870398502120396,0.5,0.09617701247165532
Core4_residual_vs_F4_future_next_funding_forbidden_8h,R3_vol_target_gross_0p5x_cap,stress_10bp,train_2024,8736,4.956352788505163e-19,4.3417650427305226e-15,0.0025637023405292877,1.8094503241675116e-14,2.5048974624356768e-14,0.5121336996336996,4.3298697960381105e-15,-0.7948153266110011,-0.028258495783669235,-0.5537692246671999,-0.019459113806298278,-0.007250214256473802,-0.0039110895999039125,4.297288082323001e-05,0.003551966161872973,12,6,0.5,-0.3205702329209709,0.4864868423508952,0.09943075435390705
Core4_residual_vs_F4_future_next_funding_forbidden_8h,R3_vol_target_gross_0p5x_cap,stress_10bp,validation_2025H1,4296,2.01925585830388e-06,0.01768868131874199,0.0018059374729914087,0.10465035236367075,0.12364862025449673,0.529562383612663,0.008674723167273468,-0.42628682719534045,0.0016556089670385354,-0.3507286188138725,-0.030250653582636414,-0.004809990633248116,-0.0027221184042048457,8.599969796615545e-05,0.0025847764583261453,6,2,0.3333333333333333,-0.20496210115480804,0.48461884191643334,0.09472495076334442
Core4_residual_vs_F4_future_next_funding_forbidden_8h,R3_vol_target_gross_0p5x_cap,stress_10bp,recent_oos_2025H2_2026Apr,7248,6.423990219777804e-05,0.5627415432525357,0.0014643331962164528,4.105981764823867,5.206860519126557,0.5344922737306843,0.46561081112949526,-0.20495608018189473,0.5806320158657092,-0.18759976707507542,-0.013353983173032912,-0.0039912907042400705,-0.0021295167580590185,8.264009955206669e-05,0.002130476999959987,10,8,0.8,-0.08202551984593452,0.5,0.10163914949717931
Core4_residual_vs_F4_future_next_funding_forbidden_8h,R3_vol_target_gross_0p5x_cap,stress_10bp,fresh_forward_2026May,392,0.00010743229420173736,0.9411068972072193,0.0013522290969371583,7.43595283530167,13.887302451762531,0.5357142857142857,0.04211345932708105,-0.05318864192865497,0.04263833347200929,-0.051850147197367136,-0.0031317566778113846,-0.002821847514640239,-0.001926499632124199,5.194075570445837e-05,0.0022526916513544507,1,1,1.0,0.04211345932708106,0.5,0.09529124149659865
