timestamp,symbol,open_time_ms,close_time_ms,feature_time_ms,execution_time_ms,label_start_time_ms,label_end_time_ms,feature_before_execution,execution_at_label_start,taker_fields_present,taker_imbalance
2024-01-01 00:00:00+00:00,ADAUSDT,1704067200000,1704070799999,1704070799999,1704070800000,1704070800000,1704092400000,True,True,True,-0.0007008743263483552
2024-01-01 01:00:00+00:00,ADAUSDT,1704070800000,1704074399999,1704074399999,1704074400000,1704074400000,1704096000000,True,True,True,-0.07970643327414617
2024-01-01 02:00:00+00:00,ADAUSDT,1704074400000,1704077999999,1704077999999,1704078000000,1704078000000,1704099600000,True,True,True,-0.14515982479316736
2024-01-01 03:00:00+00:00,ADAUSDT,1704078000000,1704081599999,1704081599999,1704081600000,1704081600000,1704103200000,True,True,True,-0.052513326263862625
2024-01-01 04:00:00+00:00,ADAUSDT,1704081600000,1704085199999,1704085199999,1704085200000,1704085200000,1704106800000,True,True,True,-0.04298969410505671
2024-01-01 05:00:00+00:00,ADAUSDT,1704085200000,1704088799999,1704088799999,1704088800000,1704088800000,1704110400000,True,True,True,0.009369453545394757
2024-01-01 06:00:00+00:00,ADAUSDT,1704088800000,1704092399999,1704092399999,1704092400000,1704092400000,1704114000000,True,True,True,0.04300402174418094
2024-01-01 07:00:00+00:00,ADAUSDT,1704092400000,1704095999999,1704095999999,1704096000000,1704096000000,1704117600000,True,True,True,0.02744625765867248
2024-01-01 08:00:00+00:00,ADAUSDT,1704096000000,1704099599999,1704099599999,1704099600000,1704099600000,1704121200000,True,True,True,-0.025883882054843932
2024-01-01 09:00:00+00:00,ADAUSDT,1704099600000,1704103199999,1704103199999,1704103200000,1704103200000,1704124800000,True,True,True,0.03238306232937482
2024-01-01 10:00:00+00:00,ADAUSDT,1704103200000,1704106799999,1704106799999,1704106800000,1704106800000,1704128400000,True,True,True,0.04327839055983329
2024-01-01 11:00:00+00:00,ADAUSDT,1704106800000,1704110399999,1704110399999,1704110400000,1704110400000,1704132000000,True,True,True,0.017911176580866606
2024-01-01 12:00:00+00:00,ADAUSDT,1704110400000,1704113999999,1704113999999,1704114000000,1704114000000,1704135600000,True,True,True,-0.01881702168815702
2024-01-01 13:00:00+00:00,ADAUSDT,1704114000000,1704117599999,1704117599999,1704117600000,1704117600000,1704139200000,True,True,True,-0.10497846822258827
2024-01-01 14:00:00+00:00,ADAUSDT,1704117600000,1704121199999,1704121199999,1704121200000,1704121200000,1704142800000,True,True,True,-0.08045705114898571
2024-01-01 15:00:00+00:00,ADAUSDT,1704121200000,1704124799999,1704124799999,1704124800000,1704124800000,1704146400000,True,True,True,0.012844613835542251
2024-01-01 16:00:00+00:00,ADAUSDT,1704124800000,1704128399999,1704128399999,1704128400000,1704128400000,1704150000000,True,True,True,-0.10472589703187918
2024-01-01 17:00:00+00:00,ADAUSDT,1704128400000,1704131999999,1704131999999,1704132000000,1704132000000,1704153600000,True,True,True,0.043579226378491986
2024-01-01 18:00:00+00:00,ADAUSDT,1704132000000,1704135599999,1704135599999,1704135600000,1704135600000,1704157200000,True,True,True,0.056508473355054045
2024-01-01 19:00:00+00:00,ADAUSDT,1704135600000,1704139199999,1704139199999,1704139200000,1704139200000,1704160800000,True,True,True,0.06457413768762676
2024-01-01 20:00:00+00:00,ADAUSDT,1704139200000,1704142799999,1704142799999,1704142800000,1704142800000,1704164400000,True,True,True,-0.04890656417732242
2024-01-01 21:00:00+00:00,ADAUSDT,1704142800000,1704146399999,1704146399999,1704146400000,1704146400000,1704168000000,True,True,True,-0.052597424117471925
2024-01-01 22:00:00+00:00,ADAUSDT,1704146400000,1704149999999,1704149999999,1704150000000,1704150000000,1704171600000,True,True,True,-0.06751260430883366
2024-01-01 23:00:00+00:00,ADAUSDT,1704150000000,1704153599999,1704153599999,1704153600000,1704153600000,1704175200000,True,True,True,0.06301923814128374
2024-01-02 00:00:00+00:00,ADAUSDT,1704153600000,1704157199999,1704157199999,1704157200000,1704157200000,1704178800000,True,True,True,0.040984766282782026
2024-01-02 01:00:00+00:00,ADAUSDT,1704157200000,1704160799999,1704160799999,1704160800000,1704160800000,1704182400000,True,True,True,-0.03515654846038807
2024-01-02 02:00:00+00:00,ADAUSDT,1704160800000,1704164399999,1704164399999,1704164400000,1704164400000,1704186000000,True,True,True,0.04781996534183808
2024-01-02 03:00:00+00:00,ADAUSDT,1704164400000,1704167999999,1704167999999,1704168000000,1704168000000,1704189600000,True,True,True,-0.07919935205119899
2024-01-02 04:00:00+00:00,ADAUSDT,1704168000000,1704171599999,1704171599999,1704171600000,1704171600000,1704193200000,True,True,True,-0.17124239662804486
2024-01-02 05:00:00+00:00,ADAUSDT,1704171600000,1704175199999,1704175199999,1704175200000,1704175200000,1704196800000,True,True,True,-0.032452603282827175
2024-01-02 06:00:00+00:00,ADAUSDT,1704175200000,1704178799999,1704178799999,1704178800000,1704178800000,1704200400000,True,True,True,-0.20654216242974788
2024-01-02 07:00:00+00:00,ADAUSDT,1704178800000,1704182399999,1704182399999,1704182400000,1704182400000,1704204000000,True,True,True,0.05475932845964793
2024-01-02 08:00:00+00:00,ADAUSDT,1704182400000,1704185999999,1704185999999,1704186000000,1704186000000,1704207600000,True,True,True,-0.10741669276063903
2024-01-02 09:00:00+00:00,ADAUSDT,1704186000000,1704189599999,1704189599999,1704189600000,1704189600000,1704211200000,True,True,True,-0.11979780331452827
2024-01-02 10:00:00+00:00,ADAUSDT,1704189600000,1704193199999,1704193199999,1704193200000,1704193200000,1704214800000,True,True,True,-0.05932882728412292
