held_out_month,n,mean_hour,annualized_mean,std_hour,sharpe_proxy,sortino_proxy,hit_rate,additive_total,additive_max_dd,compounded_total,compounded_max_dd,min_hour,q01,q05,median,q95
2024-01,20120,1.639387852829003e-05,0.14361037590782066,0.002696065369434321,0.5691193448676477,0.7490843909580082,0.5105864811133201,0.3298448359891954,-0.5949496262324119,0.292686676640479,-0.4550422375708869,-0.03831121745548959,-0.00750100315574809,-0.004004894009510312,4.499219161880225e-05,0.003890275000330804
2024-02,20168,2.2302356904644552e-05,0.19536864648468627,0.0027038422755211854,0.7720073951717615,1.008619464987404,0.5161146370487901,0.4497939340528713,-0.6290404849076283,0.4565471898010507,-0.4741308457203094,-0.03831121745548959,-0.007575467693250403,-0.004036093502946572,7.254083918686646e-05,0.003917722304361694
2024-03,20120,4.643243590719345e-05,0.40674813854701464,0.002610208729393978,1.6649388343525382,2.2276285458248557,0.5165506958250498,0.9342206104527322,-0.32293089374660533,1.3766185859370546,-0.28152335061128964,-0.03831121745548959,-0.007034080265956083,-0.0038394266895334654,7.424425001517282e-05,0.003854598335024891
2024-04,20144,2.680968681516035e-05,0.23485285650080467,0.002694673920022842,0.931188437277712,1.2255328994337444,0.5155877680698967,0.5400543312045901,-0.5387800877559089,0.5950750748923328,-0.42411698946683396,-0.03831121745548959,-0.007450174106665776,-0.004010646581456757,7.051880326552844e-05,0.0038972118738215787
2024-05,20120,2.21310857804635e-05,0.19386831143686026,0.002719022865838855,0.7618016601546787,1.0012328974460918,0.5147117296222664,0.4452774459029256,-0.6170126656453618,0.4490431807200552,-0.46928045021254705,-0.03831121745548959,-0.007579545740824939,-0.004045454908536733,6.758763822607681e-05,0.003935863549019685
2024-06,20144,2.496612932004681e-05,0.21870329284361004,0.0027257195794013925,0.8572788217376441,1.1286468868190502,0.5140984908657665,0.5029177090230229,-0.6026133091028351,0.5343198994650176,-0.4614609645123916,-0.03831121745548959,-0.007577506717037671,-0.004057033468256406,6.441363494299335e-05,0.00397577656026934
2024-07,20120,1.963743352580684e-05,0.1720239176860679,0.0027137285127188035,0.677283325083954,0.8889175061376321,0.5137673956262425,0.39510516253923356,-0.6114053371062436,0.37853446258203194,-0.4683182656935271,-0.03831121745548959,-0.007601585469429363,-0.004030781675013492,6.222388174754941e-05,0.003917931131536929
2024-08,20120,2.1451869524316405e-05,0.1879183770330117,0.002707622470190065,0.7415306221527908,0.9739550175555098,0.513817097415507,0.4316116148292461,-0.6026133091028351,0.4302657071594984,-0.4614609645123916,-0.03831121745548959,-0.007557698548838918,-0.004037636203729933,6.307123309264121e-05,0.003919085421431253
2024-09,20144,2.3507067502648877e-05,0.20592191132320417,0.0027157278259749076,0.8101478155644947,1.0634083279816402,0.5147438443208896,0.473526367773359,-0.6026133091028351,0.49069618016092065,-0.4614609645123916,-0.03831121745548959,-0.007577506717037671,-0.004032459307667153,6.796268015153245e-05,0.003932103930782993
2024-10,20120,1.682732377607068e-05,0.14740735627837914,0.002714758124023988,0.5801442107017443,0.7631415279920959,0.5127733598409543,0.33856575437454206,-0.6097903981930173,0.3026834421082576,-0.47505198223502,-0.03831121745548959,-0.007557698548838918,-0.004038634767052213,5.851444735481526e-05,0.003920409424885601
2024-11,20144,2.792952049644952e-05,0.2446625995488978,0.0026106670579558204,1.0012996020566578,1.338904659911258,0.5143963463065926,0.5626122608804791,-0.6026133091028351,0.6388221348433325,-0.4614609645123916,-0.03831121745548959,-0.007175844384753234,-0.003919776249666655,6.342310046620551e-05,0.0038544731125494153
2024-12,20120,1.4495772323752433e-05,0.1269829655560713,0.002650040369375337,0.5119657669564254,0.6777644488889818,0.5133200795228628,0.29165493915389895,-0.6026133091028351,0.2473520533020528,-0.4614609645123916,-0.034539955379359735,-0.007390479831533683,-0.004005884896050345,6.169304619462195e-05,0.003845278558463031
2025-01,20120,2.1720537408977947e-05,0.19027190770264682,0.0026874233495746097,0.7564609838562493,0.9926675397452762,0.5144632206759443,0.4370172126686363,-0.6026133091028351,0.4395949625568554,-0.4614609645123916,-0.03831121745548959,-0.007523480081497861,-0.004003109935501184,6.574236510908861e-05,0.0038841614001894694
2025-02,20192,2.7822239618671922e-05,0.24372281905956603,0.002699845444414952,0.9645066726444809,1.2695094832788307,0.5148573692551506,0.5617866623802235,-0.6026133091028351,0.6293728026576855,-0.4614609645123916,-0.03831121745548959,-0.007504650989731079,-0.004018720584373976,6.766276451855541e-05,0.00392746639862918
2025-03,20120,2.4460690937458858e-05,0.2142756526121396,0.002644214223652404,0.8658130677879179,1.1253141038812817,0.515258449304175,0.4921491016616722,-0.6026133091028351,0.5246222197940664,-0.4614609645123916,-0.03831121745548959,-0.007512004674978188,-0.004029135985229652,7.044933400375005e-05,0.0039027770656022824
2025-04,20144,1.4028247094661037e-05,0.12288744454923069,0.0027134017330162586,0.4838841113664431,0.6335576839376906,0.5135524225575854,0.28258500947485193,-0.6026133091028351,0.23174205041432816,-0.4614609645123916,-0.03831121745548959,-0.007621133326197272,-0.00405155167386376,6.091005771692546e-05,0.003922750770024177
2025-05,20120,2.097846007826402e-05,0.18377131028559282,0.0027156176754243584,0.7230311896628993,0.9479707431191098,0.5145626242544732,0.42208661677467213,-0.6026133091028351,0.41608682042390055,-0.4614609645123916,-0.03831121745548959,-0.007601585469429363,-0.004045454908536733,6.679487584409523e-05,0.0039323291292810295
2025-06,20144,2.2053922095283125e-05,0.19319235755468017,0.0027294649962247217,0.7562412453864609,0.9936285209755292,0.5142970611596506,0.4442542066873833,-0.6026133091028351,0.44660216629682825,-0.4614609645123916,-0.03831121745548959,-0.007637324355652676,-0.004072278894525878,6.71524512629174e-05,0.00397577656026934
2025-07,20120,3.0073494857328077e-05,0.263443814950194,0.0027204526797622182,1.0346531341307217,1.3559098727739114,0.5163518886679921,0.6050787165294409,-0.6026133091028351,0.6999896954446652,-0.4614609645123916,-0.03831121745548959,-0.007601585469429363,-0.004055364826439034,7.624265888305767e-05,0.0039467515223728265
2025-08,20120,2.843731206906318e-05,0.24911085372499345,0.002721731610270485,0.9779019221645563,1.2824304850776538,0.5157057654075546,0.5721587188295512,-0.6026133091028351,0.6448232831703109,-0.4614609645123916,-0.03831121745548959,-0.007639454372414442,-0.004037517548691889,7.302934734795995e-05,0.003948186209519131
2025-09,20144,2.2959591814105773e-05,0.20112602429156656,0.002730625160321433,0.7869626634602768,1.0345677352832563,0.5146942017474185,0.4624980175033467,-0.6026133091028351,0.47314187599640656,-0.4614609645123916,-0.03831121745548959,-0.007637324355652676,-0.004076835803664705,6.83145561815031e-05,0.003963086743729494
2025-10,20120,2.2200079117318082e-05,0.1944726930677064,0.002705579659072049,0.7679735278668991,1.0155089843454315,0.5139165009940357,0.4466655918404398,-0.6026133091028351,0.45213090512224774,-0.4614609645123916,-0.03831121745548959,-0.00756988797933262,-0.004053973872267747,6.32221423393644e-05,0.003940286138328594
2025-11,20144,2.2294054508587477e-05,0.1952959174952263,0.0027229827668530794,0.7662954006860954,1.006449753872624,0.5141481334392375,0.44909143402098617,-0.6026133091028351,0.4541354688602417,-0.4614609645123916,-0.03831121745548959,-0.007637324355652676,-0.004055140658360645,6.463386336655905e-05,0.003949166701914749
2025-12,20120,1.9863774100552985e-05,0.17400666112084415,0.002731046053093325,0.6807455280393757,0.8950277055485948,0.5140159045725646,0.39965913490312605,-0.6026133091028351,0.3835121529909242,-0.4614609645123916,-0.03831121745548959,-0.007639454372414442,-0.004072579464040619,6.546565710944841e-05,0.00396323800207693
2026-01,20120,1.8390921112819216e-05,0.16110446894829633,0.0027294144891319237,0.6306465756718411,0.8318058692838447,0.5124254473161034,0.3700253327899226,-0.6026133091028351,0.34323771782037693,-0.4614609645123916,-0.03831121745548959,-0.007601585469429363,-0.0040643340156309125,5.935142930903894e-05,0.003959055112573039
2026-02,20192,2.192105512836886e-05,0.1920284429245112,0.0027275323221791813,0.7522177920990021,0.9906277151719041,0.5135697305863708,0.44262994515202403,-0.6026133091028351,0.4441514005725502,-0.4614609645123916,-0.03831121745548959,-0.007608706640080572,-0.004062219454673119,6.169304619462195e-05,0.0039630151688297985
