candidate_id,expression,objective_family,source_stage,field_families,fields,operator_signature,window_signature,skeleton_key,production_key,historical_source_ok,field_lineage_ok,pit_policy_ok,negative_control_attached,selected_for_z8_materialization,preflight_decision,shared_pool_stage,control_modes,static_valid,eval_success,finite_share,nonzero_share,activity_ok,error,selected_by_z8,was_z7_selected
a7al2z7_038e24f509c5dbfe,"GroupNeutralize(Sub(Rank(Mean(Delta(taker_buy_sell_volume_ratio_last,48),8)),Rank(Mean(Delta(taker_buy_quote_volume,48),8))),meme_contract_group)",M2_taker_liquidity_control_resistant,a7al2z7_response_guided_dry_generation,state|taker_flow,meme_contract_group|taker_buy_quote_volume|taker_buy_sell_volume_ratio_last,Delta|GroupNeutralize|Mean|Rank|Sub,8|48,skeleton-c0f866db89ee2ec1,a7al2z7::M2_taker_liquidity_control_resistant::meme_contract_group|taker_buy_quote_volume|taker_buy_sell_volume_ratio_last::Delta|GroupNeutralize|Mean|Rank|Sub::8|48,True,True,True,True,True,,selected_for_response_guided_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.953165397874174,0.9998210501530492,True,,True,True
a7al2z7_00f9889f17c7e8ee,"LatentNeutralRank(Sub(Rank(Mean(Delta(mark_index_basis_bps,72),8)),Rank(Mean(Delta(trade_close,24),8))),is_major)",M3_latent_meme_major_neutral,a7al2z7_response_guided_dry_generation,basis_premium|price|state,is_major|mark_index_basis_bps|trade_close,Delta|LatentNeutralRank|Mean|Rank|Sub,8|24|72,skeleton-aea444a5ed8a6400,a7al2z7::M3_latent_meme_major_neutral::is_major|mark_index_basis_bps|trade_close::Delta|LatentNeutralRank|Mean|Rank|Sub::8|24|72,True,True,True,True,True,,selected_for_response_guided_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.97701809824763,1.0,True,,True,True
a7al2z7_02441c645efc7315,"GroupNeutralize(Sub(Rank(Mean(Delta(mark_index_basis_bps,168),4)),Rank(Mean(Delta(trade_close,24),4))),meme_contract_group)",M3_latent_meme_major_neutral,a7al2z7_response_guided_dry_generation,basis_premium|price|state,mark_index_basis_bps|meme_contract_group|trade_close,Delta|GroupNeutralize|Mean|Rank|Sub,4|24|168,skeleton-c0f866db89ee2ec1,a7al2z7::M3_latent_meme_major_neutral::mark_index_basis_bps|meme_contract_group|trade_close::Delta|GroupNeutralize|Mean|Rank|Sub::4|24|168,True,True,True,True,True,,selected_for_response_guided_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.920883007756392,0.9997790320955882,True,,True,True
a7al2z7_0146b4c57a203cc6,"LatentNeutralRank(Sub(Rank(Mean(Delta(trade_quote_volume,24),12)),Rank(Mean(Delta(trade_close,24),12))),meme_contract_group)",M3_latent_meme_major_neutral,a7al2z7_response_guided_dry_generation,liquidity|price|state,meme_contract_group|trade_close|trade_quote_volume,Delta|LatentNeutralRank|Mean|Rank|Sub,12|24,skeleton-aea444a5ed8a6400,a7al2z7::M3_latent_meme_major_neutral::meme_contract_group|trade_close|trade_quote_volume::Delta|LatentNeutralRank|Mean|Rank|Sub::12|24,True,True,True,True,True,,selected_for_response_guided_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.9587313272048262,1.0,True,,True,True
a7al2z7_01c36d9b66585435,"LatentNeutralRank(Sub(Rank(Mean(Delta(kline_taker_buy_quote_share,168),8)),Rank(Mean(Delta(trade_close,24),8))),meme_contract_group)",M3_latent_meme_major_neutral,a7al2z7_response_guided_dry_generation,price|state|taker_flow,kline_taker_buy_quote_share|meme_contract_group|trade_close,Delta|LatentNeutralRank|Mean|Rank|Sub,8|24|168,skeleton-aea444a5ed8a6400,a7al2z7::M3_latent_meme_major_neutral::kline_taker_buy_quote_share|meme_contract_group|trade_close::Delta|LatentNeutralRank|Mean|Rank|Sub::8|24|168,True,True,True,True,True,,selected_for_response_guided_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.9197698218902616,1.0,True,,True,True
a7al2z7_02d8caa20d9955be,"LatentNeutralRank(Sub(Rank(Mean(Delta(mark_index_basis_bps,24),12)),Rank(Mean(Delta(trade_close,24),12))),meme_contract_group)",M3_latent_meme_major_neutral,a7al2z7_response_guided_dry_generation,basis_premium|price|state,mark_index_basis_bps|meme_contract_group|trade_close,Delta|LatentNeutralRank|Mean|Rank|Sub,12|24,skeleton-aea444a5ed8a6400,a7al2z7::M3_latent_meme_major_neutral::mark_index_basis_bps|meme_contract_group|trade_close::Delta|LatentNeutralRank|Mean|Rank|Sub::12|24,True,True,True,True,True,,selected_for_response_guided_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.9587313272048262,1.0,True,,True,True
a7al2z7_03ab14ae270475ef,"LatentNeutralRank(Sub(Rank(Mean(Delta(mark_index_basis_bps,48),12)),Rank(Mean(Delta(trade_close,24),12))),is_multiplier_contract)",M3_latent_meme_major_neutral,a7al2z7_response_guided_dry_generation,basis_premium|price|state,is_multiplier_contract|mark_index_basis_bps|trade_close,Delta|LatentNeutralRank|Mean|Rank|Sub,12|24|48,skeleton-aea444a5ed8a6400,a7al2z7::M3_latent_meme_major_neutral::is_multiplier_contract|mark_index_basis_bps|trade_close::Delta|LatentNeutralRank|Mean|Rank|Sub::12|24|48,True,True,True,True,True,,selected_for_response_guided_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.9827635736857224,1.0,True,,True,True
a7al2z7_03f765455c711865,"LatentNeutralRank(Sub(Rank(Mean(Delta(trade_quote_volume,168),12)),Rank(Mean(Delta(trade_close,24),12))),is_multiplier_contract)",M3_latent_meme_major_neutral,a7al2z7_response_guided_dry_generation,liquidity|price|state,is_multiplier_contract|trade_close|trade_quote_volume,Delta|LatentNeutralRank|Mean|Rank|Sub,12|24|168,skeleton-aea444a5ed8a6400,a7al2z7::M3_latent_meme_major_neutral::is_multiplier_contract|trade_close|trade_quote_volume::Delta|LatentNeutralRank|Mean|Rank|Sub::12|24|168,True,True,True,True,True,,selected_for_response_guided_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.9482907210571676,1.0,True,,True,True
a7al2z7_052c264c4cbf7a33,"LatentNeutralRank(Sub(Rank(Mean(Delta(premium_close_bps,24),8)),Rank(Mean(Delta(trade_close,24),8))),is_major)",M3_latent_meme_major_neutral,a7al2z7_response_guided_dry_generation,basis_premium|price|state,is_major|premium_close_bps|trade_close,Delta|LatentNeutralRank|Mean|Rank|Sub,8|24,skeleton-aea444a5ed8a6400,a7al2z7::M3_latent_meme_major_neutral::is_major|premium_close_bps|trade_close::Delta|LatentNeutralRank|Mean|Rank|Sub::8|24,True,True,True,True,True,,selected_for_response_guided_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.990807239299052,1.0,True,,True,True
a7al2z7_071abead654ddcb8,"LatentNeutralRank(Sub(Rank(Mean(Delta(mark_index_basis_bps,168),8)),Rank(Mean(Delta(trade_close,24),8))),liquidity_tier)",M3_latent_meme_major_neutral,a7al2z7_response_guided_dry_generation,basis_premium|price|state,liquidity_tier|mark_index_basis_bps|trade_close,Delta|LatentNeutralRank|Mean|Rank|Sub,8|24|168,skeleton-aea444a5ed8a6400,a7al2z7::M3_latent_meme_major_neutral::liquidity_tier|mark_index_basis_bps|trade_close::Delta|LatentNeutralRank|Mean|Rank|Sub::8|24|168,True,True,True,True,True,,selected_for_response_guided_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.949439816144786,1.0,True,,True,True
a7al2z7_071e10145db8f822,"LatentNeutralRank(Sub(Rank(Mean(Delta(premium_close_bps,12),8)),Rank(Mean(Delta(trade_close,12),8))),is_major)",M3_latent_meme_major_neutral,a7al2z7_response_guided_dry_generation,basis_premium|price|state,is_major|premium_close_bps|trade_close,Delta|LatentNeutralRank|Mean|Rank|Sub,8|12,skeleton-aea444a5ed8a6400,a7al2z7::M3_latent_meme_major_neutral::is_major|premium_close_bps|trade_close::Delta|LatentNeutralRank|Mean|Rank|Sub::8|12,True,True,True,True,True,,selected_for_response_guided_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.9942545245619075,1.0,True,,True,True
a7al2z7_0286d91c7d250bce,"GroupNeutralize(Sub(Rank(Mean(Delta(premium_close_bps,24),8)),Rank(Mean(Delta(trade_close,24),8))),is_multiplier_contract)",M3_latent_meme_major_neutral,a7al2z7_response_guided_dry_generation,basis_premium|price|state,is_multiplier_contract|premium_close_bps|trade_close,Delta|GroupNeutralize|Mean|Rank|Sub,8|24,skeleton-c0f866db89ee2ec1,a7al2z7::M3_latent_meme_major_neutral::is_multiplier_contract|premium_close_bps|trade_close::Delta|GroupNeutralize|Mean|Rank|Sub::8|24,True,True,True,True,True,,selected_for_response_guided_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.990807239299052,0.9998308688508748,True,,True,True
a7al2z7_02cb2d8e30b5d27c,"GroupNeutralize(Sub(Rank(Mean(Delta(trade_quote_volume,48),8)),Rank(Mean(Delta(trade_close,24),8))),liquidity_tier)",M3_latent_meme_major_neutral,a7al2z7_response_guided_dry_generation,liquidity|price|state,liquidity_tier|trade_close|trade_quote_volume,Delta|GroupNeutralize|Mean|Rank|Sub,8|24|48,skeleton-c0f866db89ee2ec1,a7al2z7::M3_latent_meme_major_neutral::liquidity_tier|trade_close|trade_quote_volume::Delta|GroupNeutralize|Mean|Rank|Sub::8|24|48,True,True,True,True,True,,selected_for_response_guided_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.983912668773341,0.9994799270072992,True,,True,True
a7al2z7_08874e5851c16618,"GroupNeutralize(Sub(Rank(Mean(Delta(premium_close_bps,24),8)),Rank(Mean(Delta(trade_close,24),8))),is_major)",M3_latent_meme_major_neutral,a7al2z7_response_guided_dry_generation,basis_premium|price|state,is_major|premium_close_bps|trade_close,Delta|GroupNeutralize|Mean|Rank|Sub,8|24,skeleton-c0f866db89ee2ec1,a7al2z7::M3_latent_meme_major_neutral::is_major|premium_close_bps|trade_close::Delta|GroupNeutralize|Mean|Rank|Sub::8|24,True,True,True,True,True,,selected_for_response_guided_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.990807239299052,0.9996979800908476,True,,True,True
a7al2z7_09e3208bbf5abbda,"LatentNeutralRank(Sub(Rank(Mean(Delta(mark_index_basis_bps,12),8)),Rank(Mean(Delta(trade_close,12),8))),meme_contract_group)",M3_latent_meme_major_neutral,a7al2z7_response_guided_dry_generation,basis_premium|price|state,mark_index_basis_bps|meme_contract_group|trade_close,Delta|LatentNeutralRank|Mean|Rank|Sub,8|12,skeleton-aea444a5ed8a6400,a7al2z7::M3_latent_meme_major_neutral::mark_index_basis_bps|meme_contract_group|trade_close::Delta|LatentNeutralRank|Mean|Rank|Sub::8|12,True,True,True,True,False,,dry_generated_response_guided_non_oi,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.963184070669348,1.0,True,,True,False
a7al2z7_0d4619b60c7fec6c,"LatentNeutralRank(Sub(Rank(Mean(Delta(mark_index_basis_bps,72),8)),Rank(Mean(Delta(trade_close,24),8))),is_multiplier_contract)",M3_latent_meme_major_neutral,a7al2z7_response_guided_dry_generation,basis_premium|price|state,is_multiplier_contract|mark_index_basis_bps|trade_close,Delta|LatentNeutralRank|Mean|Rank|Sub,8|24|72,skeleton-aea444a5ed8a6400,a7al2z7::M3_latent_meme_major_neutral::is_multiplier_contract|mark_index_basis_bps|trade_close::Delta|LatentNeutralRank|Mean|Rank|Sub::8|24|72,True,True,True,True,False,,dry_generated_response_guided_non_oi,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.97701809824763,1.0,True,,True,False
a7al2z7_0e59a2be75b3d68b,"LatentNeutralRank(Sub(Rank(Mean(Delta(premium_close_bps,12),8)),Rank(Mean(Delta(trade_close,12),8))),liquidity_tier)",M3_latent_meme_major_neutral,a7al2z7_response_guided_dry_generation,basis_premium|price|state,liquidity_tier|premium_close_bps|trade_close,Delta|LatentNeutralRank|Mean|Rank|Sub,8|12,skeleton-aea444a5ed8a6400,a7al2z7::M3_latent_meme_major_neutral::liquidity_tier|premium_close_bps|trade_close::Delta|LatentNeutralRank|Mean|Rank|Sub::8|12,True,True,True,True,False,,dry_generated_response_guided_non_oi,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.9942545245619075,1.0,True,,True,False
a7al2z7_006fe6dc67750595,"LatentNeutralRank(Sub(Rank(Mean(Delta(premium_close_bps,48),4)),Rank(Mean(Delta(trade_quote_volume,24),4))),R9_alt_vs_major_dispersion_state)",M4_regime_relative_value,a7al2z7_response_guided_dry_generation,basis_premium|liquidity|state,R9_alt_vs_major_dispersion_state|premium_close_bps|trade_quote_volume,Delta|LatentNeutralRank|Mean|Rank|Sub,4|24|48,skeleton-1d048fd25fceb186,a7al2z7::M4_regime_relative_value::R9_alt_vs_major_dispersion_state|premium_close_bps|trade_quote_volume::Delta|LatentNeutralRank|Mean|Rank|Sub::4|24|48,True,True,True,True,True,,selected_for_response_guided_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.8126975007181845,1.0,True,,True,True
a7al2z7_0042814db7da9e9b,"GroupNeutralize(Sub(Rank(Mean(Delta(kline_taker_buy_quote_share,72),4)),Rank(Mean(Delta(trade_quote_volume,24),4))),R10_stress_proxy_state)",M4_regime_relative_value,a7al2z7_response_guided_dry_generation,liquidity|state|taker_flow,R10_stress_proxy_state|kline_taker_buy_quote_share|trade_quote_volume,Delta|GroupNeutralize|Mean|Rank|Sub,4|24|72,skeleton-4964bb24550c433f,a7al2z7::M4_regime_relative_value::R10_stress_proxy_state|kline_taker_buy_quote_share|trade_quote_volume::Delta|GroupNeutralize|Mean|Rank|Sub::4|24|72,True,True,True,True,True,,selected_for_response_guided_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.8058029301924734,0.9907122697563874,True,,True,True
a7al2z7_0155bffd65f36281,"LatentNeutralRank(Sub(Rank(Mean(Delta(premium_close_bps,24),4)),Rank(Mean(Delta(trade_quote_volume,24),4))),R1_market_volatility_state)",M4_regime_relative_value,a7al2z7_response_guided_dry_generation,basis_premium|liquidity|state,R1_market_volatility_state|premium_close_bps|trade_quote_volume,Delta|LatentNeutralRank|Mean|Rank|Sub,4|24,skeleton-1d048fd25fceb186,a7al2z7::M4_regime_relative_value::R1_market_volatility_state|premium_close_bps|trade_quote_volume::Delta|LatentNeutralRank|Mean|Rank|Sub::4|24,True,True,True,True,True,,selected_for_response_guided_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.8195920712438954,1.0,True,,True,True
a7al2z7_016c6c324420b043,"LatentNeutralRank(Sub(Rank(Mean(Delta(mark_index_basis_bps,72),8)),Rank(Mean(Delta(trade_close,24),8))),R2_market_breadth_state)",M4_regime_relative_value,a7al2z7_response_guided_dry_generation,basis_premium|price|state,R2_market_breadth_state|mark_index_basis_bps|trade_close,Delta|LatentNeutralRank|Mean|Rank|Sub,8|24|72,skeleton-1d048fd25fceb186,a7al2z7::M4_regime_relative_value::R2_market_breadth_state|mark_index_basis_bps|trade_close::Delta|LatentNeutralRank|Mean|Rank|Sub::8|24|72,True,True,True,True,True,,selected_for_response_guided_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.8046538351048549,1.0,True,,True,True
a7al2z7_01a2421b4dcf6854,"LatentNeutralRank(Sub(Rank(Mean(Delta(kline_taker_buy_quote_share,24),4)),Rank(Mean(Delta(trade_quote_volume,24),4))),R9_alt_vs_major_dispersion_state)",M4_regime_relative_value,a7al2z7_response_guided_dry_generation,liquidity|state|taker_flow,R9_alt_vs_major_dispersion_state|kline_taker_buy_quote_share|trade_quote_volume,Delta|LatentNeutralRank|Mean|Rank|Sub,4|24,skeleton-1d048fd25fceb186,a7al2z7::M4_regime_relative_value::R9_alt_vs_major_dispersion_state|kline_taker_buy_quote_share|trade_quote_volume::Delta|LatentNeutralRank|Mean|Rank|Sub::4|24,True,True,True,True,True,,selected_for_response_guided_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.8195920712438954,1.0,True,,True,True
a7al2z7_023ed82a2153a6b4,"LatentNeutralRank(Sub(Rank(Mean(Delta(premium_close_bps,48),12)),Rank(Mean(Delta(trade_close,24),12))),R1_market_volatility_state)",M4_regime_relative_value,a7al2z7_response_guided_dry_generation,basis_premium|price|state,R1_market_volatility_state|premium_close_bps|trade_close,Delta|LatentNeutralRank|Mean|Rank|Sub,12|24|48,skeleton-1d048fd25fceb186,a7al2z7::M4_regime_relative_value::R1_market_volatility_state|premium_close_bps|trade_close::Delta|LatentNeutralRank|Mean|Rank|Sub::12|24|48,True,True,True,True,True,,selected_for_response_guided_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.8103993105429474,1.0,True,,True,True
a7al2z7_023f8096d7214b6f,"LatentNeutralRank(Sub(Rank(Mean(Delta(mark_index_basis_bps,12),8)),Rank(Mean(Delta(trade_close,12),8))),R9_alt_vs_major_dispersion_state)",M4_regime_relative_value,a7al2z7_response_guided_dry_generation,basis_premium|price|state,R9_alt_vs_major_dispersion_state|mark_index_basis_bps|trade_close,Delta|LatentNeutralRank|Mean|Rank|Sub,8|12,skeleton-1d048fd25fceb186,a7al2z7::M4_regime_relative_value::R9_alt_vs_major_dispersion_state|mark_index_basis_bps|trade_close::Delta|LatentNeutralRank|Mean|Rank|Sub::8|12,True,True,True,True,True,,selected_for_response_guided_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.8218902614191325,1.0,True,,True,True
a7al2z7_0130c606e292a49d,"GroupNeutralize(Sub(Rank(Mean(Delta(premium_close_bps,24),4)),Rank(Mean(Delta(trade_close,24),4))),R5_basis_premium_dislocation_state)",M4_regime_relative_value,a7al2z7_response_guided_dry_generation,basis_premium|price|state,R5_basis_premium_dislocation_state|premium_close_bps|trade_close,Delta|GroupNeutralize|Mean|Rank|Sub,4|24,skeleton-4964bb24550c433f,a7al2z7::M4_regime_relative_value::R5_basis_premium_dislocation_state|premium_close_bps|trade_close::Delta|GroupNeutralize|Mean|Rank|Sub::4|24,True,True,True,True,True,,selected_for_response_guided_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.8195920712438954,0.9897476340694006,True,,True,True
a7al2z7_015fea2961ef8672,"GroupNeutralize(Sub(Rank(Mean(Delta(mark_index_basis_bps,72),12)),Rank(Mean(Delta(trade_quote_volume,24),12))),R2_market_breadth_state)",M4_regime_relative_value,a7al2z7_response_guided_dry_generation,basis_premium|liquidity|state,R2_market_breadth_state|mark_index_basis_bps|trade_quote_volume,Delta|GroupNeutralize|Mean|Rank|Sub,12|24|72,skeleton-4964bb24550c433f,a7al2z7::M4_regime_relative_value::R2_market_breadth_state|mark_index_basis_bps|trade_quote_volume::Delta|GroupNeutralize|Mean|Rank|Sub::12|24|72,True,True,True,True,True,,selected_for_response_guided_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.8035047400172364,0.9901829340960552,True,,True,True
a7al2z7_01cca295a4e7c271,"GroupNeutralize(Sub(Rank(Mean(Delta(premium_close_bps,12),8)),Rank(Mean(Delta(trade_close,12),8))),R2_market_breadth_state)",M4_regime_relative_value,a7al2z7_response_guided_dry_generation,basis_premium|price|state,R2_market_breadth_state|premium_close_bps|trade_close,Delta|GroupNeutralize|Mean|Rank|Sub,8|12,skeleton-4964bb24550c433f,a7al2z7::M4_regime_relative_value::R2_market_breadth_state|premium_close_bps|trade_close::Delta|GroupNeutralize|Mean|Rank|Sub::8|12,True,True,True,True,True,,selected_for_response_guided_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.8218902614191325,0.9895105149714551,True,,True,True
a7al2z7_025ee4acd7fb84d2,"GroupNeutralize(Sub(Rank(Mean(Delta(mark_index_basis_bps,48),4)),Rank(Mean(Delta(index_close,24),4))),R1_market_volatility_state)",M4_regime_relative_value,a7al2z7_response_guided_dry_generation,basis_premium|price|state,R1_market_volatility_state|index_close|mark_index_basis_bps,Delta|GroupNeutralize|Mean|Rank|Sub,4|24|48,skeleton-4964bb24550c433f,a7al2z7::M4_regime_relative_value::R1_market_volatility_state|index_close|mark_index_basis_bps::Delta|GroupNeutralize|Mean|Rank|Sub::4|24|48,True,True,True,True,True,,selected_for_response_guided_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.8126975007181845,0.99051858725109,True,,True,True
a7al2z7_028fb982648a2d17,"LatentNeutralRank(Sub(Rank(Mean(Delta(premium_close_bps,48),4)),Rank(Mean(Delta(index_close,24),4))),R2_market_breadth_state)",M4_regime_relative_value,a7al2z7_response_guided_dry_generation,basis_premium|price|state,R2_market_breadth_state|index_close|premium_close_bps,Delta|LatentNeutralRank|Mean|Rank|Sub,4|24|48,skeleton-1d048fd25fceb186,a7al2z7::M4_regime_relative_value::R2_market_breadth_state|index_close|premium_close_bps::Delta|LatentNeutralRank|Mean|Rank|Sub::4|24|48,True,True,True,True,False,,dry_generated_response_guided_non_oi,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.8126975007181845,1.0,True,,True,False
a7al2z7_02e96cbfc3c4f949,"LatentNeutralRank(Sub(Rank(Mean(Delta(kline_taker_buy_quote_share,72),12)),Rank(Mean(Delta(trade_quote_volume,24),12))),R3_liquidity_cycle_state)",M4_regime_relative_value,a7al2z7_response_guided_dry_generation,liquidity|state|taker_flow,R3_liquidity_cycle_state|kline_taker_buy_quote_share|trade_quote_volume,Delta|LatentNeutralRank|Mean|Rank|Sub,12|24|72,skeleton-1d048fd25fceb186,a7al2z7::M4_regime_relative_value::R3_liquidity_cycle_state|kline_taker_buy_quote_share|trade_quote_volume::Delta|LatentNeutralRank|Mean|Rank|Sub::12|24|72,True,True,True,True,False,,dry_generated_response_guided_non_oi,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.8035047400172364,1.0,True,,True,False
a7al2z7_02f5ce8ba7764802,"LatentNeutralRank(Sub(Rank(Mean(Delta(premium_close_bps,12),8)),Rank(Mean(Delta(index_close,12),8))),R0_market_trend_state)",M4_regime_relative_value,a7al2z7_response_guided_dry_generation,basis_premium|price|state,R0_market_trend_state|index_close|premium_close_bps,Delta|LatentNeutralRank|Mean|Rank|Sub,8|12,skeleton-1d048fd25fceb186,a7al2z7::M4_regime_relative_value::R0_market_trend_state|index_close|premium_close_bps::Delta|LatentNeutralRank|Mean|Rank|Sub::8|12,True,True,True,True,False,,dry_generated_response_guided_non_oi,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.8218902614191325,1.0,True,,True,False
a7al2z7_02fd6dd4c18725a7,"LatentNeutralRank(Sub(Rank(Mean(Delta(kline_taker_buy_quote_share,24),12)),Rank(Mean(Delta(trade_close,24),12))),R2_market_breadth_state)",M4_regime_relative_value,a7al2z7_response_guided_dry_generation,price|state|taker_flow,R2_market_breadth_state|kline_taker_buy_quote_share|trade_close,Delta|LatentNeutralRank|Mean|Rank|Sub,12|24,skeleton-1d048fd25fceb186,a7al2z7::M4_regime_relative_value::R2_market_breadth_state|kline_taker_buy_quote_share|trade_close::Delta|LatentNeutralRank|Mean|Rank|Sub::12|24,True,True,True,True,False,,dry_generated_response_guided_non_oi,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.8172938810686584,1.0,True,,True,False
a7al2z7_035cf1da8f8be677,"LatentNeutralRank(Sub(Rank(Mean(Delta(kline_taker_buy_quote_share,12),4)),Rank(Mean(Delta(trade_close,12),4))),R9_alt_vs_major_dispersion_state)",M4_regime_relative_value,a7al2z7_response_guided_dry_generation,price|state|taker_flow,R9_alt_vs_major_dispersion_state|kline_taker_buy_quote_share|trade_close,Delta|LatentNeutralRank|Mean|Rank|Sub,4|12,skeleton-1d048fd25fceb186,a7al2z7::M4_regime_relative_value::R9_alt_vs_major_dispersion_state|kline_taker_buy_quote_share|trade_close::Delta|LatentNeutralRank|Mean|Rank|Sub::4|12,True,True,True,True,False,,dry_generated_response_guided_non_oi,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.823039356506751,1.0,True,,True,False
a7al2z7_00476fd02850de3f,"LatentNeutralRank(Sub(Rank(Mean(Delta(premium_close_bps,48),12)),Rank(Mean(Delta(trade_close,48),12))),R2_market_breadth_state)",M5_trend_breadth_interaction,a7al2z7_response_guided_dry_generation,basis_premium|price|state,R2_market_breadth_state|premium_close_bps|trade_close,Delta|LatentNeutralRank|Mean|Rank|Sub,12|48,skeleton-1d048fd25fceb186,a7al2z7::M5_trend_breadth_interaction::R2_market_breadth_state|premium_close_bps|trade_close::Delta|LatentNeutralRank|Mean|Rank|Sub::12|48,True,True,True,True,True,,selected_for_response_guided_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.8103993105429474,1.0,True,,True,True
a7al2z7_0007e507cc56d3e3,"GroupNeutralize(Mul(Neg(Rank(Mean(Delta(trade_close,24),8))),Rank(Mean(Delta(mark_index_basis_bps,24),8))),R9_alt_vs_major_dispersion_state)",M5_trend_breadth_interaction,a7al2z7_response_guided_dry_generation,basis_premium|price|state,R9_alt_vs_major_dispersion_state|mark_index_basis_bps|trade_close,Delta|GroupNeutralize|Mean|Mul|Neg|Rank,8|24,skeleton-aa6f825a7a0a2bae,a7al2z7::M5_trend_breadth_interaction::R9_alt_vs_major_dispersion_state|mark_index_basis_bps|trade_close::Delta|GroupNeutralize|Mean|Mul|Neg|Rank::8|24,True,True,True,True,True,,selected_for_response_guided_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.8184429761562769,1.0,True,,True,True
