semantic_bucket,motif_bucket,candidate_count,median_cost_adjusted_spread,median_control_ratio,clean_candidate_count
taker_flow_like|open_interest_like,flow_x_leverage,4,-0.0007839527968562179,2.337102623762475,0
liquidity_like,single,2,-0.0014400036568750876,4.208199989824888,0
open_interest_like,single,1,-0.0006101850021256204,3.09129613552519,0
open_interest_like|positioning_like,delta_x_divergence,1,-0.0005242123958659997,1.4524744247556773,0
