object,held_out_symbol,split,n,mean_hour,annualized_mean,std_hour,sharpe_proxy,sortino_proxy,hit_rate,additive_total,additive_max_dd,compounded_total,compounded_max_dd,min_hour,q01,q05,median,q95
FundingCore,BTCUSDT,validation_2025H1,4296,0.0007986903369882198,6.996527352016805,0.01309390468868428,5.709016627149284,6.4121069829289485,0.553072625698324,3.431173687701392,-2.1094559948008436,20.176664569510617,-0.8937638009674403,-0.1719364076254899,-0.031042229062132852,-0.01852950831614101,0.0012326958467109106,0.01939423081144124
FundingCore,BTCUSDT,recent_oos_2025H2_2026Apr,7248,0.0002502583862006566,2.1922634631177518,0.00899660502166162,2.6035267170767518,3.8691597893174428,0.5040011037527594,1.813872783182359,-3.1472692217893554,3.5792717636449316,-0.9605632473946637,-0.05775909873064681,-0.023907204376514526,-0.013465894123173214,4.9300764468033004e-05,0.013851341709881176
FundingCore,BTCUSDT,fresh_forward_2026May,392,-0.0011587870628743434,-10.150974670779249,0.010443733463619294,-10.3848424322862,-19.55459344695158,0.3596938775510204,-0.4542445286467426,-0.832589211307883,-0.37848548360954537,-0.5675412592699545,-0.032230872702819394,-0.025570763926091717,-0.013528011392583751,-0.0016810258638284847,0.01381131072185032
FundingCore,DOGEUSDT,train_2024,8736,0.0006672474679789855,5.845087819495912,0.01184702149498333,5.271446595555581,6.974589271766983,0.5305631868131868,5.829073880264417,-3.5416731795238765,182.62144609527087,-0.9732098517043035,-0.08783526786346944,-0.03307621085295309,-0.01748583359458378,0.0006817139295571893,0.01844752654989484
FundingCore,DOGEUSDT,validation_2025H1,4296,0.0008060270402881682,7.060796872924353,0.013152313885968566,5.735872641103401,6.804364140718775,0.5500465549348231,3.4626921650779705,-1.9928157383715448,20.847720540798306,-0.8778028522922113,-0.1524844093176882,-0.031928440037029444,-0.018826833152692023,0.0011538339308430504,0.019861099047828817
FundingCore,DOGEUSDT,recent_oos_2025H2_2026Apr,7248,0.0003106121816006378,2.720962710821587,0.008923196285920771,3.257992577958743,4.913226442854498,0.5093818984547461,2.2513170922414227,-3.0110337713153665,6.126275156460559,-0.9532829998155489,-0.05775909873064681,-0.02346853504180814,-0.013486935246154288,0.00013171801198275988,0.013813489645471674
FundingCore,DOGEUSDT,fresh_forward_2026May,392,-0.0010350483543376734,-9.067023583998019,0.010725895799341642,-9.031899963661658,-15.634620020348223,0.37755102040816324,-0.40573895490036793,-0.7514794885732995,-0.3483189736403941,-0.5309355013330813,-0.03213172993591746,-0.025908652281397056,-0.015789488046877177,-0.0013034640457292063,0.012629134389973465
FundingCore,ETHUSDT,train_2024,8736,0.0003831906755990704,3.3567503182478564,0.012566866653679,2.853908065567872,3.764301573241795,0.5294184981684982,3.347553742033479,-5.057307049235576,13.227811239172903,-0.994437939707638,-0.08835384945309839,-0.036731044081800716,-0.01926912067403102,0.0007040414047596926,0.018947943808348452
FundingCore,ETHUSDT,validation_2025H1,4296,0.0009198021484029866,8.057466820010163,0.013257921930071581,6.493382935973917,7.638268778772138,0.5670391061452514,3.95147002953923,-1.982129720997619,34.38855755350544,-0.8770601451119737,-0.1524844093176882,-0.033460444559404584,-0.019249454247437195,0.0013884427304053256,0.020628997485795116
FundingCore,ETHUSDT,recent_oos_2025H2_2026Apr,7248,0.0004218885079790294,3.695743329896297,0.009327284493700329,4.233450880953056,6.352523436670109,0.5045529801324503,3.0578479058320047,-2.92507942020588,14.54383942380214,-0.9491237969112628,-0.05703820471425078,-0.0253691578712063,-0.013567923623140146,6.763714696204483e-05,0.0146923872971243
FundingCore,ETHUSDT,fresh_forward_2026May,392,-0.0011510638004596915,-10.083318892026897,0.010441483693490182,-10.317850588340798,-20.082652414362517,0.38010204081632654,-0.4512170097801991,-0.703869860432318,-0.3765849214623922,-0.5077175273021375,-0.028615519563197044,-0.022778994509528354,-0.014070643582732727,-0.001335726522370075,0.013721343695359317
FundingCore,LINKUSDT,train_2024,8736,0.0005519887318461941,4.83542129097266,0.012349549448550984,4.183416951933478,5.604654881585681,0.5327380952380952,4.822173561408352,-4.622993097461363,62.66170759564687,-0.9912842574201794,-0.08835384945309839,-0.03489085030659123,-0.01823523586455042,0.0007072984214052495,0.019270275313944638
FundingCore,LINKUSDT,validation_2025H1,4296,0.0010197551499102795,8.93305511321405,0.013035023411466342,7.322108243456516,8.630242410009963,0.5628491620111732,4.380868124014561,-1.658841100543882,54.03675306970246,-0.8284119420940148,-0.1524844093176882,-0.031005510805773823,-0.018886429172103085,0.001342170862597196,0.020272027921000302
FundingCore,LINKUSDT,recent_oos_2025H2_2026Apr,7248,0.0004177465235785867,3.6594595465484194,0.009275710488365797,4.215195408205333,6.0875037587396745,0.5139348785871964,3.0278268028975965,-2.838365254763646,14.127429112365501,-0.9445375824016923,-0.05775909873064681,-0.026351499433672064,-0.013572020020017981,0.0002112742568775603,0.014408916351710477
FundingCore,LINKUSDT,fresh_forward_2026May,392,-0.0012798756204813653,-11.21171043541676,0.01060222635658966,-11.298550927284312,-22.238037123264142,0.35459183673469385,-0.5017112432286952,-0.7659836842242773,-0.4076903724765486,-0.5375380525097075,-0.02527600604394925,-0.022219149213338556,-0.014845298592004523,-0.0017008668204322656,0.013398548332452473
FundingCore,LTCUSDT,train_2024,8736,0.00048605479455552546,4.257840000306403,0.012197420696932441,3.7296603309633936,4.981857017442879,0.5275869963369964,4.2461746852370705,-4.0955718032305235,35.37801739320609,-0.9849946032241604,-0.08835384945309839,-0.034700095318450856,-0.018175945150839732,0.0005920786692365798,0.018745882849372654
FundingCore,LTCUSDT,validation_2025H1,4296,0.0008183369303745887,7.168631510081397,0.01302631285364597,5.879801969212795,6.809922500166845,0.5523743016759777,3.515575452889233,-2.0706233614020815,22.17943906781624,-0.889259276314025,-0.1538233312432054,-0.031984751695726996,-0.018424414941974675,0.0010495708078531308,0.019902808218321293
FundingCore,LTCUSDT,recent_oos_2025H2_2026Apr,7248,0.00039627511728507913,3.471370027417293,0.00909646108738123,4.0773349532130245,5.954240815919771,0.5073123620309051,2.8722020500822536,-2.679097444501841,12.104624366791361,-0.9347738156963539,-0.05775909873064681,-0.024984971519285172,-0.013392932406856054,0.00011343413173660316,0.014470290683085658
FundingCore,LTCUSDT,fresh_forward_2026May,392,-0.0012479727261402798,-10.93224108098885,0.010753020935646165,-10.862421623681904,-20.427141099294644,0.3622448979591837,-0.4892053086469897,-0.7920019053702548,-0.4006234104019112,-0.5495983760531918,-0.032230872702819394,-0.025325475613036354,-0.014657896688690723,-0.001802440783994705,0.013991355791693586
FundingCore,SOLUSDT,train_2024,8736,0.0004936601766723528,4.32446314764981,0.01223210611238723,3.7772776373921224,5.025796974231848,0.532967032967033,4.312615303409674,-4.694250553328716,37.73236877131656,-0.9917782149535065,-0.08835384945309839,-0.034506037248899335,-0.01836287565621001,0.0006976358522462563,0.019008017298929168
FundingCore,SOLUSDT,validation_2025H1,4296,0.0010452024484244977,9.1559734481986,0.013227141887800197,7.39582215439625,8.941752312503894,0.5567970204841713,4.490189718431642,-1.9292146597572075,59.8260123556794,-0.8683778585091828,-0.13789403882506138,-0.03422896566067259,-0.0184912797528995,0.0012489129492302513,0.020681392877632508
FundingCore,SOLUSDT,recent_oos_2025H2_2026Apr,7248,0.0005228868616138533,4.5804889077373545,0.009427380092250559,5.191212004143073,7.7445268195100745,0.5172461368653422,3.7898839729772087,-2.8094266785349373,31.100949909358285,-0.9432340742066185,-0.0566467842980782,-0.025071184213092637,-0.01385771511727098,0.0002774852986051888,0.014885676811005995
FundingCore,SOLUSDT,fresh_forward_2026May,392,-0.0013426009754337314,-11.761184544799487,0.010703996325437745,-11.739593527338727,-21.932079801490406,0.3673469387755102,-0.5262995823700227,-0.7638645656569951,-0.42235975312415963,-0.5366986950915971,-0.030060123239244986,-0.0253048506902243,-0.014657896688690723,-0.0017702363803734347,0.012402964508273301
FundingCore,SUIUSDT,train_2024,8736,2.2978764890288127e-05,0.201293980438924,0.011835508208305753,0.18171543737964913,0.22990543316471318,0.5206043956043956,0.2007424900815571,-5.300239037514622,-0.3389386165893775,-0.9955966249195595,-0.08835384945309839,-0.035487373874808215,-0.018289071373685576,0.0004235884163828814,0.01710978611668466
FundingCore,SUIUSDT,validation_2025H1,4296,0.0007041013917992457,6.167928192161392,0.012762456642735141,5.163604566259905,5.924553727818243,0.5521415270018621,3.0248195791695593,-2.022140562443023,13.407550742133573,-0.8826966722320609,-0.1524844093176882,-0.03406967037364249,-0.01812536801838901,0.0011144536684279823,0.01898748918952693
FundingCore,SUIUSDT,recent_oos_2025H2_2026Apr,7248,0.00039452091263457814,3.4560031946789045,0.00920053363674187,4.0133687502150766,5.867718968640375,0.5115894039735099,2.8594875747754225,-2.576230197718954,11.85051671730963,-0.9305640797416651,-0.05775909873064681,-0.025371711857779082,-0.01385133182399299,0.00018563533889984663,0.014553388481755778
FundingCore,SUIUSDT,fresh_forward_2026May,392,-0.0023559383650263283,-20.638020077630635,0.007091710301328197,-31.093169282305976,-39.22717078515776,0.3647959183673469,-0.9235278390903207,-1.012765778188484,-0.6072301518908958,-0.6405392818249156,-0.032230872702819394,-0.025065187299980987,-0.014487888112699807,-0.0017969002385565427,0.00849002086802765
FundingCore,XRPUSDT,train_2024,8736,0.0005115058031476289,4.480790835573229,0.012175711811682427,3.931952458840108,5.255758838038021,0.5306776556776557,4.468514696297686,-3.994036770279292,44.538051182028,-0.9832158620282354,-0.08835384945309839,-0.03330835024898884,-0.018166047232022177,0.0005885996928779945,0.01891500798039283
FundingCore,XRPUSDT,validation_2025H1,4296,0.00087513270230471,7.666162472189259,0.014630739265729777,5.598345474217919,5.601857794695033,0.5595903165735568,3.759570089101034,-2.458539311769936,25.414872649936584,-0.9309365911557912,-0.23322457802193203,-0.03249383893714764,-0.017931323728119543,0.0013053597034820956,0.02045961845276127
FundingCore,XRPUSDT,recent_oos_2025H2_2026Apr,7248,0.0004034790101533137,3.5344761289430284,0.009119692438102317,4.140881551307453,5.997191842072455,0.5186258278145696,2.924415865591218,-2.8057123468987593,12.785129621762414,-0.9426686396649064,-0.05775909873064681,-0.025027304672735222,-0.013747477514454483,0.00027425097489984794,0.014294087817805327
FundingCore,XRPUSDT,fresh_forward_2026May,392,-0.0011630678724568477,-10.188474562721986,0.010707346142790737,-10.1665890684991,-19.280665902671867,0.3622448979591837,-0.45592260600308426,-0.7732699220497962,-0.3801928272117071,-0.5410575648540856,-0.032230872702819394,-0.025310475613036353,-0.014455111047409253,-0.0019206061460818806,0.014187225714856248
