object,held_out_symbol,split,n,mean_hour,annualized_mean,std_hour,sharpe_proxy,sortino_proxy,hit_rate,additive_total,additive_max_dd,compounded_total,compounded_max_dd,min_hour,q01,q05,median,q95
FundingCore,ADAUSDT,train_2024,8736,0.0005809013585769692,5.08869590113425,0.011644809151896323,4.6689806067807424,6.688290198386487,0.5288461538461539,5.074754268528403,-2.5576427976905443,87.3966947500904,-0.9286805073690986,-0.07542094619055557,-0.032479714385013056,-0.017875053997987868,0.0006222464189419999,0.01843117578110812
FundingCore,ADAUSDT,validation_2025H1,4296,0.0011732370239355171,10.27755632967513,0.011307995596792948,9.710736773416782,14.276648265973284,0.5600558659217877,5.040226254826981,-1.285135662010453,116.10976093138717,-0.7298926570918416,-0.06158537707789606,-0.028633330846688693,-0.016553084710656238,0.0011766172112462419,0.019681645437296665
FundingCore,ADAUSDT,recent_oos_2025H2_2026Apr,7248,0.00036539227728329477,3.200836349001662,0.008833045610228848,3.8716932760121723,5.932887475783077,0.5066225165562914,2.6483632257493204,-3.360222321146355,9.662256090309343,-0.9681227316234072,-0.05365488366536317,-0.023307902699849597,-0.013020429771853676,8.235378121213157e-05,0.013995489124036968
FundingCore,ADAUSDT,fresh_forward_2026May,392,-0.0014545163277446436,-12.741563031043079,0.010467520140332361,-13.005493869547843,-24.356899137941156,0.3673469387755102,-0.5701704004759003,-0.803927124253174,-0.44663176627166934,-0.554942836559887,-0.02675894455746186,-0.023216398220487256,-0.015126084912011447,-0.001493743806773916,0.010516333872413729
FundingCore,AVAXUSDT,train_2024,8736,0.00032645222386086265,2.8597214810211566,0.011638430600330056,2.625289873076024,3.4662790334973805,0.5232371794871795,2.851886627648496,-3.930476043680611,8.567493640414275,-0.9824052861185124,-0.09012992883933807,-0.032357154576387284,-0.01707479942101761,0.0004407210401045936,0.017422928177762517
FundingCore,AVAXUSDT,validation_2025H1,4296,0.0008835101405468115,7.739548831190069,0.012775373540839451,6.472767152011519,7.370794154948479,0.5686685288640596,3.7955595637891024,-1.7864152100634194,30.105806918763633,-0.8488854867808737,-0.15148350632474622,-0.03280753872777237,-0.01817201848233171,0.0014914724696952156,0.019200986485073845
FundingCore,AVAXUSDT,recent_oos_2025H2_2026Apr,7248,0.0003266600627639375,2.8615421498120925,0.009007247554918728,3.394345105159991,4.952244633696441,0.5096578366445916,2.367632134913019,-3.1580316995897424,6.958942200840581,-0.9600167923503002,-0.048514962107283365,-0.02458296925105795,-0.01339467863360842,0.00016374870823820194,0.014228664366124135
FundingCore,AVAXUSDT,fresh_forward_2026May,392,-0.001510256164210748,-13.229843998486153,0.01086869429438005,-13.005447391011105,-23.913580639132483,0.3852040816326531,-0.5920204163706132,-0.8534843051243167,-0.4595191749407923,-0.5765923732188974,-0.025392144212144318,-0.023970423041188158,-0.016333680498697416,-0.0014127294933123798,0.01140328945916397
FundingCore,BCHUSDT,train_2024,8736,0.0006105476738373141,5.348397622814871,0.01308783430771574,4.366202217122786,5.6999670845407095,0.5325091575091575,5.333744478642776,-3.946322830165201,96.71744975001705,-0.9832235246830172,-0.1068482194836001,-0.03593641397557745,-0.01889038864485098,0.0007196371408062186,0.01982242540706671
FundingCore,BCHUSDT,validation_2025H1,4296,0.0006625990689855561,5.804367844313472,0.01330879719096372,4.659765561843728,5.1239767735585895,0.5551675977653632,2.8465256003619492,-1.6598176114182217,10.651279611172447,-0.8331163056073595,-0.17415380167268874,-0.03181750541609807,-0.018339861767311418,0.0012474805970586064,0.019188833609769175
FundingCore,BCHUSDT,recent_oos_2025H2_2026Apr,7248,0.00045964426652661566,4.026483774773153,0.00970669335468059,4.432028968081705,6.366356747330323,0.5211092715231788,3.33150164378491,-3.3777640683304337,18.936900685371295,-0.9681560371398403,-0.0661871210818207,-0.026467995652194393,-0.01362631682032885,0.00031671486455142747,0.01385407431096878
FundingCore,BCHUSDT,fresh_forward_2026May,392,-0.0005481828987317831,-4.8020821928904205,0.010366278046198371,-4.949424260209141,-10.43202998131438,0.36989795918367346,-0.21488769630285898,-0.7365789193562885,-0.20994388295384125,-0.5233319702148977,-0.025600351320767087,-0.021004716689045567,-0.013327591962559908,-0.0013603553682932667,0.013769911714467009
FundingCore,BNBUSDT,train_2024,8736,0.0005560176126409335,4.870714286734578,0.013020132986871557,3.996917477354237,5.197840194632873,0.5260989010989011,4.857369864031195,-4.618450797703355,60.1392914483182,-0.9912932006230002,-0.10656633425703832,-0.035785448908312895,-0.018500019441920573,0.0005968071017546591,0.019777180064454173
FundingCore,BNBUSDT,validation_2025H1,4296,0.0008079109607282383,7.077300015979367,0.012760587922511807,5.9257710645233725,7.061320305811864,0.5514432029795159,3.4707854872885116,-2.080291210185317,21.52503628487676,-0.8907419187984563,-0.15114548739217093,-0.03173215748927945,-0.017841868818873775,0.0010292351817173199,0.01950574448928422
FundingCore,BNBUSDT,recent_oos_2025H2_2026Apr,7248,0.0004026414965957693,3.527139510178939,0.009583546463024359,3.9322790724714847,5.74671577825283,0.5189017660044151,2.918345567326136,-3.14913824855207,12.293073940084845,-0.9614170552998565,-0.06628543303816818,-0.025608083790389983,-0.014009521030963014,0.00028893349733242053,0.014818808260940612
FundingCore,BNBUSDT,fresh_forward_2026May,392,-0.0008898839029991597,-7.795382990272639,0.010721673146380941,-7.7682436828079835,-13.592940684629871,0.41581632653061223,-0.34883448997567057,-0.8137483303239941,-0.3101091335484786,-0.5596041004510744,-0.032230872702819394,-0.025310475613036353,-0.016322326518256998,-0.001051207664618772,0.014187225714856248
FundingCore,BTCUSDT,train_2024,8736,0.0004868642451985716,4.2649307879394875,0.012015032875665218,3.7925819274917605,5.0295343236871535,0.5242673992673993,4.253246046054722,-4.007803096917941,36.341644243391244,-0.9835836826110718,-0.08783526786346944,-0.034032591654213996,-0.017425457472342035,0.00047632504719979186,0.018509776573214023
