object,may_hours,may_total_return_sum,may_mean_hour,may_worst_hour,may_top3_loss_sum,may_top10_loss_sum,may_mean_turnover,may_mean_gross
FundingCore,440,-0.09899151398168637,-0.00022498071359474176,-0.008057718175704848,-0.02208714281074091,-0.06192477963478942,0.033079373278236915,0.49204545454545456
