checkpoint_id,cell_start,cell_end,decision,blockers,returncode,log_path,active_cells_with_valid_deep_audit,deep_audit_selected,deep_selection_policy,eval_failure_count,fold_metric_missing_rate,generated,liquidity_volatility_deep_cap,liquidity_volatility_deep_count,liquidity_volatility_deep_forced_fill_count,liquidity_volatility_deep_share,placebo_or_null_research_candidates,post_may_eligible_deep_survivors,single_feature_operator_horizon_motif_share,single_horizon_deep_share,single_hypothesis_family_share,single_return_corr_cluster_share,strict_replay_selected,manifest_hash
03,128,191,PASS_A7O_L1_PILOT_CHECKPOINT_READY_FOR_NEXT_64_CELLS,,0,G:\AlphaFactory_CryptoData\alphafactory_crypto\runtime\a7o_l1_waves\a7o_l1w1\logs\checkpoint_03.log,64,192,global_liquidity_volatility_cap_15pct,0,0.0,131072,28,18,0,0.09375,0,8,0.015625,0.140625,0.109375,0.046875,1536,c3ae5fe111d62bb7da059795eabfc8cd72a75b3d144986648f6647f7895ee293
04,192,255,HOLD_A7O_L1_PILOT_CHECKPOINT,placebo_or_null_research_candidates,0,G:\AlphaFactory_CryptoData\alphafactory_crypto\runtime\a7o_l1_waves\a7o_l1w1\logs\checkpoint_04.log,63,192,global_liquidity_volatility_cap_15pct,0,0.0,131072,28,28,0,0.14583333333333334,2,8,0.036458333333333336,0.17708333333333334,0.140625,0.08333333333333333,1536,8df00eee6db7dc4d8a41f672a2cfe47087c37c2bbf022a370f4332c76b995c26
05,256,319,PASS_A7O_L1_PILOT_CHECKPOINT_READY_FOR_NEXT_64_CELLS,,0,G:\AlphaFactory_CryptoData\alphafactory_crypto\runtime\a7o_l1_waves\a7o_l1w1\logs\checkpoint_05.log,62,192,global_liquidity_volatility_cap_15pct,0,0.0,131072,28,28,0,0.14583333333333334,0,11,0.026041666666666668,0.19791666666666666,0.10416666666666667,0.03125,1536,e7a9af81b31ea78fbbea3ec0cdfaff98a8859869c55be737de8d0b1cf8758f16
06,320,383,PASS_A7O_L1_PILOT_CHECKPOINT_READY_FOR_NEXT_64_CELLS,,0,G:\AlphaFactory_CryptoData\alphafactory_crypto\runtime\a7o_l1_waves\a7o_l1w1\logs\checkpoint_06.log,58,192,global_liquidity_volatility_cap_15pct,0,0.0,131072,28,28,0,0.14583333333333334,0,13,0.046875,0.140625,0.14583333333333334,0.057291666666666664,1536,d9b8114ded5d2a7e8091e0e605335c82048feda2c8075e66b5a00ff23454983c
