checkpoint_id,candidate_id,return_corr_cluster,max_corr_to_prior,cluster_size
03,a7o_l1_C0128_0564,rc_000,0.0,1
03,a7o_l1_C0128_1357,rc_001,0.0,1
03,a7o_l1_C0128_0565,rc_002,0.0,1
03,a7o_l1_C0129_0372,rc_003,0.0,1
03,a7o_l1_C0129_0564,rc_004,0.0,1
03,a7o_l1_C0129_0756,rc_005,0.0,1
03,a7o_l1_C0130_2033,rc_006,0.0,1
03,a7o_l1_C0130_0368,rc_007,0.0,1
03,a7o_l1_C0130_0753,rc_008,0.0,1
03,a7o_l1_C0131_1356,rc_009,0.0,1
03,a7o_l1_C0131_0285,rc_010,0.0,1
03,a7o_l1_C0131_1063,rc_011,0.0,1
03,a7o_l1_C0132_0193,rc_012,0.0,3
03,a7o_l1_C0132_0757,rc_013,0.0,2
03,a7o_l1_C0132_0949,rc_013,0.8429310261852835,2
03,a7o_l1_C0133_0678,rc_014,0.0,1
03,a7o_l1_C0133_0565,rc_015,0.0,1
03,a7o_l1_C0133_0181,rc_016,0.0,1
03,a7o_l1_C0134_0949,rc_017,0.0,1
03,a7o_l1_C0134_0096,rc_018,0.0,7
03,a7o_l1_C0134_0387,rc_019,0.0,1
03,a7o_l1_C0135_0564,rc_020,0.0,1
03,a7o_l1_C0135_2033,rc_021,0.0,1
03,a7o_l1_C0135_2036,rc_022,0.0,1
03,a7o_l1_C0136_0180,rc_023,0.0,1
03,a7o_l1_C0136_0756,rc_024,0.0,1
03,a7o_l1_C0136_0290,rc_025,0.0,1
03,a7o_l1_C0137_1648,rc_026,0.0,1
03,a7o_l1_C0137_0290,rc_027,0.0,1
03,a7o_l1_C0137_0775,rc_028,0.0,1
03,a7o_l1_C0138_1066,rc_029,0.0,1
03,a7o_l1_C0138_0969,rc_030,0.0,1
03,a7o_l1_C0138_1357,rc_031,0.0,1
03,a7o_l1_C0139_0564,rc_032,0.0,1
03,a7o_l1_C0139_0757,rc_033,0.0,1
03,a7o_l1_C0139_0949,rc_034,0.0,1
03,a7o_l1_C0140_1136,rc_035,0.0,3
03,a7o_l1_C0140_0560,rc_035,0.8186573277164394,3
03,a7o_l1_C0140_1648,rc_035,0.8068936672826743,3
03,a7o_l1_C0141_1357,rc_036,0.0,1
03,a7o_l1_C0141_0678,rc_037,0.0,1
03,a7o_l1_C0141_0289,rc_038,0.0,1
03,a7o_l1_C0142_2036,rc_039,0.0,1
03,a7o_l1_C0142_0193,rc_040,0.0,1
03,a7o_l1_C0142_0969,rc_041,0.0,1
03,a7o_l1_C0143_0376,rc_042,0.0,3
03,a7o_l1_C0143_0192,rc_042,0.8947826050205785,3
03,a7o_l1_C0143_0960,rc_042,0.9181823214890704,3
03,a7o_l1_C0144_0949,rc_043,0.0,1
03,a7o_l1_C0144_1259,rc_044,0.0,1
03,a7o_l1_C0144_0288,rc_045,0.0,1
03,a7o_l1_C0145_2036,rc_046,0.0,1
03,a7o_l1_C0145_0372,rc_047,0.0,1
03,a7o_l1_C0145_0564,rc_048,0.0,1
03,a7o_l1_C0146_1733,rc_049,0.0,1
03,a7o_l1_C0146_0278,rc_050,0.0,1
03,a7o_l1_C0146_0192,rc_051,0.0,1
03,a7o_l1_C0147_0564,rc_052,0.0,1
03,a7o_l1_C0147_2036,rc_053,0.0,1
03,a7o_l1_C0147_1648,rc_054,0.0,1
03,a7o_l1_C0148_2036,rc_055,0.0,3
03,a7o_l1_C0148_0564,rc_055,0.9893630863321388,3
03,a7o_l1_C0148_0372,rc_055,0.9826912747412054,3
03,a7o_l1_C0149_0564,rc_056,0.0,1
03,a7o_l1_C0149_0180,rc_057,0.0,1
03,a7o_l1_C0149_0372,rc_058,0.0,1
03,a7o_l1_C0150_0774,rc_012,0.8022157545472006,3
03,a7o_l1_C0150_0387,rc_059,0.0,1
03,a7o_l1_C0150_1066,rc_018,0.8198346055502116,7
03,a7o_l1_C0151_1357,rc_060,0.0,1
03,a7o_l1_C0151_0968,rc_061,0.0,1
03,a7o_l1_C0151_1259,rc_062,0.0,1
03,a7o_l1_C0152_0387,rc_063,0.0,2
03,a7o_l1_C0152_0678,rc_064,0.0,1
03,a7o_l1_C0152_1163,rc_063,0.8573840138282945,2
03,a7o_l1_C0153_0484,rc_065,0.0,1
03,a7o_l1_C0153_0678,rc_066,0.0,1
03,a7o_l1_C0153_0193,rc_067,0.0,1
03,a7o_l1_C0154_0180,rc_068,0.0,1
03,a7o_l1_C0154_0290,rc_069,0.0,1
03,a7o_l1_C0154_0181,rc_070,0.0,1
03,a7o_l1_C0155_0564,rc_071,0.0,1
03,a7o_l1_C0155_0757,rc_072,0.0,1
03,a7o_l1_C0155_0373,rc_073,0.0,1
03,a7o_l1_C0156_0484,rc_074,0.0,1
03,a7o_l1_C0156_0774,rc_075,0.0,1
03,a7o_l1_C0156_0289,rc_076,0.0,1
03,a7o_l1_C0157_2036,rc_077,0.0,1
03,a7o_l1_C0157_1357,rc_078,0.0,1
03,a7o_l1_C0157_1744,rc_079,0.0,1
03,a7o_l1_C0158_0290,rc_080,0.0,1
03,a7o_l1_C0158_0387,rc_081,0.0,1
03,a7o_l1_C0158_2036,rc_082,0.0,1
03,a7o_l1_C0159_0775,rc_083,0.0,1
03,a7o_l1_C0159_2036,rc_084,0.0,1
03,a7o_l1_C0159_0949,rc_085,0.0,1
03,a7o_l1_C0160_0096,rc_086,0.0,9
03,a7o_l1_C0160_0193,rc_086,0.8578438453191991,9
03,a7o_l1_C0160_0581,rc_086,0.8831649541441708,9
03,a7o_l1_C0161_0290,rc_087,0.0,1
03,a7o_l1_C0161_1136,rc_088,0.0,1
03,a7o_l1_C0161_0180,rc_089,0.0,1
03,a7o_l1_C0162_0484,rc_090,0.0,1
03,a7o_l1_C0162_0677,rc_091,0.0,1
03,a7o_l1_C0162_0288,rc_092,0.0,1
03,a7o_l1_C0163_0290,rc_093,0.0,1
03,a7o_l1_C0163_1648,rc_094,0.0,1
03,a7o_l1_C0163_1329,rc_095,0.0,1
03,a7o_l1_C0164_1454,rc_096,0.0,1
03,a7o_l1_C0164_1647,rc_018,0.8398202712004843,7
03,a7o_l1_C0164_1550,rc_097,0.0,1
03,a7o_l1_C0165_0096,rc_086,0.9675356386630832,9
03,a7o_l1_C0165_1357,rc_086,0.8516970478770971,9
03,a7o_l1_C0165_1842,rc_086,0.9119702634656098,9
03,a7o_l1_C0166_1163,rc_098,0.0,1
03,a7o_l1_C0166_0373,rc_099,0.0,1
03,a7o_l1_C0166_0678,rc_100,0.0,1
03,a7o_l1_C0167_1551,rc_101,0.0,1
03,a7o_l1_C0167_0290,rc_102,0.0,1
03,a7o_l1_C0167_0289,rc_103,0.0,1
03,a7o_l1_C0168_0564,rc_104,0.0,1
03,a7o_l1_C0168_0193,rc_105,0.0,2
03,a7o_l1_C0168_0096,rc_105,0.8408760427151227,2
03,a7o_l1_C0169_0872,rc_106,0.0,1
03,a7o_l1_C0169_0373,rc_107,0.0,2
03,a7o_l1_C0169_0181,rc_107,0.8866179553321217,2
03,a7o_l1_C0170_0678,rc_108,0.0,1
03,a7o_l1_C0170_0193,rc_018,0.8544123267816092,7
03,a7o_l1_C0170_1163,rc_109,0.0,1
03,a7o_l1_C0171_0484,rc_110,0.0,1
03,a7o_l1_C0171_0677,rc_111,0.0,1
03,a7o_l1_C0171_1842,rc_086,0.8653082072454542,9
03,a7o_l1_C0172_1064,rc_112,0.0,1
03,a7o_l1_C0172_1449,rc_113,0.0,1
03,a7o_l1_C0172_0287,rc_114,0.0,1
03,a7o_l1_C0173_0564,rc_115,0.0,1
03,a7o_l1_C0173_0372,rc_116,0.0,1
03,a7o_l1_C0173_2033,rc_117,0.0,1
03,a7o_l1_C0174_2033,rc_118,0.0,1
03,a7o_l1_C0174_0944,rc_119,0.0,1
03,a7o_l1_C0174_0368,rc_120,0.0,1
03,a7o_l1_C0175_0560,rc_121,0.0,2
03,a7o_l1_C0175_0564,rc_122,0.0,1
03,a7o_l1_C0175_1840,rc_121,0.8799276514647343,2
03,a7o_l1_C0176_1842,rc_123,0.0,1
03,a7o_l1_C0176_0289,rc_124,0.0,1
03,a7o_l1_C0176_1357,rc_125,0.0,1
03,a7o_l1_C0177_0372,rc_126,0.0,1
03,a7o_l1_C0177_2036,rc_127,0.0,1
03,a7o_l1_C0177_0180,rc_128,0.0,1
03,a7o_l1_C0178_1163,rc_129,0.0,2
03,a7o_l1_C0178_0387,rc_129,0.9999771709241794,2
03,a7o_l1_C0178_0193,rc_130,0.0,1
03,a7o_l1_C0179_0368,rc_131,0.0,1
03,a7o_l1_C0179_0752,rc_132,0.0,1
03,a7o_l1_C0179_0176,rc_133,0.0,1
03,a7o_l1_C0180_0386,rc_134,0.0,1
03,a7o_l1_C0180_1260,rc_135,0.0,1
03,a7o_l1_C0180_0484,rc_136,0.0,1
03,a7o_l1_C0181_0756,rc_137,0.0,1
03,a7o_l1_C0181_0387,rc_138,0.0,1
03,a7o_l1_C0181_0565,rc_139,0.0,1
03,a7o_l1_C0182_0372,rc_140,0.0,1
03,a7o_l1_C0182_0484,rc_141,0.0,1
03,a7o_l1_C0182_1357,rc_142,0.0,1
03,a7o_l1_C0183_0774,rc_143,0.0,1
03,a7o_l1_C0183_1454,rc_012,0.8246728460308431,3
03,a7o_l1_C0183_1066,rc_018,0.8791304702455114,7
03,a7o_l1_C0184_0372,rc_144,0.0,1
03,a7o_l1_C0184_2036,rc_145,0.0,1
03,a7o_l1_C0184_0180,rc_146,0.0,1
03,a7o_l1_C0185_0969,rc_147,0.0,1
03,a7o_l1_C0185_0678,rc_148,0.0,1
03,a7o_l1_C0185_1066,rc_149,0.0,1
03,a7o_l1_C0186_2033,rc_150,0.0,1
03,a7o_l1_C0186_1648,rc_151,0.0,1
03,a7o_l1_C0186_1329,rc_152,0.0,1
03,a7o_l1_C0187_2033,rc_153,0.0,3
03,a7o_l1_C0187_1648,rc_153,0.8630399379459214,3
03,a7o_l1_C0187_0368,rc_153,0.9319605781862172,3
03,a7o_l1_C0188_0949,rc_154,0.0,1
03,a7o_l1_C0188_1163,rc_155,0.0,1
03,a7o_l1_C0188_0373,rc_156,0.0,1
03,a7o_l1_C0189_0774,rc_157,0.0,1
03,a7o_l1_C0189_0387,rc_086,0.86695338968645,9
03,a7o_l1_C0189_0386,rc_018,0.8774664102062169,7
03,a7o_l1_C0190_0560,rc_158,0.0,1
03,a7o_l1_C0190_0372,rc_159,0.0,1
03,a7o_l1_C0190_0177,rc_160,0.0,1
03,a7o_l1_C0191_0753,rc_161,0.0,1
03,a7o_l1_C0191_1842,rc_086,0.865782656237719,9
03,a7o_l1_C0191_1356,rc_018,0.8788121505814016,7
04,a7o_l1_C0192_2036,rc_000,0.0,1
04,a7o_l1_C0192_0565,rc_001,0.0,1
04,a7o_l1_C0192_0372,rc_002,0.0,1
04,a7o_l1_C0193_1163,rc_003,0.0,1
04,a7o_l1_C0193_0564,rc_004,0.0,1
04,a7o_l1_C0193_0181,rc_005,0.0,1
04,a7o_l1_C0194_1454,rc_006,0.0,1
04,a7o_l1_C0194_0774,rc_007,0.0,1
04,a7o_l1_C0194_0386,rc_008,0.0,4
04,a7o_l1_C0195_1551,rc_009,0.0,1
04,a7o_l1_C0195_0757,rc_010,0.0,1
04,a7o_l1_C0195_0386,rc_011,0.0,1
04,a7o_l1_C0196_0677,rc_012,0.0,1
04,a7o_l1_C0196_0774,rc_013,0.0,1
04,a7o_l1_C0196_1454,rc_014,0.0,1
04,a7o_l1_C0197_0372,rc_015,0.0,1
04,a7o_l1_C0197_0564,rc_016,0.0,1
04,a7o_l1_C0197_0180,rc_017,0.0,1
04,a7o_l1_C0198_0967,rc_018,0.0,1
04,a7o_l1_C0198_1842,rc_019,0.0,1
04,a7o_l1_C0198_0949,rc_020,0.0,1
04,a7o_l1_C0199_1163,rc_021,0.0,1
04,a7o_l1_C0199_0193,rc_022,0.0,1
04,a7o_l1_C0199_0387,rc_023,0.0,1
04,a7o_l1_C0200_1648,rc_024,0.0,16
04,a7o_l1_C0200_0368,rc_024,0.8736327470678884,16
04,a7o_l1_C0200_2032,rc_025,0.0,12
04,a7o_l1_C0201_2033,rc_026,0.0,1
04,a7o_l1_C0201_0372,rc_027,0.0,1
04,a7o_l1_C0201_2036,rc_028,0.0,1
04,a7o_l1_C0202_0757,rc_029,0.0,1
04,a7o_l1_C0202_0949,rc_030,0.0,2
04,a7o_l1_C0202_0373,rc_030,0.8733348318284992,2
04,a7o_l1_C0203_0193,rc_031,0.0,1
04,a7o_l1_C0203_2036,rc_032,0.0,1
04,a7o_l1_C0203_0373,rc_033,0.0,1
04,a7o_l1_C0204_0386,rc_034,0.0,1
04,a7o_l1_C0204_0775,rc_035,0.0,1
