candidate_id,family_id,primary_seed_field,source_fields,skeleton_key,production_key,motif,expression,eval_success,finite_share,nonzero_share,activity_ok,min_value,max_value,std_value,error
a7ab3_e3e5d9d8a8429553,G0_price_return_reversal,trade_return_1h,trade_return_1h,skeleton_2c7cbbca5fb2e3ff,prod_a8fe6605cb56c896,clip_atom,"Clip(Sub(TSRank(trade_return_1h,72),TSRank(trade_return_1h,168)),-3,3)",True,0.993896484375,0.96439756816507,True,-0.23611111111111116,0.2599206349206349,0.03931279432294175,
a7ab3_29a63a6062424850,G0_price_return_reversal,trade_return_1h,trade_return_1h,skeleton_1bfeeed2faa0c752,prod_8e644e9ec4718486,winsor_atom,"Winsor(Sub(Decay(trade_return_1h,12),Decay(trade_return_1h,24)),3)",True,0.98828125,1.0,True,-0.06018497541080625,0.057728905848058454,0.0016546000395700007,
a7ab3_972af57f374b5dfa,G0_price_return_reversal,trade_return_1h,trade_return_1h,skeleton_791a3cbc00bffd5b,prod_3884afec03689cbd,decay_atom,"Decay(Mean(Delta(trade_return_1h,4),72),12)",True,0.99072265625,1.0,True,-0.007480004333707925,0.007457939790608603,0.0002411546617382505,
a7ab3_98b89c29ed9d981a,G0_price_return_reversal,trade_return_1h,trade_return_1h,skeleton_55190e4dae05846e,prod_de6f7d73aed56a96,rank_horizon_spread,"Rank(Sub(Decay(Delta(trade_return_1h,24),12),Mul(Rank(Delta(trade_return_1h,24)),TSRank(Mean(trade_return_1h,168),72))))",True,0.982666015625,1.0,True,0.010416666666666666,1.0,0.28865947254154495,
a7ab3_86e5ec09c46a292b,G0_price_return_reversal,trade_return_1h,trade_return_1h,skeleton_98d9fdb977d26ca6,prod_9935966b8924989e,zscore_self_interaction,"ZScore(Mul(TSRank(Mean(trade_return_1h,168),72),Clip(ZScore(trade_return_1h),-3,3)))",True,0.98828125,1.0,True,-9.674983174609972,9.685433258483506,0.9947780321927767,
a7ab3_c96b6ce75090d30c,G0_price_return_reversal,trade_return_1h,trade_return_1h,skeleton_b76f814c406fe774,prod_43ffa06fc73cf307,clip_horizon_spread,"Clip(Sub(ZScore(Delta(Mean(trade_return_1h,168),4)),Sub(ZScore(Mean(trade_return_1h,4)),ZScore(trade_return_1h))),-3,3)",True,0.9921875,1.0,True,-5.0,5.0,1.0919982353046191,
a7ab3_19c5ae8eb5cebf96,G0_price_return_reversal,trade_return_1h,trade_return_1h,skeleton_ccfa2357b3384254,prod_730aac3ca69a9422,winsor_self_interaction,"Winsor(Mul(Rank(Sub(Mean(trade_return_1h,168),Mean(trade_return_1h,4))),Decay(Delta(trade_return_1h,24),4)),3)",True,0.9912109375,0.9998563218390805,True,-0.2475507480271487,0.1389295011175512,0.004747653374758877,
a7ab3_eaae2209184ca101,G0_price_return_reversal,trade_return_1h,trade_return_1h,skeleton_80be2e39216c5bd2,prod_d8e79de02a0cbdcc,single_atom,"ZScore(Sub(Decay(trade_return_1h,12),Decay(trade_return_1h,24)))",True,0.98828125,1.0,True,-9.206308239283368,9.341164153972523,0.9947780321927767,
a7ab3_39d7d82ced61179e,G0_price_return_reversal,trade_return_1h,trade_return_1h,skeleton_3f55f7b241c017b0,prod_ba82ada35e673e0a,rank_atom,"Rank(Clip(Delta(trade_return_1h,4),-3,3))",True,0.998291015625,1.0,True,0.010416666666666666,1.0,0.28865790782164513,
a7ab3_7fa990b397bb88bd,G0_price_return_reversal,trade_return_1h,trade_return_1h,skeleton_7d48c4b2a2648ef2,prod_db361ebd7f495722,zscore_atom,"ZScore(Winsor(Delta(trade_return_1h,24),3))",True,0.993408203125,1.0,True,-9.546611358547962,9.535499493197028,0.9947780321927767,
a7ab3_dfba4b96be94d2d4,G0_price_return_reversal,trade_return_1h,trade_return_1h,skeleton_db44ca1a799bf920,prod_187e9026e98edec4,horizon_spread,"Sub(Clip(Mean(trade_return_1h,24),-3,3),Rank(trade_return_1h))",True,0.98828125,1.0,True,-1.0169414478069896,0.05309664144657857,0.28843570753538267,
a7ab3_b979e5779612d9dd,G0_price_return_reversal,trade_return_1h,trade_return_1h,skeleton_e25be550185307eb,prod_c77af23699f5ad5f,self_interaction,"Mul(Winsor(Mean(trade_return_1h,24),3),Winsor(ZScore(trade_return_1h),3))",True,0.98828125,1.0,True,-0.3035079359716512,0.33873962174161265,0.004493171959408701,
a7ab3_6a5ba7fe2527a46c,G0_price_return_reversal,trade_return_1h,trade_return_1h,skeleton_929d58856d54a847,prod_e449fddf523ca4ba,clip_atom,"Clip(Rank(Mean(Delta(trade_return_1h,24),24)),-3,3)",True,0.9765625,1.0,True,0.010416666666666666,1.0,0.28865947254154495,
a7ab3_03c8dd1e0f1406bb,G0_price_return_reversal,trade_return_1h,trade_return_1h,skeleton_631f433b0ee241f4,prod_3d36a8835cdf28f4,winsor_atom,"Winsor(ZScore(Decay(Delta(trade_return_1h,1),12)),3)",True,0.99365234375,1.0,True,-5.0,5.0,0.9536769163515155,
a7ab3_1d0854ac5ec2163d,G0_price_return_reversal,trade_return_1h,trade_return_1h,skeleton_7575df9b531b63a5,prod_16ca27c1c6a0bce8,decay_atom,"Decay(Sub(TSRank(Delta(trade_return_1h,4),168),Rank(Delta(trade_return_1h,24))),12)",True,0.983642578125,0.9999301935964259,True,-0.4966040903540903,0.5536668192918193,0.09944094723041358,
a7ab3_8a1c4ec5e39f7a5a,G0_price_return_reversal,trade_return_1h,trade_return_1h,skeleton_4cc6aa92a92e6b32,prod_e8c554ee2a3a8724,rank_horizon_spread,"Rank(Sub(Mul(Rank(Mean(trade_return_1h,72)),ZScore(Delta(trade_return_1h,24))),Sub(ZScore(Mean(trade_return_1h,168)),ZScore(Mean(trade_return_1h,24)))))",True,0.98779296875,1.0,True,0.010416666666666666,1.0,0.288659472541545,
a7ab3_5244861cb5bca9f2,G0_price_return_reversal,trade_return_1h,trade_return_1h,skeleton_e52f279333afdc9d,prod_8bb33185279cfaf6,zscore_self_interaction,"ZScore(Mul(Mul(TSRank(trade_return_1h,24),ZScore(Mean(trade_return_1h,168))),Rank(Clip(ZScore(trade_return_1h),-3,3))))",True,0.98828125,1.0,True,-9.589934835532382,9.668544990755251,0.9947780321927769,
a7ab3_a0aabd2a13785c73,G0_price_return_reversal,trade_return_1h,trade_return_1h,skeleton_007ceb90e9646fcf,prod_a95f791bfd5358fe,clip_horizon_spread,"Clip(Sub(Mul(Decay(trade_return_1h,24),ZScore(Delta(trade_return_1h,4))),ZScore(trade_return_1h)),-3,3)",True,0.98828125,1.0,True,-5.0,5.0,0.952357707955945,
a7ab3_8680c0acdd0b3423,G0_price_return_reversal,trade_return_1h,trade_return_1h,skeleton_2c7cd176105b2194,prod_3ea07d65a9e9f256,winsor_self_interaction,"Winsor(Mul(Sub(ZScore(Mean(trade_return_1h,168)),ZScore(Mean(trade_return_1h,72))),Rank(Delta(trade_return_1h,24))),3)",True,0.993408203125,0.9882034898009339,True,-5.0,5.0,0.5084928160413638,
a7ab3_ac1d320447cdc0e1,G0_price_return_reversal,trade_return_1h,trade_return_1h,skeleton_85fc7254db9ccb56,prod_8b3a0e02509b8a7e,single_atom,"Sub(ZScore(Delta(trade_return_1h,1)),ZScore(Delta(trade_return_1h,24)))",True,0.9931640625,1.0,True,-16.082583409361327,14.578877304989692,1.00126555721471,
a7ab3_679945dd31d9c8a9,G0_price_return_reversal,trade_return_1h,trade_return_1h,skeleton_0d0b63c5ed3bddab,prod_603d364565462afc,rank_atom,"Rank(Sub(Rank(Decay(trade_return_1h,24)),Rank(Decay(trade_return_1h,4))))",True,0.98828125,1.0,True,0.010416666666666666,1.0,0.2886207192841772,
a7ab3_fe15894bfdfc1a5c,G0_price_return_reversal,trade_return_1h,trade_return_1h,skeleton_4bc196574b0d7a0a,prod_1debfd1164de9f7a,zscore_atom,"ZScore(TSRank(Sub(Mean(trade_return_1h,4),Mean(trade_return_1h,72)),24))",True,0.98193359375,0.9991893543842201,True,-8.808820711482552,9.511967159386526,0.9947780321927768,
a7ab3_43a43b7a0cdeb066,G0_price_return_reversal,trade_return_1h,trade_return_1h,skeleton_1889f2effaf94e35,prod_a1a05a4ec1de64ab,horizon_spread,"Sub(Decay(Sub(Mean(trade_return_1h,24),Mean(trade_return_1h,72)),24),Sub(ZScore(Delta(trade_return_1h,1)),ZScore(Delta(trade_return_1h,24))))",True,0.97705078125,1.0,True,-14.576497804966436,16.083518109103906,1.0013457318796655,
a7ab3_5261a71eb76ffc5c,G0_price_return_reversal,trade_return_1h,trade_return_1h,skeleton_aee8e5fc677d3eb9,prod_379dbc439456e4cf,self_interaction,"Mul(Clip(Sub(Mean(trade_return_1h,24),Decay(trade_return_1h,24)),-3,3),Rank(Winsor(ZScore(trade_return_1h),3)))",True,0.98828125,1.0,True,-0.037148111999645794,0.03683668608601218,0.0007369206118382146,
a7ab3_8f57be3d29974d8c,G0_price_return_reversal,trade_return_1h,trade_return_1h,skeleton_7ca490bb03c28445,prod_9e5ee782ba923396,clip_atom,"Clip(Winsor(Sub(Mean(trade_return_1h,24),Decay(trade_return_1h,24)),3),-3,3)",True,0.98828125,1.0,True,-0.037148111999645794,0.042524122349847426,0.0011763203430266342,
a7ab3_711cade90871327e,G0_price_return_reversal,trade_return_1h,trade_return_1h,skeleton_05854e1690e1ce55,prod_5b3b89cbe9f72c68,winsor_atom,"Winsor(Rank(Clip(ZScore(trade_return_1h),-3,3)),3)",True,0.99951171875,1.0,True,0.010416666666666666,1.0,0.2885996053671552,
a7ab3_53755de12a280dc9,G0_price_return_reversal,trade_return_1h,trade_return_1h,skeleton_f79c9d833a6de838,prod_9db19984ea21a39c,decay_atom,"Decay(Rank(Winsor(ZScore(trade_return_1h),3)),12)",True,0.994140625,1.0,True,0.07011217948717949,0.9855101495726496,0.08714687411783738,
a7ab3_d859121ff3e39afc,G0_price_return_reversal,trade_return_1h,trade_return_1h,skeleton_fdce97d2c095b283,prod_f3a070ba98ecadb5,rank_horizon_spread,"Rank(Sub(ZScore(Clip(Delta(trade_return_1h,24),-3,3)),Rank(Sub(Mean(trade_return_1h,168),Mean(trade_return_1h,24)))))",True,0.98779296875,1.0,True,0.010416666666666666,1.0,0.28865947254154495,
a7ab3_ab7fdd25b4c75562,G0_price_return_reversal,trade_return_1h,trade_return_1h,skeleton_272214a507ab883c,prod_d3eb5c0342e9696d,zscore_self_interaction,"ZScore(Mul(ZScore(Winsor(Delta(trade_return_1h,1),3)),ZScore(Decay(Delta(trade_return_1h,1),4))))",True,0.99755859375,1.0,True,-9.649106587465905,9.695511762005687,0.9947780321927767,
a7ab3_c9c8307b3c643e07,G0_price_return_reversal,trade_return_1h,trade_return_1h,skeleton_931e68d04ee11844,prod_056e7ad5caa8f44f,clip_horizon_spread,"Clip(Sub(Sub(Decay(Mean(trade_return_1h,168),24),Mean(Decay(trade_return_1h,4),4)),Sub(Rank(Decay(trade_return_1h,12)),Rank(Decay(trade_return_1h,4)))),-3,3)",True,0.985595703125,1.0,True,-1.0573032573141452,1.0135549748594996,0.21980115423515903,
a7ab3_9ceb8e98bfce170c,G0_price_return_reversal,trade_return_1h,trade_return_1h,skeleton_43e74ec1ca3f49da,prod_6d6d01e9711e8ccf,winsor_self_interaction,"Winsor(Mul(Mul(Rank(Delta(trade_return_1h,24)),TSRank(Mean(trade_return_1h,168),72)),ZScore(Clip(Delta(trade_return_1h,24),-3,3))),3)",True,0.988037109375,1.0,True,-0.20533216468757606,5.0,0.4411137597281512,
a7ab3_2f3b0f69f16a25fb,G0_price_return_reversal,trade_return_1h,trade_return_1h,skeleton_9f0d66272a0406f6,prod_f1967384d962760b,single_atom,Rank(trade_return_1h),True,0.99951171875,1.0,True,0.010416666666666666,1.0,0.28859961469427037,
a7ab3_58ec532839b9a1fe,G0_price_return_reversal,trade_return_1h,trade_return_1h,skeleton_8196f9d0a18000c7,prod_bf6a0736d8853070,zscore_atom,"ZScore(TSRank(trade_return_1h,72))",True,0.993896484375,0.9998541513141734,True,-9.331806187428993,9.63462679425451,0.9947780321927767,
a7ab3_1586b50c1584aab2,G0_price_return_reversal,trade_return_1h,trade_return_1h,skeleton_92a027c8f2dc1bf3,prod_d9e852b96887a3ae,horizon_spread,"Sub(Delta(trade_return_1h,1),ZScore(Sub(Decay(trade_return_1h,4),Decay(trade_return_1h,12))))",True,0.994140625,1.0,True,-9.66239579309856,9.385252496226721,0.9931101825266131,
a7ab3_4d7fb3c2475e26f0,G0_price_return_reversal,trade_return_1h,trade_return_1h,skeleton_f45bdb251a88eaea,prod_6199adfa8867969c,self_interaction,"Mul(Mean(trade_return_1h,24),Sub(TSRank(Delta(trade_return_1h,4),24),Rank(Delta(trade_return_1h,24))))",True,0.986328125,0.9848958333333333,True,-0.057317795324275285,0.040198053672329516,0.0007709698260324808,
a7ab3_5274372f69697f08,G0_price_return_reversal,trade_return_1h,trade_return_1h,skeleton_f2a1f4fc989ed2f7,prod_d2adf3bf20dbeb32,rank_horizon_spread,"Rank(Sub(Rank(Delta(trade_return_1h,24)),Decay(ZScore(trade_return_1h),24)))",True,0.98779296875,1.0,True,0.010416666666666666,1.0,0.288659472541545,
a7ab3_691c4ba1a52a87cb,G0_price_return_reversal,trade_return_1h,trade_return_1h,skeleton_b4719759c75cc639,prod_0b0687502f84bf2e,zscore_self_interaction,"ZScore(Mul(ZScore(Mean(trade_return_1h,168)),Sub(Decay(trade_return_1h,24),Decay(trade_return_1h,12))))",True,0.98828125,1.0,True,-9.687133564143664,9.68414839096616,0.9947780321927768,
a7ab3_468df1ab66c1556f,G0_price_return_reversal,trade_return_1h,trade_return_1h,skeleton_9e297cdfa8071e81,prod_51fe2182fc723b6d,clip_horizon_spread,"Clip(Sub(TSRank(Delta(trade_return_1h,4),168),Clip(Delta(trade_return_1h,4),-3,3)),-3,3)",True,0.99267578125,1.0,True,0.017243245556326652,0.9896145296958946,0.27687348052234534,
a7ab3_74290735e44e208c,G0_price_return_reversal,trade_return_1h,trade_return_1h,skeleton_b1cbe6cc6bad4f18,prod_830f4ae6a9b61971,single_atom,"Sub(TSRank(trade_return_1h,168),Rank(trade_return_1h))",True,0.993896484375,0.9956578031605666,True,-0.9672619047619048,0.9895833333333334,0.2560130093033349,
a7ab3_5973c62f847a49d1,G0_price_return_reversal,trade_return_1h,trade_return_1h,skeleton_d28a4a1d3d3ef772,prod_5e2ddc6848a8647b,horizon_spread,"Sub(Sub(Mean(trade_return_1h,24),Decay(trade_return_1h,4)),Sub(TSRank(trade_return_1h,72),Rank(trade_return_1h)))",True,0.98828125,1.0,True,-0.9961963274777343,0.9808038708663963,0.2598731441719781,
a7ab3_87faa7288e64034f,G0_price_return_reversal,trade_return_1h,trade_return_1h,skeleton_9d763470c3811caf,prod_b98c981c78f86d30,self_interaction,"Mul(Sub(Mean(trade_return_1h,24),Mean(trade_return_1h,72)),Mean(Delta(trade_return_1h,4),72))",True,0.9873046875,0.99980681256182,True,-0.00014806526046547773,0.00040814436086926523,2.2252209327213684e-06,
a7ab3_df4e3dc5e1d40d37,G0_price_return_reversal,trade_return_1h,trade_return_1h,skeleton_2c7cbbca5fb2e3ff,prod_a8fe6605cb56c896,clip_atom,"Clip(Sub(TSRank(trade_return_1h,168),TSRank(trade_return_1h,24)),-3,3)",True,0.98828125,0.9669384057971014,True,-0.5595238095238095,0.44642857142857145,0.07931453022230445,
a7ab3_cbb5b3de5f42cddf,G0_price_return_reversal,trade_return_1h,trade_return_1h,skeleton_1bfeeed2faa0c752,prod_8e644e9ec4718486,winsor_atom,"Winsor(Sub(Decay(trade_return_1h,4),Decay(trade_return_1h,12)),3)",True,0.994140625,0.9999744187950229,True,-0.08058330953105144,0.1541213299733074,0.0035561437004598653,
a7ab3_c4738366579e25df,G0_price_return_reversal,trade_return_1h,trade_return_1h,skeleton_98d9fdb977d26ca6,prod_9935966b8924989e,zscore_self_interaction,"ZScore(Mul(TSRank(Mean(trade_return_1h,168),24),Clip(ZScore(trade_return_1h),-3,3)))",True,0.98828125,1.0,True,-9.422768484451103,9.644477523703475,0.9947780321927768,
a7ab3_d2632633c1f42325,G0_price_return_reversal,trade_return_1h,trade_return_1h,skeleton_ccfa2357b3384254,prod_730aac3ca69a9422,winsor_self_interaction,"Winsor(Mul(Rank(Sub(Mean(trade_return_1h,168),Mean(trade_return_1h,4))),Decay(Delta(trade_return_1h,24),24)),3)",True,0.9765625,1.0,True,-0.09589251831920531,0.07318083661395017,0.00208538127464538,
a7ab3_c394da6835432cf7,G0_price_return_reversal,trade_return_1h,trade_return_1h,skeleton_7575df9b531b63a5,prod_16ca27c1c6a0bce8,decay_atom,"Decay(Sub(TSRank(Delta(trade_return_1h,4),72),Rank(Delta(trade_return_1h,24))),12)",True,0.983642578125,0.9998345329693059,True,-0.4902955840455839,0.5360576923076923,0.09994314974428614,
a7ab3_ced6188c184ada50,G0_price_return_reversal,trade_return_1h,trade_return_1h,skeleton_e52f279333afdc9d,prod_8bb33185279cfaf6,zscore_self_interaction,"ZScore(Mul(Mul(TSRank(trade_return_1h,72),ZScore(Mean(trade_return_1h,168))),Rank(Clip(ZScore(trade_return_1h),-3,3))))",True,0.993896484375,1.0,True,-9.60897039497996,9.692337386359256,0.9947780321927769,
a7ab3_92f58128176f656c,G0_price_return_reversal,trade_return_1h,trade_return_1h,skeleton_007ceb90e9646fcf,prod_a95f791bfd5358fe,clip_horizon_spread,"Clip(Sub(Mul(Decay(trade_return_1h,12),ZScore(Delta(trade_return_1h,4))),ZScore(trade_return_1h)),-3,3)",True,0.994140625,1.0,True,-5.0,5.0,0.9521863356592465,
a7ab3_be42b4f4a3005c27,G0_price_return_reversal,trade_return_1h,trade_return_1h,skeleton_2c7cd176105b2194,prod_3ea07d65a9e9f256,winsor_self_interaction,"Winsor(Mul(Sub(ZScore(Mean(trade_return_1h,168)),ZScore(Mean(trade_return_1h,4))),Rank(Delta(trade_return_1h,24))),3)",True,0.99267578125,1.0,True,-5.0,5.0,0.7581468290135148,
a7ab3_bba2fa1ab3810f6e,G0_price_return_reversal,trade_return_1h,trade_return_1h,skeleton_4bc196574b0d7a0a,prod_1debfd1164de9f7a,zscore_atom,"ZScore(TSRank(Sub(Mean(trade_return_1h,4),Mean(trade_return_1h,24)),72))",True,0.982666015625,0.9998033126293996,True,-9.140899040851968,9.289467468013468,0.9947780321927768,
a7ab3_f8ceeb90f864bf4b,G0_price_return_reversal,trade_return_1h,trade_return_1h,skeleton_1889f2effaf94e35,prod_a1a05a4ec1de64ab,horizon_spread,"Sub(Decay(Sub(Mean(trade_return_1h,24),Mean(trade_return_1h,72)),24),Sub(ZScore(Delta(trade_return_1h,1)),ZScore(Delta(trade_return_1h,4))))",True,0.97705078125,1.0,True,-17.849698573689118,16.941518256173126,0.9995375183092525,
a7ab3_aa72649e26c47ecc,G0_price_return_reversal,trade_return_1h,trade_return_1h,skeleton_272214a507ab883c,prod_d3eb5c0342e9696d,zscore_self_interaction,"ZScore(Mul(ZScore(Winsor(Delta(trade_return_1h,1),3)),ZScore(Decay(Delta(trade_return_1h,1),24))))",True,0.98779296875,1.0,True,-9.671577776950063,9.69561406217016,0.994778032192777,
a7ab3_c5619f0a6bacad70,G0_price_return_reversal,trade_return_1h,trade_return_1h,skeleton_931e68d04ee11844,prod_056e7ad5caa8f44f,clip_horizon_spread,"Clip(Sub(Sub(Decay(Mean(trade_return_1h,168),24),Mean(Decay(trade_return_1h,4),72)),Sub(Rank(Decay(trade_return_1h,24)),Rank(Decay(trade_return_1h,4)))),-3,3)",True,0.982666015625,1.0,True,-1.0049725462876515,0.9999781489484465,0.28649381859594,
a7ab3_4065303e9cba19a8,G0_price_return_reversal,trade_return_1h,trade_return_1h,skeleton_43e74ec1ca3f49da,prod_6d6d01e9711e8ccf,winsor_self_interaction,"Winsor(Mul(Mul(Rank(Delta(trade_return_1h,24)),TSRank(Mean(trade_return_1h,168),168)),ZScore(Clip(Delta(trade_return_1h,24),-3,3))),3)",True,0.988037109375,1.0,True,-0.20533216468757606,5.0,0.44279786382851877,
a7ab3_98496c186fd65cef,G0_price_return_reversal,trade_return_1h,trade_return_1h,skeleton_8196f9d0a18000c7,prod_bf6a0736d8853070,zscore_atom,"ZScore(TSRank(trade_return_1h,168))",True,0.993896484375,0.9999411487758946,True,-9.5023634498531,9.638408721030554,0.9947780321927767,
a7ab3_af2c397111e3ab1b,G0_price_return_reversal,trade_return_1h,trade_return_1h,skeleton_f45bdb251a88eaea,prod_6199adfa8867969c,self_interaction,"Mul(Mean(trade_return_1h,24),Sub(TSRank(Delta(trade_return_1h,4),24),Rank(Delta(trade_return_1h,1))))",True,0.986328125,0.9845477516501651,True,-0.057317795324275285,0.03848880165179843,0.0007834630591447264,
a7ab3_ef67fc3b8230752b,G0_price_return_reversal,trade_return_1h,trade_return_1h,skeleton_5190274b100e392b,prod_7d438a3bbcba55b6,clip_atom,"Clip(Decay(trade_return_1h,24),-3,3)",True,0.98828125,1.0,True,-0.03738398599700726,0.10022846019897937,0.002320490349056873,
a7ab3_765a9e7170ce1e2a,G0_price_return_reversal,trade_return_1h,trade_return_1h,skeleton_f2a1f4fc989ed2f7,prod_d2adf3bf20dbeb32,rank_horizon_spread,"Rank(Sub(Rank(Delta(trade_return_1h,24)),Decay(ZScore(trade_return_1h),12)))",True,0.99072265625,1.0,True,0.010416666666666666,1.0,0.288659472541545,
a7ab3_5c25aa55f36a3ebc,G0_price_return_reversal,trade_return_1h,trade_return_1h,skeleton_b4719759c75cc639,prod_0b0687502f84bf2e,zscore_self_interaction,"ZScore(Mul(ZScore(Mean(trade_return_1h,168)),Sub(Decay(trade_return_1h,12),Decay(trade_return_1h,4))))",True,0.9912109375,1.0,True,-9.692434463749333,9.68399354648659,0.9947780321927769,
a7ab3_76bcd3f3bd299568,G0_price_return_reversal,trade_return_1h,trade_return_1h,skeleton_b1cbe6cc6bad4f18,prod_830f4ae6a9b61971,single_atom,"Sub(TSRank(trade_return_1h,24),Rank(trade_return_1h))",True,0.98828125,0.9777951045783926,True,-0.9479166666666667,0.9895833333333334,0.26431201421394707,
