field_name,field_family,source_family,feature_class,transform,label_family,label_horizon_h,orientation_from_train,premay_positive_split_count,premay_all_positive,control_ratio_premay_max,one_bar_lag_recent_oriented,lag_ok,decision,train_2024_n,train_2024_mean_spread,train_2024_tstat,train_2024_nonoverlap_median_tstat,train_2024_nonoverlap_min_tstat,train_2024_positive_rate,validation_2025H1_n,validation_2025H1_mean_spread,validation_2025H1_tstat,validation_2025H1_nonoverlap_median_tstat,validation_2025H1_nonoverlap_min_tstat,validation_2025H1_positive_rate,test_2025H2_n,test_2025H2_mean_spread,test_2025H2_tstat,test_2025H2_nonoverlap_median_tstat,test_2025H2_nonoverlap_min_tstat,test_2025H2_positive_rate,recent_oos_2026JanApr_n,recent_oos_2026JanApr_mean_spread,recent_oos_2026JanApr_tstat,recent_oos_2026JanApr_nonoverlap_median_tstat,recent_oos_2026JanApr_nonoverlap_min_tstat,recent_oos_2026JanApr_positive_rate,avg_n_obs_recent,error
trade_return_1h,price_return,derived_replay_base,derived_rolling,level,L2_BTC_ETH_beta_residual_return,1,-1.0,3,True,0.7446772813697266,0.0008426025591654,True,A7AE1_LABEL_ADEQUACY_RESPONSE_CANDIDATE,719,-0.0010250904791032,-3.867654686796005,-3.867654686796005,-3.867654686796005,0.4033379694019471,719,-0.000353523041176,-2.050822695000313,-2.050822695000313,-2.050822695000313,0.4186369958275382,719,-0.0006733620831118,-3.3953936859146223,-3.3953936859146223,-3.3953936859146223,0.3838664812239221,719,-0.0008745342234595,-2.3502078868281644,-2.3502078868281644,-2.3502078868281644,0.3866481223922114,95.86666666666666,
trade_return_1h,price_return,derived_replay_base,derived_rolling,level,L3_liquidity_tier_relative_return,1,-1.0,3,True,0.8400746591294805,0.0007834855702813,True,A7AE1_LABEL_ADEQUACY_RESPONSE_CANDIDATE,719,-0.0010897578168917,-4.1377995322155625,-4.1377995322155625,-4.1377995322155625,0.3894297635605007,719,-0.0003154907740505,-1.753779184798708,-1.753779184798708,-1.753779184798708,0.4200278164116829,719,-0.000745182863507,-3.727809922431488,-3.727809922431488,-3.727809922431488,0.3936022253129346,719,-0.0008339726321266,-2.1193857346587506,-2.1193857346587506,-2.1193857346587506,0.4089012517385257,88.87638888888888,
trade_return_1h,price_return,derived_replay_base,derived_rolling,level,L6_downside_avoidance,1,-1.0,3,True,0.2045470126161972,0.0012726060455516,True,A7AE1_LABEL_ADEQUACY_RESPONSE_CANDIDATE,719,-0.0012785768277102,-8.040276007613544,-8.040276007613544,-8.040276007613544,0.3045897079276773,719,-0.0005154012271983,-5.161565243705384,-5.161565243705384,-5.161565243705384,0.3477051460361613,719,-0.0008525113431597,-6.919177126521181,-6.919177126521181,-6.919177126521181,0.3324061196105702,719,-0.0017693307302668,-8.531783969576535,-8.531783969576535,-8.531783969576535,0.3268428372739916,95.86666666666666,
trade_return_1h,price_return,derived_replay_base,derived_rolling,level,L7_ranked_future_return,1,-1.0,3,True,0.2543170677185504,0.021627469744429,True,A7AE1_LABEL_ADEQUACY_RESPONSE_CANDIDATE,719,-0.0726950851233709,-9.424357982121402,-9.424357982121402,-9.424357982121402,0.3588317107093185,719,-0.0413885592568007,-5.828584491638501,-5.828584491638501,-5.828584491638501,0.3810848400556328,719,-0.0615908880403838,-9.313300191045904,-9.313300191045904,-9.313300191045904,0.344923504867872,719,-0.0708109117097295,-10.603270120559912,-10.603270120559912,-10.603270120559912,0.3337969401947149,95.86666666666666,
trade_return_1h,price_return,derived_replay_base,derived_rolling,level,L6_downside_avoidance,4,-1.0,3,True,0.2491119413485958,0.0016402030442426,True,A7AE1_LABEL_ADEQUACY_RESPONSE_CANDIDATE,716,-0.0017900846313939,-6.452194617537165,-3.337742169950665,-3.567664963731978,0.3533519553072625,716,-0.0009153241346267,-4.9744218260450594,-2.694237625211308,-2.8913050478559725,0.3770949720670391,716,-0.0014664464252641,-6.504677858611283,-3.2396633741480936,-3.6733824757948224,0.3421787709497206,716,-0.0022712800953904,-6.651523071542425,-3.4478626766698044,-4.748974633026227,0.3519553072625698,95.46666666666668,
trade_return_1h,price_return,derived_replay_base,derived_rolling,level,L7_ranked_future_return,4,-1.0,3,True,0.2675451847919714,0.0208287237911452,True,A7AE1_LABEL_ADEQUACY_RESPONSE_CANDIDATE,716,-0.0639457893647837,-8.253004860821566,-4.031310083728995,-5.926566131835422,0.3868715083798882,716,-0.0496188516772708,-6.952524750367033,-3.4962535296663195,-4.024514820438065,0.4008379888268156,716,-0.0584543043140066,-8.916281280980192,-4.2744993923599015,-5.6971821105432605,0.3840782122905028,716,-0.0549370180709653,-8.356521793521543,-4.50085539419676,-4.942908043883266,0.3854748603351955,95.46666666666668,
trade_return_1h,price_return,derived_replay_base,derived_rolling,cs_rank,L2_BTC_ETH_beta_residual_return,1,-1.0,3,True,0.7446772813697266,0.0008426025591654,True,A7AE1_LABEL_ADEQUACY_RESPONSE_CANDIDATE,719,-0.0010250904791032,-3.867654686796005,-3.867654686796005,-3.867654686796005,0.4033379694019471,719,-0.000353523041176,-2.050822695000313,-2.050822695000313,-2.050822695000313,0.4186369958275382,719,-0.0006733620831118,-3.3953936859146223,-3.3953936859146223,-3.3953936859146223,0.3838664812239221,719,-0.0008745342234595,-2.3502078868281644,-2.3502078868281644,-2.3502078868281644,0.3866481223922114,95.86666666666666,
trade_return_1h,price_return,derived_replay_base,derived_rolling,cs_rank,L3_liquidity_tier_relative_return,1,-1.0,3,True,0.8400746591294805,0.0007834855702813,True,A7AE1_LABEL_ADEQUACY_RESPONSE_CANDIDATE,719,-0.0010897578168917,-4.1377995322155625,-4.1377995322155625,-4.1377995322155625,0.3894297635605007,719,-0.0003154907740505,-1.753779184798708,-1.753779184798708,-1.753779184798708,0.4200278164116829,719,-0.000745182863507,-3.727809922431488,-3.727809922431488,-3.727809922431488,0.3936022253129346,719,-0.0008339726321266,-2.1193857346587506,-2.1193857346587506,-2.1193857346587506,0.4089012517385257,88.87638888888888,
trade_return_1h,price_return,derived_replay_base,derived_rolling,cs_rank,L6_downside_avoidance,1,-1.0,3,True,0.2045470126161972,0.0012726060455516,True,A7AE1_LABEL_ADEQUACY_RESPONSE_CANDIDATE,719,-0.0012785768277102,-8.040276007613544,-8.040276007613544,-8.040276007613544,0.3045897079276773,719,-0.0005154012271983,-5.161565243705384,-5.161565243705384,-5.161565243705384,0.3477051460361613,719,-0.0008525113431597,-6.919177126521181,-6.919177126521181,-6.919177126521181,0.3324061196105702,719,-0.0017693307302668,-8.531783969576535,-8.531783969576535,-8.531783969576535,0.3268428372739916,95.86666666666666,
trade_return_1h,price_return,derived_replay_base,derived_rolling,cs_rank,L7_ranked_future_return,1,-1.0,3,True,0.2543170677185504,0.021627469744429,True,A7AE1_LABEL_ADEQUACY_RESPONSE_CANDIDATE,719,-0.0726950851233709,-9.424357982121402,-9.424357982121402,-9.424357982121402,0.3588317107093185,719,-0.0413885592568007,-5.828584491638501,-5.828584491638501,-5.828584491638501,0.3810848400556328,719,-0.0615908880403838,-9.313300191045904,-9.313300191045904,-9.313300191045904,0.344923504867872,719,-0.0708109117097295,-10.603270120559912,-10.603270120559912,-10.603270120559912,0.3337969401947149,95.86666666666666,
