skeleton_key,count
open_interest|positioning|smooth_mul|6eaaf2c47a0c,6
open_interest|positioning|smooth_mul|00c93da68a23,5
open_interest|positioning|oi_flow_scaled_spread|b20fba7c5db1,5
open_interest|positioning|safe_div_abs|757a5b323759,5
basis|funding_basis|spread_rank|557071c1649c,4
open_interest|positioning|safe_div_abs|0d30f669e1d5,4
open_interest|positioning|safe_div_abs|3a74d1ec3ed9,4
funding_basis|open_interest|spread_rank|551105f86498,4
open_interest|positioning|safe_div_abs|61be5d39da00,4
open_interest|positioning|safe_div_abs|c0a76179a960,4
open_interest|positioning|signed_rank_gate|047fe1e32b31,4
open_interest|positioning|signed_rank_gate|12eafb5ba441,4
open_interest|positioning|signed_rank_gate|1390af8bc318,4
open_interest|positioning|signed_rank_gate|5dba5030c5db,4
open_interest|positioning|smooth_mul|0ad057cce068,4
open_interest|positioning|smooth_mul|60c3ede7cba3,4
open_interest|positioning|smooth_mul|c47737856ef6,4
open_interest|positioning|spread_rank|557071c1649c,4
positioning|taker_flow|signed_rank_gate|a8e09ee73a6b,4
open_interest|positioning|oi_flow_scaled_spread|e87f9398554d,3
basis|funding_basis|signed_rank_gate|a2996eb4c916,3
basis|funding_basis|signed_rank_gate|a8e09ee73a6b,3
funding_basis|open_interest|signed_rank_gate|b844df63a554,3
open_interest|positioning|oi_flow_scaled_spread|33400ca0c6b4,3
liquidity|positioning|smooth_mul|00c93da68a23,3
basis|positioning|safe_div_abs|0a237411a6b1,3
basis|open_interest|safe_div_abs|e6c0fa2b72bc,3
basis|funding_basis|signed_rank_gate|45df18a90709,3
basis|funding_basis|spread_rank|58d3e3b03f44,3
funding_basis|regime|state_conditioned_rank_mul|c7dd6ab8fec2,3
open_interest|positioning|oi_flow_scaled_spread|5dbfb33227be,3
liquidity|taker_flow|signed_rank_gate|3c3251c82bd1,3
open_interest|positioning|safe_div_abs|12719acad027,3
basis|funding_basis|signed_rank_gate|dd4e988d307a,3
basis|positioning|safe_div_abs|7db74de47aba,3
open_interest|positioning|safe_div_abs|3b95fb4da11e,3
open_interest|positioning|safe_div_abs|484061b51c87,3
open_interest|positioning|safe_div_abs|575f09eac1c9,3
open_interest|positioning|safe_div_abs|9677a36cde57,3
open_interest|positioning|safe_div_abs|b4a246ff6f02,3
open_interest|positioning|safe_div_abs|ba06d7b720c5,3
open_interest|positioning|safe_div_abs|0a237411a6b1,3
open_interest|positioning|safe_div_abs|d08d0802eebd,3
open_interest|positioning|safe_div_abs|df699b8b226f,3
funding_basis|open_interest|signed_rank_gate|5dba5030c5db,3
open_interest|positioning|signed_rank_gate|11f0891de558,3
funding_dense|regime|state_conditioned_rank_mul|226a467f93d3,3
funding_basis|regime|state_conditioned_signed|ec6842ed1f90,3
open_interest|positioning|signed_rank_gate|2a5130a5c04f,3
basis|positioning|smooth_mul|b4a6a551468c,3
open_interest|positioning|signed_rank_gate|8f347ec13059,3
open_interest|positioning|signed_rank_gate|95d94e556891,3
open_interest|positioning|signed_rank_gate|afff09044d04,3
open_interest|positioning|signed_rank_gate|e3d1163dfaff,3
open_interest|positioning|signed_rank_gate|ef3a0acc8340,3
funding_basis|premium|signed_rank_gate|8f347ec13059,3
open_interest|positioning|smooth_mul|3e6dd1b1b42e,3
basis|open_interest|smooth_mul|d451536fdd67,3
open_interest|positioning|oi_flow_scaled_spread|a4b7c6463a60,3
open_interest|positioning|smooth_mul|7ce3b9e0d739,3
open_interest|positioning|smooth_mul|94084b27ca08,3
open_interest|positioning|oi_flow_scaled_spread|adb86d8884cb,3
open_interest|positioning|spread_rank|4f007cf499fb,3
basis|open_interest|safe_div_abs|16f64f722986,3
open_interest|positioning|spread_rank|63d054aa667c,3
open_interest|premium|signed_rank_gate|b7310f64bff4,3
open_interest|premium|spread_rank|17ed2f7eadd8,3
open_interest|taker_flow|oi_flow_scaled_spread|27a50a80f755,3
open_interest|taker_flow|oi_flow_scaled_spread|cc4f0b352a76,3
open_interest|taker_flow|safe_div_abs|5198187483df,3
open_interest|taker_flow|smooth_mul|26f99717e57f,3
open_interest|taker_flow|smooth_mul|3e6dd1b1b42e,3
open_interest|taker_flow|smooth_mul|6208b3087ee0,3
open_interest|taker_flow|smooth_mul|b4a6a551468c,3
open_interest|taker_flow|smooth_mul|e84b1d05c3ed,3
positioning|positioning|safe_div_abs|3a74d1ec3ed9,3
positioning|premium|smooth_mul|dacf6beb7784,3
positioning|regime|smooth_mul|68e2b039b9d0,3
positioning|regime|state_conditioned_rank_mul|f92283b744cf,3
basis|regime|spread_rank|46c2941808bc,3
premium|regime|state_conditioned_rank_mul|a9affec4b34e,3
funding_dense|regime|state_conditioned_rank_mul|8204f695a66a,2
funding_basis|open_interest|spread_rank|5c08d53cbbd6,2
basis|regime|signed_rank_gate|cdadbb2e0305,2
funding_basis|premium|spread_rank|31f454e5a052,2
liquidity|open_interest|smooth_mul|39ca3a3f3d93,2
basis|liquidity|safe_div_abs|025d27838bf9,2
funding_basis|regime|state_conditioned_rank_mul|1c2c1c6993f9,2
