candidate_id,engine,arm,seed,ordinal,family,object_type,signal_mode,expression,expr_hash,horizon,source_fields,source_field_families,operator_signature,formula_depth,may_used_for_generation,may_used_for_static_score,static_score,selected_for_strict_replay,execution_lag_1bar_raw_10bp__fresh_forward_2026May__n,execution_lag_1bar_raw_10bp__recent_oos_2025H2_2026Apr__n,execution_lag_1bar_raw_10bp__validation_2025H1__n,raw_10bp__fresh_forward_2026May__n,raw_10bp__recent_oos_2025H2_2026Apr__n,raw_10bp__validation_2025H1__n,raw_20bp__fresh_forward_2026May__n,raw_20bp__recent_oos_2025H2_2026Apr__n,raw_20bp__validation_2025H1__n,residual_vs_core4_10bp__fresh_forward_2026May__n,residual_vs_core4_10bp__recent_oos_2025H2_2026Apr__n,residual_vs_core4_10bp__validation_2025H1__n,residual_vs_funding_10bp__fresh_forward_2026May__n,residual_vs_funding_10bp__recent_oos_2025H2_2026Apr__n,residual_vs_funding_10bp__validation_2025H1__n,execution_lag_1bar_raw_10bp__fresh_forward_2026May__annualized_mean,execution_lag_1bar_raw_10bp__recent_oos_2025H2_2026Apr__annualized_mean,execution_lag_1bar_raw_10bp__validation_2025H1__annualized_mean,raw_10bp__fresh_forward_2026May__annualized_mean,raw_10bp__recent_oos_2025H2_2026Apr__annualized_mean,raw_10bp__validation_2025H1__annualized_mean,raw_20bp__fresh_forward_2026May__annualized_mean,raw_20bp__recent_oos_2025H2_2026Apr__annualized_mean,raw_20bp__validation_2025H1__annualized_mean,residual_vs_core4_10bp__fresh_forward_2026May__annualized_mean,residual_vs_core4_10bp__recent_oos_2025H2_2026Apr__annualized_mean,residual_vs_core4_10bp__validation_2025H1__annualized_mean,residual_vs_funding_10bp__fresh_forward_2026May__annualized_mean,residual_vs_funding_10bp__recent_oos_2025H2_2026Apr__annualized_mean,residual_vs_funding_10bp__validation_2025H1__annualized_mean,execution_lag_1bar_raw_10bp__fresh_forward_2026May__compounded_max_dd,execution_lag_1bar_raw_10bp__recent_oos_2025H2_2026Apr__compounded_max_dd,execution_lag_1bar_raw_10bp__validation_2025H1__compounded_max_dd,raw_10bp__fresh_forward_2026May__compounded_max_dd,raw_10bp__recent_oos_2025H2_2026Apr__compounded_max_dd,raw_10bp__validation_2025H1__compounded_max_dd,raw_20bp__fresh_forward_2026May__compounded_max_dd,raw_20bp__recent_oos_2025H2_2026Apr__compounded_max_dd,raw_20bp__validation_2025H1__compounded_max_dd,residual_vs_core4_10bp__fresh_forward_2026May__compounded_max_dd,residual_vs_core4_10bp__recent_oos_2025H2_2026Apr__compounded_max_dd,residual_vs_core4_10bp__validation_2025H1__compounded_max_dd,residual_vs_funding_10bp__fresh_forward_2026May__compounded_max_dd,residual_vs_funding_10bp__recent_oos_2025H2_2026Apr__compounded_max_dd,residual_vs_funding_10bp__validation_2025H1__compounded_max_dd,execution_lag_1bar_raw_10bp__fresh_forward_2026May__mean_turnover,execution_lag_1bar_raw_10bp__recent_oos_2025H2_2026Apr__mean_turnover,execution_lag_1bar_raw_10bp__validation_2025H1__mean_turnover,raw_10bp__fresh_forward_2026May__mean_turnover,raw_10bp__recent_oos_2025H2_2026Apr__mean_turnover,raw_10bp__validation_2025H1__mean_turnover,raw_20bp__fresh_forward_2026May__mean_turnover,raw_20bp__recent_oos_2025H2_2026Apr__mean_turnover,raw_20bp__validation_2025H1__mean_turnover,residual_vs_core4_10bp__fresh_forward_2026May__mean_turnover,residual_vs_core4_10bp__recent_oos_2025H2_2026Apr__mean_turnover,residual_vs_core4_10bp__validation_2025H1__mean_turnover,residual_vs_funding_10bp__fresh_forward_2026May__mean_turnover,residual_vs_funding_10bp__recent_oos_2025H2_2026Apr__mean_turnover,residual_vs_funding_10bp__validation_2025H1__mean_turnover,execution_lag_1bar_raw_10bp__fresh_forward_2026May__mean_gross_exposure,execution_lag_1bar_raw_10bp__recent_oos_2025H2_2026Apr__mean_gross_exposure,execution_lag_1bar_raw_10bp__validation_2025H1__mean_gross_exposure,raw_10bp__fresh_forward_2026May__mean_gross_exposure,raw_10bp__recent_oos_2025H2_2026Apr__mean_gross_exposure,raw_10bp__validation_2025H1__mean_gross_exposure,raw_20bp__fresh_forward_2026May__mean_gross_exposure,raw_20bp__recent_oos_2025H2_2026Apr__mean_gross_exposure,raw_20bp__validation_2025H1__mean_gross_exposure,residual_vs_core4_10bp__fresh_forward_2026May__mean_gross_exposure,residual_vs_core4_10bp__recent_oos_2025H2_2026Apr__mean_gross_exposure,residual_vs_core4_10bp__validation_2025H1__mean_gross_exposure,residual_vs_funding_10bp__fresh_forward_2026May__mean_gross_exposure,residual_vs_funding_10bp__recent_oos_2025H2_2026Apr__mean_gross_exposure,residual_vs_funding_10bp__validation_2025H1__mean_gross_exposure,funding_beta_recent,funding_corr_recent,core4_beta_recent,core4_corr_recent,component_raw_validation,component_raw_recent,component_residual_funding_validation,component_residual_funding_recent,component_residual_core4_recent,component_cost20_validation,component_cost20_recent,component_lag1_validation,component_lag1_recent,component_drawdown_penalty,component_turnover_penalty,component_funding_beta_penalty,component_core4_beta_penalty,a7m_rank_score,candidate_decision,reject_reasons,selected_for_deep_audit
e0_current_a7l_manual_generator_s1_01053,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,1,1053,manual_a7l_control,generated_candidate,original,"Mul(Rank(number_of_trades),Rank(realized_vol_24))",c1f41d6f438158bc,24,number_of_trades;realized_vol_24,liquidity;volatility,Mul;Rank,2,False,False,1.1581858,True,416,7248,4296,416,7248,4296,416,7248,4296,416,7248,4296,416,7248,4296,-9.658957097572445,2.322744749915529,2.284796532964757,-9.21299049174033,2.2823454588583107,2.2003060337441807,-9.74448777173843,1.692849275588523,1.7575713527441408,-5.875060992949819,4.924076796515302,4.739846795974235,-5.660263907326007,5.0076129999385355,4.635862829660749,-0.51768938694144,-0.7598319097845483,-0.6409935113467379,-0.5133024027390858,-0.7613474678042116,-0.6382085644696098,-0.5161110654849166,-0.7838925574098826,-0.654470678229044,-0.5076054154041445,-0.6989112473709382,-0.5769868140262762,-0.5098315298163509,-0.6750863193073146,-0.5843234565155493,0.06040443390280014,0.06745063755105404,0.05075517996391097,0.060673205479235146,0.06729408484814926,0.05054048869863473,0.060673205479235146,0.06729408484814926,0.05054048869863473,0.060673205479235146,0.06729408484814926,0.05054048869863473,0.060673205479235146,0.06729408484814926,0.05054048869863473,0.49827264972049345,0.4787699879247807,0.3978209639368347,0.4986758147130462,0.47765837627847146,0.39636050173600096,0.4986758147130462,0.47765837627847146,0.39636050173600096,0.4986758147130462,0.47765837627847146,0.39636050173600096,0.4986758147130462,0.47765837627847146,0.39636050173600096,0.38468422227258875,0.22502416642904452,0.396278001429767,0.19831804043470783,2.0,2.0,2.0,2.0,2.0,1.7575713527441408,1.692849275588523,2.0,2.0,-0.7613474678042116,-0.06729408484814926,-0.38468422227258875,-0.396278001429767,15.124212386422869,A7M_NEAR_MISS_MAY_STRESS_FAIL,may_stress_severe_fail;may_residual_funding_negative,True
e0_current_a7l_manual_generator_s1_03049,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,1,3049,manual_a7l_control,generated_candidate,original,"Mul(Mul(Rank(quote_asset_volume),Rank(realized_vol_24)),Rank(realized_vol_12))",aaa450ec03924254,24,quote_asset_volume;realized_vol_12;realized_vol_24,liquidity;volatility,Mul;Rank,3,False,False,1.1766046000000001,True,416,7248,4296,416,7248,4296,416,7248,4296,416,7248,4296,416,7248,4296,-9.540976541462681,1.9039244488301743,2.0225153637556015,-9.419240510369061,1.8453564996314158,2.131257469412579,-10.099380574914749,1.245752818982848,1.7548708793403058,-6.243485225981223,4.243410811433057,4.41515791765147,-5.89502754513571,4.33898914237983,4.264062352064159,-0.5134927129309275,-0.8205648091145775,-0.6890723481290769,-0.5121470858044297,-0.8151984931826254,-0.6803716053695339,-0.5166728325111205,-0.8308488085402751,-0.6898574508688149,-0.5098307382816952,-0.7616071956248395,-0.620784569912155,-0.5145844984834007,-0.7343460557205856,-0.6148924528981459,0.077756956571915,0.06857836279449173,0.043251105312905075,0.0776415598796443,0.06844790874983649,0.042966505716012834,0.0776415598796443,0.06844790874983649,0.042966505716012834,0.0776415598796443,0.06844790874983649,0.042966505716012834,0.0776415598796443,0.06844790874983649,0.042966505716012834,0.49510735123508043,0.45731190325923315,0.37807285081052294,0.49430835903694287,0.4564885403538327,0.3760046805214912,0.49430835903694287,0.4564885403538327,0.3760046805214912,0.49430835903694287,0.4564885403538327,0.3760046805214912,0.49430835903694287,0.4564885403538327,0.3760046805214912,0.46271733706681556,0.25700019731432777,0.5098708506751547,0.2422787587574624,2.0,1.8453564996314158,2.0,2.0,2.0,1.7548708793403058,1.245752818982848,2.0,1.9039244488301743,-0.8151984931826254,-0.06844790874983649,-0.46271733706681556,-0.5098708506751547,14.158655643494013,A7M_HIGH_QUALITY_NEAR_MISS,core4_beta_too_high;may_stress_severe_fail;may_residual_funding_negative,True
e0_current_a7l_manual_generator_s1_00661,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,1,661,manual_a7l_control,generated_candidate,original,"Mul(Rank(realized_vol_24),Rank(quote_asset_volume))",3ed77d19de528833,24,quote_asset_volume;realized_vol_24,liquidity;volatility,Mul;Rank,2,False,False,1.1581858,True,416,7248,4296,416,7248,4296,416,7248,4296,416,7248,4296,416,7248,4296,-10.863532556082427,1.9156830247659202,1.95652180518848,-10.537696088746099,1.8478565680814922,1.9729827900728445,-11.195594017253685,1.1847996438107165,1.4989149833273268,-7.204485271360141,4.53704191065571,4.567635659660543,-7.053272080128064,4.613327788665258,4.486733578525451,-0.5208589539026591,-0.7747342580119361,-0.6901327959751564,-0.5170782786764581,-0.7764821399707793,-0.6902608812165539,-0.5210769073821375,-0.7818589899756154,-0.7012591911862309,-0.510325848136933,-0.7231356731744855,-0.626425634028273,-0.5117476311734759,-0.7056409678603471,-0.6221738124746503,0.07466639640741575,0.07579510785172815,0.05429600287388705,0.07510250325429078,0.07569142971127578,0.05411732953715962,0.07510250325429078,0.07569142971127578,0.05411732953715962,0.07510250325429078,0.07569142971127578,0.05411732953715962,0.07510250325429078,0.07569142971127578,0.05411732953715962,0.49733076065393295,0.4730816759291132,0.4030506928415694,0.49757892332726167,0.4726149813132475,0.4017382971965894,0.49757892332726167,0.4726149813132475,0.4017382971965894,0.49757892332726167,0.4726149813132475,0.4017382971965894,0.49757892332726167,0.4726149813132475,0.4017382971965894,0.37994526034588516,0.21855348038951178,0.4036019994147683,0.1986220572302266,1.9729827900728445,1.8478565680814922,2.0,2.0,2.0,1.4989149833273268,1.1847996438107165,1.95652180518848,1.9156830247659202,-0.7764821399707793,-0.07569142971127578,-0.37994526034588516,-0.4036019994147683,13.999221202761301,A7M_NEAR_MISS_MAY_STRESS_FAIL,may_stress_severe_fail;may_residual_funding_negative,True
e0_current_a7l_manual_generator_s1_02973,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,1,2973,manual_a7l_control,generated_candidate,original,"Mul(Mul(Rank(realized_vol_24),Rank(realized_vol_12)),Rank(number_of_trades))",1417371a336db14b,24,number_of_trades;realized_vol_12;realized_vol_24,liquidity;volatility,Mul;Rank,3,False,False,1.1766046000000001,True,416,7248,4296,416,7248,4296,416,7248,4296,416,7248,4296,416,7248,4296,-8.15201572941012,1.9933403819637905,1.6947450850698533,-7.9138609078130235,1.894644698759293,1.7389692004521222,-8.406964872271534,1.3568234160823611,1.3901508249343169,-4.5995125352159665,4.434981578533672,4.16569377233153,-4.223317803372847,4.5307193023921615,4.005852292334067,-0.5139216333267047,-0.7940605349154819,-0.682107723168162,-0.5097235153804198,-0.7950812060017367,-0.6669902172621348,-0.5122597397124519,-0.802233379026744,-0.6905086523770132,-0.5065291214719101,-0.7403889699092775,-0.5938189275985541,-0.5117209996035893,-0.7080689589168195,-0.5874110672895698,0.05602920870179284,0.0614927286902261,0.04004453598109788,0.05629040690165627,0.06139512359325714,0.039819449260023426,0.05629040690165627,0.06139512359325714,0.039819449260023426,0.05629040690165627,0.06139512359325714,0.039819449260023426,0.05629040690165627,0.06139512359325714,0.039819449260023426,0.49523840537465086,0.4632138292543471,0.37536735373213465,0.49573236767138934,0.4624977976908155,0.37371015620204523,0.49573236767138934,0.4624977976908155,0.37371015620204523,0.49573236767138934,0.4624977976908155,0.37371015620204523,0.49573236767138934,0.4624977976908155,0.37371015620204523,0.4602908694367284,0.25776399444662,0.4799767753880266,0.22995750496612283,1.7389692004521222,1.894644698759293,2.0,2.0,2.0,1.3901508249343169,1.3568234160823611,1.6947450850698533,1.9933403819637905,-0.7950812060017367,-0.06139512359325714,-0.4602908694367284,-0.4799767753880266,13.765130197483394,A7M_NEAR_MISS_MAY_STRESS_FAIL,may_stress_severe_fail;may_residual_funding_negative,True
e0_current_a7l_manual_generator_s1_03441,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,1,3441,manual_a7l_control,generated_candidate,original,"Mul(Mul(Rank(quote_volume_mean_12),Rank(realized_vol_24)),Rank(realized_vol_24))",2c26a7a4d6f00c59,24,quote_volume_mean_12;realized_vol_24,liquidity;volatility,Mul;Rank,3,False,False,1.1766046000000001,True,416,7248,4296,416,7248,4296,416,7248,4296,416,7248,4296,416,7248,4296,-10.664729016348817,2.6469359680686146,1.2801443101272514,-10.496670522620988,2.5689026053920645,1.2024001227475958,-10.870532978092756,2.2615741446725104,0.9989448118955212,-7.571317041828368,4.753412956184201,3.2781667422541148,-7.285479439333237,4.843500149117263,3.149076647966776,-0.5298442804603087,-0.8042347962710406,-0.6932672114207381,-0.5275455144353192,-0.8072862422907962,-0.6934192235802688,-0.530076980436255,-0.8099146124159646,-0.7067147739663899,-0.527408284668988,-0.7604328492785634,-0.6385600137102914,-0.5296683580440541,-0.7369058242798099,-0.6308747849649838,0.042539028323346696,0.03512028490413326,0.02321641652160466,0.042678362496776895,0.03508315761638748,0.023225492106401218,0.042678362496776895,0.03508315761638748,0.023225492106401218,0.042678362496776895,0.03508315761638748,0.023225492106401218,0.042678362496776895,0.03508315761638748,0.023225492106401218,0.4896050595333023,0.45492982585442177,0.3781022831074129,0.4888738150713918,0.4545389848867335,0.37850630360545656,0.4888738150713918,0.4545389848867335,0.37850630360545656,0.4888738150713918,0.4545389848867335,0.37850630360545656,0.4888738150713918,0.4545389848867335,0.37850630360545656,0.4483472241116479,0.24902114185073926,0.4722950503347112,0.22442570610749263,1.2024001227475958,2.0,2.0,2.0,2.0,0.9989448118955212,2.0,1.2801443101272514,2.0,-0.8072862422907962,-0.03508315761638748,-0.4483472241116479,-0.4722950503347112,13.637859843017333,A7M_NEAR_MISS_MAY_STRESS_FAIL,may_stress_severe_fail;may_residual_funding_negative,True
e0_current_a7l_manual_generator_s1_03597,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,1,3597,manual_a7l_control,generated_candidate,original,"Mul(Mul(Rank(realized_vol_12),Rank(quote_volume_mean_24)),Rank(quote_volume_mean_24))",256ce49d6d70af4f,24,quote_volume_mean_24;realized_vol_12,liquidity;volatility,Mul;Rank,3,False,False,1.1766046000000001,True,416,7248,4296,416,7248,4296,416,7248,4296,416,7248,4296,416,7248,4296,-7.066484621277372,1.4648387436519343,2.4138852299307834,-6.720440503130594,1.3182009211566923,2.4603741945007265,-7.088950118515209,0.962668034746102,2.1947118194300015,-3.1416220490820987,4.34657695933208,5.407954231827902,-3.2188240699875825,4.407473164788784,5.405276099359593,-0.4226610669284041,-0.6845661491533293,-0.6472279429457257,-0.41302964579716106,-0.6856998173622544,-0.6383157107446615,-0.41931678442145814,-0.7098819195279924,-0.6446659637576394,-0.38297767903910607,-0.6068339843565196,-0.5676598652192414,-0.3788026487240358,-0.6048484548201073,-0.5704511459446868,0.04186698717948718,0.04062442693740298,0.030276632296624268,0.0420673076923077,0.04058594593728207,0.030326755145059954,0.0420673076923077,0.04058594593728207,0.030326755145059954,0.0420673076923077,0.04058594593728207,0.030326755145059954,0.0420673076923077,0.04058594593728207,0.030326755145059954,0.4987980769230769,0.4969944249797218,0.4371389516227599,0.4987980769230769,0.49673916222595965,0.43788915615375884,0.4987980769230769,0.49673916222595965,0.43788915615375884,0.4987980769230769,0.49673916222595965,0.43788915615375884,0.4987980769230769,0.49673916222595965,0.43788915615375884,0.17893763512991465,0.11522645492646193,0.20754089857341088,0.11433828427721411,2.0,1.3182009211566923,2.0,2.0,2.0,2.0,0.962668034746102,2.0,1.4648387436519343,-0.6856998173622544,-0.04058594593728207,-0.17893763512991465,-0.20754089857341088,13.52857114440412,A7M_NEAR_MISS_MAY_STRESS_FAIL,may_stress_severe_fail;may_residual_funding_negative,True
e0_current_a7l_manual_generator_s1_01173,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,1,1173,manual_a7l_control,generated_candidate,original,"Mul(Rank(quote_volume_mean_12),Rank(realized_vol_12))",1ea66611d7420603,24,quote_volume_mean_12;realized_vol_12,liquidity;volatility,Mul;Rank,2,False,False,1.1581858,True,416,7248,4296,416,7248,4296,416,7248,4296,416,7248,4296,416,7248,4296,-9.376930772555351,1.5082547428626123,2.455697514666536,-8.930522388078204,1.3568761180089055,2.393809018756205,-9.413094503462817,0.863886902209316,2.031924203564478,-5.779357616783896,3.840203804811021,4.779109075257502,-5.656210683046527,3.9186084116447852,4.706052332935245,-0.49136149933647066,-0.7747569852730762,-0.6713437899412937,-0.48112318067360527,-0.7781355032906934,-0.6672834924508302,-0.48416205534301193,-0.7832116488621228,-0.6747190269060108,-0.47531313458192537,-0.7182011699770656,-0.6106852255116985,-0.4768083346419616,-0.7035730104059137,-0.6037373619864979,0.055071681594658285,0.05624440763263187,0.04148711002091827,0.05508814102564104,0.056277307739679254,0.04131105196252602,0.05508814102564104,0.056277307739679254,0.04131105196252602,0.05508814102564104,0.056277307739679254,0.04131105196252602,0.05508814102564104,0.056277307739679254,0.04131105196252602,0.49865592512793194,0.4787454690551425,0.411487408286875,0.4987980769230769,0.4788333710096997,0.4095079975250114,0.4987980769230769,0.4788333710096997,0.4095079975250114,0.4987980769230769,0.4788333710096997,0.4095079975250114,0.4987980769230769,0.4788333710096997,0.4095079975250114,0.38773595103633285,0.22373556422893054,0.4421453815787356,0.21827375350564535,2.0,1.3568761180089055,2.0,2.0,2.0,2.0,0.863886902209316,2.0,1.5082547428626123,-0.7781355032906934,-0.056277307739679254,-0.38773595103633285,-0.4421453815787356,13.114008041290456,A7M_NEAR_MISS_MAY_STRESS_FAIL,may_stress_severe_fail;may_residual_funding_negative,True
e0_current_a7l_manual_generator_s1_04429,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,1,4429,manual_a7l_control,generated_candidate,original,"Mul(Mul(Rank(realized_vol_6),Rank(number_of_trades)),Rank(realized_vol_12))",07b102040366805d,24,number_of_trades;realized_vol_12;realized_vol_6,liquidity;volatility,Mul;Rank,3,False,False,1.1766046000000001,True,416,7248,4296,416,7248,4296,416,7248,4296,416,7248,4296,416,7248,4296,-8.757009473237517,1.680597723778234,1.9945169374670424,-8.350272419683764,1.474288055170534,1.9851601817329911,-9.166257996606841,0.6774689338758679,1.4748721916509588,-5.170465399934301,3.985532038130397,4.398269976392968,-4.767253312508679,4.06985881834931,4.235004594037524,-0.474999382663443,-0.7765577920707132,-0.635098512622495,-0.4679696694052411,-0.7838425031332427,-0.6291976765319867,-0.4729314952383755,-0.809469323677553,-0.6390333074661062,-0.46258844393008114,-0.7113965115989858,-0.5720181395217774,-0.4687865447331021,-0.6747715019026415,-0.562007114305823,0.09294871794871797,0.09120460343124655,0.05823512714674408,0.09314903846153848,0.09096108690578382,0.05825205366233241,0.09314903846153848,0.09096108690578382,0.05825205366233241,0.09314903846153848,0.09096108690578382,0.05825205366233241,0.09314903846153848,0.09096108690578382,0.05825205366233241,0.4987980769230769,0.4718132775284107,0.38045557778210054,0.4987980769230769,0.4704439676257453,0.38063653687751675,0.4987980769230769,0.4704439676257453,0.38063653687751675,0.4987980769230769,0.4704439676257453,0.38063653687751675,0.4987980769230769,0.4704439676257453,0.38063653687751675,0.44336885043662383,0.25123922658214276,0.4818356000414195,0.23359235518827093,1.9851601817329911,1.474288055170534,2.0,2.0,2.0,1.4748721916509588,0.6774689338758679,1.9945169374670424,1.680597723778234,-0.7838425031332427,-0.09096108690578382,-0.44336885043662383,-0.4818356000414195,12.679849258365108,A7M_NEAR_MISS_MAY_STRESS_FAIL,may_stress_severe_fail;may_residual_funding_negative,True
e0_current_a7l_manual_generator_s1_03557,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,1,3557,manual_a7l_control,generated_candidate,original,"Mul(Mul(Rank(realized_vol_12),Rank(number_of_trades)),Rank(realized_vol_6))",e667a9f2a0bc9e3e,24,number_of_trades;realized_vol_12;realized_vol_6,liquidity;volatility,Mul;Rank,3,False,False,1.1766046000000001,True,416,7248,4296,416,7248,4296,416,7248,4296,416,7248,4296,416,7248,4296,-8.736394819414675,1.6740611141628376,1.996091608314361,-8.335738394884773,1.463952096879962,1.9844763371891796,-9.153478779500158,0.6665638211382714,1.4753010991482696,-5.1502333372459255,3.97922095647864,4.40136541560864,-4.746340533248309,4.063751927854123,4.237797166954452,-0.474999382663443,-0.7764678317799102,-0.6359248832414153,-0.4679696694052411,-0.7840518907926921,-0.6298751365979067,-0.4729314952383755,-0.8096974798135044,-0.6396954315214334,-0.462588161391028,-0.7116294427647378,-0.5727064673594254,-0.4687966398509781,-0.6749606758538442,-0.5626895152658635,0.09314903846153848,0.09126754403762122,0.05810371824672816,0.093349358974359,0.09102605887462228,0.058125027173619934,0.093349358974359,0.09102605887462228,0.058125027173619934,0.093349358974359,0.09102605887462228,0.058125027173619934,0.093349358974359,0.09102605887462228,0.058125027173619934,0.4987980769230769,0.4718675295514002,0.3802779269147288,0.4987980769230769,0.4705132747633293,0.3805032906247173,0.4987980769230769,0.4705132747633293,0.3805032906247173,0.4987980769230769,0.4705132747633293,0.3805032906247173,0.4987980769230769,0.4705132747633293,0.3805032906247173,0.44336216023950864,0.2512409295628305,0.4818746896479126,0.2336164143430507,1.9844763371891796,1.463952096879962,2.0,2.0,2.0,1.4753010991482696,0.6665638211382714,1.996091608314361,1.6740611141628376,-0.7840518907926921,-0.09102605887462228,-0.44336216023950864,-0.4818746896479126,12.650539263642436,A7M_NEAR_MISS_MAY_STRESS_FAIL,may_stress_severe_fail;may_residual_funding_negative,True
e0_current_a7l_manual_generator_s1_02953,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,1,2953,manual_a7l_control,generated_candidate,original,"Mul(Mul(Rank(realized_vol_24),ZScore(quote_asset_volume)),Rank(quote_volume_mean_24))",4a85a4def7eba25a,24,quote_asset_volume;quote_volume_mean_24;realized_vol_24,liquidity;volatility,Mul;Rank;ZScore,3,False,False,1.2143670000000002,True,416,7248,4296,416,7248,4296,416,7248,4296,416,7248,4296,416,7248,4296,-9.233098029581935,1.354105939584626,1.9957946821387138,-9.262180598698784,1.3026451947375646,1.9557259731812855,-9.864931648492702,0.8280053387943425,1.5066570456990651,-7.833150395271359,2.5402253340613465,3.1652043545452053,-7.44383052830907,2.570083460017466,3.0302784746719373,-0.4909680721522718,-0.7916739977234513,-0.704239833369833,-0.4900020976257603,-0.7895339746451158,-0.7146618414795153,-0.49921065147134147,-0.8093001071855046,-0.7385966943256244,-0.4691268732302868,-0.7151940226860494,-0.6272849304966654,-0.4679611666176462,-0.6833281070155575,-0.6235024176651096,0.06899936668712972,0.05430476744805917,0.051466189522664046,0.06880719746505948,0.05418263195698892,0.05126357619660046,0.06880719746505948,0.05418263195698892,0.05126357619660046,0.06880719746505948,0.05418263195698892,0.05126357619660046,0.06880719746505948,0.05418263195698892,0.05126357619660046,0.49754906032327273,0.46899793728492073,0.4105932870627356,0.4975989359636529,0.4680789101064371,0.4088522284824134,0.4975989359636529,0.4680789101064371,0.4088522284824134,0.4975989359636529,0.4680789101064371,0.4088522284824134,0.4975989359636529,0.4680789101064371,0.4088522284824134,0.43276884462683873,0.25128784928921655,0.4399585106805119,0.21855698738145293,1.9557259731812855,1.3026451947375646,2.0,2.0,2.0,1.5066570456990651,0.8280053387943425,1.9957946821387138,1.354105939584626,-0.7895339746451158,-0.05418263195698892,-0.43276884462683873,-0.4399585106805119,12.371209525870471,A7M_NEAR_MISS_MAY_STRESS_FAIL,may_stress_severe_fail;may_residual_funding_negative,True
