candidate_id,engine,arm,seed,ordinal,family,object_type,signal_mode,expression,expr_hash,horizon,source_fields,source_field_families,operator_signature,formula_depth,may_used_for_generation,may_used_for_static_score,static_score,selected_for_strict_replay,execution_lag_1bar_raw_10bp__fresh_forward_2026May__n,execution_lag_1bar_raw_10bp__recent_oos_2025H2_2026Apr__n,execution_lag_1bar_raw_10bp__validation_2025H1__n,raw_10bp__fresh_forward_2026May__n,raw_10bp__recent_oos_2025H2_2026Apr__n,raw_10bp__validation_2025H1__n,raw_20bp__fresh_forward_2026May__n,raw_20bp__recent_oos_2025H2_2026Apr__n,raw_20bp__validation_2025H1__n,residual_vs_core4_10bp__fresh_forward_2026May__n,residual_vs_core4_10bp__recent_oos_2025H2_2026Apr__n,residual_vs_core4_10bp__validation_2025H1__n,residual_vs_funding_10bp__fresh_forward_2026May__n,residual_vs_funding_10bp__recent_oos_2025H2_2026Apr__n,residual_vs_funding_10bp__validation_2025H1__n,execution_lag_1bar_raw_10bp__fresh_forward_2026May__annualized_mean,execution_lag_1bar_raw_10bp__recent_oos_2025H2_2026Apr__annualized_mean,execution_lag_1bar_raw_10bp__validation_2025H1__annualized_mean,raw_10bp__fresh_forward_2026May__annualized_mean,raw_10bp__recent_oos_2025H2_2026Apr__annualized_mean,raw_10bp__validation_2025H1__annualized_mean,raw_20bp__fresh_forward_2026May__annualized_mean,raw_20bp__recent_oos_2025H2_2026Apr__annualized_mean,raw_20bp__validation_2025H1__annualized_mean,residual_vs_core4_10bp__fresh_forward_2026May__annualized_mean,residual_vs_core4_10bp__recent_oos_2025H2_2026Apr__annualized_mean,residual_vs_core4_10bp__validation_2025H1__annualized_mean,residual_vs_funding_10bp__fresh_forward_2026May__annualized_mean,residual_vs_funding_10bp__recent_oos_2025H2_2026Apr__annualized_mean,residual_vs_funding_10bp__validation_2025H1__annualized_mean,execution_lag_1bar_raw_10bp__fresh_forward_2026May__compounded_max_dd,execution_lag_1bar_raw_10bp__recent_oos_2025H2_2026Apr__compounded_max_dd,execution_lag_1bar_raw_10bp__validation_2025H1__compounded_max_dd,raw_10bp__fresh_forward_2026May__compounded_max_dd,raw_10bp__recent_oos_2025H2_2026Apr__compounded_max_dd,raw_10bp__validation_2025H1__compounded_max_dd,raw_20bp__fresh_forward_2026May__compounded_max_dd,raw_20bp__recent_oos_2025H2_2026Apr__compounded_max_dd,raw_20bp__validation_2025H1__compounded_max_dd,residual_vs_core4_10bp__fresh_forward_2026May__compounded_max_dd,residual_vs_core4_10bp__recent_oos_2025H2_2026Apr__compounded_max_dd,residual_vs_core4_10bp__validation_2025H1__compounded_max_dd,residual_vs_funding_10bp__fresh_forward_2026May__compounded_max_dd,residual_vs_funding_10bp__recent_oos_2025H2_2026Apr__compounded_max_dd,residual_vs_funding_10bp__validation_2025H1__compounded_max_dd,execution_lag_1bar_raw_10bp__fresh_forward_2026May__mean_turnover,execution_lag_1bar_raw_10bp__recent_oos_2025H2_2026Apr__mean_turnover,execution_lag_1bar_raw_10bp__validation_2025H1__mean_turnover,raw_10bp__fresh_forward_2026May__mean_turnover,raw_10bp__recent_oos_2025H2_2026Apr__mean_turnover,raw_10bp__validation_2025H1__mean_turnover,raw_20bp__fresh_forward_2026May__mean_turnover,raw_20bp__recent_oos_2025H2_2026Apr__mean_turnover,raw_20bp__validation_2025H1__mean_turnover,residual_vs_core4_10bp__fresh_forward_2026May__mean_turnover,residual_vs_core4_10bp__recent_oos_2025H2_2026Apr__mean_turnover,residual_vs_core4_10bp__validation_2025H1__mean_turnover,residual_vs_funding_10bp__fresh_forward_2026May__mean_turnover,residual_vs_funding_10bp__recent_oos_2025H2_2026Apr__mean_turnover,residual_vs_funding_10bp__validation_2025H1__mean_turnover,execution_lag_1bar_raw_10bp__fresh_forward_2026May__mean_gross_exposure,execution_lag_1bar_raw_10bp__recent_oos_2025H2_2026Apr__mean_gross_exposure,execution_lag_1bar_raw_10bp__validation_2025H1__mean_gross_exposure,raw_10bp__fresh_forward_2026May__mean_gross_exposure,raw_10bp__recent_oos_2025H2_2026Apr__mean_gross_exposure,raw_10bp__validation_2025H1__mean_gross_exposure,raw_20bp__fresh_forward_2026May__mean_gross_exposure,raw_20bp__recent_oos_2025H2_2026Apr__mean_gross_exposure,raw_20bp__validation_2025H1__mean_gross_exposure,residual_vs_core4_10bp__fresh_forward_2026May__mean_gross_exposure,residual_vs_core4_10bp__recent_oos_2025H2_2026Apr__mean_gross_exposure,residual_vs_core4_10bp__validation_2025H1__mean_gross_exposure,residual_vs_funding_10bp__fresh_forward_2026May__mean_gross_exposure,residual_vs_funding_10bp__recent_oos_2025H2_2026Apr__mean_gross_exposure,residual_vs_funding_10bp__validation_2025H1__mean_gross_exposure,funding_beta_recent,funding_corr_recent,core4_beta_recent,core4_corr_recent,component_raw_validation,component_raw_recent,component_residual_funding_validation,component_residual_funding_recent,component_residual_core4_recent,component_cost20_validation,component_cost20_recent,component_lag1_validation,component_lag1_recent,component_drawdown_penalty,component_turnover_penalty,component_funding_beta_penalty,component_core4_beta_penalty,a7m_rank_score,candidate_decision,reject_reasons,selected_for_deep_audit
e1_formulagenv2_crypto_adapter_s3_01455,E1_FormulaGenV2_crypto_adapter,E1_FormulaGenV2_crypto_adapter,3,1455,formula_gen_v2_crypto,generated_candidate,original,"Mul(Rank(quote_volume_mean_12),Rank(realized_vol_6))",38c112d85984310e,24,quote_volume_mean_12;realized_vol_6,liquidity;volatility,Mul;Rank,2,False,False,1.1581858,True,416,7248,4296,416,7248,4296,416,7248,4296,416,7248,4296,416,7248,4296,-7.601389858909372,0.9379901142294073,2.592428054848776,-7.4397619196569496,0.9122539107680431,2.4254131251439444,-8.250483073503103,0.09873033460092336,1.8249018847985425,-4.402768707255853,3.3119656289715422,4.731582277111762,-4.314502038371232,3.3861731682147065,4.671284385523055,-0.4188619832375141,-0.7911979650919593,-0.644466396469382,-0.4176628240527699,-0.7995966698842493,-0.6398951668898942,-0.42305053338104315,-0.8257605616172068,-0.6493444461428868,-0.41063394464204983,-0.7185568446179029,-0.5868449846458677,-0.4116456350722607,-0.7048516419210089,-0.5801774480497865,0.09214743589743589,0.09303095260007135,0.06868113091074016,0.09254807692307693,0.09286798814693152,0.06855151145495454,0.09254807692307693,0.09286798814693152,0.06855151145495454,0.09254807692307693,0.09286798814693152,0.06855151145495454,0.09254807692307693,0.09286798814693152,0.06855151145495454,0.4987980769230769,0.4852589026099571,0.4151968444718297,0.4987980769230769,0.48424621174166294,0.414338576504341,0.4987980769230769,0.48424621174166294,0.414338576504341,0.4987980769230769,0.48424621174166294,0.414338576504341,0.4987980769230769,0.48424621174166294,0.414338576504341,0.38193743669394,0.22614241746024527,0.43629040384844436,0.22100542446313298,2.0,0.9122539107680431,2.0,2.0,2.0,1.8249018847985425,0.09873033460092336,2.0,0.9379901142294073,-0.7995966698842493,-0.09286798814693152,-0.38193743669394,-0.43629040384844436,10.94610341475436,A7M_NEAR_MISS_MAY_STRESS_FAIL,may_stress_severe_fail;may_residual_funding_negative,True
e1_formulagenv2_crypto_adapter_s3_01043,E1_FormulaGenV2_crypto_adapter,E1_FormulaGenV2_crypto_adapter,3,1043,formula_gen_v2_crypto,generated_candidate,original,"Mul(ZScore(realized_vol_24),Rank(number_of_trades))",a839ed8071dbc6ec,24,number_of_trades;realized_vol_24,liquidity;volatility,Mul;Rank;ZScore,2,False,False,1.1959482000000001,True,416,7248,4296,416,7248,4296,416,7248,4296,416,7248,4296,416,7248,4296,-7.703206793468629,2.148395266556369,0.22955603466795935,-7.450103327344868,1.994525126981321,0.020539434044823925,-7.873675364092552,1.6220647771636625,-0.22265220508430458,-4.625250042985687,4.162827558237071,2.0924708703435506,-4.121179906301756,4.247893311121415,1.8973331983896988,-0.5185755482136174,-0.727507334618529,-0.7561365273870663,-0.5168919610796827,-0.7412001662200096,-0.7647040084184072,-0.521321812915293,-0.7565183644985789,-0.775976167162564,-0.5033439980781753,-0.6227619241674271,-0.6832152756020307,-0.5082582748207132,-0.6116036303431605,-0.6790769277013535,0.04838002959794699,0.04261984383183588,0.02782075958425739,0.04835297223147084,0.04251830477370537,0.027761602640311515,0.04835297223147084,0.04251830477370537,0.027761602640311515,0.04835297223147084,0.04251830477370537,0.027761602640311515,0.04835297223147084,0.04251830477370537,0.027761602640311515,0.4885719477160545,0.46567542321950606,0.3588012194161215,0.49024080330040154,0.46436092762856973,0.3581681776410208,0.49024080330040154,0.46436092762856973,0.3581681776410208,0.49024080330040154,0.46436092762856973,0.3581681776410208,0.49024080330040154,0.46436092762856973,0.3581681776410208,0.44157592048262595,0.2506582052134296,0.4599776032666387,0.22338329870253532,0.020539434044823925,1.994525126981321,1.8973331983896988,2.0,2.0,-0.22265220508430458,1.6220647771636625,0.22955603466795935,2.0,-0.7412001662200096,-0.04251830477370537,-0.44157592048262595,-0.4599776032666387,10.497864157563269,A7M_NEAR_MISS_COST_FAIL,cost20_validation_negative;may_stress_severe_fail;may_residual_funding_negative,True
e1_formulagenv2_crypto_adapter_s3_00875,E1_FormulaGenV2_crypto_adapter,E1_FormulaGenV2_crypto_adapter,3,875,formula_gen_v2_crypto,generated_candidate,original,"Mul(Rank(quote_volume_mean_6),Rank(realized_vol_6))",1b8ec92694b7e853,24,quote_volume_mean_6;realized_vol_6,liquidity;volatility,Mul;Rank,2,False,False,1.1581858,True,416,7248,4296,416,7248,4296,416,7248,4296,416,7248,4296,416,7248,4296,-8.069914104438638,0.8219445547766883,2.508528332241131,-8.114363713848125,0.7834043369535133,2.3193565595423933,-8.926839675386587,-0.0657781725525796,1.7106511362492296,-5.152505234801396,3.1253813738545615,4.5703450750629635,-5.04374007075999,3.1980404562515727,4.5043177047540945,-0.42327206674433515,-0.7726791012065677,-0.6335688320905815,-0.421919728659956,-0.7789177232931278,-0.6300728778257629,-0.4273168498687381,-0.81263538555736,-0.640730574345115,-0.4150514656944959,-0.6807600956696627,-0.5768403613360195,-0.4163957212522684,-0.6639285949473053,-0.5698947178832909,0.0923477564102564,0.09715863763451837,0.06968193018550214,0.09274839743589745,0.09693864263768183,0.06948692046725619,0.09274839743589745,0.09693864263768183,0.06948692046725619,0.09274839743589745,0.09693864263768183,0.06948692046725619,0.09274839743589745,0.09693864263768183,0.06948692046725619,0.4987980769230769,0.48532057555440067,0.4134011517284755,0.4987980769230769,0.48421330568838467,0.4120403186100021,0.4987980769230769,0.48421330568838467,0.4120403186100021,0.4987980769230769,0.48421330568838467,0.4120403186100021,0.4987980769230769,0.48421330568838467,0.4120403186100021,0.3657034858369263,0.21698403826166746,0.409769380961043,0.20800590412247477,2.0,0.7834043369535133,2.0,2.0,2.0,1.7106511362492296,-0.0657781725525796,2.0,0.8219445547766883,-0.7789177232931278,-0.09693864263768183,-0.3657034858369263,-0.409769380961043,10.44444173654387,A7M_NEAR_MISS_COST_FAIL,cost20_recent_negative;may_stress_severe_fail;may_residual_funding_negative,True
e1_formulagenv2_crypto_adapter_s3_01687,E1_FormulaGenV2_crypto_adapter,E1_FormulaGenV2_crypto_adapter,3,1687,formula_gen_v2_crypto,generated_candidate,original,"Mul(Rank(number_of_trades),Rank(realized_vol_6))",c0a1a9d19dba3662,24,number_of_trades;realized_vol_6,liquidity;volatility,Mul;Rank,2,False,False,1.1581858,True,416,7248,4296,416,7248,4296,416,7248,4296,416,7248,4296,416,7248,4296,-6.221597896050951,0.8998213937638981,2.437998532307872,-6.2099133615611555,0.7281008234883766,2.3378152265243406,-7.194360476945771,-0.27082170143292916,1.6325006688852122,-2.667435235448628,3.655903633577902,5.175393689938121,-2.427988746820625,3.730696412110663,5.067551397265783,-0.40763163507122213,-0.7577890671456857,-0.6452102980040896,-0.4071441005559696,-0.771315565433549,-0.6398425583121301,-0.4137584262658882,-0.8060093929771951,-0.6564969866523931,-0.39652813567908074,-0.6629110275303162,-0.5745565748810295,-0.4000067896126528,-0.634726099688214,-0.566510185542478,0.11258012820512821,0.11407625139355342,0.08110328898012854,0.11237980769230771,0.11403225170334541,0.08051536046108768,0.11237980769230771,0.11403225170334541,0.08051536046108768,0.11237980769230771,0.11403225170334541,0.08051536046108768,0.11237980769230771,0.11403225170334541,0.08051536046108768,0.4987980769230769,0.486318411537247,0.40634828973183146,0.4987980769230769,0.4861103732945655,0.40358059082757347,0.4987980769230769,0.4861103732945655,0.40358059082757347,0.4987980769230769,0.4861103732945655,0.40358059082757347,0.4987980769230769,0.4861103732945655,0.40358059082757347,0.3789094692986733,0.22729821598737254,0.41144615277572694,0.21115970430184466,2.0,0.7281008234883766,2.0,2.0,2.0,1.6325006688852122,-0.27082170143292916,2.0,0.8998213937638981,-0.771315565433549,-0.11403225170334541,-0.3789094692986733,-0.41144615277572694,10.165904949937634,A7M_NEAR_MISS_COST_FAIL,cost20_recent_negative;may_stress_severe_fail;may_residual_funding_negative,True
e1_formulagenv2_crypto_adapter_s3_00783,E1_FormulaGenV2_crypto_adapter,E1_FormulaGenV2_crypto_adapter,3,783,formula_gen_v2_crypto,generated_candidate,original,"Mul(Rank(quote_asset_volume),ZScore(realized_vol_24))",4b30d6e6ca1cac6f,24,quote_asset_volume;realized_vol_24,liquidity;volatility,Mul;Rank;ZScore,2,False,False,1.1959482000000001,True,416,7248,4296,416,7248,4296,416,7248,4296,416,7248,4296,416,7248,4296,-7.885154107343107,1.6700375736612199,0.4369828482646358,-7.625259822753467,1.550750460021001,0.33071844685195956,-8.017265660990157,1.1605209166655615,0.07443911348038856,-4.621419868644331,3.9328475333525286,2.621553769863981,-4.143472285299355,4.013415945799322,2.4365679531782374,-0.5256819811717668,-0.7653815300455673,-0.7358985287119013,-0.5246503046629513,-0.7738405572279139,-0.7323359190173035,-0.529283105893342,-0.7875835793694738,-0.7377095615040345,-0.4992816378400311,-0.6253767306101883,-0.6856696491113772,-0.5020969913392048,-0.6065806053341302,-0.682039717938942,0.04464425028506299,0.04469377585696265,0.029343087763919484,0.044749524912863874,0.04454675152459352,0.02925563166342136,0.044749524912863874,0.04454675152459352,0.02925563166342136,0.044749524912863874,0.04454675152459352,0.02925563166342136,0.044749524912863874,0.04454675152459352,0.02925563166342136,0.49035828606070164,0.463876842399295,0.3626977410183188,0.4916414058029508,0.4623345828146907,0.36217208200283585,0.4916414058029508,0.4623345828146907,0.36217208200283585,0.4916414058029508,0.4623345828146907,0.36217208200283585,0.4916414058029508,0.4623345828146907,0.36217208200283585,0.435419978868842,0.24843322297443277,0.45107419124456244,0.2201845142562757,0.33071844685195956,1.550750460021001,2.0,2.0,2.0,0.07443911348038856,1.1605209166655615,0.4369828482646358,1.6700375736612199,-0.7738405572279139,-0.04454675152459352,-0.435419978868842,-0.45107419124456244,9.848478399702211,A7M_NEAR_MISS_MAY_STRESS_FAIL,may_stress_severe_fail;may_residual_funding_negative,True
e1_formulagenv2_crypto_adapter_s3_00355,E1_FormulaGenV2_crypto_adapter,E1_FormulaGenV2_crypto_adapter,3,355,formula_gen_v2_crypto,generated_candidate,original,"Mul(Rank(realized_vol_6),ZScore(avg_trade_size_quote))",5e4f3d63af96a738,24,avg_trade_size_quote;realized_vol_6,liquidity;volatility,Mul;Rank;ZScore,2,False,False,1.1959482000000001,True,416,7248,4296,416,7248,4296,416,7248,4296,416,7248,4296,416,7248,4296,-9.521403222560325,1.2239220147186007,0.9528638943589621,-9.333761283996,1.209755886748608,0.94507635476073,-9.831573862638585,0.6824936244587821,0.5271573443837132,-7.773820940265623,2.6763696208768937,2.39799125934549,-7.172650183665127,2.6995026293431743,2.199764371581514,-0.537995892935516,-0.5566949491986601,-0.7769992146147416,-0.5344456273578598,-0.5620937851099714,-0.780197146276418,-0.5386317530648069,-0.5725990939292596,-0.797251823443738,-0.5199395751958968,-0.5316361975631123,-0.6997567182862255,-0.5175158615994988,-0.46332962632504726,-0.6956089208195975,0.05681773134934102,0.06018734204294426,0.04753415211769883,0.05682791993636825,0.06018975596915827,0.04770764958641731,0.05682791993636825,0.06018975596915827,0.04770764958641731,0.05682791993636825,0.06018975596915827,0.04770764958641731,0.05682791993636825,0.06018975596915827,0.04770764958641731,0.4980040064777525,0.48425781417749336,0.4116385295692382,0.4981330559884449,0.4843040087911821,0.4131233175258416,0.4981330559884449,0.4843040087911821,0.4131233175258416,0.4981330559884449,0.4843040087911821,0.4131233175258416,0.4981330559884449,0.4843040087911821,0.4131233175258416,0.39282213380313796,0.24392744332957558,0.42706500761933536,0.2268799786971062,0.94507635476073,1.209755886748608,2.0,2.0,2.0,0.5271573443837132,0.6824936244587821,0.9528638943589621,1.2239220147186007,-0.5620937851099714,-0.06018975596915827,-0.39282213380313796,-0.42706500761933536,9.824567977855967,A7M_NEAR_MISS_MAY_STRESS_FAIL,may_stress_severe_fail;may_residual_funding_negative,True
e1_formulagenv2_crypto_adapter_s3_01947,E1_FormulaGenV2_crypto_adapter,E1_FormulaGenV2_crypto_adapter,3,1947,formula_gen_v2_crypto,generated_candidate,original,"Mul(ZScore(avg_trade_size_quote),ZScore(realized_vol_24))",583482748a66f4f6,24,avg_trade_size_quote;realized_vol_24,liquidity;volatility,Mul;ZScore,2,False,False,1.1156560000000002,True,416,7248,4296,416,7248,4296,416,7248,4296,416,7248,4296,416,7248,4296,-9.029799234981226,0.9593352574619498,1.091947220915566,-8.774257940266628,0.9148831032936204,1.0194478256298038,-9.169089671035858,0.48292959907723854,0.6925890365929743,-7.340403968273407,2.0912046532803736,2.1579678014884576,-7.30693985968748,2.1211467455837285,2.1343108403550013,-0.419854145199517,-0.5621954199058394,-0.818939193294667,-0.41882318764429116,-0.5572562825208518,-0.8183500155763554,-0.4230349848476912,-0.5729375099388403,-0.826913135966336,-0.40643729065854106,-0.5313208875612785,-0.7828439572660084,-0.40609291763381006,-0.5314956882141684,-0.779257502852492,0.04507211538461539,0.04933621050858781,0.03732167916968355,0.04507211538461539,0.04930976075529475,0.03731264715032289,0.04507211538461539,0.04930976075529475,0.03731264715032289,0.04507211538461539,0.04930976075529475,0.03731264715032289,0.04507211538461539,0.04930976075529475,0.03731264715032289,0.4987980769230769,0.4989196377850239,0.4355187499114533,0.4987980769230769,0.49888843237571107,0.4353818410713646,0.4987980769230769,0.49888843237571107,0.4353818410713646,0.4987980769230769,0.49888843237571107,0.4353818410713646,0.4987980769230769,0.49888843237571107,0.4353818410713646,0.08907258105762027,0.06256593630486763,0.1709923659545199,0.10275621619086932,1.0194478256298038,0.9148831032936204,2.0,2.0,2.0,0.6925890365929743,0.48292959907723854,1.091947220915566,0.9593352574619498,-0.5572562825208518,-0.04930976075529475,-0.08907258105762027,-0.1709923659545199,9.698575363708237,A7M_NEAR_MISS_MAY_STRESS_FAIL,may_stress_severe_fail;may_residual_funding_negative,True
e1_formulagenv2_crypto_adapter_s3_00759,E1_FormulaGenV2_crypto_adapter,E1_FormulaGenV2_crypto_adapter,3,759,formula_gen_v2_crypto,generated_candidate,original,"Mul(Rank(quote_asset_volume),Rank(realized_vol_6))",be9e4c65622fd20d,24,quote_asset_volume;realized_vol_6,liquidity;volatility,Mul;Rank,2,False,False,1.1581858,True,416,7248,4296,416,7248,4296,416,7248,4296,416,7248,4296,416,7248,4296,-7.440214852105824,0.4818633879250683,2.375590679664181,-7.505349786584885,0.46944368781393775,2.3818483564560027,-8.556479594277192,-0.5988642370435888,1.6227893183385094,-4.348821062747253,2.999509925404628,4.819960082347418,-4.188179015524722,3.073998027221207,4.736900754838902,-0.39487464071894296,-0.7670951880277797,-0.6772372701471148,-0.39603968771658626,-0.7695523135021949,-0.6727765279725277,-0.403380870006933,-0.8108108373427341,-0.6846776831899678,-0.38795944627606294,-0.6839401349509922,-0.6218625661228533,-0.3902264266247121,-0.6633240820503441,-0.6152686504975138,0.11959134615384616,0.12224672139561889,0.08704341694519425,0.1199919871794872,0.12195295945862182,0.08665057512756785,0.1199919871794872,0.12195295945862182,0.08665057512756785,0.1199919871794872,0.12195295945862182,0.08665057512756785,0.1199919871794872,0.12195295945862182,0.08665057512756785,0.4987980769230769,0.4847448411992988,0.41229164860633827,0.4987980769230769,0.4835708907885809,0.4104531682610527,0.4987980769230769,0.4835708907885809,0.4104531682610527,0.4987980769230769,0.4835708907885809,0.4104531682610527,0.4987980769230769,0.4835708907885809,0.4104531682610527,0.36875743459577176,0.21792234354828974,0.424007233470425,0.21437380301753461,2.0,0.46944368781393775,2.0,2.0,2.0,1.6227893183385094,-0.5988642370435888,2.0,0.4818633879250683,-0.7695523135021949,-0.12195295945862182,-0.36875743459577176,-0.424007233470425,9.025731387933941,A7M_NEAR_MISS_COST_FAIL,cost20_recent_negative;may_stress_severe_fail;may_residual_funding_negative,True
e1_formulagenv2_crypto_adapter_s3_04775,E1_FormulaGenV2_crypto_adapter,E1_FormulaGenV2_crypto_adapter,3,4775,formula_gen_v2_crypto,generated_candidate,original,"Mul(Mul(ZScore(quote_volume_mean_24),Rank(realized_vol_24)),Rank(realized_vol_6))",073286c0e9f2a44d,24,quote_volume_mean_24;realized_vol_24;realized_vol_6,liquidity;volatility,Mul;Rank;ZScore,3,False,False,1.2143670000000002,True,416,7248,4296,416,7248,4296,416,7248,4296,416,7248,4296,416,7248,4296,-12.45959110822841,1.2289944601405458,0.9293302486322783,-12.228840468952543,1.1788487635584541,0.9596259127653363,-12.671849587537244,0.7780388005110132,0.6373048127071799,-11.478958665293794,1.7311740518627607,1.4829531153083402,-11.040393693126939,1.762752428300249,1.331866369996654,-0.5817602439635097,-0.7053373512714585,-0.7780579607488957,-0.5779589624043422,-0.7075376979345807,-0.7819217623251595,-0.5819980647093685,-0.7297711434829068,-0.7950171736825722,-0.5725733415845247,-0.657921218039303,-0.7523771078837098,-0.5704464312318107,-0.6147106914583221,-0.7497006949506901,0.050500416718853185,0.04578725243527739,0.03683579446639293,0.050571817190033855,0.04575456199171701,0.03679464612536035,0.050571817190033855,0.04575456199171701,0.03679464612536035,0.050571817190033855,0.04575456199171701,0.03679464612536035,0.050571817190033855,0.04575456199171701,0.03679464612536035,0.4963842411370684,0.4772842111961815,0.40515314744165004,0.49723385788180896,0.4768469505136354,0.40449437731539983,0.49723385788180896,0.4768469505136354,0.40449437731539983,0.49723385788180896,0.4768469505136354,0.40449437731539983,0.49723385788180896,0.4768469505136354,0.40449437731539983,0.3923847761967322,0.23111315626602522,0.43128889462016945,0.21732929245905955,0.9596259127653363,1.1788487635584541,1.331866369996654,1.762752428300249,1.7311740518627607,0.6373048127071799,0.7780388005110132,0.9293302486322783,1.2289944601405458,-0.7075376979345807,-0.04575456199171701,-0.3923847761967322,-0.43128889462016945,8.822371394487357,A7M_NEAR_MISS_MAY_STRESS_FAIL,may_stress_severe_fail;may_residual_funding_negative,True
e1_formulagenv2_crypto_adapter_s4_01870,E1_FormulaGenV2_crypto_adapter,E1_FormulaGenV2_crypto_adapter,4,1870,formula_gen_v2_crypto,generated_candidate,original,"Mul(Rank(quote_volume_mean_24),Rank(realized_vol_24))",9de0a97808d43acb,24,quote_volume_mean_24;realized_vol_24,liquidity;volatility,Mul;Rank,2,False,False,1.1581858,True,416,7248,4296,416,7248,4296,416,7248,4296,416,7248,4296,416,7248,4296,-11.549691392884506,2.401733344047897,3.1198309442242027,-11.328645311360756,2.3399786258271735,3.0524370009409507,-11.554533683139688,2.072456301693812,2.842041034219965,-8.383213969557724,4.66122266321357,5.282060486344458,-8.309796792023139,4.733633648256947,5.227198683186984,-0.5462179426921385,-0.77951267992288,-0.6783601399586379,-0.5447637680871691,-0.7806395428716824,-0.6746591374612639,-0.5457949417119792,-0.7833612921434998,-0.6788171316831577,-0.5400301703983568,-0.7296842315536395,-0.6207932541581785,-0.5404169684890702,-0.7180967284797778,-0.625428309418141,0.025771200052467694,0.030606882766939316,0.024042077471250537,0.025786343810380658,0.0305390780974157,0.024017804420203993,0.025786343810380658,0.0305390780974157,0.024017804420203993,0.025786343810380658,0.0305390780974157,0.024017804420203993,0.025786343810380658,0.0305390780974157,0.024017804420203993,0.4929968146677978,0.46896313210034357,0.4147662911713506,0.49323267167208446,0.46795816041644456,0.4142481548034215,0.49323267167208446,0.46795816041644456,0.4142481548034215,0.49323267167208446,0.46795816041644456,0.4142481548034215,0.49323267167208446,0.46795816041644456,0.4142481548034215,0.3675344177614674,0.21063232830126652,0.38828908687557806,0.19037927529580148,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,-0.7806395428716824,-0.0305390780974157,-0.3675344177614674,-0.38828908687557806,15.709206327695185,A7M_NEAR_MISS_MAY_STRESS_FAIL,may_stress_severe_fail;may_residual_funding_negative,True
e1_formulagenv2_crypto_adapter_s4_02210,E1_FormulaGenV2_crypto_adapter,E1_FormulaGenV2_crypto_adapter,4,2210,formula_gen_v2_crypto,generated_candidate,original,"Mul(Rank(realized_vol_24),Rank(quote_volume_mean_24))",d6cb725829040751,24,quote_volume_mean_24;realized_vol_24,liquidity;volatility,Mul;Rank,2,False,False,1.1581858,True,416,7248,4296,416,7248,4296,416,7248,4296,416,7248,4296,416,7248,4296,-11.549691392884506,2.401733344047897,3.1198309442242027,-11.328645311360756,2.3399786258271735,3.0524370009409507,-11.554533683139688,2.072456301693812,2.842041034219965,-8.383213969557724,4.66122266321357,5.282060486344458,-8.309796792023139,4.733633648256947,5.227198683186984,-0.5462179426921385,-0.77951267992288,-0.6783601399586379,-0.5447637680871691,-0.7806395428716824,-0.6746591374612639,-0.5457949417119792,-0.7833612921434998,-0.6788171316831577,-0.5400301703983568,-0.7296842315536395,-0.6207932541581785,-0.5404169684890702,-0.7180967284797778,-0.625428309418141,0.025771200052467694,0.030606882766939316,0.024042077471250537,0.025786343810380658,0.0305390780974157,0.024017804420203993,0.025786343810380658,0.0305390780974157,0.024017804420203993,0.025786343810380658,0.0305390780974157,0.024017804420203993,0.025786343810380658,0.0305390780974157,0.024017804420203993,0.4929968146677978,0.46896313210034357,0.4147662911713506,0.49323267167208446,0.46795816041644456,0.4142481548034215,0.49323267167208446,0.46795816041644456,0.4142481548034215,0.49323267167208446,0.46795816041644456,0.4142481548034215,0.49323267167208446,0.46795816041644456,0.4142481548034215,0.3675344177614674,0.21063232830126652,0.38828908687557806,0.19037927529580148,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,-0.7806395428716824,-0.0305390780974157,-0.3675344177614674,-0.38828908687557806,15.709206327695185,A7M_NEAR_MISS_MAY_STRESS_FAIL,may_stress_severe_fail;may_residual_funding_negative,True
