candidate_id,cell_id,ordinal,hypothesis_family,feature_family_set,operator_motif,temporal_horizon_class,normalization_scope,residualization_target,turnover_class,regime_fold_target,source_fields,source_field_families,expression,expr_hash,horizon,object_type,signal_mode,static_score,may_used_for_generation,may_used_for_static_score,selection_status
a7o_l1_C0004_1648,C0004,1648,H14_open_ast_cem_diversity,P2_liquidity,TSRankMul,H72,same_symbol_rank,none,low_turnover,F2_low_liquidity,quote_volume_mean_12;quote_volume_mean_24,liquidity,"SafeDiv(TSMean(ResidualizeVsFundingCore(Add(Mul(TSRank(quote_volume_mean_24,24),ZScore(TSMean(quote_volume_mean_12,48))),Rank(TSMean(quote_volume_mean_24,20)))),24),Clip(Abs(TSMean(quote_volume_mean_12,4)),0.05,4.0))",babe00aa06922be0,72,generated_candidate,original,0.1986,False,False,selected_for_strict_replay
a7o_l1_C0004_1841,C0004,1841,H14_open_ast_cem_diversity,P2_liquidity,TSRankMul,H72,same_symbol_rank,none,low_turnover,F2_low_liquidity,number_of_trades;quote_volume_mean_6,liquidity,"SafeDiv(TSMean(ResidualizeVsCore4(Sub(Mul(TSRank(number_of_trades,96),ZScore(TSMean(quote_volume_mean_6,36))),ZScore(TSMean(quote_volume_mean_6,12)))),10),Clip(Abs(TSMean(quote_volume_mean_6,12)),0.05,4.0))",39944a39857dec53,72,generated_candidate,original,0.1976,False,False,selected_for_strict_replay
a7o_l1_C0004_1840,C0004,1840,H14_open_ast_cem_diversity,P2_liquidity,TSRankMul,H72,same_symbol_rank,none,low_turnover,F2_low_liquidity,number_of_trades,liquidity,"SafeDiv(TSMean(ResidualizeVsFundingCore(Add(Mul(TSRank(number_of_trades,24),ZScore(TSMean(number_of_trades,48))),Rank(TSMean(number_of_trades,4)))),6),Clip(Abs(TSMean(number_of_trades,10)),0.05,4.0))",09eeed0b54e85209,72,generated_candidate,original,0.1966,False,False,selected_for_strict_replay
a7o_l1_C0004_2033,C0004,2033,H14_open_ast_cem_diversity,P2_liquidity,TSRankMul,H72,same_symbol_rank,none,low_turnover,F2_low_liquidity,quote_asset_volume;quote_volume_mean_6,liquidity,"SafeDiv(TSMean(ResidualizeVsCore4(Sub(Mul(TSRank(quote_volume_mean_6,96),ZScore(TSMean(quote_asset_volume,36))),ZScore(TSMean(quote_asset_volume,72)))),24),Clip(Abs(TSMean(quote_asset_volume,30)),0.05,4.0))",75a9726562e4fe59,72,generated_candidate,original,0.1956,False,False,selected_for_strict_replay
a7o_l1_C0004_2032,C0004,2032,H14_open_ast_cem_diversity,P2_liquidity,TSRankMul,H72,same_symbol_rank,none,low_turnover,F2_low_liquidity,quote_volume_mean_24;quote_volume_mean_6,liquidity,"SafeDiv(TSMean(ResidualizeVsFundingCore(Add(Mul(TSRank(quote_volume_mean_6,24),ZScore(TSMean(quote_volume_mean_24,48))),Rank(TSMean(quote_volume_mean_6,24)))),12),Clip(Abs(TSMean(quote_volume_mean_24,20)),0.05,4.0))",e904861023808972,72,generated_candidate,original,0.1946,False,False,selected_for_strict_replay
a7o_l1_C0004_2036,C0004,2036,H14_open_ast_cem_diversity,P2_liquidity,TSRankMul,H72,same_symbol_rank,none,low_turnover,F2_low_liquidity,quote_volume_mean_12,liquidity,"SafeDiv(TSMean(RegimeMaskNonMay(F3_high_liquidity_high_vol,Sub(Mul(TSRank(quote_volume_mean_12,60),ZScore(TSMean(quote_volume_mean_12,96))),Rank(TSMean(quote_volume_mean_12,3)))),16),Clip(Abs(TSMean(quote_volume_mean_12,24)),0.05,4.0))",f7dfea510180950c,72,generated_candidate,original,0.1886,False,False,selected_for_strict_replay
a7o_l1_C0004_0177,C0004,177,H14_open_ast_cem_diversity,P2_liquidity,TSRankMul,H72,same_symbol_rank,none,low_turnover,F2_low_liquidity,number_of_trades;quote_volume_mean_6,liquidity,"SafeDiv(TSMean(ResidualizeVsCore4(Sub(Mul(TSRank(quote_volume_mean_6,96),ZScore(TSMean(number_of_trades,36))),ZScore(TSMean(number_of_trades,10)))),16),Clip(Abs(TSMean(number_of_trades,20)),0.05,4.0))",00e5f8fd90597250,72,generated_candidate,original,0.18259999999999998,False,False,selected_for_strict_replay
a7o_l1_C0004_0176,C0004,176,H14_open_ast_cem_diversity,P2_liquidity,TSRankMul,H72,same_symbol_rank,none,low_turnover,F2_low_liquidity,quote_asset_volume;quote_volume_mean_6,liquidity,"SafeDiv(TSMean(ResidualizeVsFundingCore(Add(Mul(TSRank(quote_volume_mean_6,24),ZScore(TSMean(quote_asset_volume,48))),Rank(TSMean(quote_volume_mean_6,8)))),3),Clip(Abs(TSMean(quote_asset_volume,6)),0.05,4.0))",f5168d3aba06ffb4,72,generated_candidate,original,0.18159999999999998,False,False,selected_for_strict_replay
a7o_l1_C0004_0369,C0004,369,H14_open_ast_cem_diversity,P2_liquidity,TSRankMul,H72,same_symbol_rank,none,low_turnover,F2_low_liquidity,quote_volume_mean_6,liquidity,"SafeDiv(TSMean(ResidualizeVsCore4(Sub(Mul(TSRank(quote_volume_mean_6,96),ZScore(TSMean(quote_volume_mean_6,36))),ZScore(TSMean(quote_volume_mean_6,24)))),36),Clip(Abs(TSMean(quote_volume_mean_6,48)),0.05,4.0))",4ce566c4e3f4f273,72,generated_candidate,original,0.18059999999999998,False,False,selected_for_strict_replay
a7o_l1_C0004_0368,C0004,368,H14_open_ast_cem_diversity,P2_liquidity,TSRankMul,H72,same_symbol_rank,none,low_turnover,F2_low_liquidity,number_of_trades;quote_volume_mean_6,liquidity,"SafeDiv(TSMean(ResidualizeVsFundingCore(Add(Mul(TSRank(quote_volume_mean_6,24),ZScore(TSMean(number_of_trades,48))),Rank(TSMean(quote_volume_mean_6,48)))),8),Clip(Abs(TSMean(number_of_trades,12)),0.05,4.0))",640376e86024b513,72,generated_candidate,original,0.17959999999999998,False,False,selected_for_strict_replay
