candidate_id,cell_id,ordinal,hypothesis_family,feature_family_set,operator_motif,temporal_horizon_class,normalization_scope,residualization_target,turnover_class,regime_fold_target,source_fields,source_field_families,expression,expr_hash,horizon,object_type,signal_mode,static_score,may_used_for_generation,may_used_for_static_score,selection_status
a7o_l1_C0004_0561,C0004,561,H14_open_ast_cem_diversity,P2_liquidity,TSRankMul,H72,same_symbol_rank,none,low_turnover,F2_low_liquidity,quote_asset_volume;quote_volume_mean_24,liquidity,"SafeDiv(TSMean(ResidualizeVsCore4(Sub(Mul(TSRank(quote_volume_mean_24,96),ZScore(TSMean(quote_asset_volume,36))),ZScore(TSMean(quote_asset_volume,3)))),10),Clip(Abs(TSMean(quote_asset_volume,12)),0.05,4.0))",14b9e38a9ff7547c,72,generated_candidate,original,0.17859999999999998,False,False,selected_for_strict_replay
a7o_l1_C0004_0560,C0004,560,H14_open_ast_cem_diversity,P2_liquidity,TSRankMul,H72,same_symbol_rank,none,low_turnover,F2_low_liquidity,quote_volume_mean_24,liquidity,"SafeDiv(TSMean(ResidualizeVsFundingCore(Add(Mul(TSRank(quote_volume_mean_24,24),ZScore(TSMean(quote_volume_mean_24,48))),Rank(TSMean(quote_volume_mean_24,4)))),16),Clip(Abs(TSMean(quote_volume_mean_24,24)),0.05,4.0))",149b47fa3c3e09c4,72,generated_candidate,original,0.17759999999999998,False,False,selected_for_strict_replay
a7o_l1_C0004_0181,C0004,181,H14_open_ast_cem_diversity,P2_liquidity,TSRankMul,H72,same_symbol_rank,none,low_turnover,F2_low_liquidity,quote_asset_volume;quote_volume_mean_12,liquidity,"SafeDiv(TSMean(RegimeMaskNonMay(F5_funding_neutral,Add(Mul(TSRank(quote_volume_mean_12,48),ZScore(TSMean(quote_asset_volume,84))),ZScore(TSMean(quote_asset_volume,10)))),10),Clip(Abs(TSMean(quote_asset_volume,12)),0.05,4.0))",b58f25b581ffb628,72,generated_candidate,original,0.1766,False,False,selected_for_strict_replay
a7o_l1_C0004_0753,C0004,753,H14_open_ast_cem_diversity,P2_liquidity,TSRankMul,H72,same_symbol_rank,none,low_turnover,F2_low_liquidity,quote_asset_volume;quote_volume_mean_12,liquidity,"SafeDiv(TSMean(ResidualizeVsCore4(Sub(Mul(TSRank(quote_asset_volume,96),ZScore(TSMean(quote_volume_mean_12,36))),ZScore(TSMean(quote_volume_mean_12,24)))),24),Clip(Abs(TSMean(quote_volume_mean_12,30)),0.05,4.0))",c6d1dcdf0a9cab55,72,generated_candidate,original,0.17659999999999998,False,False,selected_for_strict_replay
a7o_l1_C0004_0180,C0004,180,H14_open_ast_cem_diversity,P2_liquidity,TSRankMul,H72,same_symbol_rank,none,low_turnover,F2_low_liquidity,quote_volume_mean_12;quote_volume_mean_24,liquidity,"SafeDiv(TSMean(RegimeMaskNonMay(F3_high_liquidity_high_vol,Sub(Mul(TSRank(quote_volume_mean_12,60),ZScore(TSMean(quote_volume_mean_24,96))),Rank(TSMean(quote_volume_mean_12,4)))),4),Clip(Abs(TSMean(quote_volume_mean_24,8)),0.05,4.0))",76297293bd1c7961,72,generated_candidate,original,0.1756,False,False,selected_for_strict_replay
a7o_l1_C0004_0752,C0004,752,H14_open_ast_cem_diversity,P2_liquidity,TSRankMul,H72,same_symbol_rank,none,low_turnover,F2_low_liquidity,quote_asset_volume;quote_volume_mean_6,liquidity,"SafeDiv(TSMean(ResidualizeVsFundingCore(Add(Mul(TSRank(quote_asset_volume,24),ZScore(TSMean(quote_volume_mean_6,48))),Rank(TSMean(quote_asset_volume,24)))),3),Clip(Abs(TSMean(quote_volume_mean_6,6)),0.05,4.0))",d8a0924f2ce4010d,72,generated_candidate,original,0.17559999999999998,False,False,selected_for_strict_replay
a7o_l1_C0004_0373,C0004,373,H14_open_ast_cem_diversity,P2_liquidity,TSRankMul,H72,same_symbol_rank,none,low_turnover,F2_low_liquidity,number_of_trades;quote_volume_mean_12,liquidity,"SafeDiv(TSMean(RegimeMaskNonMay(F5_funding_neutral,Add(Mul(TSRank(quote_volume_mean_12,48),ZScore(TSMean(number_of_trades,84))),ZScore(TSMean(number_of_trades,60)))),24),Clip(Abs(TSMean(number_of_trades,30)),0.05,4.0))",8cfaa1a8a29233c5,72,generated_candidate,original,0.1746,False,False,selected_for_strict_replay
a7o_l1_C0004_0945,C0004,945,H14_open_ast_cem_diversity,P2_liquidity,TSRankMul,H72,same_symbol_rank,none,low_turnover,F2_low_liquidity,number_of_trades;quote_volume_mean_24,liquidity,"SafeDiv(TSMean(ResidualizeVsCore4(Sub(Mul(TSRank(number_of_trades,96),ZScore(TSMean(quote_volume_mean_24,36))),ZScore(TSMean(quote_volume_mean_24,10)))),6),Clip(Abs(TSMean(quote_volume_mean_24,8)),0.05,4.0))",b1125f17496126d8,72,generated_candidate,original,0.17459999999999998,False,False,selected_for_strict_replay
a7o_l1_C0004_0372,C0004,372,H14_open_ast_cem_diversity,P2_liquidity,TSRankMul,H72,same_symbol_rank,none,low_turnover,F2_low_liquidity,quote_asset_volume;quote_volume_mean_12,liquidity,"SafeDiv(TSMean(RegimeMaskNonMay(F3_high_liquidity_high_vol,Sub(Mul(TSRank(quote_volume_mean_12,60),ZScore(TSMean(quote_asset_volume,96))),Rank(TSMean(quote_volume_mean_12,24)))),10),Clip(Abs(TSMean(quote_asset_volume,16)),0.05,4.0))",7527a0cbd17aa9a7,72,generated_candidate,original,0.1736,False,False,selected_for_strict_replay
a7o_l1_C0004_0944,C0004,944,H14_open_ast_cem_diversity,P2_liquidity,TSRankMul,H72,same_symbol_rank,none,low_turnover,F2_low_liquidity,quote_asset_volume;quote_volume_mean_12,liquidity,"SafeDiv(TSMean(ResidualizeVsFundingCore(Add(Mul(TSRank(quote_asset_volume,24),ZScore(TSMean(quote_volume_mean_12,48))),Rank(TSMean(quote_asset_volume,84)))),8),Clip(Abs(TSMean(quote_volume_mean_12,12)),0.05,4.0))",506c0dbfca3f90b0,72,generated_candidate,original,0.17359999999999998,False,False,selected_for_strict_replay
a7o_l1_C0004_0565,C0004,565,H14_open_ast_cem_diversity,P2_liquidity,TSRankMul,H72,same_symbol_rank,none,low_turnover,F2_low_liquidity,quote_asset_volume;quote_volume_mean_24,liquidity,"SafeDiv(TSMean(RegimeMaskNonMay(F5_funding_neutral,Add(Mul(TSRank(quote_asset_volume,48),ZScore(TSMean(quote_volume_mean_24,84))),ZScore(TSMean(quote_volume_mean_24,10)))),6),Clip(Abs(TSMean(quote_volume_mean_24,8)),0.05,4.0))",e77f34ecb0d5933e,72,generated_candidate,original,0.1726,False,False,selected_for_strict_replay
a7o_l1_C0004_1137,C0004,1137,H14_open_ast_cem_diversity,P2_liquidity,TSRankMul,H72,same_symbol_rank,none,low_turnover,F2_low_liquidity,quote_volume_mean_6,liquidity,"SafeDiv(TSMean(ResidualizeVsCore4(Sub(Mul(TSRank(quote_volume_mean_6,96),ZScore(TSMean(quote_volume_mean_6,36))),ZScore(TSMean(quote_volume_mean_6,10)))),16),Clip(Abs(TSMean(quote_volume_mean_6,20)),0.05,4.0))",1a9a8e8bd0cc4561,72,generated_candidate,original,0.1726,False,False,selected_for_strict_replay
a7o_l1_C0004_0564,C0004,564,H14_open_ast_cem_diversity,P2_liquidity,TSRankMul,H72,same_symbol_rank,none,low_turnover,F2_low_liquidity,quote_volume_mean_12;quote_volume_mean_24,liquidity,"SafeDiv(TSMean(RegimeMaskNonMay(F3_high_liquidity_high_vol,Sub(Mul(TSRank(quote_volume_mean_24,60),ZScore(TSMean(quote_volume_mean_12,96))),Rank(TSMean(quote_volume_mean_24,36)))),20),Clip(Abs(TSMean(quote_volume_mean_12,3)),0.05,4.0))",0d34b1a5cf5d2371,72,generated_candidate,original,0.1716,False,False,selected_for_strict_replay
a7o_l1_C0004_1136,C0004,1136,H14_open_ast_cem_diversity,P2_liquidity,TSRankMul,H72,same_symbol_rank,none,low_turnover,F2_low_liquidity,number_of_trades;quote_volume_mean_6,liquidity,"SafeDiv(TSMean(ResidualizeVsFundingCore(Add(Mul(TSRank(quote_volume_mean_6,24),ZScore(TSMean(number_of_trades,48))),Rank(TSMean(quote_volume_mean_6,3)))),16),Clip(Abs(TSMean(number_of_trades,24)),0.05,4.0))",097eab2f92d551fc,72,generated_candidate,original,0.1716,False,False,selected_for_strict_replay
a7o_l1_C0007_0181,C0007,181,H06_liquidity_structure_ex_realized_vol_mul,P7_cross_symbol_relative,SafeDivZScore,H72,cross_symbol_rank,FundingCore,lag_stable,F4_basis_dislocation,cs_z_premium_index;cs_z_ret_6,basis;price,"Sub(Decay(ResidualizeVsFundingCore(cross_symbol_rank(RegimeMaskNonMay(F5_funding_neutral,Add(SafeDiv(ZScore(TSMean(cs_z_premium_index,48)),Clip(Abs(ZScore(TSMean(cs_z_ret_6,84))),0.05,2.0)),ZScore(TSMean(cs_z_ret_6,10)))))),10),ZScore(TSStd(cs_z_premium_index,10)))",bbd111c7bb0c9422,72,generated_candidate,original,0.28440000000000004,False,False,selected_for_strict_replay
a7o_l1_C0007_0180,C0007,180,H06_liquidity_structure_ex_realized_vol_mul,P7_cross_symbol_relative,SafeDivZScore,H72,cross_symbol_rank,FundingCore,lag_stable,F4_basis_dislocation,cs_z_premium_index;cs_z_taker_imbalance,basis;flow,"Sub(Decay(ResidualizeVsFundingCore(cross_symbol_rank(RegimeMaskNonMay(F3_high_liquidity_high_vol,Sub(SafeDiv(ZScore(TSMean(cs_z_premium_index,60)),Clip(Abs(ZScore(TSMean(cs_z_taker_imbalance,96))),0.02,1.5)),Rank(TSMean(cs_z_premium_index,4)))))),4),ZScore(TSStd(cs_z_premium_index,4)))",4316273ef5adda4c,72,generated_candidate,original,0.28340000000000004,False,False,selected_for_strict_replay
a7o_l1_C0007_0373,C0007,373,H06_liquidity_structure_ex_realized_vol_mul,P7_cross_symbol_relative,SafeDivZScore,H72,cross_symbol_rank,FundingCore,lag_stable,F4_basis_dislocation,cs_z_premium_index;cs_z_ret_12,basis;price,"Sub(Decay(ResidualizeVsFundingCore(cross_symbol_rank(RegimeMaskNonMay(F5_funding_neutral,Add(SafeDiv(ZScore(TSMean(cs_z_premium_index,48)),Clip(Abs(ZScore(TSMean(cs_z_ret_12,84))),0.05,3.0)),ZScore(TSMean(cs_z_ret_12,60)))))),24),ZScore(TSStd(cs_z_premium_index,24)))",ca19890c0866e25d,72,generated_candidate,original,0.28240000000000004,False,False,selected_for_strict_replay
a7o_l1_C0007_0372,C0007,372,H06_liquidity_structure_ex_realized_vol_mul,P7_cross_symbol_relative,SafeDivZScore,H72,cross_symbol_rank,FundingCore,lag_stable,F4_basis_dislocation,cs_z_premium_index;cs_z_ret_6,basis;price,"Sub(Decay(ResidualizeVsFundingCore(cross_symbol_rank(RegimeMaskNonMay(F3_high_liquidity_high_vol,Sub(SafeDiv(ZScore(TSMean(cs_z_premium_index,60)),Clip(Abs(ZScore(TSMean(cs_z_ret_6,96))),0.02,2.5)),Rank(TSMean(cs_z_premium_index,24)))))),10),ZScore(TSStd(cs_z_premium_index,10)))",863011ccda7943ff,72,generated_candidate,original,0.28140000000000004,False,False,selected_for_strict_replay
a7o_l1_C0007_0565,C0007,565,H06_liquidity_structure_ex_realized_vol_mul,P7_cross_symbol_relative,SafeDivZScore,H72,cross_symbol_rank,FundingCore,lag_stable,F4_basis_dislocation,cs_z_ret_6;cs_z_taker_imbalance,flow;price,"Sub(Decay(ResidualizeVsFundingCore(cross_symbol_rank(RegimeMaskNonMay(F5_funding_neutral,Add(SafeDiv(ZScore(TSMean(cs_z_ret_6,48)),Clip(Abs(ZScore(TSMean(cs_z_taker_imbalance,84))),0.05,1.5)),ZScore(TSMean(cs_z_taker_imbalance,10)))))),6),ZScore(TSStd(cs_z_ret_6,6)))",f39a134d7b36d770,72,generated_candidate,original,0.28040000000000004,False,False,selected_for_strict_replay
a7o_l1_C0007_0564,C0007,564,H06_liquidity_structure_ex_realized_vol_mul,P7_cross_symbol_relative,SafeDivZScore,H72,cross_symbol_rank,FundingCore,lag_stable,F4_basis_dislocation,cs_z_premium_index;cs_z_taker_imbalance,basis;flow,"Sub(Decay(ResidualizeVsFundingCore(cross_symbol_rank(RegimeMaskNonMay(F3_high_liquidity_high_vol,Sub(SafeDiv(ZScore(TSMean(cs_z_taker_imbalance,60)),Clip(Abs(ZScore(TSMean(cs_z_premium_index,96))),0.02,4.0)),Rank(TSMean(cs_z_taker_imbalance,36)))))),20),ZScore(TSStd(cs_z_taker_imbalance,20)))",d260aab9ae5dfeef,72,generated_candidate,original,0.27940000000000004,False,False,selected_for_strict_replay
a7o_l1_C0007_0757,C0007,757,H06_liquidity_structure_ex_realized_vol_mul,P7_cross_symbol_relative,SafeDivZScore,H72,cross_symbol_rank,FundingCore,lag_stable,F4_basis_dislocation,cs_z_mark_index_ratio;cs_z_ret_12,basis;price,"Sub(Decay(ResidualizeVsFundingCore(cross_symbol_rank(RegimeMaskNonMay(F5_funding_neutral,Add(SafeDiv(ZScore(TSMean(cs_z_ret_12,48)),Clip(Abs(ZScore(TSMean(cs_z_mark_index_ratio,84))),0.05,2.5)),ZScore(TSMean(cs_z_mark_index_ratio,10)))))),16),ZScore(TSStd(cs_z_ret_12,16)))",2e5103c28c0fc24f,72,generated_candidate,original,0.27840000000000004,False,False,selected_for_strict_replay
a7o_l1_C0007_0193,C0007,193,H06_liquidity_structure_ex_realized_vol_mul,P7_cross_symbol_relative,SafeDivZScore,H72,cross_symbol_rank,FundingCore,lag_stable,F4_basis_dislocation,cs_z_mark_index_ratio;cs_z_ret_6,basis;price,"Sub(Decay(ResidualizeVsFundingCore(cross_symbol_rank(Rank(TSMean(SafeDiv(ZScore(TSMean(cs_z_ret_6,96)),Clip(Abs(ZScore(TSMean(cs_z_mark_index_ratio,36))),0.05,3.0)),36)))),24),ZScore(TSStd(cs_z_ret_6,24)))",4b789525c893554b,72,generated_candidate,original,0.27640000000000003,False,False,selected_for_strict_replay
a7o_l1_C0007_0290,C0007,290,H06_liquidity_structure_ex_realized_vol_mul,P7_cross_symbol_relative,SafeDivZScore,H72,cross_symbol_rank,FundingCore,lag_stable,F4_basis_dislocation,cs_z_mark_index_ratio;cs_z_taker_imbalance,basis;flow,"Sub(Decay(ResidualizeVsFundingCore(cross_symbol_rank(Sub(SafeDiv(ZScore(TSMean(cs_z_taker_imbalance,84)),Clip(Abs(ZScore(TSMean(cs_z_mark_index_ratio,30))),0.1,1.5)),Abs(ZScore(TSMean(cs_z_mark_index_ratio,10)))))),48),ZScore(TSStd(cs_z_taker_imbalance,48)))",bc05c5b004d22da1,72,generated_candidate,original,0.27640000000000003,False,False,selected_for_strict_replay
a7o_l1_C0007_0484,C0007,484,H06_liquidity_structure_ex_realized_vol_mul,P7_cross_symbol_relative,SafeDivZScore,H72,cross_symbol_rank,FundingCore,lag_stable,F4_basis_dislocation,cs_z_mark_index_ratio;cs_z_ret_6,basis;price,"Sub(Decay(ResidualizeVsFundingCore(cross_symbol_rank(SafeDiv(Sub(SafeDiv(ZScore(TSMean(cs_z_ret_6,60)),Clip(Abs(ZScore(TSMean(cs_z_mark_index_ratio,96))),0.02,4.0)),Rank(TSMean(cs_z_ret_6,36))),Clip(Abs(TSRank(cs_z_mark_index_ratio,72)),0.05,2.25)))),12),ZScore(TSStd(cs_z_ret_6,12)))",576f79d17bd1aabc,72,generated_candidate,original,0.27640000000000003,False,False,selected_for_strict_replay
a7o_l1_C0007_0581,C0007,581,H06_liquidity_structure_ex_realized_vol_mul,P7_cross_symbol_relative,SafeDivZScore,H72,cross_symbol_rank,FundingCore,lag_stable,F4_basis_dislocation,cs_z_mark_index_ratio;cs_z_taker_imbalance,basis;flow,"Sub(Decay(ResidualizeVsFundingCore(cross_symbol_rank(Add(SafeDiv(ZScore(TSMean(cs_z_taker_imbalance,48)),Clip(Abs(ZScore(TSMean(cs_z_mark_index_ratio,84))),0.05,2.0)),ZScore(TSMean(cs_z_mark_index_ratio,12))))),10),ZScore(TSStd(cs_z_taker_imbalance,10)))",ad8671df2c0b6e86,72,generated_candidate,original,0.27640000000000003,False,False,selected_for_strict_replay
a7o_l1_C0007_0775,C0007,775,H06_liquidity_structure_ex_realized_vol_mul,P7_cross_symbol_relative,SafeDivZScore,H72,cross_symbol_rank,FundingCore,lag_stable,F4_basis_dislocation,cs_z_mark_index_ratio;cs_z_ret_12,basis;price,"Sub(Decay(ResidualizeVsFundingCore(cross_symbol_rank(SafeDiv(SafeDiv(ZScore(TSMean(cs_z_ret_12,30)),Clip(Abs(ZScore(TSMean(cs_z_mark_index_ratio,60))),0.2,1.5)),Clip(Abs(ZScore(TSStd(cs_z_mark_index_ratio,10))),0.05,6.0)))),24),ZScore(TSStd(cs_z_ret_12,24)))",c7df3b4662f60550,72,generated_candidate,original,0.27640000000000003,False,False,selected_for_strict_replay
a7o_l1_C0007_0872,C0007,872,H06_liquidity_structure_ex_realized_vol_mul,P7_cross_symbol_relative,SafeDivZScore,H72,cross_symbol_rank,FundingCore,lag_stable,F4_basis_dislocation,cs_z_premium_index;cs_z_ret_6,basis;price,"Sub(Decay(ResidualizeVsFundingCore(cross_symbol_rank(TSRank(Sub(TSMean(SafeDiv(ZScore(TSMean(cs_z_premium_index,24)),Clip(Abs(ZScore(TSMean(cs_z_ret_6,48))),0.02,2.5)),24),TSMean(cs_z_premium_index,30)),36))),8),ZScore(TSStd(cs_z_premium_index,8)))",91be6d5ffa6323c5,72,generated_candidate,original,0.27640000000000003,False,False,selected_for_strict_replay
a7o_l1_C0007_0949,C0007,949,H06_liquidity_structure_ex_realized_vol_mul,P7_cross_symbol_relative,SafeDivZScore,H72,cross_symbol_rank,FundingCore,lag_stable,F4_basis_dislocation,cs_z_premium_index;cs_z_ret_12,basis;price,"Sub(Decay(ResidualizeVsFundingCore(cross_symbol_rank(RegimeMaskNonMay(F5_funding_neutral,Add(SafeDiv(ZScore(TSMean(cs_z_ret_12,48)),Clip(Abs(ZScore(TSMean(cs_z_premium_index,84))),0.05,4.0)),ZScore(TSMean(cs_z_premium_index,60)))))),36),ZScore(TSStd(cs_z_ret_12,36)))",95a0c7d176be7c4f,72,generated_candidate,original,0.27640000000000003,False,False,selected_for_strict_replay
a7o_l1_C0007_1163,C0007,1163,H06_liquidity_structure_ex_realized_vol_mul,P7_cross_symbol_relative,SafeDivZScore,H72,cross_symbol_rank,FundingCore,lag_stable,F4_basis_dislocation,cs_z_premium_index;cs_z_ret_6,basis;price,"Sub(Decay(ResidualizeVsFundingCore(cross_symbol_rank(WinsorZScore(SafeDiv(ZScore(TSMean(cs_z_premium_index,72)),Clip(Abs(ZScore(TSMean(cs_z_ret_6,24))),0.2,3.0)),3.0))),60),ZScore(TSStd(cs_z_premium_index,60)))",035decb36e9ef681,72,generated_candidate,original,0.27640000000000003,False,False,selected_for_strict_replay
a7o_l1_C0007_1260,C0007,1260,H06_liquidity_structure_ex_realized_vol_mul,P7_cross_symbol_relative,SafeDivZScore,H72,cross_symbol_rank,FundingCore,lag_stable,F4_basis_dislocation,cs_z_mark_index_ratio;cs_z_ret_6,basis;price,"Sub(Decay(ResidualizeVsFundingCore(cross_symbol_rank(Sub(WinsorZScore(TSMean(cs_z_mark_index_ratio,4),1.25),WinsorZScore(TSMean(cs_z_ret_6,10),1.25)))),4),ZScore(TSStd(cs_z_mark_index_ratio,4)))",c988ff79299ca477,72,generated_candidate,original,0.27640000000000003,False,False,selected_for_strict_replay
a7o_l1_C0007_1454,C0007,1454,H06_liquidity_structure_ex_realized_vol_mul,P7_cross_symbol_relative,SafeDivZScore,H72,cross_symbol_rank,FundingCore,lag_stable,F4_basis_dislocation,cs_z_premium_index;cs_z_ret_6,basis;price,"Sub(Decay(ResidualizeVsFundingCore(cross_symbol_rank(Mul(SafeDiv(ZScore(TSMean(cs_z_premium_index,24)),Clip(Abs(ZScore(TSMean(cs_z_ret_6,48))),0.05,3.0)),SafeDiv(ZScore(TSMean(cs_z_premium_index,36)),Clip(Abs(ZScore(TSMean(cs_z_ret_6,72))),0.1,4.0))))),12),ZScore(TSStd(cs_z_premium_index,12)))",e30ac6f15c56a095,72,generated_candidate,original,0.27640000000000003,False,False,selected_for_strict_replay
a7o_l1_C0007_1551,C0007,1551,H06_liquidity_structure_ex_realized_vol_mul,P7_cross_symbol_relative,SafeDivZScore,H72,cross_symbol_rank,FundingCore,lag_stable,F4_basis_dislocation,cs_z_mark_index_ratio;cs_z_ret_6,basis;price,"Sub(Decay(ResidualizeVsFundingCore(cross_symbol_rank(Abs(Sub(SafeDiv(ZScore(TSMean(cs_z_mark_index_ratio,30)),Clip(Abs(ZScore(TSMean(cs_z_ret_6,60))),0.2,2.0)),ZScore(TSMean(cs_z_mark_index_ratio,20)))))),24),ZScore(TSStd(cs_z_mark_index_ratio,24)))",23d55dd828f438ce,72,generated_candidate,original,0.27640000000000003,False,False,selected_for_strict_replay
a7o_l1_C0007_1648,C0007,1648,H06_liquidity_structure_ex_realized_vol_mul,P7_cross_symbol_relative,SafeDivZScore,H72,cross_symbol_rank,FundingCore,lag_stable,F4_basis_dislocation,cs_z_premium_index;cs_z_taker_imbalance,basis;flow,"Sub(Decay(ResidualizeVsFundingCore(cross_symbol_rank(ResidualizeVsFundingCore(Add(SafeDiv(ZScore(TSMean(cs_z_taker_imbalance,24)),Clip(Abs(ZScore(TSMean(cs_z_premium_index,48))),0.02,3.0)),Rank(TSMean(cs_z_taker_imbalance,20)))))),24),ZScore(TSStd(cs_z_taker_imbalance,24)))",7e2e5190d1ca3268,72,generated_candidate,original,0.27640000000000003,False,False,selected_for_strict_replay
