candidate_id,cell_id,ordinal,hypothesis_family,feature_family_set,operator_motif,temporal_horizon_class,normalization_scope,residualization_target,turnover_class,regime_fold_target,source_fields,source_field_families,expression,expr_hash,horizon,object_type,signal_mode,static_score,may_used_for_generation,may_used_for_static_score,selection_status,execution_lag_1bar_raw_10bp__fresh_forward_2026May,execution_lag_1bar_raw_10bp__recent_oos_2025H2_2026Apr,execution_lag_1bar_raw_10bp__validation_2025H1,raw_10bp__fresh_forward_2026May,raw_10bp__recent_oos_2025H2_2026Apr,raw_10bp__validation_2025H1,raw_20bp__fresh_forward_2026May,raw_20bp__recent_oos_2025H2_2026Apr,raw_20bp__validation_2025H1,residual_vs_core4_10bp__fresh_forward_2026May,residual_vs_core4_10bp__recent_oos_2025H2_2026Apr,residual_vs_core4_10bp__validation_2025H1,residual_vs_funding_10bp__fresh_forward_2026May,residual_vs_funding_10bp__recent_oos_2025H2_2026Apr,residual_vs_funding_10bp__validation_2025H1,execution_lag_1bar_raw_10bp__fresh_forward_2026May__gross_exposure,execution_lag_1bar_raw_10bp__recent_oos_2025H2_2026Apr__gross_exposure,execution_lag_1bar_raw_10bp__validation_2025H1__gross_exposure,raw_10bp__fresh_forward_2026May__gross_exposure,raw_10bp__recent_oos_2025H2_2026Apr__gross_exposure,raw_10bp__validation_2025H1__gross_exposure,raw_20bp__fresh_forward_2026May__gross_exposure,raw_20bp__recent_oos_2025H2_2026Apr__gross_exposure,raw_20bp__validation_2025H1__gross_exposure,residual_vs_core4_10bp__fresh_forward_2026May__gross_exposure,residual_vs_core4_10bp__recent_oos_2025H2_2026Apr__gross_exposure,residual_vs_core4_10bp__validation_2025H1__gross_exposure,residual_vs_funding_10bp__fresh_forward_2026May__gross_exposure,residual_vs_funding_10bp__recent_oos_2025H2_2026Apr__gross_exposure,residual_vs_funding_10bp__validation_2025H1__gross_exposure,execution_lag_1bar_raw_10bp__fresh_forward_2026May__active_hour_count,execution_lag_1bar_raw_10bp__recent_oos_2025H2_2026Apr__active_hour_count,execution_lag_1bar_raw_10bp__validation_2025H1__active_hour_count,raw_10bp__fresh_forward_2026May__active_hour_count,raw_10bp__recent_oos_2025H2_2026Apr__active_hour_count,raw_10bp__validation_2025H1__active_hour_count,raw_20bp__fresh_forward_2026May__active_hour_count,raw_20bp__recent_oos_2025H2_2026Apr__active_hour_count,raw_20bp__validation_2025H1__active_hour_count,residual_vs_core4_10bp__fresh_forward_2026May__active_hour_count,residual_vs_core4_10bp__recent_oos_2025H2_2026Apr__active_hour_count,residual_vs_core4_10bp__validation_2025H1__active_hour_count,residual_vs_funding_10bp__fresh_forward_2026May__active_hour_count,residual_vs_funding_10bp__recent_oos_2025H2_2026Apr__active_hour_count,residual_vs_funding_10bp__validation_2025H1__active_hour_count,min_fold_component,positive_fold_rate,mean_turnover,mean_gross_exposure,pilot_rank_score,candidate_decision,reject_reasons,liquidity_volatility_flag,diversity_adjusted_rank_score,deep_selection_stage,deep_audit_status,deep_selection_policy,liquidity_volatility_deep_cap,liquidity_volatility_deep_forced_fill_count,return_corr_cluster
a7o_l1_C0017_0177,C0017,177,H00_low_turnover_robust,P2_liquidity,TSStdZScore,H72,cross_symbol_zscore,none,medium_turnover,F2_low_liquidity,number_of_trades;quote_volume_mean_6,liquidity,"TSMean(Clip(Clip(cross_symbol_zscore(ResidualizeVsCore4(Sub(ZScore(TSStd(quote_volume_mean_6,96)),ZScore(TSMean(number_of_trades,10))))),-4.0,4.0),-3.0,3.0),20)",e4802d7ef87b6f9e,72,generated_candidate,original,0.1822,False,False,selected_for_strict_replay,18.73311401000984,1.649891303602677,6.462645904115135,18.232074656098135,1.6602544822019027,6.489444385678296,18.14644057635923,1.5670337906361032,6.413160528536067,26.33087085094726,9.540226408676109,14.33729646589177,26.598359589915884,9.570652692650174,14.240227104095187,0.41027474755986876,0.4154567432275796,0.35674770813906687,0.40830367277003077,0.4149820667720175,0.3566459766526968,0.40830367277003077,0.4149820667720175,0.3566459766526968,0.40830367277003077,0.4149820667720175,0.3566459766526968,0.40830367277003077,0.4149820667720175,0.3566459766526968,367,7248,4296,367,7248,4296,367,7248,4296,367,7248,4296,367,7248,4296,-1.1829718240100837,0.9538461538461539,0.009846234249430885,0.39066579174679383,-0.23158722872628754,A7O_PILOT_RESEARCH_CANDIDATE,,False,-0.23158722872628754,cell_quota,selected_for_deep_audit,global_liquidity_volatility_cap_15pct,28,0,rc_008
a7o_l1_C0036_0678,C0036,678,H06_liquidity_structure_ex_realized_vol_mul,P3_trade_size,TSStdZScore,H48,same_symbol_rank,FundingCore_and_Core4,low_turnover,F9_liquidity_shock,avg_trade_size_quote;number_of_trades,liquidity,"Sub(TSMean(ResidualizeVsCore4(ResidualizeVsFundingCore(RollingMin(Add(ZScore(TSStd(number_of_trades,24)),Rank(TSMean(avg_trade_size_quote,12))),60))),30),ZScore(TSStd(number_of_trades,30)))",07c8dcaea61301a8,48,generated_candidate,original,0.1998,False,False,selected_for_strict_replay,20.0907125544285,2.2313301216887758,3.0056904569815335,20.110954234573345,2.127077373314978,2.9792889795940756,19.946947197776876,1.909889834899937,2.756487768480064,22.44484127977167,4.124738721298759,4.927597859574012,22.458566930695877,4.163205324049311,4.906359595804734,0.428046821592426,0.4521690328782302,0.4015481751455873,0.42402972839879405,0.4516703477457185,0.40088365640986495,0.42402972839879405,0.4516703477457185,0.40088365640986495,0.42402972839879405,0.4516703477457185,0.40088365640986495,0.42402972839879405,0.4516703477457185,0.40088365640986495,391,7248,4296,391,7248,4296,391,7248,4296,391,7248,4296,391,7248,4296,-0.0009484839976166844,0.9846153846153847,0.02488626082694202,0.42750956569304616,0.9774453354110324,A7O_PILOT_RESEARCH_CANDIDATE,,False,0.9774453354110324,cell_quota,selected_for_deep_audit,global_liquidity_volatility_cap_15pct,28,0,rc_020
a7o_l1_C0050_1163,C0050,1163,H05_volatility_structure_ex_liquidity_mul,P3_trade_size,ZScore,spread_6_vs_24,cross_symbol_zscore,FundingCore,low_turnover,F10_volatility_compression,avg_trade_size_quote;quote_asset_volume,liquidity,"Sub(TSMean(ResidualizeVsFundingCore(cross_symbol_zscore(WinsorZScore(ZScore(Decay(avg_trade_size_quote,36)),3.0))),60),Rank(TSMean(quote_asset_volume,60)))",a5d5230ac3b2470e,48,generated_candidate,original,0.2039,False,False,selected_for_strict_replay,5.474049460916488,5.029894461251091,4.594677841573338,6.105010221301943,5.013148113742174,4.683204642048134,6.050611182840405,4.957851389782714,4.645953189256238,11.35922560426218,9.761756148746423,9.357597735513918,11.71354001733943,9.826558769947662,9.218227430781122,0.4699519230769231,0.4211210655973684,0.3404551764085842,0.4699519230769231,0.42181676090220743,0.34153954305189216,0.4699519230769231,0.42181676090220743,0.34153954305189216,0.4699519230769231,0.42181676090220743,0.34153954305189216,0.4699519230769231,0.42181676090220743,0.34153954305189216,391,7248,4296,391,7248,4296,391,7248,4296,391,7248,4296,391,7248,4296,0.023608693074074868,1.0,0.005480917649932341,0.3905213077211022,1.0222384636615918,A7O_PILOT_RESEARCH_CANDIDATE,,False,1.0222384636615918,cell_quota,selected_for_deep_audit,global_liquidity_volatility_cap_15pct,28,0,rc_032
a7o_l1_C0078_1648,C0078,1648,H12_horizon_ensemble_stability,P0_price_return,SafeDivZScore,H72,same_symbol_zscore,none,medium_turnover,F10_volatility_compression,ret_12;ret_24,price,"Add(Clip(ResidualizeVsFundingCore(Add(SafeDiv(ZScore(TSMean(ret_24,24)),Clip(Abs(ZScore(TSMean(ret_12,48))),0.02,3.0)),Rank(TSMean(ret_24,20)))),-4.0,4.0),HorizonSpread(ret_24,24,4))",9cd29e12b20b6bfa,72,generated_candidate,original,0.1996,False,False,selected_for_strict_replay,1.813894324968893,0.9053313550145689,4.308657888172781,1.719628187409983,0.9520277198361422,4.249014024664518,1.265881319789335,0.46018570489631183,3.879097981144953,1.4888470521471144,0.8582385509612496,4.175333050059002,1.578344746795936,0.8445484558699932,4.1533703110923135,0.3529846227644354,0.3694059397947296,0.2882138926746287,0.3512804757830832,0.36953895620239546,0.28877864315792195,0.3512804757830832,0.36953895620239546,0.28877864315792195,0.3512804757830832,0.36953895620239546,0.28877864315792195,0.3512804757830832,0.36953895620239546,0.28877864315792195,367,7248,4296,367,7248,4296,367,7248,4296,367,7248,4296,367,7248,4296,-2.0,0.9230769230769231,0.050125508838781085,0.3364824116557729,-1.0894544541327722,A7O_PILOT_RESEARCH_CANDIDATE,,False,-1.0894544541327722,cell_quota,selected_for_deep_audit,global_liquidity_volatility_cap_15pct,28,0,rc_040
a7o_l1_C0078_2032,C0078,2032,H12_horizon_ensemble_stability,P0_price_return,SafeDivZScore,H72,same_symbol_zscore,none,medium_turnover,F10_volatility_compression,ret_12;ret_24,price,"Add(Clip(ResidualizeVsFundingCore(Add(SafeDiv(ZScore(TSMean(ret_24,24)),Clip(Abs(ZScore(TSMean(ret_12,48))),0.02,2.5)),Rank(TSMean(ret_24,24)))),-4.0,4.0),HorizonSpread(ret_24,12,20))",aa8bfe9cf3fc9d7b,72,generated_candidate,original,0.1956,False,False,selected_for_strict_replay,1.544255026206923,0.8681162099135393,4.313085440502729,1.3814642841696698,0.901633938773411,4.207911915233138,0.9054442402111059,0.40661898740489166,3.836086641964483,1.3419943924076545,0.9827562384679164,4.306735188766579,1.437415668091326,0.9710519488995055,4.282044873300111,0.352512703571542,0.36908757243091794,0.28836350490567786,0.3509711716463099,0.36931908865563406,0.2888027273196404,0.3509711716463099,0.36931908865563406,0.2888027273196404,0.3509711716463099,0.36931908865563406,0.2888027273196404,0.3509711716463099,0.36931908865563406,0.2888027273196404,367,7248,4296,367,7248,4296,367,7248,4296,367,7248,4296,367,7248,4296,-2.0,0.9230769230769231,0.0505376733743409,0.3364052838093334,-1.089557495266662,A7O_PILOT_RESEARCH_CANDIDATE,,False,-1.089557495266662,cell_quota,selected_for_deep_audit,global_liquidity_volatility_cap_15pct,28,0,rc_040
a7o_l1_C0078_0752,C0078,752,H12_horizon_ensemble_stability,P0_price_return,SafeDivZScore,H72,same_symbol_zscore,none,medium_turnover,F10_volatility_compression,ret_12;ret_24,price,"Add(Clip(ResidualizeVsFundingCore(Add(SafeDiv(ZScore(TSMean(ret_24,24)),Clip(Abs(ZScore(TSMean(ret_12,48))),0.02,2.5)),Rank(TSMean(ret_24,24)))),-4.0,4.0),HorizonSpread(ret_24,3,6))",e72e8b4d04816191,72,generated_candidate,original,0.17659999999999998,False,False,selected_for_strict_replay,1.8425640222463153,0.7453455375023009,4.452326315320771,1.6660122698987696,0.7948486337723768,4.338670432290308,1.1819289012928,0.29532231774896484,3.9636810139171406,1.6806375254009815,0.9386840253243979,4.501471771888536,1.7748151958699514,0.9259751866376068,4.47761295457944,0.3532794594491819,0.36894336352490287,0.28861560511913603,0.35177058283778595,0.3691151810953107,0.2892340266081993,0.35177058283778595,0.3691151810953107,0.2892340266081993,0.35177058283778595,0.3691151810953107,0.2892340266081993,0.35177058283778595,0.3691151810953107,0.2892340266081993,367,7248,4296,367,7248,4296,367,7248,4296,367,7248,4296,367,7248,4296,-2.0,0.9230769230769231,0.05077462993906376,0.33640161131059504,-1.089616734407843,A7O_PILOT_RESEARCH_CANDIDATE,,False,-1.089616734407843,cell_quota,selected_for_deep_audit,global_liquidity_volatility_cap_15pct,28,0,rc_040
a7o_l1_C0137_0775,C0137,775,H06_liquidity_structure_ex_realized_vol_mul,P7_cross_symbol_relative,SafeDivZScore,H48,cross_symbol_rank,FundingCore_and_Core4,medium_turnover,F7_trend_reversal,cs_z_mark_index_ratio;cs_z_ret_12,basis;price,"Sub(Clip(ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_rank(SafeDiv(SafeDiv(ZScore(TSMean(cs_z_ret_12,60)),Clip(Abs(ZScore(TSMean(cs_z_mark_index_ratio,12))),0.2,1.5)),Clip(Abs(ZScore(TSStd(cs_z_mark_index_ratio,10))),0.05,6.0))))),-4.0,4.0),ZScore(TSStd(cs_z_ret_12,24)))",41ccdd457cdfef11,48,generated_candidate,original,0.2826,False,False,selected_for_strict_replay,2.4705607523798427,3.498608061036809,2.3148381264807223,2.6206394549268794,3.594611340710383,2.2518575785468538,2.2484419020505575,3.1810639387660364,1.9178946231992933,7.027816355787324,7.702168858569816,6.315435840402381,7.1875737763802645,7.739523559058641,6.249011017834003,0.43118168672593615,0.441057477018041,0.3417011307609912,0.43062365784638157,0.439496951313913,0.3420820244231087,0.43062365784638157,0.439496951313913,0.3420820244231087,0.43062365784638157,0.439496951313913,0.3420820244231087,0.43062365784638157,0.439496951313913,0.3420820244231087,391,7248,4296,391,7248,4296,391,7248,4296,391,7248,4296,391,7248,4296,-2.0,0.9230769230769231,0.043540879354158804,0.4001803652371459,-1.0878082967616165,A7O_PILOT_RESEARCH_CANDIDATE,,False,-1.0878082967616165,cell_quota,selected_for_deep_audit,global_liquidity_volatility_cap_15pct,28,0,rc_061
a7o_l1_C0147_1648,C0147,1648,H02_cross_symbol_dispersion_reversal,P3_trade_size,ZScore,H72,cross_symbol_rank,none,medium_turnover,F9_liquidity_shock,avg_trade_size_quote;number_of_trades,liquidity,"Neg(CrossSymbolZScore(Clip(cross_symbol_rank(ResidualizeVsFundingCore(Add(ZScore(Decay(avg_trade_size_quote,24)),Rank(TSMean(avg_trade_size_quote,20))))),-4.0,4.0)))",55b72f0930302b88,72,generated_candidate,original,0.2041,False,False,selected_for_strict_replay,6.627313865771423,2.8636868952179455,7.871151209808924,7.191248197725796,2.8182523447495353,7.8297875632405285,6.995996614640655,2.668546173285102,7.716042235461135,7.722513564278562,3.079753364413441,8.051691560997106,7.95481596506589,3.1152305110059277,7.963402935767692,0.4128073474630118,0.41239737417713074,0.33217077925424754,0.41671124620807226,0.4128222999797778,0.3310949585840816,0.41671124620807226,0.4128222999797778,0.3310949585840816,0.41671124620807226,0.4128222999797778,0.3310949585840816,0.41671124620807226,0.4128222999797778,0.3310949585840816,367,7248,4296,367,7248,4296,367,7248,4296,367,7248,4296,367,7248,4296,-0.595428745575985,0.8769230769230769,0.01544751074961262,0.37846049270121385,0.27763245365968875,A7O_PILOT_RESEARCH_CANDIDATE,,False,0.27763245365968875,cell_quota,selected_for_deep_audit,global_liquidity_volatility_cap_15pct,28,0,rc_065
a7o_l1_C0164_1454,C0164,1454,H01_cross_symbol_relative_strength,P14_horizon_spread,ClipRank,H12,cross_symbol_rank,FundingCore_and_Core4,low_turnover,F3_high_liquidity_high_vol,realized_vol_6;ret_6,price;volatility,"CrossSymbolRank(TSMean(ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_rank(Mul(SafeDiv(ZScore(TSMean(realized_vol_6,24)),Clip(Abs(ZScore(TSMean(ret_6,48))),0.05,3.0)),Clip(Rank(TSMean(realized_vol_6,24)),-4.0,4.0))))),12))",3a8c73f40f41e4e7,12,generated_candidate,original,0.2846,False,False,selected_for_strict_replay,0.37749537351365114,1.4979613121858668,1.2842944283521327,0.34214082768392257,1.5691052333732984,1.1149419382316073,0.13682832768392267,1.357095023660274,0.9082680333286887,1.2666219936472387,1.9497637307634565,1.4157761060929113,1.631298173088148,2.019121983105822,1.2711579866151408,0.5,0.5,0.49280706311592437,0.5,0.5,0.4899989107237911,0.5,0.5,0.4899989107237911,0.5,0.5,0.4899989107237911,0.5,0.5,0.4899989107237911,416,7248,4296,416,7248,4296,416,7248,4296,416,7248,4296,416,7248,4296,0.6110029999659368,1.0,0.023989014244986506,0.4956110717116796,1.60500574640469,A7O_PILOT_RESEARCH_CANDIDATE,,False,1.60500574640469,cell_quota,selected_for_deep_audit,global_liquidity_volatility_cap_15pct,28,0,rc_069
a7o_l1_C0169_0373,C0169,373,H14_open_ast_cem_diversity,P3_trade_size,WinsorZScore,H48,same_symbol_rank,FundingCore,lag_stable,F8_low_vol_high_liquidity,avg_trade_size_quote;quote_asset_volume,liquidity,"SafeDiv(Decay(ResidualizeVsFundingCore(RegimeMaskNonMay(F5_funding_neutral,Add(WinsorZScore(TSMean(avg_trade_size_quote,16),3.0),ZScore(TSMean(quote_asset_volume,60))))),24),Clip(Abs(TSMean(quote_asset_volume,30)),0.05,4.0))",86f94330fb68c5c3,48,generated_candidate,original,0.20870000000000002,False,False,selected_for_strict_replay,11.312463316309998,4.442684361233399,6.546942088541444,11.312463316309998,4.403066182492111,6.51470852488206,11.312463316309998,4.326522148473505,6.45963939018479,11.312463316309998,4.403066182492111,6.51470852488206,11.312463316309998,4.403066182492111,6.51470852488206,0.4699519230769231,0.473272727076536,0.38773935347719485,0.4699519230769231,0.47395839002404133,0.3884619719848747,0.4699519230769231,0.47395839002404133,0.3884619719848747,0.4699519230769231,0.47395839002404133,0.3884619719848747,0.4699519230769231,0.47395839002404133,0.3884619719848747,391,7248,4060,391,7248,4061,391,7248,4061,391,7248,4061,391,7248,4061,-0.698755359719458,0.9230769230769231,0.008133026410766806,0.4383604211772007,0.2222883067547734,A7O_PILOT_RESEARCH_CANDIDATE,,False,0.2222883067547734,cell_quota,selected_for_deep_audit,global_liquidity_volatility_cap_15pct,28,0,rc_075
