blueprint_id,label_family,label_horizon_h,control,split,control_oriented_mean_spread,control_ratio_to_original
a7ff7e_b38081e93d4f200f,L0_raw_forward_return,1,one_bar_lag,validation_2025H1,-0.00020276097028991855,0.1876687275387119
a7ff7e_b38081e93d4f200f,L0_raw_forward_return,1,one_bar_lag,test_2025H2,0.00010798316050469738,0.057047619251276056
a7ff7e_b38081e93d4f200f,L0_raw_forward_return,1,one_bar_lag,recent_oos_2026JanApr,0.0003290439966669846,0.18378802326848215
a7ff7e_b38081e93d4f200f,L0_raw_forward_return,1,wrong_lag_future_24h,validation_2025H1,4.792567494548521e-05,0.044358391166666906
a7ff7e_b38081e93d4f200f,L0_raw_forward_return,1,wrong_lag_future_24h,test_2025H2,3.192464415615871e-05,0.01686582367140284
a7ff7e_b38081e93d4f200f,L0_raw_forward_return,1,wrong_lag_future_24h,recent_oos_2026JanApr,-0.00010740896792181178,0.05999344189718293
a7ff7e_b38081e93d4f200f,L0_raw_forward_return,1,wrong_lag_stale_168h,validation_2025H1,3.188850865347284e-05,0.029514929986513307
a7ff7e_b38081e93d4f200f,L0_raw_forward_return,1,wrong_lag_stale_168h,test_2025H2,0.00011892679437591225,0.06282915273661312
a7ff7e_b38081e93d4f200f,L0_raw_forward_return,1,wrong_lag_stale_168h,recent_oos_2026JanApr,8.485799182680073e-05,0.04739756000521972
a7ff7e_b38081e93d4f200f,L0_raw_forward_return,1,time_shuffle,validation_2025H1,-6.5852400908258e-05,0.06095076516033207
a7ff7e_b38081e93d4f200f,L0_raw_forward_return,1,time_shuffle,test_2025H2,1.2376505205851804e-05,0.006538520944792644
a7ff7e_b38081e93d4f200f,L0_raw_forward_return,1,time_shuffle,recent_oos_2026JanApr,-0.00013934168958966659,0.07782951200441952
a7ff7e_b38081e93d4f200f,L0_raw_forward_return,1,symbol_shuffle,validation_2025H1,-6.541338218389177e-05,0.060544424209952555
a7ff7e_b38081e93d4f200f,L0_raw_forward_return,1,symbol_shuffle,test_2025H2,0.0002905816773776065,0.15351461112044149
a7ff7e_b38081e93d4f200f,L0_raw_forward_return,1,symbol_shuffle,recent_oos_2026JanApr,-3.406055464764122e-06,0.001902457444453414
a7ff7e_b38081e93d4f200f,L0_raw_forward_return,1,sign_flip,validation_2025H1,-0.0010990635651252252,1.0172562325791288
a7ff7e_b38081e93d4f200f,L0_raw_forward_return,1,sign_flip,test_2025H2,-0.0018824573798567664,0.994504248263339
a7ff7e_b38081e93d4f200f,L0_raw_forward_return,1,sign_flip,recent_oos_2026JanApr,-0.0017496497474114505,0.9772695194144366
a7ff7e_b38081e93d4f200f,L0_raw_forward_return,1,same_family_placebo,validation_2025H1,-4.7736966528689e-07,0.00044183729009520235
a7ff7e_b38081e93d4f200f,L0_raw_forward_return,1,same_family_placebo,test_2025H2,-7.965576708164226e-05,0.04208222699171858
a7ff7e_b38081e93d4f200f,L0_raw_forward_return,1,same_family_placebo,recent_oos_2026JanApr,-1.1269530864486029e-05,0.006294613552373177
a7ff7e_b38081e93d4f200f,L1_cross_sectional_relative_return,1,one_bar_lag,validation_2025H1,-0.00020276097028991858,0.1876687275387119
a7ff7e_b38081e93d4f200f,L1_cross_sectional_relative_return,1,one_bar_lag,test_2025H2,0.0001079831605046973,0.057047619251276015
a7ff7e_b38081e93d4f200f,L1_cross_sectional_relative_return,1,one_bar_lag,recent_oos_2026JanApr,0.0003290439966669846,0.18378802326848215
a7ff7e_b38081e93d4f200f,L1_cross_sectional_relative_return,1,wrong_lag_future_24h,validation_2025H1,4.792567494548518e-05,0.04435839116666688
a7ff7e_b38081e93d4f200f,L1_cross_sectional_relative_return,1,wrong_lag_future_24h,test_2025H2,3.19246441561587e-05,0.016865823671402835
a7ff7e_b38081e93d4f200f,L1_cross_sectional_relative_return,1,wrong_lag_future_24h,recent_oos_2026JanApr,-0.00010740896792181182,0.05999344189718295
a7ff7e_b38081e93d4f200f,L1_cross_sectional_relative_return,1,wrong_lag_stale_168h,validation_2025H1,3.188850865347287e-05,0.029514929986513328
a7ff7e_b38081e93d4f200f,L1_cross_sectional_relative_return,1,wrong_lag_stale_168h,test_2025H2,0.00011892679437591222,0.0628291527366131
