candidate_id,family_id,dataset,motif,primary_field,partner_field,window_h,operator,expression,candidate_role,executes_numeric,primary_field_available,partner_field_available,materialization_preflight_pass,numeric_probe_id,executes_numeric_in_core30,authorized_for_core30e_numeric_probe
a7ffcore29e_0275,F1b_taker_flow_market_panel,top498_replay_v2,low_turnover_flow_state,trade_volume,mark_index_basis_bps,4,SpreadShortLong,"Sub(ZScore(Mean(trade_volume,4)),ZScore(Mean(mark_index_basis_bps,16)))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0084,False,True
a7ffcore29e_0276,F1b_taker_flow_market_panel,top498_replay_v2,low_turnover_flow_state,kline_taker_buy_quote_share,premium_close_bps,8,SpreadShortLong,"Sub(ZScore(Mean(kline_taker_buy_quote_share,8)),ZScore(Mean(premium_close_bps,32)))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0085,False,True
a7ffcore29e_0277,F1b_taker_flow_market_panel,top498_replay_v2,low_turnover_flow_state,taker_buy_quote_volume,premium_close_bps,24,SpreadShortLong,"Sub(ZScore(Mean(taker_buy_quote_volume,24)),ZScore(Mean(premium_close_bps,96)))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0086,False,True
a7ffcore29e_0278,F1b_taker_flow_market_panel,top498_replay_v2,low_turnover_flow_state,trade_quote_volume,premium_close_bps,72,SpreadShortLong,"Sub(ZScore(Mean(trade_quote_volume,72)),ZScore(Mean(premium_close_bps,288)))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0087,False,True
a7ffcore29e_0220,F1b_taker_flow_market_panel,top498_replay_v2,low_turnover_flow_state,kline_taker_buy_quote_share,trade_quote_volume,4,TSRank,"TSRank(kline_taker_buy_quote_share,4)*ZScore(Delta(trade_quote_volume,4))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0088,False,True
a7ffcore29e_0221,F1b_taker_flow_market_panel,top498_replay_v2,low_turnover_flow_state,taker_buy_quote_volume,trade_quote_volume,8,TSRank,"TSRank(taker_buy_quote_volume,8)*ZScore(Delta(trade_quote_volume,8))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0089,False,True
a7ffcore29e_0222,F1b_taker_flow_market_panel,top498_replay_v2,low_turnover_flow_state,trade_quote_volume,trade_quote_volume,24,TSRank,"TSRank(trade_quote_volume,24)*ZScore(Delta(trade_quote_volume,24))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0090,False,True
a7ffcore29e_0272,F1b_taker_flow_market_panel,top498_replay_v2,low_turnover_flow_state,kline_taker_buy_quote_share,mark_index_basis_bps,24,TSRank,"TSRank(kline_taker_buy_quote_share,24)*ZScore(Delta(mark_index_basis_bps,24))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0091,False,True
a7ffcore29e_0208,F1b_taker_flow_market_panel,top498_replay_v2,low_turnover_flow_state,kline_taker_buy_quote_share,mark_index_basis_bps,72,WinsorZ,"Clip(ZScore(Delta(kline_taker_buy_quote_share,72)),-3,3)*Sign(Delta(mark_index_basis_bps,72))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0092,False,True
a7ffcore29e_0280,F1b_taker_flow_market_panel,top498_replay_v2,low_turnover_flow_state,kline_taker_buy_quote_share,funding_rate,4,WinsorZ,"Clip(ZScore(Delta(kline_taker_buy_quote_share,4)),-3,3)*Sign(Delta(funding_rate,4))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0093,False,True
a7ffcore29e_0281,F1b_taker_flow_market_panel,top498_replay_v2,low_turnover_flow_state,taker_buy_quote_volume,funding_rate,8,WinsorZ,"Clip(ZScore(Delta(taker_buy_quote_volume,8)),-3,3)*Sign(Delta(funding_rate,8))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0094,False,True
a7ffcore29e_0282,F1b_taker_flow_market_panel,top498_replay_v2,low_turnover_flow_state,trade_quote_volume,funding_rate,24,WinsorZ,"Clip(ZScore(Delta(trade_quote_volume,24)),-3,3)*Sign(Delta(funding_rate,24))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0095,False,True
a7ffcore29e_0215,F1b_taker_flow_market_panel,top498_replay_v2,low_turnover_flow_state,trade_volume,premium_close_bps,4,ZScore,"ZScore(trade_volume,4)*ZScore(Delta(premium_close_bps,4))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0096,False,True
a7ffcore29e_0216,F1b_taker_flow_market_panel,top498_replay_v2,low_turnover_flow_state,kline_taker_buy_quote_share,funding_rate,8,ZScore,"ZScore(kline_taker_buy_quote_share,8)*ZScore(Delta(funding_rate,8))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0097,False,True
a7ffcore29e_0217,F1b_taker_flow_market_panel,top498_replay_v2,low_turnover_flow_state,taker_buy_quote_volume,funding_rate,24,ZScore,"ZScore(taker_buy_quote_volume,24)*ZScore(Delta(funding_rate,24))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0098,False,True
a7ffcore29e_0218,F1b_taker_flow_market_panel,top498_replay_v2,low_turnover_flow_state,trade_quote_volume,funding_rate,72,ZScore,"ZScore(trade_quote_volume,72)*ZScore(Delta(funding_rate,72))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0099,False,True
a7ffcore29e_0160,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_basis,kline_taker_buy_quote_share,mark_index_basis_bps,4,Delta,"Delta(kline_taker_buy_quote_share,4)*ZScore(Delta(mark_index_basis_bps,4))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0100,False,True
a7ffcore29e_0161,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_basis,taker_buy_quote_volume,mark_index_basis_bps,8,Delta,"Delta(taker_buy_quote_volume,8)*ZScore(Delta(mark_index_basis_bps,8))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0101,False,True
a7ffcore29e_0235,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_basis,trade_volume,funding_rate,4,Delta,"Delta(trade_volume,4)*ZScore(Delta(funding_rate,4))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0102,False,True
a7ffcore29e_0236,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_basis,kline_taker_buy_quote_share,trade_quote_volume,8,Delta,"Delta(kline_taker_buy_quote_share,8)*ZScore(Delta(trade_quote_volume,8))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0103,False,True
a7ffcore29e_0175,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_basis,trade_volume,trade_quote_volume,4,SpreadShortLong,"Sub(ZScore(Mean(trade_volume,4)),ZScore(Mean(trade_quote_volume,16)))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0104,False,True
a7ffcore29e_0225,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_basis,taker_buy_quote_volume,mark_index_basis_bps,4,SpreadShortLong,"Sub(ZScore(Mean(taker_buy_quote_volume,4)),ZScore(Mean(mark_index_basis_bps,16)))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0105,False,True
a7ffcore29e_0226,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_basis,trade_quote_volume,mark_index_basis_bps,8,SpreadShortLong,"Sub(ZScore(Mean(trade_quote_volume,8)),ZScore(Mean(mark_index_basis_bps,32)))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0106,False,True
a7ffcore29e_0300,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_basis,kline_taker_buy_quote_share,trade_quote_volume,4,SpreadShortLong,"Sub(ZScore(Mean(kline_taker_buy_quote_share,4)),ZScore(Mean(trade_quote_volume,16)))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0107,False,True
a7ffcore29e_0170,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_basis,trade_quote_volume,funding_rate,4,TSRank,"TSRank(trade_quote_volume,4)*ZScore(Delta(funding_rate,4))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0108,False,True
a7ffcore29e_0171,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_basis,trade_volume,funding_rate,8,TSRank,"TSRank(trade_volume,8)*ZScore(Delta(funding_rate,8))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0109,False,True
a7ffcore29e_0295,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_basis,trade_volume,premium_close_bps,4,TSRank,"TSRank(trade_volume,4)*ZScore(Delta(premium_close_bps,4))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0110,False,True
a7ffcore29e_0296,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_basis,kline_taker_buy_quote_share,funding_rate,8,TSRank,"TSRank(kline_taker_buy_quote_share,8)*ZScore(Delta(funding_rate,8))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0111,False,True
a7ffcore29e_0230,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_basis,trade_quote_volume,premium_close_bps,4,WinsorZ,"Clip(ZScore(Delta(trade_quote_volume,4)),-3,3)*Sign(Delta(premium_close_bps,4))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0112,False,True
a7ffcore29e_0231,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_basis,trade_volume,premium_close_bps,8,WinsorZ,"Clip(ZScore(Delta(trade_volume,8)),-3,3)*Sign(Delta(premium_close_bps,8))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0113,False,True
a7ffcore29e_0232,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_basis,kline_taker_buy_quote_share,funding_rate,24,WinsorZ,"Clip(ZScore(Delta(kline_taker_buy_quote_share,24)),-3,3)*Sign(Delta(funding_rate,24))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0114,False,True
a7ffcore29e_0233,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_basis,taker_buy_quote_volume,funding_rate,72,WinsorZ,"Clip(ZScore(Delta(taker_buy_quote_volume,72)),-3,3)*Sign(Delta(funding_rate,72))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0115,False,True
a7ffcore29e_0165,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_basis,taker_buy_quote_volume,premium_close_bps,4,ZScore,"ZScore(taker_buy_quote_volume,4)*ZScore(Delta(premium_close_bps,4))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0116,False,True
a7ffcore29e_0166,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_basis,trade_quote_volume,premium_close_bps,8,ZScore,"ZScore(trade_quote_volume,8)*ZScore(Delta(premium_close_bps,8))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0117,False,True
a7ffcore29e_0290,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_basis,trade_quote_volume,mark_index_basis_bps,4,ZScore,"ZScore(trade_quote_volume,4)*ZScore(Delta(mark_index_basis_bps,4))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0118,False,True
a7ffcore29e_0291,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_basis,trade_volume,mark_index_basis_bps,8,ZScore,"ZScore(trade_volume,8)*ZScore(Delta(mark_index_basis_bps,8))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0119,False,True
a7ffcore29e_0260,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_liquidity,kline_taker_buy_quote_share,premium_close_bps,4,Delta,"Delta(kline_taker_buy_quote_share,4)*ZScore(Delta(premium_close_bps,4))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0120,False,True
a7ffcore29e_0261,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_liquidity,taker_buy_quote_volume,premium_close_bps,8,Delta,"Delta(taker_buy_quote_volume,8)*ZScore(Delta(premium_close_bps,8))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0121,False,True
a7ffcore29e_0262,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_liquidity,trade_quote_volume,premium_close_bps,24,Delta,"Delta(trade_quote_volume,24)*ZScore(Delta(premium_close_bps,24))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0122,False,True
a7ffcore29e_0263,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_liquidity,trade_volume,premium_close_bps,72,Delta,"Delta(trade_volume,72)*ZScore(Delta(premium_close_bps,72))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0123,False,True
a7ffcore29e_0200,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_liquidity,kline_taker_buy_quote_share,funding_rate,4,SpreadShortLong,"Sub(ZScore(Mean(kline_taker_buy_quote_share,4)),ZScore(Mean(funding_rate,16)))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0124,False,True
a7ffcore29e_0201,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_liquidity,taker_buy_quote_volume,funding_rate,8,SpreadShortLong,"Sub(ZScore(Mean(taker_buy_quote_volume,8)),ZScore(Mean(funding_rate,32)))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0125,False,True
a7ffcore29e_0202,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_liquidity,trade_quote_volume,funding_rate,24,SpreadShortLong,"Sub(ZScore(Mean(trade_quote_volume,24)),ZScore(Mean(funding_rate,96)))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0126,False,True
a7ffcore29e_0203,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_liquidity,trade_volume,funding_rate,72,SpreadShortLong,"Sub(ZScore(Mean(trade_volume,72)),ZScore(Mean(funding_rate,288)))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0127,False,True
a7ffcore29e_0195,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_liquidity,trade_volume,mark_index_basis_bps,4,TSRank,"TSRank(trade_volume,4)*ZScore(Delta(mark_index_basis_bps,4))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0128,False,True
a7ffcore29e_0196,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_liquidity,kline_taker_buy_quote_share,premium_close_bps,8,TSRank,"TSRank(kline_taker_buy_quote_share,8)*ZScore(Delta(premium_close_bps,8))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0129,False,True
a7ffcore29e_0270,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_liquidity,trade_quote_volume,trade_quote_volume,4,TSRank,"TSRank(trade_quote_volume,4)*ZScore(Delta(trade_quote_volume,4))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0130,False,True
a7ffcore29e_0271,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_liquidity,trade_volume,trade_quote_volume,8,TSRank,"TSRank(trade_volume,8)*ZScore(Delta(trade_quote_volume,8))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0131,False,True
a7ffcore29e_0205,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_liquidity,taker_buy_quote_volume,trade_quote_volume,4,WinsorZ,"Clip(ZScore(Delta(taker_buy_quote_volume,4)),-3,3)*Sign(Delta(trade_quote_volume,4))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0132,False,True
a7ffcore29e_0206,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_liquidity,trade_quote_volume,trade_quote_volume,8,WinsorZ,"Clip(ZScore(Delta(trade_quote_volume,8)),-3,3)*Sign(Delta(trade_quote_volume,8))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0133,False,True
a7ffcore29e_0207,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_liquidity,trade_volume,trade_quote_volume,24,WinsorZ,"Clip(ZScore(Delta(trade_volume,24)),-3,3)*Sign(Delta(trade_quote_volume,24))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0134,False,True
a7ffcore29e_0256,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_liquidity,kline_taker_buy_quote_share,mark_index_basis_bps,8,WinsorZ,"Clip(ZScore(Delta(kline_taker_buy_quote_share,8)),-3,3)*Sign(Delta(mark_index_basis_bps,8))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0135,False,True
a7ffcore29e_0192,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_liquidity,kline_taker_buy_quote_share,mark_index_basis_bps,24,ZScore,"ZScore(kline_taker_buy_quote_share,24)*ZScore(Delta(mark_index_basis_bps,24))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0136,False,True
a7ffcore29e_0265,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_liquidity,taker_buy_quote_volume,funding_rate,4,ZScore,"ZScore(taker_buy_quote_volume,4)*ZScore(Delta(funding_rate,4))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0137,False,True
a7ffcore29e_0266,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_liquidity,trade_quote_volume,funding_rate,8,ZScore,"ZScore(trade_quote_volume,8)*ZScore(Delta(funding_rate,8))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0138,False,True
a7ffcore29e_0267,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_liquidity,trade_volume,funding_rate,24,ZScore,"ZScore(trade_volume,24)*ZScore(Delta(funding_rate,24))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0139,False,True
a7ffcore29e_0185,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_vol,taker_buy_quote_volume,funding_rate,4,Delta,"Delta(taker_buy_quote_volume,4)*ZScore(Delta(funding_rate,4))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0140,False,True
a7ffcore29e_0186,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_vol,trade_quote_volume,funding_rate,8,Delta,"Delta(trade_quote_volume,8)*ZScore(Delta(funding_rate,8))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0141,False,True
a7ffcore29e_0310,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_vol,trade_quote_volume,premium_close_bps,4,Delta,"Delta(trade_quote_volume,4)*ZScore(Delta(premium_close_bps,4))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0142,False,True
a7ffcore29e_0311,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_vol,trade_volume,premium_close_bps,8,Delta,"Delta(trade_volume,8)*ZScore(Delta(premium_close_bps,8))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0143,False,True
a7ffcore29e_0176,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_vol,kline_taker_buy_quote_share,mark_index_basis_bps,8,SpreadShortLong,"Sub(ZScore(Mean(kline_taker_buy_quote_share,8)),ZScore(Mean(mark_index_basis_bps,32)))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0144,False,True
a7ffcore29e_0177,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_vol,taker_buy_quote_volume,mark_index_basis_bps,24,SpreadShortLong,"Sub(ZScore(Mean(taker_buy_quote_volume,24)),ZScore(Mean(mark_index_basis_bps,96)))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0145,False,True
a7ffcore29e_0250,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_vol,trade_quote_volume,funding_rate,4,SpreadShortLong,"Sub(ZScore(Mean(trade_quote_volume,4)),ZScore(Mean(funding_rate,16)))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0146,False,True
a7ffcore29e_0251,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_vol,trade_volume,funding_rate,8,SpreadShortLong,"Sub(ZScore(Mean(trade_volume,8)),ZScore(Mean(funding_rate,32)))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0147,False,True
a7ffcore29e_0245,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_vol,taker_buy_quote_volume,premium_close_bps,4,TSRank,"TSRank(taker_buy_quote_volume,4)*ZScore(Delta(premium_close_bps,4))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0148,False,True
a7ffcore29e_0246,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_vol,trade_quote_volume,premium_close_bps,8,TSRank,"TSRank(trade_quote_volume,8)*ZScore(Delta(premium_close_bps,8))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0149,False,True
a7ffcore29e_0247,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_vol,trade_volume,premium_close_bps,24,TSRank,"TSRank(trade_volume,24)*ZScore(Delta(premium_close_bps,24))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0150,False,True
a7ffcore29e_0248,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_vol,kline_taker_buy_quote_share,funding_rate,72,TSRank,"TSRank(kline_taker_buy_quote_share,72)*ZScore(Delta(funding_rate,72))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0151,False,True
a7ffcore29e_0180,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_vol,kline_taker_buy_quote_share,premium_close_bps,4,WinsorZ,"Clip(ZScore(Delta(kline_taker_buy_quote_share,4)),-3,3)*Sign(Delta(premium_close_bps,4))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0152,False,True
a7ffcore29e_0181,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_vol,taker_buy_quote_volume,premium_close_bps,8,WinsorZ,"Clip(ZScore(Delta(taker_buy_quote_volume,8)),-3,3)*Sign(Delta(premium_close_bps,8))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0153,False,True
a7ffcore29e_0255,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_vol,trade_volume,trade_quote_volume,4,WinsorZ,"Clip(ZScore(Delta(trade_volume,4)),-3,3)*Sign(Delta(trade_quote_volume,4))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0154,False,True
a7ffcore29e_0305,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_vol,taker_buy_quote_volume,mark_index_basis_bps,4,WinsorZ,"Clip(ZScore(Delta(taker_buy_quote_volume,4)),-3,3)*Sign(Delta(mark_index_basis_bps,4))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0155,False,True
a7ffcore29e_0190,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_vol,trade_quote_volume,trade_quote_volume,4,ZScore,"ZScore(trade_quote_volume,4)*ZScore(Delta(trade_quote_volume,4))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0156,False,True
a7ffcore29e_0191,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_vol,trade_volume,trade_quote_volume,8,ZScore,"ZScore(trade_volume,8)*ZScore(Delta(trade_quote_volume,8))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0157,False,True
a7ffcore29e_0240,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_vol,kline_taker_buy_quote_share,mark_index_basis_bps,4,ZScore,"ZScore(kline_taker_buy_quote_share,4)*ZScore(Delta(mark_index_basis_bps,4))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0158,False,True
a7ffcore29e_0315,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_vol,trade_volume,funding_rate,4,ZScore,"ZScore(trade_volume,4)*ZScore(Delta(funding_rate,4))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0159,False,True
a7ffcore29e_0370,F2a_basis_funding_independent,top498_replay_v2,H8_H24_dislocation,funding_rate,kline_taker_buy_quote_share,4,Delta,"Delta(funding_rate,4)*ZScore(Delta(kline_taker_buy_quote_share,4))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0160,False,True
a7ffcore29e_0371,F2a_basis_funding_independent,top498_replay_v2,H8_H24_dislocation,premium_close,kline_taker_buy_quote_share,8,Delta,"Delta(premium_close,8)*ZScore(Delta(kline_taker_buy_quote_share,8))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0161,False,True
a7ffcore29e_0445,F2a_basis_funding_independent,top498_replay_v2,H8_H24_dislocation,premium_close_bps,trade_volume,4,Delta,"Delta(premium_close_bps,4)*ZScore(Delta(trade_volume,4))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0162,False,True
a7ffcore29e_0446,F2a_basis_funding_independent,top498_replay_v2,H8_H24_dislocation,funding_rate,trade_volume,8,Delta,"Delta(funding_rate,8)*ZScore(Delta(trade_volume,8))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0163,False,True
a7ffcore29e_0435,F2a_basis_funding_independent,top498_replay_v2,H8_H24_dislocation,premium_close,kline_taker_buy_quote_share,4,SpreadShortLong,"Sub(ZScore(Mean(premium_close,4)),ZScore(Mean(kline_taker_buy_quote_share,16)))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0164,False,True
a7ffcore29e_0436,F2a_basis_funding_independent,top498_replay_v2,H8_H24_dislocation,mark_index_basis_bps,trade_quote_volume,8,SpreadShortLong,"Sub(ZScore(Mean(mark_index_basis_bps,8)),ZScore(Mean(trade_quote_volume,32)))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0165,False,True
a7ffcore29e_0437,F2a_basis_funding_independent,top498_replay_v2,H8_H24_dislocation,premium_close_bps,trade_quote_volume,24,SpreadShortLong,"Sub(ZScore(Mean(premium_close_bps,24)),ZScore(Mean(trade_quote_volume,96)))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0166,False,True
a7ffcore29e_0438,F2a_basis_funding_independent,top498_replay_v2,H8_H24_dislocation,funding_rate,trade_quote_volume,72,SpreadShortLong,"Sub(ZScore(Mean(funding_rate,72)),ZScore(Mean(trade_quote_volume,288)))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0167,False,True
a7ffcore29e_0380,F2a_basis_funding_independent,top498_replay_v2,H8_H24_dislocation,mark_index_basis_bps,trade_volume,4,TSRank,"TSRank(mark_index_basis_bps,4)*ZScore(Delta(trade_volume,4))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0168,False,True
a7ffcore29e_0381,F2a_basis_funding_independent,top498_replay_v2,H8_H24_dislocation,premium_close_bps,trade_volume,8,TSRank,"TSRank(premium_close_bps,8)*ZScore(Delta(trade_volume,8))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0169,False,True
a7ffcore29e_0382,F2a_basis_funding_independent,top498_replay_v2,H8_H24_dislocation,funding_rate,trade_volume,24,TSRank,"TSRank(funding_rate,24)*ZScore(Delta(trade_volume,24))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0170,False,True
a7ffcore29e_0432,F2a_basis_funding_independent,top498_replay_v2,H8_H24_dislocation,mark_index_basis_bps,kline_taker_buy_quote_share,24,TSRank,"TSRank(mark_index_basis_bps,24)*ZScore(Delta(kline_taker_buy_quote_share,24))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0171,False,True
a7ffcore29e_0368,F2a_basis_funding_independent,top498_replay_v2,H8_H24_dislocation,mark_index_basis_bps,kline_taker_buy_quote_share,72,WinsorZ,"Clip(ZScore(Delta(mark_index_basis_bps,72)),-3,3)*Sign(Delta(kline_taker_buy_quote_share,72))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0172,False,True
a7ffcore29e_0440,F2a_basis_funding_independent,top498_replay_v2,H8_H24_dislocation,mark_index_basis_bps,taker_buy_quote_volume,4,WinsorZ,"Clip(ZScore(Delta(mark_index_basis_bps,4)),-3,3)*Sign(Delta(taker_buy_quote_volume,4))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0173,False,True
a7ffcore29e_0441,F2a_basis_funding_independent,top498_replay_v2,H8_H24_dislocation,premium_close_bps,taker_buy_quote_volume,8,WinsorZ,"Clip(ZScore(Delta(premium_close_bps,8)),-3,3)*Sign(Delta(taker_buy_quote_volume,8))",preflight_blueprint_only,False,True,True,True,a7ffcore30_0174,False,True
