candidate_id,decision,reasons,warnings,pass_variants,net_2bps_pass_variants,neutralized_pass_variant_count,recent_turnover,control_ratio_premay_max_by_split,latent_positive_premay_splits
a7al2k_046e806368e99c76,A7AL2P1R_SELECTOR_REWEIGHTED_DIAGNOSTIC_PASS,,,original|one_bar_lag|neutral_liquidity_tier|neutral_meme_contract_group|neutral_multiplier_flag|neutral_major_flag|exclude_meme|exclude_multiplier|exclude_major,original|one_bar_lag|neutral_liquidity_tier|neutral_meme_contract_group|neutral_multiplier_flag|neutral_major_flag|exclude_meme|exclude_multiplier|exclude_major,7,0.0032618310482087566,0.7933497090942663,3
a7al2k_0a247ec03472983b,A7AL2P1R_SELECTOR_REWEIGHTED_DIAGNOSTIC_PASS,,control_close,original|one_bar_lag|neutral_liquidity_tier|neutral_meme_contract_group|neutral_multiplier_flag|neutral_major_flag|exclude_meme|exclude_multiplier|exclude_major,original|one_bar_lag|neutral_liquidity_tier|neutral_meme_contract_group|neutral_multiplier_flag|neutral_major_flag|exclude_meme|exclude_multiplier|exclude_major,7,0.00189812767212148,0.8808498118473702,3
