candidate_id,skeleton_key,field_family,variant,control_ratio_premay_max
a7pool0_a3242ce835dd1b8c,skeleton_18251bd7256b8dc6,basis_premium,base_oriented,0.7857862638470471
a7pool0_7600397360cad719,skeleton_53dc28f93093638a,basis_premium,clip_zscore_oriented,0.7857862638470471
a7pool0_3e1829dfd7143d6f,skeleton_b79cfcecad767a02,basis_premium,cs_rank_oriented,0.7857862638470471
a7pool0_d6cc2ef5deeaaebc,skeleton_2936e80c01c9afaa,basis_premium,decay8_oriented,0.7857862638470471
a7pool0_a6aeb5a6688421fc,skeleton_66aea7f2fb86e1df,basis_premium,mean24_oriented,0.7857862638470471
a7pool0_d10f3ed87f0448a0,skeleton_66aea7f2fb86e1df,basis_premium,mean4_oriented,0.7857862638470471
a7pool0_7170d59ad2e122c8,skeleton_e832e47f732ad2d3,basis_premium,tsrank24_oriented,0.7857862638470471
a7pool0_5665b6de1cfed2ab,skeleton_c9be780d74a0fdd7,basis_premium,zscore_oriented,0.7857862638470471
