ordinal,token_id,field_id,token_kind,context_id,family,expression,base_dependencies,feature_available_lag_bars,alignment_shift_bars,execution_semantics,authority_ref,finite_ratio,finite_rows,variance,nonzero_ratio_of_finite,minimum,maximum,input_gradient_mean_abs,first_layer_weight_update_mean_abs,ablation_prediction_change_mean_abs,check_materialized,check_finite_adequacy,check_value_variation,check_gradient_reachable,check_parameter_updated,check_prediction_sensitive,plumbing_pass,nontrivial_utilization_pass,consumption_pass
61,FIELD:agg_first_transact_time_ms,agg_first_transact_time_ms,BASE,CORE3_MICROSTRUCTURE_PILOT,other,agg_first_transact_time_ms,['agg_first_transact_time_ms'],1,0,CORE3_AGGTRADES_BASE_FIELD,aggtrades_base_feature_registry_94.csv,1.0,13104,2.0605777328535e+19,1.0,1704067203072.0,1719788371968.0,0.004367341287434101,0.040064625442028046,0.0026562893763184547,True,True,True,True,True,True,True,True,True
62,FIELD:agg_vwap_close_bps,agg_vwap_close_bps,BASE,CORE3_MICROSTRUCTURE_PILOT,price_microstructure,agg_vwap_close_bps,['agg_vwap_close_bps'],1,0,CORE3_AGGTRADES_BASE_FIELD,aggtrades_base_feature_registry_94.csv,1.0,13104,1398.7238864304159,1.0,-317.2484130859375,442.49365234375,0.004023863468319178,0.05141965672373772,0.001988175790756941,True,True,True,True,True,True,True,True,True
63,FIELD:taker_buy_quote_volume,taker_buy_quote_volume,BASE,BROAD_PANEL_BASELINE,quote_volume_activity,taker_buy_quote_volume,['taker_buy_quote_volume'],1,0,RAW_PANEL_ALIGNED_BASE_FIELD,CRYPTO_18M_COMPOSITIONAL_FIELD_REGISTRY,1.0,1487272,1412687457759092.5,1.0,240.01437377929688,7216176128.0,0.009339822456240654,0.010703667998313904,0.001091684098355472,True,True,True,True,True,True,True,True,True
64,FIELD:agg_quantity_sum_24h,agg_quantity_sum_24h,BASE,CORE3_MICROSTRUCTURE_PILOT,rolling,agg_quantity_sum_24h,['agg_quantity_sum_24h'],1,0,CORE3_AGGTRADES_BASE_FIELD,aggtrades_base_feature_registry_94.csv,0.997481684981685,13071,139478326109428.08,1.0,36297.60546875,69531008.0,0.005117305554449558,0.026869745925068855,0.003075812477618456,True,True,True,True,True,True,True,True,True
65,FIELD:agg_notional_1k_10k,agg_notional_1k_10k,BASE,CORE3_MICROSTRUCTURE_PILOT,activity_liquidity,agg_notional_1k_10k,['agg_notional_1k_10k'],1,0,CORE3_AGGTRADES_BASE_FIELD,aggtrades_base_feature_registry_94.csv,1.0,13104,4670887615426050.0,1.0,4006748.75,1378881408.0,0.00493913097307086,0.030033797025680542,0.004494461230933666,True,True,True,True,True,True,True,True,True
66,FIELD:premium_close,premium_close,BASE,BROAD_PANEL_BASELINE,basis_premium,premium_close,['premium_close'],1,0,RAW_PANEL_ALIGNED_BASE_FIELD,CRYPTO_18M_COMPOSITIONAL_FIELD_REGISTRY,1.0,1487272,2.389050391614895e-06,0.7369042112001033,-0.29464176297187805,0.034321580082178116,0.012331238016486168,0.02859925478696823,0.008386354893445969,True,True,True,True,True,True,True,True,True
67,FIELD:agg_universe_large_notional,agg_universe_large_notional,BASE,CORE3_MICROSTRUCTURE_PILOT,cross_symbol,agg_universe_large_notional,['agg_universe_large_notional'],1,0,CORE3_AGGTRADES_BASE_FIELD,aggtrades_base_feature_registry_94.csv,1.0,13104,1.7050822662803994e+17,1.0,25196650.0,6771127808.0,0.0029030346777290106,0.028284864500164986,0.0019361968152225018,True,True,True,True,True,True,True,True,True
68,FIELD:agg_sell_agg_trade_count,agg_sell_agg_trade_count,BASE,CORE3_MICROSTRUCTURE_PILOT,flow,agg_sell_agg_trade_count,['agg_sell_agg_trade_count'],1,0,CORE3_AGGTRADES_BASE_FIELD,aggtrades_base_feature_registry_94.csv,1.0,13104,711944544.3669487,1.0,1670.0,489226.0,0.004624572116881609,0.0313822478055954,0.003729751333594322,True,True,True,True,True,True,True,True,True
69,FIELD:agg_large_trade_count_100k_plus,agg_large_trade_count_100k_plus,BASE,CORE3_MICROSTRUCTURE_PILOT,large_trade,agg_large_trade_count_100k_plus,['agg_large_trade_count_100k_plus'],1,0,CORE3_AGGTRADES_BASE_FIELD,aggtrades_base_feature_registry_94.csv,1.0,13104,908157.6012022166,0.9996947496947497,0.0,21584.0,0.003479529172182083,0.04576930031180382,0.0030223235953599215,True,True,True,True,True,True,True,True,True
70,FIELD:open_interest_last,open_interest_last,BASE,BROAD_PANEL_BASELINE,open_interest_level_change,open_interest_last,['open_interest_last'],1,0,RAW_PANEL_ALIGNED_BASE_FIELD,CRYPTO_18M_COMPOSITIONAL_FIELD_REGISTRY,0.9980904636139186,1484432,2.6046351236098974e+19,0.9997123478879464,0.0,196469293056.0,0.01044223178178072,0.019924137741327286,0.012795784510672092,True,True,True,True,True,True,True,True,True
71,FIELD:agg_last_transact_time_ms,agg_last_transact_time_ms,BASE,CORE3_MICROSTRUCTURE_PILOT,other,agg_last_transact_time_ms,['agg_last_transact_time_ms'],1,0,CORE3_AGGTRADES_BASE_FIELD,aggtrades_base_feature_registry_94.csv,1.0,13104,2.0605777313627754e+19,1.0,1704070742016.0,1719792041984.0,0.0064580487087368965,0.04006040468811989,0.003728252835571766,True,True,True,True,True,True,True,True,True
72,FIELD:agg_price_std,agg_price_std,BASE,CORE3_MICROSTRUCTURE_PILOT,price_microstructure,agg_price_std,['agg_price_std'],1,0,CORE3_AGGTRADES_BASE_FIELD,aggtrades_base_feature_registry_94.csv,1.0,13104,5382.318702094766,1.0,0.06429097801446915,1052.50146484375,0.005340725649148226,0.04318525642156601,0.00765682989731431,True,True,True,True,True,True,True,True,True
73,FIELD:trade_volume,trade_volume,BASE,BROAD_PANEL_BASELINE,quote_volume_activity,trade_volume,['trade_volume'],1,0,RAW_PANEL_ALIGNED_BASE_FIELD,CRYPTO_18M_COMPOSITIONAL_FIELD_REGISTRY,1.0,1487272,3.99381203166365e+18,1.0,6.315999984741211,291702177792.0,0.01450805552303791,0.02880144864320755,0.007801007013767958,True,True,True,True,True,True,True,True,True
74,FIELD:agg_close_to_open_bps_sum_24h,agg_close_to_open_bps_sum_24h,BASE,CORE3_MICROSTRUCTURE_PILOT,rolling,agg_close_to_open_bps_sum_24h,['agg_close_to_open_bps_sum_24h'],1,0,CORE3_AGGTRADES_BASE_FIELD,aggtrades_base_feature_registry_94.csv,0.997481684981685,13071,132023.05598817932,1.0,-1962.8995361328125,2135.0888671875,0.004109199624508619,0.04828508198261261,0.0019176553469151258,True,True,True,True,True,True,True,True,True
75,FIELD:agg_trade_count,agg_trade_count,BASE,CORE3_MICROSTRUCTURE_PILOT,activity_liquidity,agg_trade_count,['agg_trade_count'],1,0,CORE3_AGGTRADES_BASE_FIELD,aggtrades_base_feature_registry_94.csv,1.0,13104,2807817503.425915,1.0,3365.0,974676.0,0.004026385955512524,0.031169753521680832,0.0032228180207312107,True,True,True,True,True,True,True,True,True
76,FIELD:agg_price_range_bps_max_24h|TRANSFORM:DECAY|WINDOW:24H|SCOPE:SAME_SYMBOL,Decay_24h__agg_price_range_bps_max_24h,DERIVED,CORE3_MICROSTRUCTURE_PILOT,rolling_self_reproduction,"Decay(agg_price_range_bps_max_24h,24)",['agg_price_range_bps_max_24h'],24,23,TRAILING_LINEAR_DECAY,aggtrades_derived_feature_specs_5211.csv+CryptoFeatureAlgebra,0.9869505494505495,12933,44904.979063105515,1.0,40.841651916503906,2371.5263671875,0.012409534305334091,0.04494784027338028,0.006889125797897577,True,True,True,True,True,True,True,True,True
77,FIELD:agg_price_range_bps_max_24h|TRANSFORM:DELTA|WINDOW:24H|SCOPE:SAME_SYMBOL,Delta_24h__agg_price_range_bps_max_24h,DERIVED,CORE3_MICROSTRUCTURE_PILOT,rolling_self_reproduction,"Delta(agg_price_range_bps_max_24h,24)",['agg_price_range_bps_max_24h'],24,23,TRAILING_SAME_SYMBOL_DIFFERENCE,aggtrades_derived_feature_specs_5211.csv+CryptoFeatureAlgebra,0.9867216117216118,12930,73028.60681700877,1.0,-1975.3570556640625,2054.871337890625,0.008612429723143578,0.028976522386074066,0.0037163347005844116,True,True,True,True,True,True,True,True,True
78,FIELD:agg_price_range_bps_max_24h|TRANSFORM:DELTA|WINDOW:4H|SCOPE:SAME_SYMBOL,Delta_4h__agg_price_range_bps_max_24h,DERIVED,CORE3_MICROSTRUCTURE_PILOT,rolling_self_reproduction,"Delta(agg_price_range_bps_max_24h,4)",['agg_price_range_bps_max_24h'],4,3,TRAILING_SAME_SYMBOL_DIFFERENCE,aggtrades_derived_feature_specs_5211.csv+CryptoFeatureAlgebra,0.9958791208791209,13050,11368.12791224307,0.30919540229885056,-1892.4212646484375,1758.764404296875,0.011883609928190708,0.0353524424135685,0.0022868579253554344,True,True,True,True,True,True,True,True,True
79,FIELD:agg_price_range_bps_max_24h|TRANSFORM:DELTA|WINDOW:72H|SCOPE:SAME_SYMBOL,Delta_72h__agg_price_range_bps_max_24h,DERIVED,CORE3_MICROSTRUCTURE_PILOT,rolling_self_reproduction,"Delta(agg_price_range_bps_max_24h,72)",['agg_price_range_bps_max_24h'],72,71,TRAILING_SAME_SYMBOL_DIFFERENCE,aggtrades_derived_feature_specs_5211.csv+CryptoFeatureAlgebra,0.9647435897435898,12642,81424.25618219294,1.0,-2116.478759765625,2111.37841796875,0.010439325124025345,0.030035454779863358,0.004884123802185059,True,True,True,True,True,True,True,True,True
80,FIELD:agg_price_range_bps_max_24h|TRANSFORM:TSMEAN|WINDOW:24H|SCOPE:SAME_SYMBOL,TSMean_24h__agg_price_range_bps_max_24h,DERIVED,CORE3_MICROSTRUCTURE_PILOT,rolling_self_reproduction,"Mean(agg_price_range_bps_max_24h,24)",['agg_price_range_bps_max_24h'],24,23,TRAILING_SAME_SYMBOL_MEAN,aggtrades_derived_feature_specs_5211.csv+CryptoFeatureAlgebra,0.9869505494505495,12933,42643.540102540646,1.0,41.34162139892578,2371.5263671875,0.006208412349224091,0.04750364273786545,0.0025819784495979548,True,True,True,True,True,True,True,True,True
81,FIELD:agg_price_range_bps_max_24h|TRANSFORM:TSMEAN|WINDOW:4H|SCOPE:SAME_SYMBOL,TSMean_4h__agg_price_range_bps_max_24h,DERIVED,CORE3_MICROSTRUCTURE_PILOT,rolling_self_reproduction,"Mean(agg_price_range_bps_max_24h,4)",['agg_price_range_bps_max_24h'],4,3,TRAILING_SAME_SYMBOL_MEAN,aggtrades_derived_feature_specs_5211.csv+CryptoFeatureAlgebra,0.9961080586080586,13053,52585.301676467,1.0,39.78400421142578,2371.5263671875,0.0031390469521284103,0.02570343017578125,0.001505545456893742,True,True,True,True,True,True,True,True,True
82,FIELD:agg_price_range_bps_max_24h|TRANSFORM:ZSCORE|WINDOW:24H|SCOPE:SAME_SYMBOL,ZScore_24h__agg_price_range_bps_max_24h,DERIVED,CORE3_MICROSTRUCTURE_PILOT,rolling_self_reproduction,"ZScore(Mean(agg_price_range_bps_max_24h,24))",['agg_price_range_bps_max_24h'],24,23,TRAILING_MEAN_THEN_TIMESTAMP_CROSS_SECTIONAL_ZSCORE,aggtrades_derived_feature_specs_5211.csv+CryptoFeatureAlgebra,0.9869505494505495,12933,0.6666666660671309,1.0,-1.1547002792358398,1.154700517654419,0.008952584117650986,0.028645722195506096,0.007699193432927132,True,True,True,True,True,True,True,True,True
83,FIELD:agg_price_range_bps_max_24h|TRANSFORM:ZSCORE|WINDOW:72H|SCOPE:SAME_SYMBOL,ZScore_72h__agg_price_range_bps_max_24h,DERIVED,CORE3_MICROSTRUCTURE_PILOT,rolling_self_reproduction,"ZScore(Mean(agg_price_range_bps_max_24h,72))",['agg_price_range_bps_max_24h'],72,71,TRAILING_MEAN_THEN_TIMESTAMP_CROSS_SECTIONAL_ZSCORE,aggtrades_derived_feature_specs_5211.csv+CryptoFeatureAlgebra,0.9759615384615384,12789,0.6666666657659666,1.0,-1.1546998023986816,1.154700517654419,0.003103082999587059,0.028728891164064407,0.0022537459153681993,True,True,True,True,True,True,True,True,True
84,FIELD:agg_price_range_bps_max_4h|TRANSFORM:DECAY|WINDOW:24H|SCOPE:SAME_SYMBOL,Decay_24h__agg_price_range_bps_max_4h,DERIVED,CORE3_MICROSTRUCTURE_PILOT,rolling_self_reproduction,"Decay(agg_price_range_bps_max_4h,24)",['agg_price_range_bps_max_4h'],24,23,TRAILING_LINEAR_DECAY,aggtrades_derived_feature_specs_5211.csv+CryptoFeatureAlgebra,0.9892399267399268,12963,9180.457569686556,1.0,21.7293643951416,1017.85009765625,0.0076272329315543175,0.028613237664103508,0.006962877698242664,True,True,True,True,True,True,True,True,True
85,FIELD:agg_price_range_bps_max_4h|TRANSFORM:DELTA|WINDOW:24H|SCOPE:SAME_SYMBOL,Delta_24h__agg_price_range_bps_max_4h,DERIVED,CORE3_MICROSTRUCTURE_PILOT,rolling_self_reproduction,"Delta(agg_price_range_bps_max_4h,24)",['agg_price_range_bps_max_4h'],24,23,TRAILING_SAME_SYMBOL_DIFFERENCE,aggtrades_derived_feature_specs_5211.csv+CryptoFeatureAlgebra,0.989010989010989,12960,24073.692499809662,1.0,-2157.772216796875,2187.231201171875,0.009582878090441227,0.027246613055467606,0.004880401771515608,True,True,True,True,True,True,True,True,True
86,FIELD:agg_price_range_bps_max_4h|TRANSFORM:DELTA|WINDOW:4H|SCOPE:SAME_SYMBOL,Delta_4h__agg_price_range_bps_max_4h,DERIVED,CORE3_MICROSTRUCTURE_PILOT,rolling_self_reproduction,"Delta(agg_price_range_bps_max_4h,4)",['agg_price_range_bps_max_4h'],4,3,TRAILING_SAME_SYMBOL_DIFFERENCE,aggtrades_derived_feature_specs_5211.csv+CryptoFeatureAlgebra,0.9981684981684982,13080,20872.466425482577,1.0,-1892.4212646484375,1862.5377197265625,0.007465946022421122,0.031258147209882736,0.00364880682900548,True,True,True,True,True,True,True,True,True
87,FIELD:agg_price_range_bps_max_4h|TRANSFORM:DELTA|WINDOW:72H|SCOPE:SAME_SYMBOL,Delta_72h__agg_price_range_bps_max_4h,DERIVED,CORE3_MICROSTRUCTURE_PILOT,rolling_self_reproduction,"Delta(agg_price_range_bps_max_4h,72)",['agg_price_range_bps_max_4h'],72,71,TRAILING_SAME_SYMBOL_DIFFERENCE,aggtrades_derived_feature_specs_5211.csv+CryptoFeatureAlgebra,0.967032967032967,12672,27889.6909472477,1.0,-2116.478759765625,2223.994140625,0.008971893228590488,0.033403120934963226,0.0050107561983168125,True,True,True,True,True,True,True,True,True
88,FIELD:agg_price_range_bps_max_4h|TRANSFORM:TSMEAN|WINDOW:24H|SCOPE:SAME_SYMBOL,TSMean_24h__agg_price_range_bps_max_4h,DERIVED,CORE3_MICROSTRUCTURE_PILOT,rolling_self_reproduction,"Mean(agg_price_range_bps_max_4h,24)",['agg_price_range_bps_max_4h'],24,23,TRAILING_SAME_SYMBOL_MEAN,aggtrades_derived_feature_specs_5211.csv+CryptoFeatureAlgebra,0.9892399267399268,12963,8468.094019266102,1.0,21.851089477539062,776.4971313476562,0.006129878107458353,0.0292753167450428,0.0023750183172523975,True,True,True,True,True,True,True,True,True
89,FIELD:agg_price_range_bps_max_4h|TRANSFORM:TSMEAN|WINDOW:4H|SCOPE:SAME_SYMBOL,TSMean_4h__agg_price_range_bps_max_4h,DERIVED,CORE3_MICROSTRUCTURE_PILOT,rolling_self_reproduction,"Mean(agg_price_range_bps_max_4h,4)",['agg_price_range_bps_max_4h'],4,3,TRAILING_SAME_SYMBOL_MEAN,aggtrades_derived_feature_specs_5211.csv+CryptoFeatureAlgebra,0.9983974358974359,13083,15529.910530863646,1.0,12.394946098327637,2371.5263671875,0.004460666794329882,0.025499027222394943,0.003570430213585496,True,True,True,True,True,True,True,True,True
90,FIELD:agg_price_range_bps_max_4h|TRANSFORM:ZSCORE|WINDOW:24H|SCOPE:SAME_SYMBOL,ZScore_24h__agg_price_range_bps_max_4h,DERIVED,CORE3_MICROSTRUCTURE_PILOT,rolling_self_reproduction,"ZScore(Mean(agg_price_range_bps_max_4h,24))",['agg_price_range_bps_max_4h'],24,23,TRAILING_MEAN_THEN_TIMESTAMP_CROSS_SECTIONAL_ZSCORE,aggtrades_derived_feature_specs_5211.csv+CryptoFeatureAlgebra,0.9892399267399268,12963,0.6666666664494116,1.0,-1.154700517654419,1.154700517654419,0.007534223608672619,0.028514975681900978,0.005805849097669125,True,True,True,True,True,True,True,True,True
91,FIELD:agg_price_range_bps_max_4h|TRANSFORM:ZSCORE|WINDOW:72H|SCOPE:SAME_SYMBOL,ZScore_72h__agg_price_range_bps_max_4h,DERIVED,CORE3_MICROSTRUCTURE_PILOT,rolling_self_reproduction,"ZScore(Mean(agg_price_range_bps_max_4h,72))",['agg_price_range_bps_max_4h'],72,71,TRAILING_MEAN_THEN_TIMESTAMP_CROSS_SECTIONAL_ZSCORE,aggtrades_derived_feature_specs_5211.csv+CryptoFeatureAlgebra,0.9782509157509157,12819,0.666666666587603,1.0,-1.154699683189392,1.154700517654419,0.008059196174144745,0.028621938079595566,0.003661350579932332,True,True,True,True,True,True,True,True,True
92,FIELD:agg_price_range_bps|TRANSFORM:DECAY|WINDOW:24H|SCOPE:SAME_SYMBOL,Decay_24h__agg_price_range_bps,DERIVED,CORE3_MICROSTRUCTURE_PILOT,rolling_self_reproduction,"Decay(agg_price_range_bps,24)",['agg_price_range_bps'],24,23,TRAILING_LINEAR_DECAY,aggtrades_derived_feature_specs_5211.csv+CryptoFeatureAlgebra,0.9894688644688645,12966,3747.8456344012993,1.0,14.088308334350586,557.4005737304688,0.00767045933753252,0.02821401134133339,0.004756420385092497,True,True,True,True,True,True,True,True,True
93,FIELD:agg_price_range_bps|TRANSFORM:DELTA|WINDOW:24H|SCOPE:SAME_SYMBOL,Delta_24h__agg_price_range_bps,DERIVED,CORE3_MICROSTRUCTURE_PILOT,rolling_self_reproduction,"Delta(agg_price_range_bps,24)",['agg_price_range_bps'],24,23,TRAILING_SAME_SYMBOL_DIFFERENCE,aggtrades_derived_feature_specs_5211.csv+CryptoFeatureAlgebra,0.9892399267399268,12963,11803.76866376583,1.0,-2157.772216796875,2228.566650390625,0.006555446423590183,0.027705371379852295,0.0037593592423945665,True,True,True,True,True,True,True,True,True
94,FIELD:agg_price_range_bps|TRANSFORM:DELTA|WINDOW:4H|SCOPE:SAME_SYMBOL,Delta_4h__agg_price_range_bps,DERIVED,CORE3_MICROSTRUCTURE_PILOT,rolling_self_reproduction,"Delta(agg_price_range_bps,4)",['agg_price_range_bps'],4,3,TRAILING_SAME_SYMBOL_DIFFERENCE,aggtrades_derived_feature_specs_5211.csv+CryptoFeatureAlgebra,0.9983974358974359,13083,10897.054289093187,1.0,-1892.4212646484375,1991.2626953125,0.00956520065665245,0.031133823096752167,0.0060033043846488,True,True,True,True,True,True,True,True,True
95,FIELD:agg_price_range_bps|TRANSFORM:DELTA|WINDOW:72H|SCOPE:SAME_SYMBOL,Delta_72h__agg_price_range_bps,DERIVED,CORE3_MICROSTRUCTURE_PILOT,rolling_self_reproduction,"Delta(agg_price_range_bps,72)",['agg_price_range_bps'],72,71,TRAILING_SAME_SYMBOL_DIFFERENCE,aggtrades_derived_feature_specs_5211.csv+CryptoFeatureAlgebra,0.9672619047619048,12675,13337.395730767645,1.0,-2215.93115234375,2269.210693359375,0.0077663324773311615,0.03515872731804848,0.0030362214893102646,True,True,True,True,True,True,True,True,True
96,FIELD:agg_price_range_bps|TRANSFORM:TSMEAN|WINDOW:24H|SCOPE:SAME_SYMBOL,TSMean_24h__agg_price_range_bps,DERIVED,CORE3_MICROSTRUCTURE_PILOT,rolling_self_reproduction,"Mean(agg_price_range_bps,24)",['agg_price_range_bps'],24,23,TRAILING_SAME_SYMBOL_MEAN,aggtrades_derived_feature_specs_5211.csv+CryptoFeatureAlgebra,0.9894688644688645,12966,3542.872172356499,1.0,14.290031433105469,497.63641357421875,0.007222001440823078,0.029007267206907272,0.0066843340173363686,True,True,True,True,True,True,True,True,True
97,FIELD:agg_price_range_bps|TRANSFORM:TSMEAN|WINDOW:4H|SCOPE:SAME_SYMBOL,TSMean_4h__agg_price_range_bps,DERIVED,CORE3_MICROSTRUCTURE_PILOT,rolling_self_reproduction,"Mean(agg_price_range_bps,4)",['agg_price_range_bps'],4,3,TRAILING_SAME_SYMBOL_MEAN,aggtrades_derived_feature_specs_5211.csv+CryptoFeatureAlgebra,0.9986263736263736,13086,5747.547801339404,1.0,8.439081192016602,1230.3792724609375,0.005721095483750105,0.02557271346449852,0.0036345175467431545,True,True,True,True,True,True,True,True,True
98,FIELD:agg_price_range_bps|TRANSFORM:ZSCORE|WINDOW:24H|SCOPE:SAME_SYMBOL,ZScore_24h__agg_price_range_bps,DERIVED,CORE3_MICROSTRUCTURE_PILOT,rolling_self_reproduction,"ZScore(Mean(agg_price_range_bps,24))",['agg_price_range_bps'],24,23,TRAILING_MEAN_THEN_TIMESTAMP_CROSS_SECTIONAL_ZSCORE,aggtrades_derived_feature_specs_5211.csv+CryptoFeatureAlgebra,0.9894688644688645,12966,0.6666666661639421,1.0,-1.1547003984451294,1.154700517654419,0.0050195734947919846,0.028450142592191696,0.005202549509704113,True,True,True,True,True,True,True,True,True
99,FIELD:agg_price_range_bps|TRANSFORM:ZSCORE|WINDOW:72H|SCOPE:SAME_SYMBOL,ZScore_72h__agg_price_range_bps,DERIVED,CORE3_MICROSTRUCTURE_PILOT,rolling_self_reproduction,"ZScore(Mean(agg_price_range_bps,72))",['agg_price_range_bps'],72,71,TRAILING_MEAN_THEN_TIMESTAMP_CROSS_SECTIONAL_ZSCORE,aggtrades_derived_feature_specs_5211.csv+CryptoFeatureAlgebra,0.9784798534798534,12822,0.666666666586466,1.0,-1.154699444770813,1.154700517654419,0.004166267812252045,0.028596334159374237,0.0032450046855956316,True,True,True,True,True,True,True,True,True
100,FIELD:agg_quantity_sum_4h|TRANSFORM:DECAY|WINDOW:24H|SCOPE:SAME_SYMBOL,Decay_24h__agg_quantity_sum_4h,DERIVED,CORE3_MICROSTRUCTURE_PILOT,rolling_self_reproduction,"Decay(agg_quantity_sum_4h,24)",['agg_quantity_sum_4h'],24,23,TRAILING_LINEAR_DECAY,aggtrades_derived_feature_specs_5211.csv+CryptoFeatureAlgebra,0.9892399267399268,12963,3988310688408.9463,1.0,5912.6474609375,13379935.0,0.0036458480171859264,0.027440164238214493,0.001413350342772901,True,True,True,True,True,True,True,True,True
101,FIELD:agg_quantity_sum_4h|TRANSFORM:DELTA|WINDOW:24H|SCOPE:SAME_SYMBOL,Delta_24h__agg_quantity_sum_4h,DERIVED,CORE3_MICROSTRUCTURE_PILOT,rolling_self_reproduction,"Delta(agg_quantity_sum_4h,24)",['agg_quantity_sum_4h'],24,23,TRAILING_SAME_SYMBOL_DIFFERENCE,aggtrades_derived_feature_specs_5211.csv+CryptoFeatureAlgebra,0.989010989010989,12960,2624864552398.621,1.0,-21522286.0,20290054.0,0.006874580401927233,0.03178676962852478,0.00016339975991286337,True,True,True,True,True,True,True,True,True
102,FIELD:agg_quantity_sum_4h|TRANSFORM:DELTA|WINDOW:4H|SCOPE:SAME_SYMBOL,Delta_4h__agg_quantity_sum_4h,DERIVED,CORE3_MICROSTRUCTURE_PILOT,rolling_self_reproduction,"Delta(agg_quantity_sum_4h,4)",['agg_quantity_sum_4h'],4,3,TRAILING_SAME_SYMBOL_DIFFERENCE,aggtrades_derived_feature_specs_5211.csv+CryptoFeatureAlgebra,0.9981684981684982,13080,2112318947018.6394,1.0,-18744204.0,21297930.0,0.0052157496102154255,0.040796972811222076,9.786886948859319e-05,True,True,True,True,True,True,True,True,True
103,FIELD:agg_quantity_sum_4h|TRANSFORM:DELTA|WINDOW:72H|SCOPE:SAME_SYMBOL,Delta_72h__agg_quantity_sum_4h,DERIVED,CORE3_MICROSTRUCTURE_PILOT,rolling_self_reproduction,"Delta(agg_quantity_sum_4h,72)",['agg_quantity_sum_4h'],72,71,TRAILING_SAME_SYMBOL_DIFFERENCE,aggtrades_derived_feature_specs_5211.csv+CryptoFeatureAlgebra,0.967032967032967,12672,3395207421462.847,1.0,-23548892.0,24004644.0,0.011997806839644909,0.03907991200685501,0.00023519847309216857,True,True,True,True,True,True,True,True,True
104,FIELD:agg_quantity_sum_4h|TRANSFORM:TSMEAN|WINDOW:24H|SCOPE:SAME_SYMBOL,TSMean_24h__agg_quantity_sum_4h,DERIVED,CORE3_MICROSTRUCTURE_PILOT,rolling_self_reproduction,"Mean(agg_quantity_sum_4h,24)",['agg_quantity_sum_4h'],24,23,TRAILING_SAME_SYMBOL_MEAN,aggtrades_derived_feature_specs_5211.csv+CryptoFeatureAlgebra,0.9892399267399268,12963,3888213870265.98,1.0,6138.81201171875,11547843.0,0.004797457251697779,0.027866408228874207,0.0032245488837361336,True,True,True,True,True,True,True,True,True
105,FIELD:agg_quantity_sum_4h|TRANSFORM:TSMEAN|WINDOW:4H|SCOPE:SAME_SYMBOL,TSMean_4h__agg_quantity_sum_4h,DERIVED,CORE3_MICROSTRUCTURE_PILOT,rolling_self_reproduction,"Mean(agg_quantity_sum_4h,4)",['agg_quantity_sum_4h'],4,3,TRAILING_SAME_SYMBOL_MEAN,aggtrades_derived_feature_specs_5211.csv+CryptoFeatureAlgebra,0.9983974358974359,13083,4792025384254.542,1.0,3869.052490234375,25264840.0,0.0040010446682572365,0.02650136500597,0.0022169449366629124,True,True,True,True,True,True,True,True,True
106,FIELD:agg_quantity_sum_4h|TRANSFORM:ZSCORE|WINDOW:24H|SCOPE:SAME_SYMBOL,ZScore_24h__agg_quantity_sum_4h,DERIVED,CORE3_MICROSTRUCTURE_PILOT,rolling_self_reproduction,"ZScore(Mean(agg_quantity_sum_4h,24))",['agg_quantity_sum_4h'],24,23,TRAILING_MEAN_THEN_TIMESTAMP_CROSS_SECTIONAL_ZSCORE,aggtrades_derived_feature_specs_5211.csv+CryptoFeatureAlgebra,0.9892399267399268,12963,0.6666666664714948,1.0,-0.9035547971725464,1.154000997543335,0.003043433651328087,0.02844260074198246,0.002215957036241889,True,True,True,True,True,True,True,True,True
107,FIELD:agg_quantity_sum_4h|TRANSFORM:ZSCORE|WINDOW:72H|SCOPE:SAME_SYMBOL,ZScore_72h__agg_quantity_sum_4h,DERIVED,CORE3_MICROSTRUCTURE_PILOT,rolling_self_reproduction,"ZScore(Mean(agg_quantity_sum_4h,72))",['agg_quantity_sum_4h'],72,71,TRAILING_MEAN_THEN_TIMESTAMP_CROSS_SECTIONAL_ZSCORE,aggtrades_derived_feature_specs_5211.csv+CryptoFeatureAlgebra,0.9782509157509157,12819,0.6666666656711764,1.0,-0.8513176441192627,1.1533393859863281,0.002880300860852003,0.028512969613075256,0.002636019606143236,True,True,True,True,True,True,True,True,True
108,FIELD:agg_quantity_sum_24h|TRANSFORM:DECAY|WINDOW:24H|SCOPE:SAME_SYMBOL,Decay_24h__agg_quantity_sum_24h,DERIVED,CORE3_MICROSTRUCTURE_PILOT,rolling_self_reproduction,"Decay(agg_quantity_sum_24h,24)",['agg_quantity_sum_24h'],24,23,TRAILING_LINEAR_DECAY,aggtrades_derived_feature_specs_5211.csv+CryptoFeatureAlgebra,0.9869505494505495,12933,137448780964778.23,1.0,44373.4375,67341960.0,0.01010188739746809,0.02808387391269207,0.008023535832762718,True,True,True,True,True,True,True,True,True
