symbol,split,top_count,bottom_count,top_label_sum,bottom_label_sum,net_label_sum,abs_label_sum,abs_contribution_share
HIGHUSDT,recent_oos_2026JanApr,111,223,380.5966365659426,182.38060035964168,198.21603620630094,562.9772369255843,0.05521294374079854
JOEUSDT,recent_oos_2026JanApr,114,126,306.7841186124559,-25.099485713482327,331.8836043259383,331.8836043259383,0.03254886622807383
ORDIUSDT,recent_oos_2026JanApr,48,29,236.81158953903255,-5.696512457336407,242.50810199636896,242.50810199636896,0.02378353033478549
BLURUSDT,recent_oos_2026JanApr,85,109,205.99545638023653,-3.618320017223077,209.61377639745962,209.61377639745962,0.020557480630534024
CTSIUSDT,recent_oos_2026JanApr,96,166,137.63262936167595,66.80987338129854,70.82275598037741,204.4425027429745,0.02005031760043961
RUNEUSDT,recent_oos_2026JanApr,97,108,113.05874936438836,89.06118599218347,23.997563372204894,202.11993535657183,0.019822536130730532
THETAUSDT,recent_oos_2026JanApr,153,184,140.60996017245225,46.626291566278816,93.98366860617344,187.23625173873106,0.01836284658673515
ETHWUSDT,recent_oos_2026JanApr,38,181,-25.863351553070018,147.85283263436474,-173.71618418743475,173.71618418743475,0.017036891148184814
ENJUSDT,recent_oos_2026JanApr,109,100,154.21642317485177,12.63010554660158,141.58631762825019,166.84652872145335,0.016363162485844535
EDUUSDT,recent_oos_2026JanApr,108,126,108.26669290165782,-56.081280537936934,164.34797343959474,164.34797343959474,0.016118121331136586
AXSUSDT,recent_oos_2026JanApr,81,29,132.28177595381635,-31.730314325515945,164.01209027933228,164.01209027933228,0.016085180215910815
CHRUSDT,recent_oos_2026JanApr,100,142,73.91731450697765,90.012244590677,-16.094930083699353,163.92955909765465,0.016077086124015177
XVGUSDT,recent_oos_2026JanApr,50,130,10.770249969096003,-148.10478013228845,158.87503010138445,158.87503010138445,0.015581372608791487
ALICEUSDT,recent_oos_2026JanApr,87,137,130.43650545286104,-27.260827890522506,157.69733334338355,157.69733334338355,0.01546587219318264
XVSUSDT,recent_oos_2026JanApr,110,175,55.33614123517634,-78.81935680467566,134.155498039852,134.155498039852,0.013157050551889806
GTCUSDT,recent_oos_2026JanApr,156,237,80.4586999179907,52.05410055224855,28.40459936574215,132.51280047023926,0.012995946047932458
SUPERUSDT,recent_oos_2026JanApr,133,65,121.51414201197463,7.6499584187601215,113.8641835932145,129.16410043073475,0.012667528529853637
SFPUSDT,recent_oos_2026JanApr,111,77,106.05736179211732,-15.093584299414612,121.15094609153194,121.15094609153194,0.011881653345747
RIFUSDT,recent_oos_2026JanApr,26,153,40.23403535100499,75.01331122915099,-34.779275878145995,115.24734658015598,0.011302668821488353
CRVUSDT,recent_oos_2026JanApr,110,148,80.22631190227276,-34.828312696567465,115.05462459884022,115.05462459884022,0.01128376797219272
SSVUSDT,recent_oos_2026JanApr,93,41,101.46784558993107,-10.716685205301918,112.18453079523299,112.18453079523299,0.011002288869103642
WIFUSDT,recent_oos_2026JanApr,139,202,35.82009356046149,75.48553603742084,-39.665442476959356,111.30562959788233,0.010916092271479116
1000XECUSDT,recent_oos_2026JanApr,105,91,72.30320850834615,-30.575668554705192,102.87887706305133,102.87887706305133,0.010089654214828603
AUCTIONUSDT,recent_oos_2026JanApr,82,55,66.45373074701862,35.68626964391358,30.767461103105042,102.14000039093222,0.010017190261664376
MASKUSDT,recent_oos_2026JanApr,105,68,82.30061802254431,19.40583007225361,62.894787950290706,101.70644809479792,0.009974670427885872
BANDUSDT,recent_oos_2026JanApr,120,156,-27.417163299145287,72.73238835179498,-100.14955165094027,100.14955165094027,0.009821980709497979
MOVRUSDT,recent_oos_2026JanApr,87,108,87.06863264700301,-12.718685671955788,99.7873183189588,99.7873183189588,0.009786455350268617
SNXUSDT,recent_oos_2026JanApr,149,128,61.947214922879226,-37.343504056332065,99.29071897921129,99.29071897921129,0.00973775229513813
API3USDT,recent_oos_2026JanApr,88,62,68.0122606848115,30.055623154916514,37.95663752989498,98.06788383972801,0.009617825016853722
HFTUSDT,recent_oos_2026JanApr,140,194,38.86237647608394,-57.63320920134913,96.49558567743307,96.49558567743307,0.009463624803621961
LPTUSDT,recent_oos_2026JanApr,84,16,81.37542327723945,-12.892868559788756,94.2682918370282,94.2682918370282,0.009245187109451467
APEUSDT,recent_oos_2026JanApr,73,41,81.33247027134965,-10.510004525327073,91.84247479667673,91.84247479667673,0.009007279622275212
FETUSDT,recent_oos_2026JanApr,41,35,38.341750586385956,-50.71333710277041,89.05508768915637,89.05508768915637,0.008733911824330495
ZILUSDT,recent_oos_2026JanApr,116,104,53.95071350817154,-30.620090705835437,84.57080421400698,84.57080421400698,0.00829412407627996
ILVUSDT,recent_oos_2026JanApr,156,51,61.99823809912433,-21.480117099990544,83.47835519911487,83.47835519911487,0.008186984174268429
1000SATSUSDT,recent_oos_2026JanApr,81,168,77.8044683177673,4.253140430557014,73.55132788721029,82.05760874832431,0.008047647112816676
CYBERUSDT,recent_oos_2026JanApr,135,47,-73.4213142093435,6.719905122803144,-80.14121933214665,80.14121933214665,0.0078597007908682
ALGOUSDT,recent_oos_2026JanApr,63,30,55.584596038895874,-23.8701422928348,79.45473833173068,79.45473833173068,0.007792375445598328
ACHUSDT,recent_oos_2026JanApr,110,57,72.00197116617977,5.601980259692574,66.3999909064872,77.60395142587234,0.007610862967638458
C98USDT,recent_oos_2026JanApr,105,176,-31.228195470169084,-44.51817625629516,13.28998078612608,75.74637172646425,0.007428684299105497
PEOPLEUSDT,recent_oos_2026JanApr,80,87,63.25070983512233,-11.74642577389471,74.99713560901704,74.99713560901704,0.007355204362639336
GALAUSDT,recent_oos_2026JanApr,83,145,63.16931366749326,10.68187320404525,52.48744046344801,73.85118687153852,0.007242817574999813
BNTUSDT,recent_oos_2026JanApr,159,170,50.08836764786448,-23.454035704484518,73.542403352349,73.542403352349,0.007212534206588329
ONEUSDT,recent_oos_2026JanApr,60,165,-10.674660467929094,59.9550351573657,-70.6296956252948,70.6296956252948,0.006926875822342698
ARBUSDT,recent_oos_2026JanApr,55,78,38.02222742174594,31.838052461029868,6.184174960716071,69.86027988277581,0.006851416806740259
ARKUSDT,recent_oos_2026JanApr,74,57,49.1651183220385,19.806837903360233,29.35828041867827,68.97195622539874,0.006764296118901749
YFIUSDT,recent_oos_2026JanApr,108,46,-23.135382238217606,45.543420482489324,-68.67880272070693,68.67880272070693,0.006735545635044963
MAGICUSDT,recent_oos_2026JanApr,112,99,-49.29747159950812,17.63532131078821,-66.93279291029633,66.93279291029633,0.006564308975531809
TIAUSDT,recent_oos_2026JanApr,40,8,56.44482551554704,10.371612426164173,46.07321308938286,66.81643794171121,0.006552897678745574
SEIUSDT,recent_oos_2026JanApr,36,29,38.848476259914975,-26.93107504474277,65.77955130465774,65.77955130465774,0.006451206953433377
SPELLUSDT,recent_oos_2026JanApr,107,120,-37.175980162628406,28.463846210733006,-65.63982637336142,65.63982637336142,0.00643750369109016
