symbol,split,top_count,bottom_count,top_label_sum,bottom_label_sum,net_label_sum,abs_label_sum,abs_contribution_share
ATOMUSDT,recent_oos_2026JanApr,29,11,37.141817920149265,28.032948867824572,9.108869052324692,65.17476678797384,0.006391893838613091
LUNA2USDT,recent_oos_2026JanApr,73,65,62.82704010127568,-1.2785347126985656,64.10557481397424,64.10557481397424,0.006287034827561537
OPUSDT,recent_oos_2026JanApr,54,75,38.08928057839637,-23.887890989875626,61.977171568272,61.977171568272,0.006078295644243146
DODOXUSDT,recent_oos_2026JanApr,11,211,22.56571501170639,37.364643379903626,-14.798928368197235,59.930358391610014,0.005877558254951683
WOOUSDT,recent_oos_2026JanApr,141,198,19.75612811113373,39.99768309868004,-20.241554987546312,59.753811209813776,0.005860243718986882
SUSHIUSDT,recent_oos_2026JanApr,90,28,42.234342072938766,-16.541422020054792,58.775764092993555,58.775764092993555,0.005764323570009379
STGUSDT,recent_oos_2026JanApr,71,67,14.036048402287268,-44.458034526783365,58.49408292907063,58.49408292907063,0.00573669821460167
TWTUSDT,recent_oos_2026JanApr,84,15,50.23340911496536,8.054446968665971,42.17896214629939,58.28785608363133,0.005716472900915342
POLYXUSDT,recent_oos_2026JanApr,105,100,57.13697971669444,0.2887006215915555,56.84827909510288,57.425680338286,0.005631916620838381
OGNUSDT,recent_oos_2026JanApr,108,106,31.416276841100483,-23.132438251401904,54.54871509250239,54.54871509250239,0.00534976361385867
CELRUSDT,recent_oos_2026JanApr,94,137,16.309423031609903,37.61259280627057,-21.303169774660667,53.92201583788047,0.005288301251940094
ALTUSDT,recent_oos_2026JanApr,132,24,-49.48894698890145,-3.727688500225847,-45.76125848867561,53.2166354891273,0.005219122388289659
ZRXUSDT,recent_oos_2026JanApr,143,20,-36.513994220830156,16.642127398478628,-53.156121619308784,53.156121619308784,0.0052131876032385375
1000RATSUSDT,recent_oos_2026JanApr,2,265,2.8112107555405546,48.55438107922445,-45.74317032368389,51.365591834765006,0.005037584730198562
RSRUSDT,recent_oos_2026JanApr,95,35,24.892319095892184,25.658917571377707,-0.7665984754855231,50.55123666726989,0.004957718364209274
ICXUSDT,recent_oos_2026JanApr,57,124,20.50254931789119,29.957053103984336,-9.454503786093145,50.45960242187553,0.00494873150629772
BICOUSDT,recent_oos_2026JanApr,123,140,8.080300955498245,42.25754515053751,-34.177244195039265,50.337846106035755,0.004936790482441658
1000PEPEUSDT,recent_oos_2026JanApr,45,102,25.479665938583445,24.637034500156084,0.842631438427361,50.11670043873953,0.004915102033093995
JASMYUSDT,recent_oos_2026JanApr,80,69,44.23010142110691,-5.863257641204175,50.09335906231108,50.09335906231108,0.0049128128710834405
1000LUNCUSDT,recent_oos_2026JanApr,61,18,49.385288269093465,-0.5847921280482957,49.97008039714176,49.97008039714176,0.004900722545652869
DYDXUSDT,recent_oos_2026JanApr,107,113,43.82850018655578,-5.507859700222351,49.336359886778126,49.336359886778126,0.004838571587157326
1000SHIBUSDT,recent_oos_2026JanApr,28,70,9.734609814483141,-38.20368717563537,47.938296990118516,47.938296990118516,0.004701459173019757
STORJUSDT,recent_oos_2026JanApr,93,47,43.303322543929106,-4.269226095467674,47.57254863939678,47.57254863939678,0.004665589084875575
BSVUSDT,recent_oos_2026JanApr,93,43,46.03268744242216,1.4410216454422056,44.59166579697995,47.473709087864364,0.004655895579987301
POWRUSDT,recent_oos_2026JanApr,76,102,26.195870259072226,-21.151443182774607,47.347313441846836,47.347313441846836,0.004643499562466667
HOTUSDT,recent_oos_2026JanApr,94,139,45.780618387977285,1.4244417174596578,44.35617667051763,47.20506010543694,0.004629548331502104
STEEMUSDT,recent_oos_2026JanApr,104,22,-26.6750471526164,-20.423126676203513,-6.251920476412888,47.09817382881991,0.004619065659041406
SKLUSDT,recent_oos_2026JanApr,81,79,-35.979654990151076,9.933583908234695,-45.91323889838577,45.91323889838577,0.0045028553731551665
ONGUSDT,recent_oos_2026JanApr,116,59,7.0692360708985005,-38.78186680923918,45.85110288013768,45.85110288013768,0.004496761498918716
UMAUSDT,recent_oos_2026JanApr,113,98,-28.016282355640605,17.53803930761014,-45.55432166325075,45.55432166325075,0.004467655233946461
FLOWUSDT,recent_oos_2026JanApr,28,56,24.536670197157445,20.857167772125823,3.6795024250316217,45.39383796928327,0.004451916094625783
WAXPUSDT,recent_oos_2026JanApr,77,76,43.842641297398195,-1.1299281196004145,44.97256941699861,44.97256941699861,0.004410600966141939
XTZUSDT,recent_oos_2026JanApr,112,49,22.246055763181047,-22.595822708474604,44.84187847165565,44.84187847165565,0.004397783695141678
PENDLEUSDT,recent_oos_2026JanApr,83,107,21.212417054253162,22.344123698235528,-1.1317066439823655,43.55654075248869,0.004271726592790892
MANTAUSDT,recent_oos_2026JanApr,75,23,30.237806732602685,-12.209536662505503,42.44734339510819,42.44734339510819,0.004162944128290312
RLCUSDT,recent_oos_2026JanApr,130,83,11.051930669199631,30.380078892834405,-19.328148223634773,41.43200956203404,0.004063367154077654
NFPUSDT,recent_oos_2026JanApr,38,121,-18.94932901302176,-21.022086692743898,2.0727576797221374,39.97141570576566,0.003920122132565422
AGLDUSDT,recent_oos_2026JanApr,126,169,27.299848141685523,12.210499461610848,15.089348680074675,39.51034760329637,0.0038749037373398284
EGLDUSDT,recent_oos_2026JanApr,123,102,-17.090248664908295,-22.153155890860152,5.062907225951857,39.24340455576845,0.003848723795241913
FILUSDT,recent_oos_2026JanApr,55,41,4.808327225226144,34.265369288885516,-29.457042063659372,39.07369651411166,0.00383207999520565
XMRUSDT,recent_oos_2026JanApr,9,210,-5.161161806233992,33.83432560157427,-38.99548740780826,38.99548740780826,0.0038244097828007417
GASUSDT,recent_oos_2026JanApr,86,19,-25.282029689495694,13.63959095909263,-38.92162064858832,38.92162064858832,0.0038171654379966823
IOTAUSDT,recent_oos_2026JanApr,107,58,-15.042990875390231,-23.199578151451586,8.156587276061355,38.24256902684182,0.0037505687151996223
LDOUSDT,recent_oos_2026JanApr,23,13,36.30359706657179,-0.2956923136610472,36.59928938023284,36.59928938023284,0.00358940712512522
NEARUSDT,recent_oos_2026JanApr,23,25,4.657865042335166,-30.973475293319765,35.63134033565493,35.63134033565493,0.003494477325771176
JTOUSDT,recent_oos_2026JanApr,94,7,33.746932062136594,1.7325904145815372,32.01434164755506,35.47952247671813,0.003479588072077542
GMXUSDT,recent_oos_2026JanApr,138,53,15.278224175782826,-19.75270102775457,35.03092520353739,35.03092520353739,0.003435592730202507
IOTXUSDT,recent_oos_2026JanApr,105,125,11.266626183994138,-22.69556585712103,33.962192041115166,33.962192041115166,0.003330778716241683
ROSEUSDT,recent_oos_2026JanApr,66,47,-13.956650157942581,-18.987164584616437,5.0305144266738555,32.94381474255902,0.003230903259821552
SANDUSDT,recent_oos_2026JanApr,53,33,-18.332365390028293,14.28042928287115,-32.61279467289944,32.61279467289944,0.003198439083147202
ENSUSDT,recent_oos_2026JanApr,71,78,-18.146364879012005,14.422530928511915,-32.568895807523916,32.568895807523916,0.003194133783704724
LQTYUSDT,recent_oos_2026JanApr,134,146,6.1947134264346095,26.300463974674507,-20.105750548239897,32.49517740110912,0.0031869039883256622
APTUSDT,recent_oos_2026JanApr,28,31,25.600917518691393,6.889715240627082,18.711202278064313,32.49063275931847,0.0031864582810482607
COMPUSDT,recent_oos_2026JanApr,83,16,30.7233865978322,-1.1997380332603447,31.923124631092545,31.923124631092545,0.0031308009785837817
DOTUSDT,recent_oos_2026JanApr,40,31,14.0299377763289,-17.220410402342793,31.250348178671693,31.250348178671693,0.0030648196813283183
MTLUSDT,recent_oos_2026JanApr,112,167,19.676206121070265,11.514755479446112,8.161450641624153,31.190961600516378,0.0030589954533070322
ARKMUSDT,recent_oos_2026JanApr,124,115,18.245201085220188,-11.666236240244443,29.911437325464632,29.911437325464632,0.002933508493657976
GMTUSDT,recent_oos_2026JanApr,43,38,2.0813590167732876,27.212378691712146,-25.13101967493886,29.293737708485434,0.0028729287544357785
DUSKUSDT,recent_oos_2026JanApr,107,75,0.6298320422534189,28.28429563508079,-27.654463592827373,28.91412767733421,0.0028356992078064076
BATUSDT,recent_oos_2026JanApr,97,27,15.014222088265381,13.328510339189787,1.685711749075594,28.342732427455168,0.0027796606831271206
1INCHUSDT,recent_oos_2026JanApr,88,22,25.87532709972188,2.458606436308229,23.41672066341365,28.33393353603011,0.002778797748242069
CFXUSDT,recent_oos_2026JanApr,31,5,18.727956048108506,9.14342211159151,9.584533936516996,27.871378159700015,0.0027334334914032206
IDUSDT,recent_oos_2026JanApr,81,116,-25.157764128320373,2.3810475936160422,-27.538811721936415,27.538811721936415,0.002700817657557799
BELUSDT,recent_oos_2026JanApr,69,131,14.771315582356735,12.725668092490466,2.045647489866269,27.4969836748472,0.0026967154497610215
MEMEUSDT,recent_oos_2026JanApr,107,54,23.75664562935178,3.12005714688706,20.63658848246472,26.87670277623884,0.0026358825561517154
YGGUSDT,recent_oos_2026JanApr,55,7,22.244133856625048,4.621472300219635,17.62266155640541,26.865606156844684,0.002634794275876533
MINAUSDT,recent_oos_2026JanApr,83,30,-25.36325176652856,-1.0818942568432357,-24.281357509685325,26.445146023371795,0.0025935584315616485
TUSDT,recent_oos_2026JanApr,117,58,6.065523919613323,-20.297414102024682,26.362938021638005,26.362938021638005,0.0025854960349369497
KSMUSDT,recent_oos_2026JanApr,138,39,14.239079568632885,-11.721249865305673,25.960329433938558,25.960329433938558,0.002546010947718139
CELOUSDT,recent_oos_2026JanApr,94,42,6.092506070732391,19.54758196852952,-13.45507589779713,25.64008803926191,0.002514603869513139
AVAXUSDT,recent_oos_2026JanApr,11,25,-24.40729089986482,-0.6532788890191412,-23.754012010845678,25.06056978888396,0.0024577686966922646
IMXUSDT,recent_oos_2026JanApr,104,11,-17.62355878204898,7.186871179348289,-24.81042996139727,24.81042996139727,0.002433236699097162
KAVAUSDT,recent_oos_2026JanApr,54,67,15.14273489685285,-9.458413115365433,24.60114801221828,24.60114801221828,0.002412711761802919
1000BONKUSDT,recent_oos_2026JanApr,46,68,2.4891731242524173,-21.4052374798577,23.894410604110117,23.894410604110117,0.0023433998070843095
CAKEUSDT,recent_oos_2026JanApr,44,13,13.143430306125023,-10.441710448604338,23.58514075472936,23.58514075472936,0.002313068742745305
ACEUSDT,recent_oos_2026JanApr,128,236,-20.451803571753366,3.1218687225486654,-23.573672294302032,23.573672294302032,0.0023119439948534977
PYTHUSDT,recent_oos_2026JanApr,95,45,0.03569868683061017,23.329547763663925,-23.293849076833315,23.365246450494535,0.0022915030184987237
DASHUSDT,recent_oos_2026JanApr,45,41,-14.513398616214737,8.849152564000201,-23.362551180214936,23.362551180214936,0.002291238684887073
KASUSDT,recent_oos_2026JanApr,87,10,10.31118867118843,-12.286046996422687,22.597235667611116,22.597235667611116,0.002216181791695243
QNTUSDT,recent_oos_2026JanApr,82,21,22.36541610593254,-0.0057736333016200625,22.371189739234158,22.371189739234158,0.0021940127583707867
JUPUSDT,recent_oos_2026JanApr,46,10,-11.4126367196904,-10.544593008951049,-0.8680437107393519,21.95722972864145,0.0021534144014982927
MANAUSDT,recent_oos_2026JanApr,85,26,5.976602397041926,15.956919063248588,-9.980316666206662,21.933521460290514,0.002151089257245924
NMRUSDT,recent_oos_2026JanApr,117,7,17.647248809638832,3.6764427345663178,13.970806075072513,21.32369154420515,0.002091281324278418
WLDUSDT,recent_oos_2026JanApr,21,20,18.845258299179427,-1.2890423573228205,20.134300656502248,20.134300656502248,0.0019746340286840506
ZENUSDT,recent_oos_2026JanApr,46,36,-18.831518135428784,-1.098154239214554,-17.73336389621423,19.92967237464334,0.001954565491142904
STXUSDT,recent_oos_2026JanApr,46,21,-9.766782907539891,9.95675029588774,-19.723533203427632,19.723533203427632,0.0019343487759427257
TRBUSDT,recent_oos_2026JanApr,26,32,13.701988486208885,5.981156879073286,7.720831607135599,19.683145365282172,0.001930387813955141
ZETAUSDT,recent_oos_2026JanApr,91,32,14.78929970500435,-4.499008240778846,19.288307945783195,19.288307945783195,0.0018916648695806765
VETUSDT,recent_oos_2026JanApr,25,1,5.086232178920515,12.659956289859247,-7.573724110938732,17.746188468779764,0.001740424374688989
ETCUSDT,recent_oos_2026JanApr,24,17,15.623079172177729,-1.2079498188046784,16.831028990982407,16.831028990982407,0.0016506718137552277
COTIUSDT,recent_oos_2026JanApr,59,96,-11.46859462756105,4.821586637900747,-16.290181265461797,16.290181265461797,0.0015976291806203903
NEOUSDT,recent_oos_2026JanApr,59,10,15.019395528672533,1.2703149893154482,13.749080539357085,16.28971051798798,0.0015975830129388515
ADAUSDT,recent_oos_2026JanApr,10,7,13.737517116977095,-1.4974042788677886,15.234921395844884,15.234921395844884,0.0014941365347520413
ARPAUSDT,recent_oos_2026JanApr,82,127,11.25893837716145,-3.5473650671889594,14.806303444350409,14.806303444350409,0.0014521006276318946
MAVUSDT,recent_oos_2026JanApr,106,88,9.027233340090753,-5.494186970890361,14.521420310981114,14.521420310981114,0.0014241612450356842
QTUMUSDT,recent_oos_2026JanApr,71,39,4.071327282312488,9.903089445620427,-5.831762163307939,13.974416727932915,0.0013705148876415796
LINKUSDT,recent_oos_2026JanApr,11,20,7.9935430016918545,-5.935367627541295,13.92891062923315,13.92891062923315,0.0013660519617849423
XAIUSDT,recent_oos_2026JanApr,66,51,7.666433109134335,-6.087320434812229,13.753753543946564,13.753753543946564,0.0013488737569457138
KNCUSDT,recent_oos_2026JanApr,131,72,8.502986776730058,-5.090850386754433,13.59383716348449,13.59383716348449,0.00133319025584023
AAVEUSDT,recent_oos_2026JanApr,3,1,0.9256347597824254,-11.849745459288775,12.7753802190712,12.7753802190712,0.0012529216157208959
INJUSDT,recent_oos_2026JanApr,25,13,11.011139567066264,1.2364426583027823,9.774696908763481,12.247582225369047,0.0012011588107237992
USDCUSDT,recent_oos_2026JanApr,7,0,11.56530006228133,0.0,11.56530006228133,11.56530006228133,0.0011342452586028777
LSKUSDT,recent_oos_2026JanApr,166,211,3.305869467933867,-8.24602183732923,11.551891305263098,11.551891305263098,0.0011329302197374972
ZECUSDT,recent_oos_2026JanApr,11,18,-6.483498092299774,4.484098117737851,-10.967596210037625,10.967596210037625,0.0010756265667569897
XLMUSDT,recent_oos_2026JanApr,14,6,-4.68573782972642,6.19732567770265,-10.88306350742907,10.88306350742907,0.001067336179424685
ASTRUSDT,recent_oos_2026JanApr,111,42,-1.1095934571189012,9.408166459679066,-10.517759916797967,10.517759916797967,0.0010315097102978473
ANKRUSDT,recent_oos_2026JanApr,115,56,6.267332371099318,-4.199576375636167,10.466908746735484,10.466908746735484,0.0010265225765246487
ARUSDT,recent_oos_2026JanApr,118,161,-0.8591552803723133,-9.44921720800674,8.590061927634427,10.308372488379053,0.0010109744283236454
1000FLOKIUSDT,recent_oos_2026JanApr,24,9,-3.527383490072272,-6.251350078038428,2.7239665879661557,9.778733568110699,0.000959031077883032
RVNUSDT,recent_oos_2026JanApr,56,66,-1.6842669417376772,-7.5872165035870855,5.902949561849408,9.271483445324762,0.0009092834670474004
BIGTIMEUSDT,recent_oos_2026JanApr,56,39,-8.119300946744982,-0.40161602620476966,-7.717684920540212,8.520916972949752,0.0008356730585000141
DOGEUSDT,recent_oos_2026JanApr,4,0,8.076823339190707,0.0,8.076823339190707,8.076823339190707,0.0007921194026714284
BCHUSDT,recent_oos_2026JanApr,9,0,-8.067202554314232,0.0,-8.067202554314232,8.067202554314232,0.0007911758621172349
XRPUSDT,recent_oos_2026JanApr,3,0,-8.01600902520482,0.0,-8.01600902520482,8.01600902520482,0.0007861551521182895
TLMUSDT,recent_oos_2026JanApr,79,51,3.438969333680987,-4.566248950625288,8.005218284306274,8.005218284306274,0.0007850968703067432
GRTUSDT,recent_oos_2026JanApr,54,8,-6.852723322750045,1.0995389293041424,-7.952262252054187,7.952262252054187,0.0007799033060954483
BTCUSDT,recent_oos_2026JanApr,1,0,-6.5300134814129365,0.0,-6.5300134814129365,6.5300134814129365,0.0006404189074230113
ICPUSDT,recent_oos_2026JanApr,34,10,5.645372534303215,-0.6800079620195991,6.325380496322814,6.325380496322814,0.0006203499086212249
HBARUSDT,recent_oos_2026JanApr,7,1,-4.069572421231458,2.1038754334718495,-6.173447854703307,6.173447854703307,0.0006054493978298132
ONDOUSDT,recent_oos_2026JanApr,9,6,0.269265623474356,-5.440126772022262,5.709392395496618,5.709392395496618,0.0005599380231573483
CHZUSDT,recent_oos_2026JanApr,31,4,-3.569300698676226,1.6123667848054712,-5.181667483481697,5.181667483481697,0.000508182385510583
SUIUSDT,recent_oos_2026JanApr,1,2,0.8258089306886522,-3.950240687158626,4.776049617847278,4.776049617847278,0.00046840216896428547
IOSTUSDT,recent_oos_2026JanApr,58,28,4.166462177682672,0.3532674947934229,3.8131946828892493,4.519729672476095,0.00044326406782060755
LTCUSDT,recent_oos_2026JanApr,4,1,3.5990649583688534,0.22043694019508445,3.378628018173769,3.8195018985639377,0.0003745905333489697
SOLUSDT,recent_oos_2026JanApr,2,0,-3.7592328944183064,0.0,-3.7592328944183064,3.7592328944183064,0.0003686797630425558
TRXUSDT,recent_oos_2026JanApr,6,2,1.0548428664936962,1.44907651705877,-0.39423365056507387,2.503919383552466,0.00024556722898878293
BEAMXUSDT,recent_oos_2026JanApr,0,53,0.0,-2.3964755027855107,2.3964755027855107,2.3964755027855107,0.00023502987053984246
BNBUSDT,recent_oos_2026JanApr,0,49,0.0,-1.5231944849706807,1.5231944849706807,1.5231944849706807,0.00014938446155345593
UNIUSDT,recent_oos_2026JanApr,10,0,1.1101274378270212,0.0,1.1101274378270212,1.1101274378270212,0.00010887368040772501
