candidate_id,return_corr_cluster,max_corr_to_prior,cluster_size
a7o_l1_C0064_0386,rc_000,0.0,1
a7o_l1_C0064_1454,rc_001,0.0,1
a7o_l1_C0064_0565,rc_002,0.0,1
a7o_l1_C0065_1550,rc_003,0.0,1
a7o_l1_C0065_0872,rc_004,0.0,1
a7o_l1_C0065_1258,rc_005,0.0,1
a7o_l1_C0066_0278,rc_006,0.0,1
a7o_l1_C0066_0969,rc_007,0.0,1
a7o_l1_C0066_1446,rc_008,0.0,8
a7o_l1_C0067_0368,rc_009,0.0,1
a7o_l1_C0067_0753,rc_010,0.0,1
a7o_l1_C0067_0372,rc_011,0.0,1
a7o_l1_C0068_0372,rc_012,0.0,1
a7o_l1_C0068_0564,rc_013,0.0,1
a7o_l1_C0068_1939,rc_014,0.0,1
a7o_l1_C0069_0756,rc_015,0.0,1
a7o_l1_C0069_1163,rc_016,0.0,1
a7o_l1_C0069_0372,rc_017,0.0,1
a7o_l1_C0070_1842,rc_018,0.0,3
a7o_l1_C0070_0756,rc_019,0.0,1
a7o_l1_C0070_0386,rc_020,0.0,1
a7o_l1_C0071_0678,rc_021,0.0,1
a7o_l1_C0071_2036,rc_022,0.0,1
a7o_l1_C0071_0484,rc_023,0.0,1
a7o_l1_C0072_0949,rc_024,0.0,1
a7o_l1_C0072_0181,rc_025,0.0,1
a7o_l1_C0072_0757,rc_026,0.0,1
a7o_l1_C0073_0677,rc_027,0.0,1
a7o_l1_C0073_1842,rc_028,0.0,1
a7o_l1_C0073_0484,rc_029,0.0,1
a7o_l1_C0074_0756,rc_030,0.0,2
a7o_l1_C0074_0180,rc_030,0.9442693798204066,2
a7o_l1_C0074_0564,rc_031,0.0,1
a7o_l1_C0075_0372,rc_032,0.0,1
a7o_l1_C0075_0969,rc_033,0.0,1
a7o_l1_C0075_0484,rc_034,0.0,1
a7o_l1_C0076_0564,rc_035,0.0,1
a7o_l1_C0076_0484,rc_036,0.0,1
a7o_l1_C0076_1066,rc_037,0.0,1
a7o_l1_C0077_0484,rc_038,0.0,1
a7o_l1_C0077_0564,rc_039,0.0,1
a7o_l1_C0077_0756,rc_040,0.0,1
a7o_l1_C0078_1648,rc_041,0.0,3
a7o_l1_C0078_2032,rc_041,0.976052052074157,3
a7o_l1_C0078_0752,rc_041,0.9954634026889553,3
a7o_l1_C0079_0372,rc_042,0.0,1
a7o_l1_C0079_2036,rc_043,0.0,1
a7o_l1_C0079_0774,rc_044,0.0,2
a7o_l1_C0080_0564,rc_045,0.0,1
a7o_l1_C0080_0096,rc_046,0.0,1
a7o_l1_C0080_2036,rc_047,0.0,1
a7o_l1_C0081_0180,rc_048,0.0,1
a7o_l1_C0081_0581,rc_049,0.0,1
a7o_l1_C0081_1454,rc_050,0.0,1
a7o_l1_C0082_1454,rc_051,0.0,1
a7o_l1_C0082_0372,rc_052,0.0,1
a7o_l1_C0082_1066,rc_053,0.0,1
a7o_l1_C0083_1842,rc_054,0.0,2
a7o_l1_C0083_1356,rc_055,0.0,1
a7o_l1_C0083_1550,rc_054,0.8351251781125915,2
a7o_l1_C0084_0095,rc_056,0.0,1
a7o_l1_C0084_1260,rc_057,0.0,1
a7o_l1_C0084_0096,rc_058,0.0,1
a7o_l1_C0085_0369,rc_059,0.0,1
a7o_l1_C0085_0944,rc_060,0.0,1
a7o_l1_C0085_0368,rc_061,0.0,1
a7o_l1_C0086_0372,rc_062,0.0,1
a7o_l1_C0086_0373,rc_063,0.0,1
a7o_l1_C0086_2033,rc_064,0.0,1
a7o_l1_C0087_0949,rc_065,0.0,1
a7o_l1_C0087_0289,rc_066,0.0,1
a7o_l1_C0087_0565,rc_067,0.0,1
a7o_l1_C0088_1454,rc_068,0.0,1
a7o_l1_C0088_0096,rc_069,0.0,1
a7o_l1_C0088_0289,rc_070,0.0,1
a7o_l1_C0089_1842,rc_071,0.0,1
a7o_l1_C0089_0288,rc_072,0.0,1
a7o_l1_C0089_1550,rc_073,0.0,1
a7o_l1_C0090_0193,rc_008,0.8107530191650799,8
a7o_l1_C0090_0678,rc_008,0.8595588620957119,8
a7o_l1_C0090_0581,rc_008,0.845452543948974,8
a7o_l1_C0091_0193,rc_074,0.0,1
a7o_l1_C0091_0944,rc_075,0.0,1
a7o_l1_C0091_2032,rc_076,0.0,1
a7o_l1_C0092_0372,rc_077,0.0,1
a7o_l1_C0092_1163,rc_078,0.0,1
a7o_l1_C0092_0678,rc_079,0.0,1
a7o_l1_C0093_0969,rc_080,0.0,1
a7o_l1_C0093_0968,rc_081,0.0,1
a7o_l1_C0093_0372,rc_082,0.0,1
a7o_l1_C0094_0757,rc_083,0.0,1
a7o_l1_C0094_0756,rc_084,0.0,1
a7o_l1_C0094_0373,rc_085,0.0,1
a7o_l1_C0095_1251,rc_018,0.8061740241091399,3
a7o_l1_C0095_0483,rc_018,0.9798680838205938,3
a7o_l1_C0095_0862,rc_086,0.0,1
a7o_l1_C0096_0774,rc_087,0.0,1
a7o_l1_C0096_0949,rc_088,0.0,1
a7o_l1_C0096_1454,rc_089,0.0,1
a7o_l1_C0097_2035,rc_090,0.0,1
a7o_l1_C0097_0386,rc_091,0.0,1
a7o_l1_C0097_0774,rc_092,0.0,1
a7o_l1_C0098_0180,rc_093,0.0,1
a7o_l1_C0098_1745,rc_094,0.0,1
a7o_l1_C0098_1454,rc_095,0.0,1
a7o_l1_C0099_2036,rc_096,0.0,1
a7o_l1_C0099_0677,rc_008,0.8405961663646968,8
a7o_l1_C0099_0774,rc_097,0.0,1
a7o_l1_C0100_0564,rc_098,0.0,1
a7o_l1_C0100_2036,rc_099,0.0,1
a7o_l1_C0100_0372,rc_100,0.0,1
a7o_l1_C0101_0949,rc_101,0.0,3
a7o_l1_C0101_0373,rc_101,0.9582586312364687,3
a7o_l1_C0101_0564,rc_101,0.9824259988708531,3
a7o_l1_C0102_0967,rc_102,0.0,1
a7o_l1_C0102_1356,rc_008,0.8545877189928687,8
a7o_l1_C0102_1550,rc_103,0.0,1
a7o_l1_C0103_0949,rc_104,0.0,1
a7o_l1_C0103_0372,rc_105,0.0,1
a7o_l1_C0103_0564,rc_106,0.0,1
a7o_l1_C0104_1744,rc_107,0.0,1
a7o_l1_C0104_1259,rc_108,0.0,1
a7o_l1_C0104_0288,rc_109,0.0,1
a7o_l1_C0105_0565,rc_110,0.0,2
a7o_l1_C0105_0181,rc_110,0.8449101625296928,2
a7o_l1_C0105_0373,rc_111,0.0,1
a7o_l1_C0106_0564,rc_112,0.0,1
a7o_l1_C0106_0949,rc_113,0.0,1
a7o_l1_C0106_0969,rc_114,0.0,1
a7o_l1_C0107_0775,rc_115,0.0,1
a7o_l1_C0107_1744,rc_116,0.0,1
a7o_l1_C0107_0289,rc_117,0.0,1
a7o_l1_C0108_0756,rc_118,0.0,1
a7o_l1_C0108_1842,rc_119,0.0,1
a7o_l1_C0108_0564,rc_120,0.0,1
a7o_l1_C0109_1454,rc_121,0.0,1
a7o_l1_C0109_0289,rc_122,0.0,1
a7o_l1_C0109_0775,rc_123,0.0,1
a7o_l1_C0110_0757,rc_124,0.0,1
a7o_l1_C0110_0387,rc_125,0.0,1
a7o_l1_C0110_0756,rc_126,0.0,1
a7o_l1_C0111_0372,rc_127,0.0,1
a7o_l1_C0111_0180,rc_128,0.0,1
a7o_l1_C0111_0193,rc_129,0.0,1
a7o_l1_C0112_0967,rc_130,0.0,1
a7o_l1_C0112_1842,rc_131,0.0,1
a7o_l1_C0112_0290,rc_132,0.0,1
a7o_l1_C0113_0564,rc_133,0.0,1
a7o_l1_C0113_2036,rc_134,0.0,1
a7o_l1_C0113_1454,rc_135,0.0,1
a7o_l1_C0114_1939,rc_136,0.0,1
a7o_l1_C0114_0095,rc_137,0.0,1
a7o_l1_C0114_0872,rc_138,0.0,1
a7o_l1_C0115_0193,rc_139,0.0,1
a7o_l1_C0115_1260,rc_140,0.0,1
a7o_l1_C0115_1163,rc_141,0.0,1
a7o_l1_C0116_1835,rc_142,0.0,3
a7o_l1_C0116_0085,rc_142,0.8522179103224953,3
a7o_l1_C0116_0380,rc_142,0.9486072122990596,3
a7o_l1_C0117_0484,rc_143,0.0,1
a7o_l1_C0117_0774,rc_144,0.0,1
a7o_l1_C0117_0180,rc_145,0.0,1
a7o_l1_C0118_0862,rc_146,0.0,1
a7o_l1_C0118_1446,rc_147,0.0,1
a7o_l1_C0118_0571,rc_148,0.0,1
a7o_l1_C0119_0564,rc_149,0.0,1
a7o_l1_C0119_0949,rc_150,0.0,1
a7o_l1_C0119_0386,rc_151,0.0,1
a7o_l1_C0120_0369,rc_152,0.0,1
a7o_l1_C0120_0753,rc_153,0.0,1
a7o_l1_C0120_0561,rc_154,0.0,1
a7o_l1_C0121_0756,rc_155,0.0,1
a7o_l1_C0121_0180,rc_156,0.0,1
a7o_l1_C0121_2036,rc_157,0.0,1
a7o_l1_C0122_0192,rc_158,0.0,1
a7o_l1_C0122_1549,rc_008,0.8397441723085122,8
a7o_l1_C0122_0567,rc_008,0.8472686820311329,8
a7o_l1_C0123_0564,rc_159,0.0,1
a7o_l1_C0123_0180,rc_160,0.0,1
a7o_l1_C0123_2036,rc_161,0.0,1
a7o_l1_C0124_0372,rc_162,0.0,1
a7o_l1_C0124_0180,rc_163,0.0,1
a7o_l1_C0124_0945,rc_164,0.0,1
a7o_l1_C0125_1066,rc_165,0.0,1
a7o_l1_C0125_1260,rc_166,0.0,1
a7o_l1_C0125_0775,rc_167,0.0,1
a7o_l1_C0126_0373,rc_168,0.0,1
a7o_l1_C0126_0949,rc_169,0.0,1
a7o_l1_C0126_0677,rc_170,0.0,1
a7o_l1_C0127_0774,rc_044,0.9066797302228542,2
a7o_l1_C0127_0484,rc_171,0.0,1
a7o_l1_C0127_0775,rc_172,0.0,1
