seed,epoch,loss,train_sharpe,turnover_penalty,system_id
1901,1,-0.862919807434082,0.8629224300384521,0.0005,DEEP_MOMENTUM_LSTM
1901,20,-3.421095609664917,3.421097755432129,0.0005,DEEP_MOMENTUM_LSTM
1901,40,-6.005846977233887,6.0058488845825195,0.0005,DEEP_MOMENTUM_LSTM
1901,60,-9.655256271362305,9.655259132385254,0.0005,DEEP_MOMENTUM_LSTM
1901,80,-12.365910530090332,12.365913391113281,0.0005,DEEP_MOMENTUM_LSTM
1907,1,-1.2071435451507568,1.2071452140808105,0.0005,DEEP_MOMENTUM_LSTM
1907,20,-3.124847888946533,3.124852418899536,0.0005,DEEP_MOMENTUM_LSTM
1907,40,-5.484917640686035,5.484922409057617,0.0005,DEEP_MOMENTUM_LSTM
1907,60,-8.245033264160156,8.245038032531738,0.0005,DEEP_MOMENTUM_LSTM
1907,80,-12.04345703125,12.043461799621582,0.0005,DEEP_MOMENTUM_LSTM
1901,1,-0.8629224300384521,0.8629224300384521,0.0,DEEP_MOMENTUM_NO_TURNOVER_CONTROL
1901,20,-3.4210972785949707,3.4210972785949707,0.0,DEEP_MOMENTUM_NO_TURNOVER_CONTROL
1901,40,-6.0058488845825195,6.0058488845825195,0.0,DEEP_MOMENTUM_NO_TURNOVER_CONTROL
1901,60,-9.65526008605957,9.65526008605957,0.0,DEEP_MOMENTUM_NO_TURNOVER_CONTROL
1901,80,-12.366024017333984,12.366024017333984,0.0,DEEP_MOMENTUM_NO_TURNOVER_CONTROL
1907,1,-1.2071452140808105,1.2071452140808105,0.0,DEEP_MOMENTUM_NO_TURNOVER_CONTROL
1907,20,-3.124852180480957,3.124852180480957,0.0,DEEP_MOMENTUM_NO_TURNOVER_CONTROL
1907,40,-5.484899044036865,5.484899044036865,0.0,DEEP_MOMENTUM_NO_TURNOVER_CONTROL
1907,60,-8.24503231048584,8.24503231048584,0.0,DEEP_MOMENTUM_NO_TURNOVER_CONTROL
1907,80,-12.02816390991211,12.02816390991211,0.0,DEEP_MOMENTUM_NO_TURNOVER_CONTROL
