,INTERNAL_FORMULA_20D_CS_MOMENTUM,SIMPLE_ECONOMIC_20D_TSMOM,QLIB_ALPHA158_LIGHTGBM,QLIB_PRICE_KBAR_CONTROL,DEEP_MOMENTUM_LSTM,DEEP_MOMENTUM_NO_TURNOVER_CONTROL
INTERNAL_FORMULA_20D_CS_MOMENTUM,1.0,0.18382874788816167,-0.13961214488619486,-0.04148913649352561,-0.1394335279576668,-0.1438984219754081
SIMPLE_ECONOMIC_20D_TSMOM,0.18382874788816167,1.0,0.05230404401973102,-0.007327917426875034,0.12193944755349768,0.11804460041575573
QLIB_ALPHA158_LIGHTGBM,-0.13961214488619486,0.05230404401973102,1.0,0.12745391815158225,0.09476893627570077,0.09595348293657847
QLIB_PRICE_KBAR_CONTROL,-0.04148913649352561,-0.007327917426875034,0.12745391815158225,1.0,0.0583676222345094,0.05895417638105798
DEEP_MOMENTUM_LSTM,-0.1394335279576668,0.12193944755349768,0.09476893627570077,0.0583676222345094,1.0,0.9998298193090598
DEEP_MOMENTUM_NO_TURNOVER_CONTROL,-0.1438984219754081,0.11804460041575573,0.09595348293657847,0.05895417638105798,0.9998298193090598,1.0
