system_id,data_role,evaluation,month,net_mean,gross_mean,turnover_mean,observations
DEEP_MOMENTUM_LSTM,CHALLENGE,COMMON,2024-07,0.007717253352931393,0.008020658721613212,0.6068107373636377,31
DEEP_MOMENTUM_LSTM,CHALLENGE,COMMON,2024-08,0.004388400327393228,0.004645489202353179,0.514177749919904,31
DEEP_MOMENTUM_LSTM,CHALLENGE,COMMON,2024-09,-0.0025684365304200433,-0.002158479232386753,0.8199145960665803,30
DEEP_MOMENTUM_LSTM,CHALLENGE,COMMON,2024-10,-0.005705049902745417,-0.005275400074283808,0.8592996569232183,29
DEEP_MOMENTUM_LSTM,CHALLENGE,NATIVE,2024-07,0.00012390861432832518,0.00012706832049743364,0.010532353897028232,31
DEEP_MOMENTUM_LSTM,CHALLENGE,NATIVE,2024-08,5.8763858121770744e-05,6.106330318293253e-05,0.007664816870539265,31
DEEP_MOMENTUM_LSTM,CHALLENGE,NATIVE,2024-09,-1.5034341311485697e-05,-1.2335764851696692e-05,0.008995254865963356,30
DEEP_MOMENTUM_LSTM,CHALLENGE,NATIVE,2024-10,-9.97411585954255e-05,-9.6066467252456e-05,0.01224897114323163,29
DEEP_MOMENTUM_LSTM,DEVELOPMENT,COMMON,2024-01,0.0008116928926465725,0.0009909057878982302,0.3584257905033156,31
DEEP_MOMENTUM_LSTM,DEVELOPMENT,COMMON,2024-02,-0.006024930038093174,-0.005701541647720411,0.6467767807455249,29
DEEP_MOMENTUM_LSTM,DEVELOPMENT,COMMON,2024-03,0.0037708176502493757,0.004060023991161256,0.5784126818237597,31
DEEP_MOMENTUM_LSTM,DEVELOPMENT,COMMON,2024-04,0.009642841653382339,0.009993669725211603,0.7016561436585289,30
DEEP_MOMENTUM_LSTM,DEVELOPMENT,COMMON,2024-05,0.0036758953903840343,0.004023905016994364,0.6960192532206588,31
DEEP_MOMENTUM_LSTM,DEVELOPMENT,COMMON,2024-06,0.008091073150297348,0.008424598343408184,0.667050386221671,28
DEEP_MOMENTUM_LSTM,DEVELOPMENT,NATIVE,2024-01,-2.769367950535147e-05,-2.659933938786095e-05,0.0036478003916350665,31
DEEP_MOMENTUM_LSTM,DEVELOPMENT,NATIVE,2024-02,-0.00021837342291272077,-0.00021494208523895525,0.01143779224588505,29
DEEP_MOMENTUM_LSTM,DEVELOPMENT,NATIVE,2024-03,8.024445463885065e-06,1.149148464711003e-05,0.011556797277416537,31
DEEP_MOMENTUM_LSTM,DEVELOPMENT,NATIVE,2024-04,0.00010732518463113827,0.0001096646604052122,0.007798252580246437,30
DEEP_MOMENTUM_LSTM,DEVELOPMENT,NATIVE,2024-05,4.3688097903605124e-05,4.571252488737894e-05,0.006748089945912747,31
DEEP_MOMENTUM_LSTM,DEVELOPMENT,NATIVE,2024-06,0.00010207901228080639,0.00010448192278008069,0.008009701664247717,28
DEEP_MOMENTUM_NO_TURNOVER_CONTROL,CHALLENGE,COMMON,2024-07,0.007762422235526667,0.008066212894402661,0.6075813177519871,31
DEEP_MOMENTUM_NO_TURNOVER_CONTROL,CHALLENGE,COMMON,2024-08,0.004569525211074411,0.004830256497648068,0.5214625731473141,31
DEEP_MOMENTUM_NO_TURNOVER_CONTROL,CHALLENGE,COMMON,2024-09,-0.002553953333575514,-0.0021407823990593293,0.8263418690323691,30
DEEP_MOMENTUM_NO_TURNOVER_CONTROL,CHALLENGE,COMMON,2024-10,-0.005680040568949759,-0.005247581217958955,0.864918701981608,29
DEEP_MOMENTUM_NO_TURNOVER_CONTROL,CHALLENGE,NATIVE,2024-07,0.00012377394747319136,0.0001269374935958695,0.01054515374226055,31
DEEP_MOMENTUM_NO_TURNOVER_CONTROL,CHALLENGE,NATIVE,2024-08,6.0187446673924395e-05,6.249101672102228e-05,0.007678566823659655,31
DEEP_MOMENTUM_NO_TURNOVER_CONTROL,CHALLENGE,NATIVE,2024-09,-1.4002805150351797e-05,-1.1300750723663065e-05,0.009006848088962455,30
DEEP_MOMENTUM_NO_TURNOVER_CONTROL,CHALLENGE,NATIVE,2024-10,-9.855180567384737e-05,-9.487720792352782e-05,0.01224865916773179,29
DEEP_MOMENTUM_NO_TURNOVER_CONTROL,DEVELOPMENT,COMMON,2024-01,0.0008372929329789415,0.0010182393642253068,0.3618928624927302,31
DEEP_MOMENTUM_NO_TURNOVER_CONTROL,DEVELOPMENT,COMMON,2024-02,-0.0059741354541405075,-0.005650768204460756,0.6467344993595041,29
DEEP_MOMENTUM_NO_TURNOVER_CONTROL,DEVELOPMENT,COMMON,2024-03,0.0037776460056348983,0.004066967952421615,0.578643893573436,31
DEEP_MOMENTUM_NO_TURNOVER_CONTROL,DEVELOPMENT,COMMON,2024-04,0.009673169159266998,0.010025100572954785,0.7038628273755749,30
DEEP_MOMENTUM_NO_TURNOVER_CONTROL,DEVELOPMENT,COMMON,2024-05,0.0037818272748322192,0.004129411519255974,0.6951684888475077,31
DEEP_MOMENTUM_NO_TURNOVER_CONTROL,DEVELOPMENT,COMMON,2024-06,0.008109274343790567,0.008446147823728323,0.6737469598755139,28
DEEP_MOMENTUM_NO_TURNOVER_CONTROL,DEVELOPMENT,NATIVE,2024-01,-2.7158374716088606e-05,-2.6066376851590187e-05,0.0036399928816614213,31
DEEP_MOMENTUM_NO_TURNOVER_CONTROL,DEVELOPMENT,NATIVE,2024-02,-0.00021790936888957266,-0.00021447649025378428,0.011442928785961167,29
DEEP_MOMENTUM_NO_TURNOVER_CONTROL,DEVELOPMENT,NATIVE,2024-03,8.24044740489601e-06,1.1710344988004264e-05,0.011566325277027483,31
DEEP_MOMENTUM_NO_TURNOVER_CONTROL,DEVELOPMENT,NATIVE,2024-04,0.00010743982326829616,0.00010978350244727324,0.007812263929923629,30
