candidate_id,proposed_subgraph_id,semantic_bucket,motif_bucket,generation_mode,expression,raw_inputs,status,error,rows,non_null_rows,finite_rows,active_rows,non_null_ratio,active_ratio,std
a7ffcore11e_527952f0558161790f,sgx_4db37b64a8e2ed957a,liquidity_like,single,seed_field_mul_delta,"Mul(ZScore(Mean(Delta(trade_count_168h,24),2)),Delta(trade_count_168h,16))",trade_count_168h,ok,,6949596,6626394,6626394,6622065,0.9534934117033566,0.9528704977958432,42028.066515728606
a7ffcore11e_5547922f53cc90e0a1,sgx_ddb7b16a03f44e8321,liquidity_like,single,seed_field_mul_delta,"Mul(ZScore(Mean(Mean(trade_volume,4),3)),Delta(trade_volume,12))",trade_volume,ok,,6949596,6943122,6943122,6938469,0.999068435057232,0.9983988997346032,69268816913.04713
a7ffcore11e_56b15561f3284df0a1,sgx_59daba234c6bbd8d4a,liquidity_like,single,seed_field_mul_delta,"Mul(ZScore(Mean(Mean(trade_volume,4),3)),Delta(trade_volume,4))",trade_volume,ok,,6949596,6946608,6946608,6941892,0.9995700469494916,0.9988914463517016,61898149484.72494
a7ffcore11e_5a4cb7863fda8b7d59,sgx_6d0bd2690e71ee534f,liquidity_like,single,seed_field_mul_delta,"Mul(ZScore(Mean(Delta(trade_count_168h,24),2)),Delta(trade_count_168h,2))",trade_count_168h,ok,,6949596,6626394,6626394,6622063,0.9534934117033566,0.95287021000933,5191.382510458511
a7ffcore11e_5ca674e5e928b9e37b,sgx_633b807650014b0fd2,liquidity_like,single,seed_field_mul_delta,"Mul(ZScore(Mean(Delta(trade_count_168h,24),4)),Delta(trade_count_168h,24))",trade_count_168h,ok,,6949596,6625398,6625398,6621087,0.9533500940198538,0.9527297701909578,63580.46699231897
a7ffcore11e_5fcd7ebabb6db4aee5,sgx_e3b1bc4b9f0467d972,liquidity_like,single,seed_field_mul_delta,"Mul(ZScore(Mean(Mean(trade_volume,4),3)),Delta(trade_volume,2))",trade_volume,ok,,6949596,6946608,6946608,6941892,0.9995700469494916,0.9988914463517016,54235828844.482544
a7ffcore11e_62177b4a351f23dee9,sgx_fbee43ceafb34ccc35,liquidity_like,single,seed_field_mul_delta,"Mul(ZScore(Mean(Mean(trade_volume,4),4)),Delta(trade_volume,12))",trade_volume,ok,,6949596,6943122,6943122,6938469,0.999068435057232,0.9983988997346032,69199898968.01633
a7ffcore11e_649733921153c9d703,sgx_28fca3f2e1ece3bdaa,liquidity_like,single,seed_field_mul_delta,"Mul(ZScore(Mean(Mean(trade_volume,4),3)),Delta(trade_volume,8))",trade_volume,ok,,6949596,6945114,6945114,6940425,0.9993550704242375,0.9986803549443738,65607314374.69434
a7ffcore11e_64b67f614412e6012e,sgx_8bf2db65b0d3121592,liquidity_like,single,seed_field_mul_delta,"Mul(ZScore(Mean(Mean(trade_volume,4),2)),Delta(trade_volume,72))",trade_volume,ok,,6949596,6913242,6913242,6909129,0.9947689045521496,0.9941770715880462,79305655188.75848
a7ffcore11e_64b7c6f83d3aa012b4,sgx_b983bc9ff0364d7647,liquidity_like,single,seed_field_mul_delta,"Mul(ZScore(Mean(Delta(trade_count_168h,24),4)),Delta(trade_count_168h,3))",trade_count_168h,ok,,6949596,6625398,6625398,6621085,0.9533500940198538,0.9527294824044448,7452.219983718398
a7ffcore11e_64e3d0be23d03e7369,sgx_51f075019beee6d6fb,liquidity_like,single,seed_field_mul_delta,"Mul(ZScore(Mean(Delta(trade_count_168h,24),3)),Delta(trade_count_168h,2))",trade_count_168h,ok,,6949596,6625896,6625896,6621574,0.9534217528616052,0.9527998462068874,5083.541107646287
a7ffcore11e_6dfea25769981420cd,sgx_9fc7469f5ded4460cf,liquidity_like,single,seed_field_mul_delta,"Mul(ZScore(Mean(Mean(trade_volume,4),3)),Delta(trade_volume,96))",trade_volume,ok,,6949596,6901290,6901290,6897393,0.9930490923501164,0.9924883403294236,80488128232.71689
a7ffcore11e_7036d028e1478c3480,sgx_87fa9f70a8fc2edbe9,liquidity_like,single,seed_field_mul_delta,"Mul(ZScore(Mean(Mean(trade_volume,4),4)),Delta(trade_volume,16))",trade_volume,ok,,6949596,6941130,6941130,6936513,0.9987817996902266,0.9981174445248328,72801335507.75412
a7ffcore11e_72425732c25c5581c6,sgx_c9fbb6c0f757591a3f,liquidity_like,single,seed_field_mul_delta,"Mul(ZScore(Mean(Mean(trade_volume,4),4)),Delta(trade_volume,48))",trade_volume,ok,,6949596,6925194,6925194,6920865,0.9964887167541824,0.995865802846669,75080652944.50745
a7ffcore11e_78f015adfeae42b76a,sgx_febeccc58f459eac1a,liquidity_like,single,seed_field_mul_delta,"Mul(ZScore(Mean(Delta(trade_count_168h,24),2)),Delta(trade_count_168h,4))",trade_count_168h,ok,,6949596,6626394,6626394,6622065,0.9534934117033566,0.9528704977958432,10317.242533813633
a7ffcore11e_7c8802ba202be3239e,sgx_275c4a43d7ece2e689,liquidity_like,single,seed_field_mul_delta,"Mul(ZScore(Mean(Delta(trade_count_168h,24),3)),Delta(trade_count_168h,48))",trade_count_168h,ok,,6949596,6614940,6614940,6610818,0.9518452583430748,0.9512521303396628,95011.879224126
a7ffcore11e_7f4ddd6ba1891e3a2c,sgx_90ef35bd370bf56c29,liquidity_like,single,seed_field_mul_delta,"Mul(ZScore(Mean(Mean(trade_volume,4),2)),Delta(trade_volume,16))",trade_volume,ok,,6949596,6941130,6941130,6936513,0.9987817996902266,0.9981174445248328,72975001977.27406
a7ffcore11e_8076b3b8f5d3667b57,sgx_b5b8467ca7c199c20c,liquidity_like,single,seed_field_mul_delta,"Mul(ZScore(Mean(Mean(trade_volume,4),4)),Delta(trade_volume,3))",trade_volume,ok,,6949596,6946110,6946110,6941403,0.9994983881077404,0.9988210825492588,59256370945.93736
a7ffcore11e_94fc8621dfeb133185,sgx_34c36cb33fc007173c,liquidity_like,single,seed_field_mul_delta,"Mul(ZScore(Mean(Mean(trade_volume,4),3)),Delta(trade_volume,24))",trade_volume,ok,,6949596,6937146,6937146,6932601,0.9982085289562156,0.9975545341052918,73383276134.75359
a7ffcore11e_956312423d4c2e916f,sgx_a28c6914462e5f20eb,liquidity_like,single,seed_field_mul_delta,"Mul(ZScore(Mean(Delta(trade_count_168h,24),2)),Delta(trade_count_168h,96))",trade_count_168h,ok,,6949596,6591036,6591036,6587346,0.9484056339390088,0.9478746678224172,123081.56371901586
a7ffcore11e_9bd6c6bf10234667f4,sgx_419ea9b1cb6210ad2c,liquidity_like,single,seed_field_mul_delta,"Mul(ZScore(Mean(Mean(trade_volume,4),2)),Delta(trade_volume,32))",trade_volume,ok,,6949596,6933162,6933162,6928689,0.9976352582222046,0.9969916236857508,77274846899.82446
a7ffcore11e_a14dcc54936f5735ed,sgx_f48198e0fa0d7284de,liquidity_like,single,seed_field_mul_delta,"Mul(ZScore(Mean(Mean(trade_volume,4),4)),Delta(trade_volume,4))",trade_volume,ok,,6949596,6946110,6946110,6941403,0.9994983881077404,0.9988210825492588,61789214598.03716
a7ffcore11e_a632ea315826e6f709,sgx_c4c530ae490a57b37f,liquidity_like,single,seed_field_mul_delta,"Mul(ZScore(Mean(Delta(trade_count_168h,24),4)),Delta(trade_count_168h,2))",trade_count_168h,ok,,6949596,6625398,6625398,6621085,0.9533500940198538,0.9527294824044448,4987.110448451989
a7ffcore11e_ab0f4f226428f1d714,sgx_436c72004fa058cfce,liquidity_like,single,seed_field_mul_delta,"Mul(ZScore(Mean(Delta(trade_count_168h,24),2)),Delta(trade_count_168h,3))",trade_count_168h,ok,,6949596,6626394,6626394,6622063,0.9534934117033566,0.95287021000933,7749.890396821379
a7ffcore11e_b4a1b66887f5229433,sgx_4347eafc11ae98d3cb,liquidity_like,single,seed_field_mul_delta,"Mul(ZScore(Mean(Delta(trade_count_168h,24),4)),Delta(trade_count_168h,48))",trade_count_168h,ok,,6949596,6614940,6614940,6610818,0.9518452583430748,0.9512521303396628,95550.29434098896
a7ffcore11e_b50799eaf4f797bc7c,sgx_7d8c802fb97c2a49d9,liquidity_like,single,seed_field_mul_delta,"Mul(ZScore(Mean(Mean(trade_volume,4),2)),Delta(trade_volume,96))",trade_volume,ok,,6949596,6901290,6901290,6897393,0.9930490923501164,0.9924883403294236,80677072908.76466
a7ffcore11e_b514f1d161dff9f248,sgx_0d09f16e2962231704,liquidity_like,single,seed_field_mul_delta,"Mul(ZScore(Mean(Delta(trade_count_168h,24),3)),Delta(trade_count_168h,6))",trade_count_168h,ok,,6949596,6625896,6625896,6621576,0.9534217528616052,0.9528001339934004,15218.11356961859
a7ffcore11e_b83343f0b5d2a912a3,sgx_80b8991edddade9d26,liquidity_like,single,seed_field_mul_delta,"Mul(ZScore(Mean(Mean(trade_volume,4),2)),Delta(trade_volume,2))",trade_volume,ok,,6949596,6947106,6947106,6942381,0.9996417057912432,0.9989618101541442,54431846153.94953
a7ffcore11e_ba17063cc2461e45d0,sgx_0a02715cd8144921e7,liquidity_like,single,seed_field_mul_delta,"Mul(ZScore(Mean(Delta(trade_count_168h,24),3)),Delta(trade_count_168h,16))",trade_count_168h,ok,,6949596,6625896,6625896,6621576,0.9534217528616052,0.9528001339934004,41435.20186759724
a7ffcore11e_c3387ffb991aa0de74,sgx_245e2b8ff981c25dae,liquidity_like,single,seed_field_mul_delta,"Mul(ZScore(Mean(Mean(trade_volume,4),3)),Delta(trade_volume,3))",trade_volume,ok,,6949596,6946608,6946608,6941892,0.9995700469494916,0.9988914463517016,59400839752.22736
a7ffcore11e_c6082728e190e0c6d7,sgx_37ec045a11a580bad3,liquidity_like,single,seed_field_mul_delta,"Mul(ZScore(Mean(Delta(trade_count_168h,24),3)),Delta(trade_count_168h,8))",trade_count_168h,ok,,6949596,6625896,6625896,6621575,0.9534217528616052,0.952799990100144,20323.917941849777
a7ffcore11e_c70bbc5022a6f28dd1,sgx_7311b689faa1bb478f,liquidity_like,single,seed_field_mul_delta,"Mul(ZScore(Mean(Delta(trade_count_168h,24),2)),Delta(trade_count_168h,48))",trade_count_168h,ok,,6949596,6614940,6614940,6610818,0.9518452583430748,0.9512521303396628,94534.98878933673
a7ffcore11e_cd4a054aea7493dce2,sgx_eb800a366c94768e07,liquidity_like,single,seed_field_mul_delta,"Mul(ZScore(Mean(Delta(trade_count_168h,24),2)),Delta(trade_count_168h,72))",trade_count_168h,ok,,6949596,6602988,6602988,6599082,0.950125446141042,0.94956339908104,110634.76024224616
a7ffcore11e_cd8868e65d611d8ac1,sgx_4ea299fe455e97524c,liquidity_like,single,seed_field_mul_delta,"Mul(ZScore(Mean(Delta(trade_count_168h,24),4)),Delta(trade_count_168h,4))",trade_count_168h,ok,,6949596,6625398,6625398,6621087,0.9533500940198538,0.9527297701909578,9939.798673744888
a7ffcore11e_ceecd13760f1f015e9,sgx_6568fc64bfd78f6656,liquidity_like,single,seed_field_mul_delta,"Mul(ZScore(Mean(Mean(trade_volume,4),2)),Delta(trade_volume,48))",trade_volume,ok,,6949596,6925194,6925194,6920865,0.9964887167541824,0.995865802846669,75255810308.72676
a7ffcore11e_cfcfbc2592d847facd,sgx_def5be8772255d3598,liquidity_like,single,seed_field_mul_delta,"Mul(ZScore(Mean(Mean(trade_volume,4),4)),Delta(trade_volume,24))",trade_volume,ok,,6949596,6937146,6937146,6932601,0.9982085289562156,0.9975545341052918,73273350264.78714
a7ffcore11e_d2891af356e65b139e,sgx_37c340aa76e3dc5922,liquidity_like,single,seed_field_mul_delta,"Mul(ZScore(Mean(Mean(trade_volume,4),4)),Delta(trade_volume,2))",trade_volume,ok,,6949596,6946110,6946110,6941403,0.9994983881077404,0.9988210825492588,54045873585.21384
a7ffcore11e_d50a27f594d171a5d4,sgx_4ecda355c625d3de12,liquidity_like,single,seed_field_mul_delta,"Mul(ZScore(Mean(Delta(trade_count_168h,24),4)),Delta(trade_count_168h,8))",trade_count_168h,ok,,6949596,6625398,6625398,6621086,0.9533500940198538,0.9527296262977012,20029.904092454944
a7ffcore11e_d529e0821d2d0368fc,sgx_e1350f69d6c6f646ea,liquidity_like,single,seed_field_mul_delta,"Mul(ZScore(Mean(Delta(trade_count_168h,24),4)),Delta(trade_count_168h,6))",trade_count_168h,ok,,6949596,6625398,6625398,6621087,0.9533500940198538,0.9527297701909578,14967.450855177996
a7ffcore11e_dbe18bd5192060448c,sgx_909a2e519723397894,liquidity_like,single,seed_field_mul_delta,"Mul(ZScore(Mean(Mean(trade_volume,4),3)),Delta(trade_volume,48))",trade_volume,ok,,6949596,6925194,6925194,6920865,0.9964887167541824,0.995865802846669,75149774569.93437
a7ffcore11e_e13cb2f9be8e59f189,sgx_0564eac5324ce584a4,liquidity_like,single,seed_field_mul_delta,"Mul(ZScore(Mean(Mean(trade_volume,4),2)),Delta(trade_volume,6))",trade_volume,ok,,6949596,6946110,6946110,6941403,0.9994983881077404,0.9988210825492588,64223646295.65836
a7ffcore11e_e1c2883b278209d9b5,sgx_0c5bf250ce6fb83226,liquidity_like,single,seed_field_mul_delta,"Mul(ZScore(Mean(Mean(trade_volume,4),2)),Delta(trade_volume,8))",trade_volume,ok,,6949596,6945114,6945114,6940425,0.9993550704242375,0.9986803549443738,65691672314.84152
a7ffcore11e_e34ba4fa43fc8b54ce,sgx_dadcb8be8e7747ae3b,liquidity_like,single,seed_field_mul_delta,"Mul(ZScore(Mean(Delta(trade_count_168h,24),3)),Delta(trade_count_168h,72))",trade_count_168h,ok,,6949596,6602988,6602988,6599082,0.950125446141042,0.94956339908104,111202.24377967286
a7ffcore11e_e75225abf06a144055,sgx_c04ccceba7b7766b49,liquidity_like,single,seed_field_mul_delta,"Mul(ZScore(Mean(Mean(trade_volume,4),4)),Delta(trade_volume,8))",trade_volume,ok,,6949596,6945114,6945114,6940425,0.9993550704242375,0.9986803549443738,65581679555.60851
a7ffcore11e_ee3b8faa252ce7febf,sgx_437fb8848f30df7a5b,liquidity_like,single,seed_field_mul_delta,"Mul(ZScore(Mean(Delta(trade_count_168h,24),3)),Delta(trade_count_168h,3))",trade_count_168h,ok,,6949596,6625896,6625896,6621574,0.9534217528616052,0.9527998462068874,7598.458775631558
a7ffcore11e_ef92f641a0067772d1,sgx_0d9557628fa101ad21,liquidity_like,single,seed_field_mul_delta,"Mul(ZScore(Mean(Delta(trade_count_168h,24),3)),Delta(trade_count_168h,24))",trade_count_168h,ok,,6949596,6625896,6625896,6621576,0.9534217528616052,0.9528001339934004,64571.01773796261
a7ffcore11e_f8d5c4e118d204c286,sgx_1df78a67a8ef1d7d10,liquidity_like,single,seed_field_mul_delta,"Mul(ZScore(Mean(Mean(trade_volume,4),3)),Delta(trade_volume,32))",trade_volume,ok,,6949596,6933162,6933162,6928689,0.9976352582222046,0.9969916236857508,77185681442.71158
a7ffcore11e_099420c1cb45357f51,sgx_fd5886f0e3bae4e4eb,liquidity_like,single,seed_field_rank_spread,"Sub(TSRank(Delta(trade_count_168h,24),2),TSRank(trade_count_168h,48))",trade_count_168h,ok,,6949596,6626394,6626394,3964268,0.9534934117033566,0.5704314322731854,0.4798640915439642
a7ffcore11e_0dc6c3e8b869e22675,sgx_b92c399568e84347d5,liquidity_like,single,seed_field_rank_spread,"Sub(TSRank(Mean(trade_volume,4),2),TSRank(trade_volume,2))",trade_volume,ok,,6949596,6947106,6947106,3738728,0.9996417057912432,0.5379777471956643,0.3003812598999463
a7ffcore11e_0e361fe8b6d1b5a25e,sgx_a3e4694be192086fa7,liquidity_like,single,seed_field_rank_spread,"Sub(TSRank(Mean(trade_volume,4),2),TSRank(trade_volume,6))",trade_volume,ok,,6949596,6946608,6946608,5262868,0.9995700469494916,0.7572912152015743,0.1974354737185587
a7ffcore11e_0e760fb79a304d9028,sgx_092b1faac67b69c994,liquidity_like,single,seed_field_rank_spread,"Sub(TSRank(Mean(trade_volume,4),4),TSRank(trade_volume,48))",trade_volume,ok,,6949596,6937644,6937644,6646490,0.998280187797967,0.9563850905865608,0.3064536470622369
a7ffcore11e_0e9678701532b4aec4,sgx_ecec8a10120b13233b,liquidity_like,single,seed_field_rank_spread,"Sub(TSRank(Delta(trade_count_168h,24),3),TSRank(trade_count_168h,6))",trade_count_168h,ok,,6949596,6625896,6625896,3269543,0.9534217528616052,0.470465189631167,0.4053162056579646
a7ffcore11e_0eafe78ee0e21ce4ea,sgx_a5ce224d8475ac3736,liquidity_like,single,seed_field_rank_spread,"Sub(TSRank(Mean(trade_volume,4),4),TSRank(trade_volume,6))",trade_volume,ok,,6949596,6946110,6946110,5904917,0.9994983881077404,0.849677736662678,0.2570126813204764
a7ffcore11e_10437aacd439adb777,sgx_f6f16bd18333aeb43a,liquidity_like,single,seed_field_rank_spread,"Sub(TSRank(Mean(trade_volume,4),4),TSRank(trade_volume,3))",trade_volume,ok,,6949596,6946110,6946110,5844473,0.9994983881077404,0.8409802526650471,0.3756302119407625
a7ffcore11e_14bf3a6db763d7db27,sgx_63959b8c5ca8252a7d,liquidity_like,single,seed_field_rank_spread,"Sub(TSRank(Delta(trade_count_168h,24),3),TSRank(trade_count_168h,24))",trade_count_168h,ok,,6949596,6625896,6625896,3876561,0.9534217528616052,0.5578109864228079,0.4745700655079789
a7ffcore11e_1c7dace5347732a386,sgx_be00f2a27c5ed0eebe,liquidity_like,single,seed_field_rank_spread,"Sub(TSRank(Delta(trade_count_168h,24),3),TSRank(trade_count_168h,3))",trade_count_168h,ok,,6949596,6625896,6625896,2685305,0.9534217528616052,0.3863972812232538,0.3564237950785671
a7ffcore11e_1f85f8127767a83261,sgx_d2ac336831232d1b38,liquidity_like,single,seed_field_rank_spread,"Sub(TSRank(Delta(trade_count_168h,24),4),TSRank(trade_count_168h,2))",trade_count_168h,ok,,6949596,6625398,6625398,3008453,0.9533500940198538,0.4328960992840447,0.3495009448598293
a7ffcore11e_02996c0dcd27960e77,sgx_14f629fd5027e3e3f7,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,24),24),Abs(ZScore(Delta(trade_high,8)))),2)),Delta(trade_count,4))",trade_count;trade_high,ok,,6949596,6925194,6925194,6920862,0.9964887167541824,0.9958653711668994,180332.0661028124
a7ffcore11e_05014af14def66a014,sgx_e867afad83b8c0fd4c,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(Delta(ZScore(Mean(trade_count,4)),24),Abs(ZScore(Delta(trade_high,4)))),2)),Delta(trade_count,24))",trade_count;trade_high,ok,,6949596,6935154,6935154,6930639,0.99792189358921,0.9972722155359822,186344.6584870684
a7ffcore11e_0700ec30c6b8fb8e9c,sgx_5e3946d362c967ce83,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,24),24),Abs(ZScore(Delta(trade_low,24)))),3)),Delta(trade_count,48))",trade_count;trade_low,ok,,6949596,6924696,6924696,6920375,0.9964170579124312,0.99579529515097,197562.46067356243
a7ffcore11e_08612111456ef74614,sgx_e5305d582e8e987620,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,24),24),Abs(ZScore(Delta(trade_high,4)))),2)),Delta(trade_count,3))",trade_count;trade_high,ok,,6949596,6925194,6925194,6920864,0.9964887167541824,0.9958656589534124,173165.81592451455
a7ffcore11e_0ba480ce00fc18d6d2,sgx_5b2934dc7851c26f16,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,24),24),Abs(ZScore(Delta(trade_high,8)))),3)),Delta(trade_count,3))",trade_count;trade_high,ok,,6949596,6924696,6924696,6920375,0.9964170579124312,0.99579529515097,170046.19540887256
a7ffcore11e_0d924ccf8c5f90f8cf,sgx_0d2eff03986c496990,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,4),24),Abs(ZScore(Delta(trade_low,24)))),4)),Delta(trade_count,2))",trade_count;trade_low,ok,,6949596,6934158,6934158,6929664,0.9977785759057072,0.9971319196108666,157765.6590741628
a7ffcore11e_117db61a4c24d455a6,sgx_064bd5a3bd94be4e35,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(Delta(ZScore(Mean(trade_count,4)),24),Abs(ZScore(Delta(trade_high,8)))),2)),Delta(trade_count,32))",trade_count;trade_high,ok,,6949596,6933162,6933162,6928688,0.9976352582222046,0.9969914797924944,217936.45366295287
