candidate_id,split,n_dates,mean_spread,hourly_tstat_naive,newey_west_tstat_lag24,block_bootstrap_tstat_block24
a7al2q_69d146749c30da3c,validation_2025H1,4319,0.0014483020664111039,8.233971900595808,2.066475558645186,2.0799153881152765
a7al2q_69d146749c30da3c,test_2025H2,4391,0.0019777633389113335,10.742004304670248,2.6308863484181764,2.569797049160739
a7al2q_69d146749c30da3c,recent_oos_2026JanApr,2855,0.00208302316204698,9.398571324102905,2.349790188611073,2.5921787350628933
a7al2q_69d146749c30da3c,known_may2026_stress,575,-0.0017258328916407984,-3.4246060820780135,-0.9696426580420894,-0.9492114365594678
a7al2q_3abec814a5c6d0df,validation_2025H1,4319,0.0015646138420975933,8.210930790320036,2.1291269781186046,2.192115905344326
a7al2q_3abec814a5c6d0df,test_2025H2,4391,0.0016468585224910421,8.032718809632904,2.0443337497339718,1.9855639793652262
a7al2q_3abec814a5c6d0df,recent_oos_2026JanApr,2855,0.0022962966027864997,9.674780998642618,2.464169428312011,2.601681937631096
a7al2q_3abec814a5c6d0df,known_may2026_stress,575,-0.0024063584414573715,-4.718814544217342,-1.3716831960774762,-1.4576507382406438
a7al2q_1378ff7d2322adee,validation_2025H1,4319,0.0013906428607702327,7.998566627767895,1.9992369278620534,2.0436126748948045
a7al2q_1378ff7d2322adee,test_2025H2,4391,0.0018826422219087235,10.214826352892286,2.511305481920649,2.473073805833658
a7al2q_1378ff7d2322adee,recent_oos_2026JanApr,2855,0.002024193887987528,8.802662587106939,2.2035933680120774,2.3925975505937935
a7al2q_1378ff7d2322adee,known_may2026_stress,575,-0.0018416078638702508,-3.6963421497754934,-1.0669371258145979,-1.042474276789074
a7al2q_a4993fe3273bf0c8,validation_2025H1,4319,0.001483813507907734,8.470405887963643,2.134120121530777,2.1702639165556823
a7al2q_a4993fe3273bf0c8,test_2025H2,4391,0.0018982091223514396,10.31192440690445,2.516703750417012,2.4646425030647285
a7al2q_a4993fe3273bf0c8,recent_oos_2026JanApr,2855,0.0020687248767240745,9.267212361774927,2.3141057521792194,2.544108870267518
a7al2q_a4993fe3273bf0c8,known_may2026_stress,575,-0.001793133128729472,-3.5621346800026186,-1.012050275414425,-0.9903952077028982
