candidate_id,split,rank,symbol,abs_contribution,abs_contribution_share
a7al2q_69d146749c30da3c,validation_2025H1,1,WIFUSDT,14.118083704214643,0.044961937240661845
a7al2q_69d146749c30da3c,validation_2025H1,2,WLDUSDT,11.053524162715979,0.035202217957087924
a7al2q_69d146749c30da3c,validation_2025H1,3,DODOXUSDT,9.599006827507939,0.030570008762751198
a7al2q_69d146749c30da3c,validation_2025H1,4,ILVUSDT,9.367713836878762,0.02983340872929414
a7al2q_69d146749c30da3c,validation_2025H1,5,ONDOUSDT,9.246062179596723,0.029445984040892225
a7al2q_69d146749c30da3c,validation_2025H1,6,UNIUSDT,9.0530228133172,0.028831210531010995
a7al2q_69d146749c30da3c,validation_2025H1,7,NEARUSDT,9.004930781258293,0.028678051577394437
a7al2q_69d146749c30da3c,validation_2025H1,8,AVAXUSDT,8.873781413192184,0.028260379478285084
a7al2q_69d146749c30da3c,validation_2025H1,9,LINKUSDT,8.653230716620055,0.027557990486590692
a7al2q_69d146749c30da3c,validation_2025H1,10,DOGEUSDT,8.574798782001421,0.02730820788182161
a7al2q_69d146749c30da3c,test_2025H2,1,ZECUSDT,11.407501198072016,0.04062946921128403
a7al2q_69d146749c30da3c,test_2025H2,2,WLDUSDT,8.73765587656327,0.031120428063213537
a7al2q_69d146749c30da3c,test_2025H2,3,UNIUSDT,8.252469141668824,0.029392365171539328
a7al2q_69d146749c30da3c,test_2025H2,4,NEARUSDT,8.091621613413725,0.028819483382313115
a7al2q_69d146749c30da3c,test_2025H2,5,APTUSDT,7.84763073833701,0.027950474510463154
a7al2q_69d146749c30da3c,test_2025H2,6,FILUSDT,7.810257862493938,0.027817365595369646
a7al2q_69d146749c30da3c,test_2025H2,7,DOTUSDT,7.545759439654281,0.02687531611927463
a7al2q_69d146749c30da3c,test_2025H2,8,DODOXUSDT,7.520722886909484,0.02678614480723713
a7al2q_69d146749c30da3c,test_2025H2,9,LINKUSDT,7.477891071804363,0.026633593088603864
a7al2q_69d146749c30da3c,test_2025H2,10,ILVUSDT,7.23704049959984,0.025775768860668857
a7al2q_69d146749c30da3c,recent_oos_2026JanApr,1,1000PEPEUSDT,5.597777565984428,0.034353163898849876
a7al2q_69d146749c30da3c,recent_oos_2026JanApr,2,WLDUSDT,5.153142291172956,0.03162446875318586
a7al2q_69d146749c30da3c,recent_oos_2026JanApr,3,ETHWUSDT,4.82495993107405,0.029610436885664445
a7al2q_69d146749c30da3c,recent_oos_2026JanApr,4,SUIUSDT,4.747440349783623,0.02913470471337833
a7al2q_69d146749c30da3c,recent_oos_2026JanApr,5,APTUSDT,4.696471650811352,0.028821913422751613
a7al2q_69d146749c30da3c,recent_oos_2026JanApr,6,FILUSDT,4.682585403662486,0.028736694508884133
a7al2q_69d146749c30da3c,recent_oos_2026JanApr,7,NEARUSDT,4.545985301701899,0.02789838937154408
a7al2q_69d146749c30da3c,recent_oos_2026JanApr,8,DOTUSDT,4.521756643367688,0.027749699813769912
a7al2q_69d146749c30da3c,recent_oos_2026JanApr,9,UNIUSDT,4.507745111368345,0.02766371203566091
a7al2q_69d146749c30da3c,recent_oos_2026JanApr,10,DODOXUSDT,4.365587493538944,0.02679130081760197
a7al2q_69d146749c30da3c,known_may2026_stress,1,ZECUSDT,1.676817184420075,0.060444639152457624
a7al2q_69d146749c30da3c,known_may2026_stress,2,ONDOUSDT,1.366344450641376,0.049252952584418995
a7al2q_69d146749c30da3c,known_may2026_stress,3,NEARUSDT,1.357990182852642,0.0489518042502029
a7al2q_69d146749c30da3c,known_may2026_stress,4,SUIUSDT,1.1261345096209452,0.040594046091380766
a7al2q_69d146749c30da3c,known_may2026_stress,5,WLDUSDT,1.0969374849540925,0.039541573802385425
a7al2q_69d146749c30da3c,known_may2026_stress,6,FILUSDT,1.0627883991348808,0.038310593353886244
a7al2q_69d146749c30da3c,known_may2026_stress,7,ARBUSDT,0.9110715751422808,0.032841619893454285
a7al2q_69d146749c30da3c,known_may2026_stress,8,UNIUSDT,0.8619380008619868,0.03107048992458415
a7al2q_69d146749c30da3c,known_may2026_stress,9,DODOXUSDT,0.8346842477027192,0.03008806721889616
a7al2q_69d146749c30da3c,known_may2026_stress,10,ILVUSDT,0.7890765857018233,0.028444036672307493
a7al2q_3abec814a5c6d0df,validation_2025H1,1,WIFUSDT,13.844776097665603,0.04306876997263128
a7al2q_3abec814a5c6d0df,validation_2025H1,2,WLDUSDT,10.778871219987689,0.033531255533741755
a7al2q_3abec814a5c6d0df,validation_2025H1,3,ONDOUSDT,8.873018577926352,0.02760246849784946
a7al2q_3abec814a5c6d0df,validation_2025H1,4,UNIUSDT,8.830640957394447,0.027470638847604426
a7al2q_3abec814a5c6d0df,validation_2025H1,5,AVAXUSDT,8.756857624178398,0.027241111307131465
a7al2q_3abec814a5c6d0df,validation_2025H1,6,NEARUSDT,8.738414982788239,0.027183739351520395
a7al2q_3abec814a5c6d0df,validation_2025H1,7,LINKUSDT,8.612120670407784,0.026790858986363558
a7al2q_3abec814a5c6d0df,validation_2025H1,8,DOGEUSDT,8.41813759946977,0.026187410277487534
a7al2q_3abec814a5c6d0df,validation_2025H1,9,AAVEUSDT,8.369189366039038,0.02603514055558497
a7al2q_3abec814a5c6d0df,validation_2025H1,10,SOLUSDT,8.012575157814409,0.02492577373053474
a7al2q_3abec814a5c6d0df,test_2025H2,1,ZECUSDT,11.873990944170806,0.04099066545422996
a7al2q_3abec814a5c6d0df,test_2025H2,2,UNIUSDT,8.332259483125648,0.028764116677915282
a7al2q_3abec814a5c6d0df,test_2025H2,3,WLDUSDT,8.276701728653094,0.028572323595228898
a7al2q_3abec814a5c6d0df,test_2025H2,4,NEARUSDT,7.8963261669763725,0.027259214340811817
a7al2q_3abec814a5c6d0df,test_2025H2,5,FILUSDT,7.720035821100229,0.02665063558876493
a7al2q_3abec814a5c6d0df,test_2025H2,6,APTUSDT,7.654849281568358,0.026425602603087812
a7al2q_3abec814a5c6d0df,test_2025H2,7,LINKUSDT,7.577322033863771,0.026157967779279388
a7al2q_3abec814a5c6d0df,test_2025H2,8,DOTUSDT,7.501007512130627,0.025894519453912544
a7al2q_3abec814a5c6d0df,test_2025H2,9,DASHUSDT,7.328579905574989,0.025299275414345075
a7al2q_3abec814a5c6d0df,test_2025H2,10,AAVEUSDT,7.314149481692208,0.02524945958742362
a7al2q_3abec814a5c6d0df,recent_oos_2026JanApr,1,ZECUSDT,6.5013407421131,0.03892324603763965
a7al2q_3abec814a5c6d0df,recent_oos_2026JanApr,2,1000PEPEUSDT,5.599978582152432,0.033526829742473396
a7al2q_3abec814a5c6d0df,recent_oos_2026JanApr,3,WLDUSDT,5.119731176209444,0.03065160927919685
a7al2q_3abec814a5c6d0df,recent_oos_2026JanApr,4,SUIUSDT,4.747440349783623,0.028422720191648643
a7al2q_3abec814a5c6d0df,recent_oos_2026JanApr,5,AAVEUSDT,4.742723144969506,0.02839447849030227
a7al2q_3abec814a5c6d0df,recent_oos_2026JanApr,6,FILUSDT,4.644715838568791,0.027807712982718443
a7al2q_3abec814a5c6d0df,recent_oos_2026JanApr,7,NEARUSDT,4.545519826712612,0.027213830746948144
a7al2q_3abec814a5c6d0df,recent_oos_2026JanApr,8,DASHUSDT,4.5428848415621355,0.027198055204735262
a7al2q_3abec814a5c6d0df,recent_oos_2026JanApr,9,XMRUSDT,4.541869869261119,0.02719197860943578
a7al2q_3abec814a5c6d0df,recent_oos_2026JanApr,10,DOTUSDT,4.5045602026309455,0.02696860724783006
a7al2q_3abec814a5c6d0df,known_may2026_stress,1,ZECUSDT,1.6731458044893952,0.056932556982157365
a7al2q_3abec814a5c6d0df,known_may2026_stress,2,DASHUSDT,1.4049064619657903,0.04780510878720338
a7al2q_3abec814a5c6d0df,known_may2026_stress,3,NEARUSDT,1.3722037093061665,0.04669232392154989
a7al2q_3abec814a5c6d0df,known_may2026_stress,4,ONDOUSDT,1.2206954441391957,0.04153691372553368
