candidate_id,orientation_fit_split,orientation_entry_label,train_mean_spread,orientation,uses_may
a7al2q_69d146749c30da3c,train_2024,label_t1_to_t25,0.0013587131600953381,1.0,False
a7al2q_3abec814a5c6d0df,train_2024,label_t1_to_t25,0.0024237290525547816,1.0,False
a7al2q_1378ff7d2322adee,train_2024,label_t1_to_t25,0.0016542222867750324,1.0,False
a7al2q_a4993fe3273bf0c8,train_2024,label_t1_to_t25,0.0013505004532579623,1.0,False
a7al2q_0de0d41346741bd1,train_2024,label_t1_to_t25,0.0016744406271996964,1.0,False
a7al2q_5da100b2822dc1a6,train_2024,label_t1_to_t25,0.0016829583933795228,1.0,False
a7al2q_132c2a7c6c4a9142,train_2024,label_t1_to_t25,0.0017427132880881947,1.0,False
a7al2q_f00f22bbcc48dc2c,train_2024,label_t1_to_t25,0.001967691792702108,1.0,False
a7al2q_d6f7ebc0dbbdda7a,train_2024,label_t1_to_t25,0.0019598947667496054,1.0,False
a7al2q_6671d1fac5e57efe,train_2024,label_t1_to_t25,0.0017245018372656683,1.0,False
a7al2q_33d51890b0068eb6,train_2024,label_t1_to_t25,0.00171564421324826,1.0,False
a7al2q_100786d679e5b988,train_2024,label_t1_to_t25,0.0025094506031049344,1.0,False
a7al2q_2ec6136e6ff32eb3,train_2024,label_t1_to_t25,0.0017975931457237249,1.0,False
a7al2q_ca72f5849cff347a,train_2024,label_t1_to_t25,0.0025283371228098732,1.0,False
