candidate_id,variant,entry_label,split,n_dates,mean_oriented_spread,hourly_tstat_naive,positive_rate,avg_one_way_turnover,avg_top_count,avg_bottom_count,net_mean_spread_2bps,net_mean_spread_5bps,net_mean_spread_10bps
a7al2q_69d146749c30da3c,timevarying_latent_state_neutral,label_t1_to_t25,train_2024,8731,-4.674203687663988e-05,-0.28031249303707795,0.485167792921773,0.14597670543236377,11.997938380483335,11.997938380483335,-7.593737796311265e-05,-0.00011973038959282182,-0.0001927187423090037
a7al2q_69d146749c30da3c,timevarying_latent_state_neutral,label_t1_to_t25,validation_2025H1,4319,0.0009856869200675676,5.262102574999364,0.536003704561241,0.16695923510000843,10.736744616809446,10.736744616809446,0.0009522950730475663,0.0009022073025175637,0.0008187276849675593
a7al2q_69d146749c30da3c,timevarying_latent_state_neutral,label_t1_to_t25,test_2025H2,4391,0.0016676121345176249,8.404058803512116,0.5486221817353678,0.14050347126240997,11.263948986563426,11.263948986563426,0.0016395114402651427,0.00159736039888642,0.0015271086632552152
a7al2q_69d146749c30da3c,timevarying_latent_state_neutral,label_t1_to_t25,recent_oos_2026JanApr,2855,0.0005391238530928527,1.5392047905059272,0.49176882661996496,0.14560179264207285,11.077758318739054,11.077758318739054,0.000510003494564438,0.000466322956771816,0.0003935220604507798
a7al2q_69d146749c30da3c,timevarying_latent_state_neutral,label_t1_to_t25,known_may2026_stress,0,,,,,,,,,
a7al2q_3abec814a5c6d0df,timevarying_latent_state_neutral,label_t1_to_t25,train_2024,8402,0.0012318054780794086,7.329956379653496,0.5114258509878601,0.23457757787880518,11.980361818614616,11.980361818614616,0.0011848899625036477,0.001114516689140006,0.0009972279002006036
a7al2q_3abec814a5c6d0df,timevarying_latent_state_neutral,label_t1_to_t25,validation_2025H1,4319,0.0007587492173688285,3.862232911101737,0.5103033109516092,0.2794227054877668,10.737670757119703,10.737670757119703,0.0007028646762712754,0.0006190378646249454,0.0004793265118810619
a7al2q_3abec814a5c6d0df,timevarying_latent_state_neutral,label_t1_to_t25,test_2025H2,4391,0.0010548598619930898,5.386377855265617,0.5436119335003416,0.2518907077891364,11.263948986563426,11.263948986563426,0.0010044817204352627,0.0009289145080985217,0.0008029691542039533
a7al2q_3abec814a5c6d0df,timevarying_latent_state_neutral,label_t1_to_t25,recent_oos_2026JanApr,2855,-0.0003303049884546639,-1.1551609857329923,0.48896672504378286,0.23656600939438066,11.077758318739054,11.077758318739054,-0.00037761819033354003,-0.00044858799315185434,-0.0005668709978490445
a7al2q_3abec814a5c6d0df,timevarying_latent_state_neutral,label_t1_to_t25,known_may2026_stress,0,,,,,,,,,
