candidate_id,split,rank,month,abs_spread_contribution,abs_contribution_share
a7al2q_69d146749c30da3c,validation_2025H1,1,2025-03,7.87663058909156,0.20833524087954683
a7al2q_69d146749c30da3c,validation_2025H1,2,2025-02,6.681390260901477,0.17672138278808225
a7al2q_69d146749c30da3c,validation_2025H1,3,2025-01,6.662935061924625,0.17623324661350434
a7al2q_69d146749c30da3c,validation_2025H1,4,2025-04,6.246658989727239,0.16522283108205357
a7al2q_69d146749c30da3c,validation_2025H1,5,2025-06,5.211742339602493,0.13784950093088552
a7al2q_69d146749c30da3c,validation_2025H1,6,2025-05,5.128123412712593,0.13563779770592754
a7al2q_69d146749c30da3c,test_2025H2,1,2025-11,8.5492698512675,0.21392927426501376
a7al2q_69d146749c30da3c,test_2025H2,2,2025-08,7.613717840052924,0.19051885837240565
a7al2q_69d146749c30da3c,test_2025H2,3,2025-10,6.53405282534552,0.16350228771035819
a7al2q_69d146749c30da3c,test_2025H2,4,2025-12,6.023387304682936,0.1507238509399578
a7al2q_69d146749c30da3c,test_2025H2,5,2025-09,5.657492384796001,0.14156802406462968
a7al2q_69d146749c30da3c,test_2025H2,6,2025-07,5.585146469230911,0.1397577046476349
a7al2q_69d146749c30da3c,recent_oos_2026JanApr,1,2026-01,7.377375544908237,0.29699041662742115
a7al2q_69d146749c30da3c,recent_oos_2026JanApr,2,2026-04,6.885201547524597,0.27717700742161816
a7al2q_69d146749c30da3c,recent_oos_2026JanApr,3,2026-03,5.7720133049502795,0.23236347746988986
a7al2q_69d146749c30da3c,recent_oos_2026JanApr,4,2026-02,4.8058594349199355,0.19346909848107072
a7al2q_69d146749c30da3c,known_may2026_stress,1,2026-05,5.243225759342858,1.0
a7al2q_3abec814a5c6d0df,validation_2025H1,1,2025-02,8.473174647110682,0.20655197142315365
a7al2q_3abec814a5c6d0df,validation_2025H1,2,2025-03,7.520030832092928,0.18331702794080304
a7al2q_3abec814a5c6d0df,validation_2025H1,3,2025-01,6.842592866728576,0.16680301128346772
