candidate_id,split,rank,raw_latent_state_id,abs_contribution,abs_contribution_share
a7al2q_69d146749c30da3c,validation_2025H1,1,lv_06020f9b07,53.45834234423639,0.17024907089577834
a7al2q_69d146749c30da3c,validation_2025H1,2,lv_04c5ba0d83,42.52822575144108,0.13543986969153338
a7al2q_69d146749c30da3c,validation_2025H1,3,lv_3b49ac5b71,28.049503892506884,0.08932940617642766
a7al2q_69d146749c30da3c,validation_2025H1,4,lv_231f4a30f4,19.4848445676931,0.062053489478542646
a7al2q_69d146749c30da3c,validation_2025H1,5,lv_4fb8ef3adb,12.00362989166382,0.038228024791211825
a7al2q_69d146749c30da3c,validation_2025H1,6,lv_39df6193ca,10.303553064912531,0.03281378096108948
a7al2q_69d146749c30da3c,validation_2025H1,7,lv_55243c3046,9.820613197747702,0.031275759764062834
a7al2q_69d146749c30da3c,validation_2025H1,8,lv_1c45188236,9.221670097083193,0.029368302444287498
a7al2q_69d146749c30da3c,validation_2025H1,9,lv_96c26a261d,7.781339488482829,0.024781273794615935
a7al2q_69d146749c30da3c,validation_2025H1,10,lv_28e72bcb07,6.554537370151629,0.02087427047839025
a7al2q_69d146749c30da3c,validation_2025H1,11,lv_88725ec87a,6.481211096765007,0.020640747900455916
a7al2q_69d146749c30da3c,validation_2025H1,12,lv_69eca819b6,6.3755130309147825,0.020304130700644414
a7al2q_69d146749c30da3c,test_2025H2,1,lv_04c5ba0d83,56.97964162061772,0.20294125371524424
a7al2q_69d146749c30da3c,test_2025H2,2,lv_06020f9b07,40.76155726408869,0.14517819521642333
a7al2q_69d146749c30da3c,test_2025H2,3,lv_231f4a30f4,22.77120748041697,0.08110295648145337
a7al2q_69d146749c30da3c,test_2025H2,4,lv_3b49ac5b71,14.444326140461428,0.05144556147851283
a7al2q_69d146749c30da3c,test_2025H2,5,lv_1c45188236,13.316727180257475,0.0474294543187761
a7al2q_69d146749c30da3c,test_2025H2,6,lv_df179999cb,8.961489712632643,0.03191764471856319
a7al2q_69d146749c30da3c,test_2025H2,7,lv_96c26a261d,8.803434765274707,0.031354709111030166
a7al2q_69d146749c30da3c,test_2025H2,8,lv_09a7839df2,7.352060705255647,0.026185429997076005
a7al2q_69d146749c30da3c,test_2025H2,9,lv_971bea937b,7.179187728241057,0.025569717828817427
a7al2q_69d146749c30da3c,test_2025H2,10,lv_1474e8a39c,6.707851779871329,0.02389098652123748
a7al2q_69d146749c30da3c,test_2025H2,11,lv_55243c3046,6.153537535816738,0.021916715984584056
a7al2q_69d146749c30da3c,test_2025H2,12,lv_235777120f,5.943023562840848,0.02116693995256273
a7al2q_69d146749c30da3c,recent_oos_2026JanApr,1,lv_04c5ba0d83,26.697919349848437,0.1638432374942585
a7al2q_69d146749c30da3c,recent_oos_2026JanApr,2,lv_1c45188236,19.51165630564331,0.11974165087924771
a7al2q_69d146749c30da3c,recent_oos_2026JanApr,3,lv_231f4a30f4,14.80978796814548,0.09088661837306236
a7al2q_69d146749c30da3c,recent_oos_2026JanApr,4,lv_971bea937b,11.65917852812972,0.07155155169734834
a7al2q_69d146749c30da3c,recent_oos_2026JanApr,5,lv_06020f9b07,10.633061823500812,0.06525434625859214
