blueprint_id,a7ls_arm,semantic_pair,motif,skeleton_key,production_key,expression,eval_success,finite_share,nonzero_share,activity_ok,min_value,max_value,std_value,error
a7ls1_01ba6bee10e0da79,A7LS_C,basis_premium_like,single,skel_1d39996e97d5ace0,prod_11aba9d8908c691f,"Mean(mark_index_basis_bps,4)",True,0.9984235037653587,0.9998238403984085,True,-1010.8721855770782,110.24896719781827,10.923270803421042,
a7ls1_0bedfbcbde305f2e,A7LS_C,basis_premium_like,single,skel_a311ee3fdacdeca2,prod_03e7ad01ef47f9e9,"ZScore(Mean(premium_close_bps,168))",True,0.9979349980182323,1.0,True,-9.506608350709696,6.146565252980561,0.9947729374732851,
a7ls1_12a10b4f6406b9f3,A7LS_C,basis_premium_like,single,skel_1d39996e97d5ace0,prod_c4ad44df1a9e8b16,"Delta(mark_index_basis_bps,12)",True,0.9979865239793896,0.998810526148567,True,-2243.854339580373,2074.5076036970345,14.273148120188557,
a7ls1_19546d4eadd945eb,A7LS_C,basis_premium_like,single,skel_a311ee3fdacdeca2,prod_e9629a1599aec899,"ZScore(Mean(premium_close_bps,1))",True,0.0,0.0,False,,,,
a7ls1_1f4614b4d6d97d2f,A7LS_C,basis_premium_like,single,skel_1d39996e97d5ace0,prod_47b6b7f0ca3f8784,"Mean(mark_trade_basis_bps,72)",True,0.99824811732065,1.0,True,-24.740479680472262,36.451265886098355,1.7550244271248563,
a7ls1_257244d7218fd05c,A7LS_C,basis_premium_like,single,skel_1d39996e97d5ace0,prod_acff65e698141396,"Delta(mark_trade_basis_bps,2)",True,0.9991993658343242,0.9028839974930384,True,-494.9510925387246,518.0271280758197,8.00384219783282,
a7ls1_259f82741a266878,A7LS_C,basis_premium_like,single,skel_a311ee3fdacdeca2,prod_67f81b6f4c463a61,"ZScore(Mean(mark_index_basis_bps,2))",True,0.9985206103844629,1.0,True,-9.69080792558158,8.322945330018314,0.9947707738696159,
a7ls1_2735697087ce83b9,A7LS_C,basis_premium_like,single,skel_1d39996e97d5ace0,prod_aeea66886e165b3a,"Delta(mark_trade_basis_bps,4)",True,0.9991042409829568,0.9038005704674025,True,-515.1912628182242,518.0271280758197,8.085981486381261,
a7ls1_30b3e028b2ac7e92,A7LS_C,basis_premium_like,single,skel_1d39996e97d5ace0,prod_6a4ecaa029168652,"Mean(mark_trade_basis_bps,2)",True,0.9992469282600079,0.9015856173892348,True,-169.1416286366475,317.1458305712258,4.52460662370645,
a7ls1_347531a408e52fdc,A7LS_C,basis_premium_like,single,skel_1d39996e97d5ace0,prod_f2d635588942e575,"Mean(mark_trade_basis_bps,12)",True,0.9987713040031708,0.9999717250684551,True,-47.74870691938122,74.11666182498175,2.5219982481933103,
a7ls1_375ff25db673e7bb,A7LS_C,basis_premium_like,single,skel_1d39996e97d5ace0,prod_01718afefeeeb3c1,"Mean(premium_close_bps,4)",True,0.9987772493063813,0.9326242154993323,True,-1076.681075,106.48987499999748,9.373792586875526,
a7ls1_387c0ff880899f77,A7LS_C,basis_premium_like,single,skel_a311ee3fdacdeca2,prod_4d8bf5a82cd8b2df,"ZScore(Mean(premium_close_bps,2))",True,0.9988733650416172,1.0,True,-9.691259113294636,9.469753755061927,0.9947726254361621,
