a7ls_arm,arm_name,search_role,level,candidate_role,generation_priority,semantic_pair,motif,primary_field,secondary_field,primary_semantic,secondary_semantic,primary_transform,secondary_transform,modifier_guard_required,expression,skeleton_key,production_key,blueprint_id,in_materialization_queue,in_company_numeric_wave_queue,materialization_shard,checkpoint_key
A7LS_C,state_interaction_repair,state_interaction,L1_single_axis_raw_transform,ordinary_alpha_probe,P1,basis_premium_like,single,mark_index_basis_bps,,basis_premium_like,,mean_4h,,False,"Mean(mark_index_basis_bps,4)",skel_1d39996e97d5ace0,prod_11aba9d8908c691f,a7ls1_01ba6bee10e0da79,True,False,a7ls_c_materialization_s040,a7ls_c_materialization_s040::a7ls1_01ba6bee10e0da79
A7LS_C,state_interaction_repair,state_interaction,L1_single_axis_raw_transform,ordinary_alpha_probe,P1,basis_premium_like,single,premium_close_bps,,basis_premium_like,,zmean_168h,,False,"ZScore(Mean(premium_close_bps,168))",skel_a311ee3fdacdeca2,prod_03e7ad01ef47f9e9,a7ls1_0bedfbcbde305f2e,True,False,a7ls_c_materialization_s040,a7ls_c_materialization_s040::a7ls1_0bedfbcbde305f2e
A7LS_C,state_interaction_repair,state_interaction,L1_single_axis_raw_transform,ordinary_alpha_probe,P1,basis_premium_like,single,mark_index_basis_bps,,basis_premium_like,,delta_12h,,False,"Delta(mark_index_basis_bps,12)",skel_1d39996e97d5ace0,prod_c4ad44df1a9e8b16,a7ls1_12a10b4f6406b9f3,True,False,a7ls_c_materialization_s040,a7ls_c_materialization_s040::a7ls1_12a10b4f6406b9f3
A7LS_C,state_interaction_repair,state_interaction,L1_single_axis_raw_transform,ordinary_alpha_probe,P1,basis_premium_like,single,premium_close_bps,,basis_premium_like,,zmean_1h,,False,"ZScore(Mean(premium_close_bps,1))",skel_a311ee3fdacdeca2,prod_e9629a1599aec899,a7ls1_19546d4eadd945eb,True,False,a7ls_c_materialization_s040,a7ls_c_materialization_s040::a7ls1_19546d4eadd945eb
A7LS_C,state_interaction_repair,state_interaction,L1_single_axis_raw_transform,ordinary_alpha_probe,P1,basis_premium_like,single,mark_trade_basis_bps,,basis_premium_like,,mean_72h,,False,"Mean(mark_trade_basis_bps,72)",skel_1d39996e97d5ace0,prod_47b6b7f0ca3f8784,a7ls1_1f4614b4d6d97d2f,True,False,a7ls_c_materialization_s040,a7ls_c_materialization_s040::a7ls1_1f4614b4d6d97d2f
A7LS_C,state_interaction_repair,state_interaction,L1_single_axis_raw_transform,ordinary_alpha_probe,P1,basis_premium_like,single,mark_trade_basis_bps,,basis_premium_like,,delta_2h,,False,"Delta(mark_trade_basis_bps,2)",skel_1d39996e97d5ace0,prod_acff65e698141396,a7ls1_257244d7218fd05c,True,False,a7ls_c_materialization_s040,a7ls_c_materialization_s040::a7ls1_257244d7218fd05c
A7LS_C,state_interaction_repair,state_interaction,L1_single_axis_raw_transform,ordinary_alpha_probe,P1,basis_premium_like,single,mark_index_basis_bps,,basis_premium_like,,zmean_2h,,False,"ZScore(Mean(mark_index_basis_bps,2))",skel_a311ee3fdacdeca2,prod_67f81b6f4c463a61,a7ls1_259f82741a266878,True,False,a7ls_c_materialization_s040,a7ls_c_materialization_s040::a7ls1_259f82741a266878
A7LS_C,state_interaction_repair,state_interaction,L1_single_axis_raw_transform,ordinary_alpha_probe,P1,basis_premium_like,single,mark_trade_basis_bps,,basis_premium_like,,delta_4h,,False,"Delta(mark_trade_basis_bps,4)",skel_1d39996e97d5ace0,prod_aeea66886e165b3a,a7ls1_2735697087ce83b9,True,False,a7ls_c_materialization_s040,a7ls_c_materialization_s040::a7ls1_2735697087ce83b9
A7LS_C,state_interaction_repair,state_interaction,L1_single_axis_raw_transform,ordinary_alpha_probe,P1,basis_premium_like,single,mark_trade_basis_bps,,basis_premium_like,,mean_2h,,False,"Mean(mark_trade_basis_bps,2)",skel_1d39996e97d5ace0,prod_6a4ecaa029168652,a7ls1_30b3e028b2ac7e92,True,False,a7ls_c_materialization_s040,a7ls_c_materialization_s040::a7ls1_30b3e028b2ac7e92
A7LS_C,state_interaction_repair,state_interaction,L1_single_axis_raw_transform,ordinary_alpha_probe,P1,basis_premium_like,single,mark_trade_basis_bps,,basis_premium_like,,mean_12h,,False,"Mean(mark_trade_basis_bps,12)",skel_1d39996e97d5ace0,prod_f2d635588942e575,a7ls1_347531a408e52fdc,True,False,a7ls_c_materialization_s040,a7ls_c_materialization_s040::a7ls1_347531a408e52fdc
A7LS_C,state_interaction_repair,state_interaction,L1_single_axis_raw_transform,ordinary_alpha_probe,P1,basis_premium_like,single,premium_close_bps,,basis_premium_like,,mean_4h,,False,"Mean(premium_close_bps,4)",skel_1d39996e97d5ace0,prod_01718afefeeeb3c1,a7ls1_375ff25db673e7bb,True,False,a7ls_c_materialization_s040,a7ls_c_materialization_s040::a7ls1_375ff25db673e7bb
A7LS_C,state_interaction_repair,state_interaction,L1_single_axis_raw_transform,ordinary_alpha_probe,P1,basis_premium_like,single,premium_close_bps,,basis_premium_like,,zmean_2h,,False,"ZScore(Mean(premium_close_bps,2))",skel_a311ee3fdacdeca2,prod_4d8bf5a82cd8b2df,a7ls1_387c0ff880899f77,True,False,a7ls_c_materialization_s040,a7ls_c_materialization_s040::a7ls1_387c0ff880899f77
A7LS_C,state_interaction_repair,state_interaction,L1_single_axis_raw_transform,ordinary_alpha_probe,P1,basis_premium_like,single,mark_trade_basis_bps,,basis_premium_like,,zmean_8h,,False,"ZScore(Mean(mark_trade_basis_bps,8))",skel_a311ee3fdacdeca2,prod_e5558095cc4ca309,a7ls1_41b01fb317541e5b,True,False,a7ls_c_materialization_s040,a7ls_c_materialization_s040::a7ls1_41b01fb317541e5b
A7LS_C,state_interaction_repair,state_interaction,L1_single_axis_raw_transform,ordinary_alpha_probe,P1,basis_premium_like,single,mark_index_basis_bps,,basis_premium_like,,zmean_72h,,False,"ZScore(Mean(mark_index_basis_bps,72))",skel_a311ee3fdacdeca2,prod_87c89e4e956e0a90,a7ls1_45ebcaa359a77f67,True,False,a7ls_c_materialization_s040,a7ls_c_materialization_s040::a7ls1_45ebcaa359a77f67
A7LS_C,state_interaction_repair,state_interaction,L1_single_axis_raw_transform,ordinary_alpha_probe,P1,basis_premium_like,single,mark_trade_basis_bps,,basis_premium_like,,zmean_2h,,False,"ZScore(Mean(mark_trade_basis_bps,2))",skel_a311ee3fdacdeca2,prod_dc65ed6b4e3d2126,a7ls1_46938368b8a04785,True,False,a7ls_c_materialization_s040,a7ls_c_materialization_s040::a7ls1_46938368b8a04785
A7LS_C,state_interaction_repair,state_interaction,L1_single_axis_raw_transform,ordinary_alpha_probe,P1,basis_premium_like,single,mark_index_basis_bps,,basis_premium_like,,zmean_168h,,False,"ZScore(Mean(mark_index_basis_bps,168))",skel_a311ee3fdacdeca2,prod_02c1aaadc35ee68f,a7ls1_489aec3a21cda502,True,False,a7ls_c_materialization_s040,a7ls_c_materialization_s040::a7ls1_489aec3a21cda502
A7LS_C,state_interaction_repair,state_interaction,L1_single_axis_raw_transform,ordinary_alpha_probe,P1,basis_premium_like,single,mark_trade_basis_bps,,basis_premium_like,,delta_168h,,False,"Delta(mark_trade_basis_bps,168)",skel_1d39996e97d5ace0,prod_e61ed52fe8975516,a7ls1_498a67787d6a7043,True,False,a7ls_c_materialization_s040,a7ls_c_materialization_s040::a7ls1_498a67787d6a7043
A7LS_C,state_interaction_repair,state_interaction,L1_single_axis_raw_transform,ordinary_alpha_probe,P1,basis_premium_like,single,premium_close_bps,,basis_premium_like,,delta_2h,,False,"Delta(premium_close_bps,2)",skel_1d39996e97d5ace0,prod_cdde7494a2f6813f,a7ls1_507969d9ee32a443,True,False,a7ls_c_materialization_s040,a7ls_c_materialization_s040::a7ls1_507969d9ee32a443
A7LS_C,state_interaction_repair,state_interaction,L1_single_axis_raw_transform,ordinary_alpha_probe,P1,basis_premium_like,single,mark_trade_basis_bps,,basis_premium_like,,zmean_72h,,False,"ZScore(Mean(mark_trade_basis_bps,72))",skel_a311ee3fdacdeca2,prod_062ac2ae9e84ea5b,a7ls1_53910a9ca0fcb26e,True,False,a7ls_c_materialization_s040,a7ls_c_materialization_s040::a7ls1_53910a9ca0fcb26e
A7LS_C,state_interaction_repair,state_interaction,L1_single_axis_raw_transform,ordinary_alpha_probe,P1,basis_premium_like,single,premium_close_bps,,basis_premium_like,,delta_48h,,False,"Delta(premium_close_bps,48)",skel_1d39996e97d5ace0,prod_a447e56db4febd48,a7ls1_56e30a2f8f8d08ff,True,False,a7ls_c_materialization_s040,a7ls_c_materialization_s040::a7ls1_56e30a2f8f8d08ff
A7LS_C,state_interaction_repair,state_interaction,L1_single_axis_raw_transform,ordinary_alpha_probe,P1,basis_premium_like,single,mark_index_basis_bps,,basis_premium_like,,mean_12h,,False,"Mean(mark_index_basis_bps,12)",skel_1d39996e97d5ace0,prod_1932ff98a2fe181f,a7ls1_57915c7c70a477c8,True,False,a7ls_c_materialization_s040,a7ls_c_materialization_s040::a7ls1_57915c7c70a477c8
A7LS_C,state_interaction_repair,state_interaction,L1_single_axis_raw_transform,ordinary_alpha_probe,P1,basis_premium_like,single,mark_trade_basis_bps,,basis_premium_like,,delta_8h,,False,"Delta(mark_trade_basis_bps,8)",skel_1d39996e97d5ace0,prod_122b04ee49483c18,a7ls1_5a81e49e1eb4f9e9,True,False,a7ls_c_materialization_s040,a7ls_c_materialization_s040::a7ls1_5a81e49e1eb4f9e9
A7LS_C,state_interaction_repair,state_interaction,L1_single_axis_raw_transform,ordinary_alpha_probe,P1,basis_premium_like,single,premium_close_bps,,basis_premium_like,,delta_4h,,False,"Delta(premium_close_bps,4)",skel_1d39996e97d5ace0,prod_0b89b5d26f6ea342,a7ls1_5a9524d1508e1620,True,False,a7ls_c_materialization_s040,a7ls_c_materialization_s040::a7ls1_5a9524d1508e1620
A7LS_C,state_interaction_repair,state_interaction,L1_single_axis_raw_transform,ordinary_alpha_probe,P1,basis_premium_like,single,mark_index_basis_bps,,basis_premium_like,,delta_8h,,False,"Delta(mark_index_basis_bps,8)",skel_1d39996e97d5ace0,prod_2ebeafed99ad92d1,a7ls1_5b3343a3bc2ddd00,True,False,a7ls_c_materialization_s040,a7ls_c_materialization_s040::a7ls1_5b3343a3bc2ddd00
A7LS_C,state_interaction_repair,state_interaction,L1_single_axis_raw_transform,ordinary_alpha_probe,P1,basis_premium_like,single,premium_close_bps,,basis_premium_like,,mean_168h,,False,"Mean(premium_close_bps,168)",skel_1d39996e97d5ace0,prod_3eafea6377ddb19e,a7ls1_5e981747988d7a7c,True,False,a7ls_c_materialization_s040,a7ls_c_materialization_s040::a7ls1_5e981747988d7a7c
A7LS_C,state_interaction_repair,state_interaction,L1_single_axis_raw_transform,ordinary_alpha_probe,P1,basis_premium_like,single,mark_trade_basis_bps,,basis_premium_like,,zmean_24h,,False,"ZScore(Mean(mark_trade_basis_bps,24))",skel_a311ee3fdacdeca2,prod_6d0c9e083ba75d14,a7ls1_5ea24086bfcb8f3d,True,False,a7ls_c_materialization_s040,a7ls_c_materialization_s040::a7ls1_5ea24086bfcb8f3d
A7LS_C,state_interaction_repair,state_interaction,L1_single_axis_raw_transform,ordinary_alpha_probe,P1,basis_premium_like,single,mark_index_basis_bps,,basis_premium_like,,zmean_24h,,False,"ZScore(Mean(mark_index_basis_bps,24))",skel_a311ee3fdacdeca2,prod_862733b8ac6b4075,a7ls1_5f348987f59d4042,True,False,a7ls_c_materialization_s040,a7ls_c_materialization_s040::a7ls1_5f348987f59d4042
A7LS_C,state_interaction_repair,state_interaction,L1_single_axis_raw_transform,ordinary_alpha_probe,P1,basis_premium_like,single,premium_close_bps,,basis_premium_like,,delta_12h,,False,"Delta(premium_close_bps,12)",skel_1d39996e97d5ace0,prod_4535e4d56c98d6b7,a7ls1_68380a4ec8cab114,True,False,a7ls_c_materialization_s040,a7ls_c_materialization_s040::a7ls1_68380a4ec8cab114
A7LS_C,state_interaction_repair,state_interaction,L1_single_axis_raw_transform,ordinary_alpha_probe,P1,basis_premium_like,single,premium_close_bps,,basis_premium_like,,delta_24h,,False,"Delta(premium_close_bps,24)",skel_1d39996e97d5ace0,prod_c914065c3ffb89a0,a7ls1_6981d7ae798f8152,True,False,a7ls_c_materialization_s040,a7ls_c_materialization_s040::a7ls1_6981d7ae798f8152
A7LS_C,state_interaction_repair,state_interaction,L1_single_axis_raw_transform,ordinary_alpha_probe,P1,basis_premium_like,single,premium_close_bps,,basis_premium_like,,zmean_8h,,False,"ZScore(Mean(premium_close_bps,8))",skel_a311ee3fdacdeca2,prod_914ef192843be82b,a7ls1_6ca4cb799b728a88,True,False,a7ls_c_materialization_s040,a7ls_c_materialization_s040::a7ls1_6ca4cb799b728a88
A7LS_C,state_interaction_repair,state_interaction,L1_single_axis_raw_transform,ordinary_alpha_probe,P1,basis_premium_like,single,premium_close_bps,,basis_premium_like,,mean_72h,,False,"Mean(premium_close_bps,72)",skel_1d39996e97d5ace0,prod_6584dfb56597ebc4,a7ls1_715e382b9d47cf17,True,False,a7ls_c_materialization_s040,a7ls_c_materialization_s040::a7ls1_715e382b9d47cf17
A7LS_C,state_interaction_repair,state_interaction,L1_single_axis_raw_transform,ordinary_alpha_probe,P1,basis_premium_like,single,mark_trade_basis_bps,,basis_premium_like,,level,,False,mark_trade_basis_bps,skel_ca36cd3eaf5a3a94,prod_46b755d5ee89ec33,a7ls1_73474ddf4dffb7bb,True,False,a7ls_c_materialization_s040,a7ls_c_materialization_s040::a7ls1_73474ddf4dffb7bb
A7LS_C,state_interaction_repair,state_interaction,L1_single_axis_raw_transform,ordinary_alpha_probe,P1,basis_premium_like,single,premium_close_bps,,basis_premium_like,,mean_2h,,False,"Mean(premium_close_bps,2)",skel_1d39996e97d5ace0,prod_e0a9c9d9df2934ff,a7ls1_7797a181555b61ca,True,False,a7ls_c_materialization_s040,a7ls_c_materialization_s040::a7ls1_7797a181555b61ca
A7LS_C,state_interaction_repair,state_interaction,L1_single_axis_raw_transform,ordinary_alpha_probe,P1,basis_premium_like,single,mark_index_basis_bps,,basis_premium_like,,zmean_4h,,False,"ZScore(Mean(mark_index_basis_bps,4))",skel_a311ee3fdacdeca2,prod_7f4d518ff55b6441,a7ls1_78a28eb0219117d9,True,False,a7ls_c_materialization_s040,a7ls_c_materialization_s040::a7ls1_78a28eb0219117d9
A7LS_C,state_interaction_repair,state_interaction,L1_single_axis_raw_transform,ordinary_alpha_probe,P1,basis_premium_like,single,premium_close_bps,,basis_premium_like,,level,,False,premium_close_bps,skel_ca36cd3eaf5a3a94,prod_010162f1ef39a53d,a7ls1_7d6741ea99ffe85f,True,False,a7ls_c_materialization_s040,a7ls_c_materialization_s040::a7ls1_7d6741ea99ffe85f
A7LS_C,state_interaction_repair,state_interaction,L1_single_axis_raw_transform,ordinary_alpha_probe,P1,basis_premium_like,single,mark_trade_basis_bps,,basis_premium_like,,delta_1h,,False,"Delta(mark_trade_basis_bps,1)",skel_1d39996e97d5ace0,prod_b36eee309ad5f8fa,a7ls1_7ec55d8011d2563a,True,False,a7ls_c_materialization_s040,a7ls_c_materialization_s040::a7ls1_7ec55d8011d2563a
A7LS_C,state_interaction_repair,state_interaction,L1_single_axis_raw_transform,ordinary_alpha_probe,P1,basis_premium_like,single,mark_index_basis_bps,,basis_premium_like,,zmean_8h,,False,"ZScore(Mean(mark_index_basis_bps,8))",skel_a311ee3fdacdeca2,prod_1519bd7e08b4a118,a7ls1_7f7b0bc4ed568a9f,True,False,a7ls_c_materialization_s040,a7ls_c_materialization_s040::a7ls1_7f7b0bc4ed568a9f
