second_pass_family,left_field,left_family,right_field,right_family,left_transform,right_transform,operator,blueprint_id,label_family,label_horizon_h,orientation_from_train,premay_positive_split_count,premay_all_positive,control_ratio_premay_max,one_bar_lag_recent_oriented,lag_ok,second_pass_candidate,near_miss,decision,train_2024_n,train_2024_mean_spread,train_2024_tstat,train_2024_nonoverlap_median_tstat,train_2024_nonoverlap_min_tstat,train_2024_positive_rate,validation_2025H1_n,validation_2025H1_mean_spread,validation_2025H1_tstat,validation_2025H1_nonoverlap_median_tstat,validation_2025H1_nonoverlap_min_tstat,validation_2025H1_positive_rate,test_2025H2_n,test_2025H2_mean_spread,test_2025H2_tstat,test_2025H2_nonoverlap_median_tstat,test_2025H2_nonoverlap_min_tstat,test_2025H2_positive_rate,recent_oos_2026JanApr_n,recent_oos_2026JanApr_mean_spread,recent_oos_2026JanApr_tstat,recent_oos_2026JanApr_nonoverlap_median_tstat,recent_oos_2026JanApr_nonoverlap_min_tstat,recent_oos_2026JanApr_positive_rate,avg_n_obs_recent,error
H1_I5_deconcentration,trade_quote_volume,liquidity,premium_close_bps,basis_premium,tsrank_168h,delta_24h,Mul,core16he_H1_I5_deconcentration_trade_quote_volume_tsrank_168h_Mul_premium_close_bps_delta_24h,L3_liquidity_tier_relative_return,1,-1.0,3,True,0.9539958930065094,0.0007031872591067543,True,True,False,A7FFCORE16HE_SECOND_PASS_CANDIDATE_LAG_OK,552,-0.0004990484667419338,-2.42076571766876,-2.42076571766876,-2.42076571766876,0.463768115942029,719,-0.00011866489726253837,-1.0054380356267352,-1.0054380356267352,-1.0054380356267352,0.4909596662030598,719,-0.000424508360660778,-2.576494435259866,-2.576494435259866,-2.576494435259866,0.4478442280945758,719,-0.000593106687920793,-1.9455917710301047,-1.9455917710301047,-1.9455917710301047,0.5076495132127955,95.86666666666666,
H1_I5_deconcentration,trade_quote_volume,liquidity,premium_close_bps,basis_premium,tsrank_168h,delta_24h,Mul,core16he_H1_I5_deconcentration_trade_quote_volume_tsrank_168h_Mul_premium_close_bps_delta_24h,L5_vol_adjusted_return,1,-1.0,3,True,0.48405610032469265,0.06476800709854481,True,True,False,A7FFCORE16HE_SECOND_PASS_CANDIDATE_LAG_OK,552,-0.029258137035895488,-2.37591121805969,-2.37591121805969,-2.37591121805969,0.45652173913043476,719,-0.020478887904941966,-1.7655589673896943,-1.7655589673896943,-1.7655589673896943,0.47009735744089015,719,-0.04466694161810879,-2.878537951471998,-2.878537951471998,-2.878537951471998,0.42698191933240615,719,-0.09160587745833342,-4.303204491134682,-4.303204491134682,-4.303204491134682,0.45897079276773295,95.86666666666666,
H1_I5_deconcentration,trade_quote_volume,liquidity,mark_index_basis_bps,basis_premium,tsrank_168h,zscore_168h,Mul,core16he_H1_I5_deconcentration_trade_quote_volume_tsrank_168h_Mul_mark_index_basis_bps_zscore_168h,L0_raw_forward_return,1,-1.0,3,True,0.8208379998730324,0.0004884693441832625,True,True,False,A7FFCORE16HE_SECOND_PASS_CANDIDATE_LAG_OK,552,-0.00035522957735569053,-1.7734667531752946,-1.7734667531752946,-1.7734667531752946,0.45471014492753625,719,-0.00048483666023794867,-4.296449001281966,-4.296449001281966,-4.296449001281966,0.4339360222531293,719,-0.0009865141802384507,-6.073343532949134,-6.073343532949134,-6.073343532949134,0.36995827538247567,719,-0.0007446177596409845,-2.513443211564958,-2.513443211564958,-2.513443211564958,0.4520166898470097,95.86666666666666,
H1_I5_deconcentration,trade_quote_volume,liquidity,mark_index_basis_bps,basis_premium,tsrank_168h,zscore_168h,Mul,core16he_H1_I5_deconcentration_trade_quote_volume_tsrank_168h_Mul_mark_index_basis_bps_zscore_168h,L1_cross_sectional_relative_return,1,-1.0,3,True,0.8208379998730324,0.0004884693441832625,True,True,False,A7FFCORE16HE_SECOND_PASS_CANDIDATE_LAG_OK,552,-0.0003552295773556904,-1.773466753175294,-1.773466753175294,-1.773466753175294,0.45471014492753625,719,-0.00048483666023794867,-4.296449001281966,-4.296449001281966,-4.296449001281966,0.4339360222531293,719,-0.0009865141802384507,-6.073343532949135,-6.073343532949135,-6.073343532949135,0.36995827538247567,719,-0.0007446177596409845,-2.513443211564958,-2.513443211564958,-2.513443211564958,0.4520166898470097,95.86666666666666,
H1_I5_deconcentration,trade_quote_volume,liquidity,mark_index_basis_bps,basis_premium,tsrank_168h,zscore_168h,Mul,core16he_H1_I5_deconcentration_trade_quote_volume_tsrank_168h_Mul_mark_index_basis_bps_zscore_168h,L3_liquidity_tier_relative_return,1,-1.0,3,True,0.7692380175342428,0.000480479233460456,True,True,False,A7FFCORE16HE_SECOND_PASS_CANDIDATE_LAG_OK,552,-0.00037008476024492546,-1.935944108789103,-1.935944108789103,-1.935944108789103,0.4583333333333333,719,-0.0004847482648261805,-4.397545140215517,-4.397545140215517,-4.397545140215517,0.42559109874826145,719,-0.000914609219065245,-5.843948038066044,-5.843948038066044,-5.843948038066044,0.36995827538247567,719,-0.0007685192337059894,-2.6632675960301047,-2.6632675960301047,-2.6632675960301047,0.4534075104311544,95.86666666666666,
H1_I5_deconcentration,trade_quote_volume,liquidity,mark_index_basis_bps,basis_premium,tsrank_168h,zscore_168h,Mul,core16he_H1_I5_deconcentration_trade_quote_volume_tsrank_168h_Mul_mark_index_basis_bps_zscore_168h,L5_vol_adjusted_return,1,-1.0,3,True,0.5380706395179295,0.04855343122780398,True,True,False,A7FFCORE16HE_SECOND_PASS_CANDIDATE_LAG_OK,552,-0.024024300931797662,-1.9830639792204154,-1.9830639792204154,-1.9830639792204154,0.4492753623188406,719,-0.060890138858837574,-5.473211689985196,-5.473211689985196,-5.473211689985196,0.3991655076495132,719,-0.11622019852224949,-7.250361237971506,-7.250361237971506,-7.250361237971506,0.35465924895688455,719,-0.12349560407324828,-5.480324876251102,-5.480324876251102,-5.480324876251102,0.40333796940194716,95.86666666666666,
H1_I5_deconcentration,trade_quote_volume,liquidity,mark_trade_basis_bps,basis_premium,zscore_168h,zscore_168h,Mul,core16he_H1_I5_deconcentration_trade_quote_volume_zscore_168h_Mul_mark_trade_basis_bps_zscore_168h,L5_vol_adjusted_return,1,-1.0,3,True,0.583880601119319,-0.027226631089882807,False,True,False,A7FFCORE16HE_SECOND_PASS_CANDIDATE_LAG_FRAGILE,696,-0.026653272564210653,-2.297529071720803,-2.297529071720803,-2.297529071720803,0.4525862068965517,719,-0.0493180678516279,-4.4380948261454725,-4.4380948261454725,-4.4380948261454725,0.3852573018080668,719,-0.050758201569830345,-3.2506029117539925,-3.2506029117539925,-3.2506029117539925,0.42698191933240615,719,-0.027775108784669905,-1.2925746227207724,-1.2925746227207724,-1.2925746227207724,0.4728789986091794,95.86666666666666,
H1_I5_deconcentration,trade_quote_volume,liquidity,mark_trade_basis_bps,basis_premium,tsrank_168h,delta_24h,Mul,core16he_H1_I5_deconcentration_trade_quote_volume_tsrank_168h_Mul_mark_trade_basis_bps_delta_24h,L5_vol_adjusted_return,1,1.0,3,True,0.9717528324171498,0.041334210434521394,True,True,False,A7FFCORE16HE_SECOND_PASS_CANDIDATE_LAG_OK,552,5.986918472477798e-05,0.005249603507355387,0.005249603507355387,0.005249603507355387,0.5090579710144928,719,0.09288728486372314,9.35467680088006,9.35467680088006,9.35467680088006,0.6578581363004172,719,0.18047196297382903,12.036204814832178,12.036204814832178,12.036204814832178,0.721835883171071,719,0.16136338990636323,7.739524353681482,7.739524353681482,7.739524353681482,0.6522948539638387,95.86666666666666,
H1_I5_deconcentration,trade_count,liquidity,premium_close_bps,basis_premium,tsrank_168h,delta_24h,Mul,core16he_H1_I5_deconcentration_trade_count_tsrank_168h_Mul_premium_close_bps_delta_24h,L5_vol_adjusted_return,1,-1.0,3,True,0.7547168252612743,0.05538815850905118,True,True,False,A7FFCORE16HE_SECOND_PASS_CANDIDATE_LAG_OK,552,-0.02861066575671887,-2.3654830051336955,-2.3654830051336955,-2.3654830051336955,0.43478260869565216,719,-0.02615737236009887,-2.284666334901403,-2.284666334901403,-2.284666334901403,0.4714881780250348,719,-0.040119814539667266,-2.590796232091022,-2.590796232091022,-2.590796232091022,0.4603616133518776,719,-0.09366567757390797,-4.4671814049412815,-4.4671814049412815,-4.4671814049412815,0.46870653685674546,95.86666666666666,
H1_I5_deconcentration,trade_count,liquidity,mark_index_basis_bps,basis_premium,tsrank_168h,zscore_168h,Mul,core16he_H1_I5_deconcentration_trade_count_tsrank_168h_Mul_mark_index_basis_bps_zscore_168h,L0_raw_forward_return,1,-1.0,3,True,0.7094044093715764,0.0004383590421725298,True,True,False,A7FFCORE16HE_SECOND_PASS_CANDIDATE_LAG_OK,552,-0.0004571922468011045,-2.2759286108253964,-2.2759286108253964,-2.2759286108253964,0.4528985507246377,719,-0.0005512952089705878,-4.927864917168159,-4.927864917168159,-4.927864917168159,0.40751043115438107,719,-0.0008623277720146132,-5.342106443004809,-5.342106443004809,-5.342106443004809,0.3991655076495132,719,-0.0007392576755978474,-2.4708554076961855,-2.4708554076961855,-2.4708554076961855,0.44089012517385257,95.86666666666666,
