source_file,source_blueprint_id,blueprint_id,horizon_h,variant,split,formula,n_obs,net_mean,net_median,sharpe,sortino,nonoverlap_median_sortino,nonoverlap_floor_sortino,nonoverlap_median_sharpe,nonoverlap_floor_sharpe,max_drawdown,positive_rate,avg_cost,avg_turnover,ic_mean,rankic_mean,capacity_proxy_median_quote_volume,source_lag_hours,orientation,train_orientation_pos_net_mean_24h,train_orientation_neg_net_mean_24h
D:\HermesWorker\runtime\a7source8_a7search8_source_lag_retest_20260707\shards\a7source5_s000\runtime\a7source4_source_lag_metrics.csv,a7search7_1579560a060d20ec,a7search7_1579560a060d20ec,8,original,blind_june2026_20260601_20260611,"CSRank(SafeDiv(TSRank(open_interest_value_last,336),CSRank(ZScore(Mean(funding_rate_delta_state_24h,72)))))",264,0.0004990062328736,0.0005134435180922,6.342201838651276,9.798191704377135,9.923970520962405,6.805517069687709,6.132002318997706,4.922262598581659,-0.0839043742233257,0.5871212121212122,5.520268561533522e-05,0.1104053712306704,0.0308052846119809,0.0404795665756035,10595217.140214808,0,-1.0,-0.000516510191744,0.0004422817928123
D:\HermesWorker\runtime\a7source8_a7search8_source_lag_retest_20260707\shards\a7source5_s000\runtime\a7source4_source_lag_metrics.csv,a7search7_1579560a060d20ec,a7search7_1579560a060d20ec,8,source_lag_1h,blind_june2026_20260601_20260611,"CSRank(SafeDiv(TSRank(open_interest_value_last,336),CSRank(ZScore(Mean(funding_rate_delta_state_24h,72)))))",264,0.0003963922256285,0.0003773354190978,5.05413988424481,7.464967662706907,7.362853252366351,4.562651158430548,4.977016678629878,2.996770123430149,-0.0849776937702156,0.5871212121212122,5.519471899489769e-05,0.1103894379897953,0.026163608580642,0.0349965550951852,10741753.738653596,1,-1.0,-0.000516510191744,0.0004422817928123
D:\HermesWorker\runtime\a7source8_a7search8_source_lag_retest_20260707\shards\a7source5_s000\runtime\a7source4_source_lag_metrics.csv,a7search7_1579560a060d20ec,a7search7_1579560a060d20ec,8,source_lag_2h,blind_june2026_20260601_20260611,"CSRank(SafeDiv(TSRank(open_interest_value_last,336),CSRank(ZScore(Mean(funding_rate_delta_state_24h,72)))))",264,0.0003504700324965,0.0003668145107352,4.500875094243407,6.570655141643765,6.347273696731568,4.070745576440106,4.433638408306852,2.6169627628250693,-0.0868439843049734,0.5568181818181818,5.5187425733157954e-05,0.1103748514663159,0.0239727399040843,0.0321666439503904,10363306.411067544,2,-1.0,-0.000516510191744,0.0004422817928123
D:\HermesWorker\runtime\a7source8_a7search8_source_lag_retest_20260707\shards\a7source5_s000\runtime\a7source4_source_lag_metrics.csv,a7search7_1579560a060d20ec,a7search7_1579560a060d20ec,8,source_lag_4h,blind_june2026_20260601_20260611,"CSRank(SafeDiv(TSRank(open_interest_value_last,336),CSRank(ZScore(Mean(funding_rate_delta_state_24h,72)))))",264,0.0002500442826091,0.0002932325289193,3.158857166125122,4.489471396336296,4.302181350585242,1.7631847980563706,2.947822979428472,1.2070406501710296,-0.0892344553381755,0.5492424242424242,5.51767744228474e-05,0.1103535488456947,0.0192786683952041,0.0271343265762228,10561804.65581587,4,-1.0,-0.000516510191744,0.0004422817928123
D:\HermesWorker\runtime\a7source8_a7search8_source_lag_retest_20260707\shards\a7source5_s000\runtime\a7source4_source_lag_metrics.csv,a7search7_1579560a060d20ec,a7search7_1579560a060d20ec,8,control_one_bar_lag,blind_june2026_20260601_20260611,"CSRank(SafeDiv(TSRank(open_interest_value_last,336),CSRank(ZScore(Mean(funding_rate_delta_state_24h,72)))))",264,0.0003963922256285,0.0003773354190978,5.05413988424481,7.464967662706907,7.362853252366351,4.562651158430548,4.977016678629878,2.996770123430149,-0.0849776937702156,0.5871212121212122,5.519471899489769e-05,0.1103894379897953,0.026163608580642,0.0349965550951852,10741753.738653596,1,-1.0,,
D:\HermesWorker\runtime\a7source8_a7search8_source_lag_retest_20260707\shards\a7source5_s000\runtime\a7source4_source_lag_metrics.csv,a7search7_9168babaa32dc76c,a7search7_9168babaa32dc76c,8,original,blind_june2026_20260601_20260611,"CSRank(CSRank(SafeDiv(TSRank(open_interest_value_last,336),CSRank(ZScore(Mean(funding_rate_delta_state_24h,72))))))",264,0.0004990062328736,0.0005134435180922,6.342201838651276,9.798191704377135,9.923970520962405,6.805517069687709,6.132002318997706,4.922262598581659,-0.0839043742233257,0.5871212121212122,5.520268561533522e-05,0.1104053712306704,0.0308052846119809,0.0404795665756035,10595217.140214808,0,-1.0,-0.000516510191744,0.0004422817928123
D:\HermesWorker\runtime\a7source8_a7search8_source_lag_retest_20260707\shards\a7source5_s000\runtime\a7source4_source_lag_metrics.csv,a7search7_9168babaa32dc76c,a7search7_9168babaa32dc76c,8,source_lag_1h,blind_june2026_20260601_20260611,"CSRank(CSRank(SafeDiv(TSRank(open_interest_value_last,336),CSRank(ZScore(Mean(funding_rate_delta_state_24h,72))))))",264,0.0003963922256285,0.0003773354190978,5.05413988424481,7.464967662706907,7.362853252366351,4.562651158430548,4.977016678629878,2.996770123430149,-0.0849776937702156,0.5871212121212122,5.519471899489769e-05,0.1103894379897953,0.026163608580642,0.0349965550951852,10741753.738653596,1,-1.0,-0.000516510191744,0.0004422817928123
D:\HermesWorker\runtime\a7source8_a7search8_source_lag_retest_20260707\shards\a7source5_s000\runtime\a7source4_source_lag_metrics.csv,a7search7_9168babaa32dc76c,a7search7_9168babaa32dc76c,8,source_lag_2h,blind_june2026_20260601_20260611,"CSRank(CSRank(SafeDiv(TSRank(open_interest_value_last,336),CSRank(ZScore(Mean(funding_rate_delta_state_24h,72))))))",264,0.0003504700324965,0.0003668145107352,4.500875094243407,6.570655141643765,6.347273696731568,4.070745576440106,4.433638408306852,2.6169627628250693,-0.0868439843049734,0.5568181818181818,5.5187425733157954e-05,0.1103748514663159,0.0239727399040843,0.0321666439503904,10363306.411067544,2,-1.0,-0.000516510191744,0.0004422817928123
D:\HermesWorker\runtime\a7source8_a7search8_source_lag_retest_20260707\shards\a7source5_s000\runtime\a7source4_source_lag_metrics.csv,a7search7_9168babaa32dc76c,a7search7_9168babaa32dc76c,8,source_lag_4h,blind_june2026_20260601_20260611,"CSRank(CSRank(SafeDiv(TSRank(open_interest_value_last,336),CSRank(ZScore(Mean(funding_rate_delta_state_24h,72))))))",264,0.0002500442826091,0.0002932325289193,3.158857166125122,4.489471396336296,4.302181350585242,1.7631847980563706,2.947822979428472,1.2070406501710296,-0.0892344553381755,0.5492424242424242,5.51767744228474e-05,0.1103535488456947,0.0192786683952041,0.0271343265762228,10561804.65581587,4,-1.0,-0.000516510191744,0.0004422817928123
D:\HermesWorker\runtime\a7source8_a7search8_source_lag_retest_20260707\shards\a7source5_s000\runtime\a7source4_source_lag_metrics.csv,a7search7_9168babaa32dc76c,a7search7_9168babaa32dc76c,8,control_one_bar_lag,blind_june2026_20260601_20260611,"CSRank(CSRank(SafeDiv(TSRank(open_interest_value_last,336),CSRank(ZScore(Mean(funding_rate_delta_state_24h,72))))))",264,0.0003963922256285,0.0003773354190978,5.05413988424481,7.464967662706907,7.362853252366351,4.562651158430548,4.977016678629878,2.996770123430149,-0.0849776937702156,0.5871212121212122,5.519471899489769e-05,0.1103894379897953,0.026163608580642,0.0349965550951852,10741753.738653596,1,-1.0,,
