core14_rank,candidate_id,semantic_bucket,motif_bucket,generation_mode,clue_rows,label_count,horizon_count,best_abs_corr,best_original_score,min_control_ratio,median_control_ratio,median_spread,proposed_subgraph_id,expression,raw_inputs,outside_old_packet,repair_score
5,a7ffcore11e_a8bc245f20ba6f090e,taker_flow_like|basis_premium_like,gated_sign,seed_field_mul_delta,5,3,3,0.0550181220929474,0.2063584267951393,0.6227314342579094,0.6273285402614429,-0.0005633448708365,sgx_36a3866dbd8d6aed0b,"Mul(ZScore(Mean(Mul(taker_buy_quote_volume,Sign(Mean(mark_index_basis_bps,4))),2)),Delta(mark_index_basis_bps,32))",mark_index_basis_bps;taker_buy_quote_volume,False,15.881705667386967
21,a7ffcore11e_0dd21d80949fec5fb7,liquidity_like,single,seed_field_mul_delta,3,2,3,0.0124414884001383,0.1081345182230059,0.3791012956707527,0.5195988833041247,-0.0019487418827797,sgx_6d38c3f41175d91973,"Mul(ZScore(Mean(Mean(trade_volume,4),3)),Delta(trade_volume,16))",trade_volume,False,11.404487773118614
37,a7ffcore11e_c30d25ca3e543dc63a,open_interest_like|positioning_like,delta_x_divergence,seed_field_mul_delta,3,1,3,0.0111012999353765,0.0111012999353765,0.2831675976618348,0.3865273175664935,0.0003683850131491,sgx_b630415009a2cc7f67,"Mul(ZScore(Mean(Sub(CSRank(Mean(open_interest_last,8)),CSRank(Delta(top_long_short_account_ratio_last,24))),2)),Delta(open_interest_last,8))",open_interest_last;top_long_short_account_ratio_last,True,10.15569080338386
53,a7ffcore11e_548540ad19aff09f23,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,2,2,2,0.0067111371926659,0.0067111371926659,0.6274608467778283,0.6482524265445753,0.0003124990647244,sgx_9065047f97f71f4932,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,24),24),Abs(ZScore(Delta(trade_high,4)))),4)),Delta(trade_count,4))",trade_count;trade_high,True,9.37930105029766
69,a7ffcore11e_1942160ee15398d457,open_interest_like,single,seed_field_mul_delta,4,2,2,0.0065214896832307,0.0065214896832307,0.4168725366272777,0.6337945843520102,-2.656503392247406e-05,sgx_e53bc170458901c45a,"Mul(ZScore(Mean(open_interest_change_24h,4)),Delta(open_interest_change_24h,24))",open_interest_change_24h,False,8.29668472041006
85,a7ffcore11e_6754f84bb859b65abb,taker_flow_like|open_interest_like,flow_x_leverage,seed_field_mul_delta,1,1,1,0.0031683200836417,0.1220114379988204,0.7402660595874204,0.7402660595874204,-0.1220114379988204,sgx_603486e56a2da7b29b,"Mul(ZScore(Mean(Mul(ZScore(Delta(taker_buy_quote_volume,4)),Delta(Delta(open_interest_last,4),24)),3)),Delta(open_interest_last,96))",open_interest_last;taker_buy_quote_volume,True,7.459696640801567
101,a7ffcore11e_45c8c5bf57c2d17bea,open_interest_like|positioning_like,delta_x_divergence,seed_field_mul_delta,1,1,1,0.0096407242702583,0.0372165868182321,0.6616290879566542,0.6616290879566542,0.0372165868182321,sgx_f4b32fb12a1f1dae1d,"Mul(ZScore(Mean(Sub(CSRank(Mean(open_interest_last,4)),CSRank(Delta(global_long_short_account_ratio_mean,24))),2)),Delta(global_long_short_account_ratio_mean,72))",global_long_short_account_ratio_mean;open_interest_last,True,5.921073560451333
117,a7ffcore11e_1f85f8127767a83261,liquidity_like,single,seed_field_rank_spread,1,1,1,0.0033342888267464,0.0033342888267464,0.668482344038777,0.668482344038777,0.0002900357203083,sgx_d2ac336831232d1b38,"Sub(TSRank(Delta(trade_count_168h,24),4),TSRank(trade_count_168h,2))",trade_count_168h,True,5.2297210884573735
