blueprint_id,a7ls_arm,semantic_pair,motif,skeleton_key,production_key,expression,eval_success,finite_share,nonzero_share,activity_ok,min_value,max_value,std_value,error,materialization_shard,materialization_score,a7input_queue,core58_queue,company_numeric_shard,checkpoint_key
a7ls1_10b28724f009e3f4,A7LS_A,basis_premium_like,gated_sign,skel_f4061a64df347a31,prod_176f530912c7ad22,"Mul(Abs(ZScore(Mean(mark_index_basis_bps,72))),Sign(ZScore(Mean(mark_trade_basis_bps,168))))",True,0.9975475624256838,1.0,True,-8.882316244452518,9.544217024343174,0.9916286859932508,,a7ls_a_materialization_s000,0.9985285374554104,a7ls3h_company_numeric_checkpoint,a7ls3h_company_numeric_checkpoint,a7ls3hr_s000,a7ls3hr_s000::a7ls1_10b28724f009e3f4
a7ls1_064a1b406d89fe40,A7LS_A,basis_premium_like,gated_sign,skel_bcb165b7818f5d85,prod_221fd67da199a798,"Mul(ZScore(Mean(mark_index_basis_bps,48)),Sign(Mean(mark_trade_basis_bps,72)))",True,0.997523781212842,1.0,True,-9.60899411015392,8.650656744284268,0.9691372553911326,,a7ls_a_materialization_s000,0.9985142687277052,a7ls3h_company_numeric_checkpoint,a7ls3h_company_numeric_checkpoint,a7ls3hr_s000,a7ls3hr_s000::a7ls1_064a1b406d89fe40
a7ls1_00c4fa90f9c77246,A7LS_A,basis_premium_like,gated_sign,skel_156d0fafafecde17,prod_8e7819832e5fec65,"Mul(Mean(mark_index_basis_bps,72),Sign(ZScore(Mean(mark_trade_basis_bps,24))))",True,0.9975,1.0,True,-192.47484984741484,175.04380425834728,9.249092248702592,,a7ls_a_materialization_s000,0.9985,a7ls3h_company_numeric_checkpoint,a7ls3h_company_numeric_checkpoint,a7ls3hr_s000,a7ls3hr_s000::a7ls1_00c4fa90f9c77246
a7ls1_04982054d1ab0244,A7LS_A,basis_premium_like,gated_sign,skel_156d0fafafecde17,prod_2187e42659f01b3a,"Mul(Mean(mark_index_basis_bps,72),Sign(ZScore(Mean(mark_trade_basis_bps,2))))",True,0.9975,1.0,True,-192.4567342430213,192.47484984741484,9.233011301611722,,a7ls_a_materialization_s000,0.9985,a7ls3h_company_numeric_checkpoint,a7ls3h_company_numeric_checkpoint,a7ls3hr_s000,a7ls3hr_s000::a7ls1_04982054d1ab0244
a7ls1_137cfd1f31437ed3,A7LS_A,basis_premium_like,gated_sign,skel_bcb165b7818f5d85,prod_09a1e055cac36d80,"Mul(ZScore(Mean(mark_index_basis_bps,72)),Sign(Mean(mark_trade_basis_bps,12)))",True,0.9975,0.9999716890323312,True,-9.544217024343174,9.517092435818888,0.9755842214831362,,a7ls_a_materialization_s000,0.9984886756129324,a7ls3h_company_numeric_checkpoint,a7ls3h_company_numeric_checkpoint,a7ls3hr_s000,a7ls3hr_s000::a7ls1_137cfd1f31437ed3
a7ls1_11400da829995750,A7LS_A,basis_premium_like,gated_sign,skel_af8c1327eb17d836,prod_f0d1b71030dbe739,"Mul(ZScore(Mean(mark_index_basis_bps,48)),Sign(ZScore(Mean(mark_trade_basis_bps,8))))",True,0.9974762187871582,1.0,True,-9.608939848425894,9.60899411015392,0.973387234927264,,a7ls_a_materialization_s000,0.9984857312722948,a7ls3h_company_numeric_checkpoint,a7ls3h_company_numeric_checkpoint,a7ls3hr_s000,a7ls3hr_s000::a7ls1_11400da829995750
a7ls1_125f5c98288143d5,A7LS_A,basis_premium_like,gated_sign,skel_bcb165b7818f5d85,prod_325469a9b073ff8e,"Mul(ZScore(Mean(mark_index_basis_bps,4)),Sign(Mean(mark_trade_basis_bps,72)))",True,0.9974722552516844,1.0,True,-9.69085631833646,9.479280636441295,0.979978972774745,,a7ls_a_materialization_s000,0.9984833531510108,a7ls3h_company_numeric_checkpoint,a7ls3h_company_numeric_checkpoint,a7ls3hr_s000,a7ls3hr_s000::a7ls1_125f5c98288143d5
a7ls1_0651df514ec6e28a,A7LS_A,basis_premium_like,gated_sign,skel_f5b37d2264eba0bd,prod_34e615ff01596a46,"Mul(ZScore(Mean(mark_index_basis_bps,8)),Sign(Abs(ZScore(Mean(mark_trade_basis_bps,24)))))",True,0.9974682917162108,1.0,True,-9.687679298862731,7.335270227706502,0.9947649279155965,,a7ls_a_materialization_s000,0.9984809750297264,a7ls3h_company_numeric_checkpoint,a7ls3h_company_numeric_checkpoint,a7ls3hr_s000,a7ls3hr_s000::a7ls1_0651df514ec6e28a
a7ls1_0093cfc9de4aa9e5,A7LS_A,basis_premium_like,gated_sign,skel_156d0fafafecde17,prod_da6eae9567e52dfa,"Mul(Mean(mark_index_basis_bps,12),Sign(ZScore(Mean(mark_trade_basis_bps,168))))",True,0.9974643281807372,1.0,True,-629.7478162211349,429.59460925490447,10.610645547278368,,a7ls_a_materialization_s000,0.9984785969084424,a7ls3h_company_numeric_checkpoint,a7ls3h_company_numeric_checkpoint,a7ls3hr_s000,a7ls3hr_s000::a7ls1_0093cfc9de4aa9e5
a7ls1_03a6bf043324e4b4,A7LS_A,basis_premium_like,gated_sign,skel_af8c1327eb17d836,prod_7829c0bdde35d73e,"Mul(ZScore(Mean(mark_index_basis_bps,12)),Sign(ZScore(Mean(mark_trade_basis_bps,72))))",True,0.9974643281807372,1.0,True,-9.683398996509396,9.568057143250051,0.9534016791001242,,a7ls_a_materialization_s000,0.9984785969084424,a7ls3h_company_numeric_checkpoint,a7ls3h_company_numeric_checkpoint,a7ls3hr_s000,a7ls3hr_s000::a7ls1_03a6bf043324e4b4
a7ls1_073c83a1557a251e,A7LS_A,basis_premium_like,gated_sign,skel_156d0fafafecde17,prod_9f9de4d5a72e1e00,"Mul(Mean(mark_index_basis_bps,12),Sign(ZScore(Mean(mark_trade_basis_bps,72))))",True,0.9974643281807372,1.0,True,-629.7478162211349,419.152246320853,10.610376029105716,,a7ls_a_materialization_s000,0.9984785969084424,a7ls3h_company_numeric_checkpoint,a7ls3h_company_numeric_checkpoint,a7ls3hr_s000,a7ls3hr_s000::a7ls1_073c83a1557a251e
a7ls1_0d5635804104a6ce,A7LS_A,basis_premium_like,gated_sign,skel_3afee12eb6a9078f,prod_41bb0910895c0b66,"Mul(Mean(mark_index_basis_bps,12),Sign(Mean(mark_trade_basis_bps,72)))",True,0.9974643281807372,1.0,True,-629.7478162211349,396.53407983583503,8.256785685926284,,a7ls_a_materialization_s000,0.9984785969084424,a7ls3h_company_numeric_checkpoint,a7ls3h_company_numeric_checkpoint,a7ls3hr_s000,a7ls3hr_s000::a7ls1_0d5635804104a6ce
a7ls1_021a45aa0c482576,A7LS_A,basis_premium_like,gated_sign,skel_3afee12eb6a9078f,prod_c60a8840fbeac317,"Mul(Mean(mark_index_basis_bps,8),Sign(Decay(mark_trade_basis_bps,24)))",True,0.9974682917162108,0.9999895693119224,True,-839.6553236972679,586.8076495963296,9.002588470021673,,a7ls_a_materialization_s000,0.9984768027544956,a7ls3h_company_numeric_checkpoint,a7ls3h_company_numeric_checkpoint,a7ls3hr_s000,a7ls3hr_s000::a7ls1_021a45aa0c482576
a7ls1_00ac1ef42ba0e8ce,A7LS_A,basis_premium_like,gated_sign,skel_3afee12eb6a9078f,prod_9577d25f06cebc9b,"Mul(Decay(mark_index_basis_bps,24),Sign(Mean(mark_trade_basis_bps,48)))",True,0.9974524375743165,1.0,True,-472.317512511393,334.5579678524323,7.808859749264753,,a7ls_a_materialization_s000,0.9984714625445898,a7ls3h_company_numeric_checkpoint,a7ls3h_company_numeric_checkpoint,a7ls3hr_s000,a7ls3hr_s000::a7ls1_00ac1ef42ba0e8ce
a7ls1_07ad52f39c71f9d7,A7LS_A,basis_premium_like,gated_sign,skel_f4061a64df347a31,prod_280f3e97d2b22db4,"Mul(Abs(ZScore(Mean(mark_index_basis_bps,24))),Sign(ZScore(Mean(mark_trade_basis_bps,48))))",True,0.9974524375743165,1.0,True,-9.469844385594651,9.671195301384698,0.9920885594021256,,a7ls_a_materialization_s000,0.9984714625445898,a7ls3h_company_numeric_checkpoint,a7ls3h_company_numeric_checkpoint,a7ls3hr_s000,a7ls3hr_s000::a7ls1_07ad52f39c71f9d7
a7ls1_0945299ba43053da,A7LS_A,basis_premium_like,gated_sign,skel_af8c1327eb17d836,prod_d8bf8851d5cfaee2,"Mul(ZScore(Mean(mark_index_basis_bps,24)),Sign(ZScore(Mean(mark_trade_basis_bps,72))))",True,0.9974524375743165,1.0,True,-9.671195301384698,9.470575832333695,0.9462244064232134,,a7ls_a_materialization_s000,0.9984714625445898,a7ls3h_company_numeric_checkpoint,a7ls3h_company_numeric_checkpoint,a7ls3hr_s000,a7ls3hr_s000::a7ls1_0945299ba43053da
a7ls1_0f5b7771963b91fc,A7LS_A,basis_premium_like,gated_sign,skel_af8c1327eb17d836,prod_b6e59a344598d372,"Mul(ZScore(Mean(mark_index_basis_bps,24)),Sign(ZScore(Mean(mark_trade_basis_bps,168))))",True,0.9974524375743165,1.0,True,-9.671195301384698,9.470575832333695,0.9486341147592812,,a7ls_a_materialization_s000,0.9984714625445898,a7ls3h_company_numeric_checkpoint,a7ls3h_company_numeric_checkpoint,a7ls3hr_s000,a7ls3hr_s000::a7ls1_0f5b7771963b91fc
a7ls1_16b06f478ac64a5d,A7LS_A,basis_premium_like,gated_sign,skel_bcb165b7818f5d85,prod_c063308116f425dc,"Mul(ZScore(Mean(mark_index_basis_bps,24)),Sign(Decay(mark_trade_basis_bps,24)))",True,0.9974524375743165,1.0,True,-9.671195301384698,9.469844385594651,0.9688830574899312,,a7ls_a_materialization_s000,0.9984714625445898,a7ls3h_company_numeric_checkpoint,a7ls3h_company_numeric_checkpoint,a7ls3hr_s000,a7ls3hr_s000::a7ls1_16b06f478ac64a5d
a7ls1_186cf81cdab6623a,A7LS_A,basis_premium_like,gated_sign,skel_156d0fafafecde17,prod_e6266ba73bf4e806,"Mul(Decay(mark_index_basis_bps,24),Sign(ZScore(Mean(mark_trade_basis_bps,4))))",True,0.9974524375743165,1.0,True,-472.317512511393,417.1641799057671,10.249341678690488,,a7ls_a_materialization_s000,0.9984714625445898,a7ls3h_company_numeric_checkpoint,a7ls3h_company_numeric_checkpoint,a7ls3hr_s000,a7ls3hr_s000::a7ls1_186cf81cdab6623a
a7ls1_02df6cc612c9f21b,A7LS_A,basis_premium_like,gated_sign,skel_bcb165b7818f5d85,prod_f4c39c6fad255b78,"Mul(ZScore(Mean(mark_index_basis_bps,168)),Sign(Mean(mark_trade_basis_bps,8)))",True,0.9975951248513674,0.9994467471813409,True,-9.311918388081692,9.3130045310768,0.9800369840582416,,a7ls_a_materialization_s000,0.9983357737833568,a7ls3h_company_numeric_checkpoint,a7ls3h_company_numeric_checkpoint,a7ls3hr_s000,a7ls3hr_s000::a7ls1_02df6cc612c9f21b
a7ls1_11622cccf5102fc2,A7LS_A,basis_premium_like,gated_sign,skel_af8c1327eb17d836,prod_97fb4f68f884d461,"Mul(ZScore(Mean(mark_index_basis_bps,4)),Sign(ZScore(Mean(premium_close_bps,48))))",True,0.997099682917162,1.0,True,-7.981848906361003,9.69085631833646,0.9466481510944912,,a7ls_a_materialization_s000,0.9982598097502972,a7ls3h_company_numeric_checkpoint,a7ls3h_company_numeric_checkpoint,a7ls3hr_s001,a7ls3hr_s001::a7ls1_11622cccf5102fc2
a7ls1_0a5b56acdc634915,A7LS_A,basis_premium_like,gated_sign,skel_bcb165b7818f5d85,prod_69e9dd113bdf3035,"Mul(ZScore(Mean(mark_index_basis_bps,4)),Sign(Mean(premium_close_bps,72)))",True,0.997111573523583,0.9998126773230248,True,-8.539573832579563,9.69085631833646,0.9800898412626768,,a7ls_a_materialization_s000,0.9981920150433596,a7ls3h_company_numeric_checkpoint,a7ls3h_company_numeric_checkpoint,a7ls3hr_s001,a7ls3hr_s001::a7ls1_0a5b56acdc634915
a7ls1_0fa3c5491cb95d60,A7LS_A,basis_premium_like,gated_sign,skel_3afee12eb6a9078f,prod_8cf8323140bbd3e7,"Mul(Mean(mark_index_basis_bps,4),Sign(Mean(premium_close_bps,72)))",True,0.997111573523583,0.9996362859428491,True,-121.37242321706437,1010.8721855770782,9.51259573537654,,a7ls_a_materialization_s000,0.9981214584912896,a7ls3h_company_numeric_checkpoint,a7ls3h_company_numeric_checkpoint,a7ls3hr_s001,a7ls3hr_s001::a7ls1_0fa3c5491cb95d60
a7ls1_16a5caf2ffe2a929,A7LS_A,basis_premium_like,gated_sign,skel_437d739eeb4ca960,prod_a3374d7fb08cda39,"Mul(Delta(mark_index_basis_bps,2),Sign(Abs(ZScore(Mean(mark_trade_basis_bps,24)))))",True,0.9974732461355528,0.9990875676749617,True,-2234.93166509676,2135.053964647328,12.533965321163718,,a7ls_a_materialization_s000,0.9981189747513164,a7ls3h_company_numeric_checkpoint,a7ls3h_company_numeric_checkpoint,a7ls3hr_s001,a7ls3hr_s001::a7ls1_16a5caf2ffe2a929
a7ls1_07aecf7ba94297b2,A7LS_A,basis_premium_like,gated_sign,skel_437d739eeb4ca960,prod_2ffc1df5dd803ffe,"Mul(Mean(mark_index_basis_bps,2),Sign(Abs(ZScore(Mean(mark_trade_basis_bps,24)))))",True,0.9974742370194212,0.9990428658989065,True,-1329.2073099878687,188.49250013819253,11.888624625281622,,a7ls_a_materialization_s000,0.9981016885712152,a7ls3h_company_numeric_checkpoint,a7ls3h_company_numeric_checkpoint,a7ls3hr_s001,a7ls3hr_s001::a7ls1_07aecf7ba94297b2
a7ls1_0dc086ee72cc0198,A7LS_A,basis_premium_like,gated_sign,skel_3afee12eb6a9078f,prod_cd3ba4634f0e866c,"Mul(Mean(mark_index_basis_bps,2),Sign(Mean(mark_trade_basis_bps,72)))",True,0.9974742370194212,0.9990428658989065,True,-1329.2073099878687,887.7395242544699,10.738557478390714,,a7ls_a_materialization_s000,0.9981016885712152,a7ls3h_company_numeric_checkpoint,a7ls3h_company_numeric_checkpoint,a7ls3hr_s001,a7ls3hr_s001::a7ls1_0dc086ee72cc0198
a7ls1_0f81a0bb42a951e2,A7LS_A,basis_premium_like,gated_sign,skel_3afee12eb6a9078f,prod_ccb8a228d2d65977,"Mul(Mean(mark_index_basis_bps,2),Sign(Decay(mark_trade_basis_bps,24)))",True,0.9974742370194212,0.9990428658989065,True,-1329.2073099878687,1111.6819709830088,10.934898845316363,,a7ls_a_materialization_s000,0.9981016885712152,a7ls3h_company_numeric_checkpoint,a7ls3h_company_numeric_checkpoint,a7ls3hr_s001,a7ls3hr_s001::a7ls1_0f81a0bb42a951e2
a7ls1_000f77762318e5fa,A7LS_A,basis_premium_like,gated_sign,skel_437d739eeb4ca960,prod_fe96f836fd6451a2,"Mul(Delta(mark_index_basis_bps,4),Sign(Abs(ZScore(Mean(mark_trade_basis_bps,24)))))",True,0.997471264367816,0.998741367389594,True,-2232.507923890864,2123.948009261316,13.330096855674167,,a7ls_a_materialization_s000,0.9979793055765273,a7ls3h_company_numeric_checkpoint,a7ls3h_company_numeric_checkpoint,a7ls3hr_s001,a7ls3hr_s001::a7ls1_000f77762318e5fa
a7ls1_088bf41f0993480f,A7LS_A,basis_premium_like,gated_sign,skel_156d0fafafecde17,prod_a28c556525876af2,"Mul(Delta(mark_index_basis_bps,2),Sign(ZScore(Mean(premium_close_bps,4))))",True,0.998049940546968,0.9990880948976998,True,-2135.053964647328,2234.93166509676,12.530051324175234,,a7ls_a_materialization_s000,0.9984652022872608,a7ls3h_company_numeric_checkpoint,a7ls3h_company_numeric_checkpoint,a7ls3hr_s001,a7ls3hr_s001::a7ls1_088bf41f0993480f
a7ls1_164ae72a25a78a22,A7LS_A,basis_premium_like,gated_sign,skel_156d0fafafecde17,prod_68787812dcf30217,"Mul(Delta(mark_index_basis_bps,12),Sign(ZScore(Mean(mark_trade_basis_bps,168))))",True,0.9974633372968688,0.9988099022490662,True,-2074.5076036970345,2243.854339580373,14.275893539529308,,a7ls_a_materialization_s000,0.9980019632777476,a7ls3h_company_numeric_checkpoint,a7ls3h_company_numeric_checkpoint,a7ls3hr_s001,a7ls3hr_s001::a7ls1_164ae72a25a78a22
a7ls1_09b48e96ad2d0f9d,A7LS_A,basis_premium_like,gated_sign,skel_3afee12eb6a9078f,prod_6e31f76318d5ee25,"Mul(Delta(mark_index_basis_bps,4),Sign(Mean(mark_trade_basis_bps,168)))",True,0.997471264367816,0.998741367389594,True,-2232.507923890864,2123.948009261316,13.330076607520397,,a7ls_a_materialization_s000,0.9979793055765273,a7ls3h_company_numeric_checkpoint,a7ls3h_company_numeric_checkpoint,a7ls3hr_s001,a7ls3hr_s001::a7ls1_09b48e96ad2d0f9d
a7ls1_0e4f86d969d620dc,A7LS_A,basis_premium_like,gated_sign,skel_3afee12eb6a9078f,prod_2584949b5146c2d3,"Mul(Delta(mark_index_basis_bps,8),Sign(Mean(mark_trade_basis_bps,12)))",True,0.998038049940547,0.9978892396894422,True,-2221.785211308895,2120.917601094165,14.060956101786036,,a7ls_a_materialization_s000,0.9979785258401052,a7ls3h_company_numeric_checkpoint,a7ls3h_company_numeric_checkpoint,a7ls3hr_s001,a7ls3hr_s001::a7ls1_0e4f86d969d620dc
a7ls1_095b0929634c9979,A7LS_A,basis_premium_like,gated_sign,skel_3afee12eb6a9078f,prod_41c882db12f9f668,"Mul(Delta(mark_index_basis_bps,8),Sign(Mean(mark_trade_basis_bps,8)))",True,0.998180737217598,0.9973658975305848,True,-2221.785211308895,1530.2109589025747,14.054512818615896,,a7ls_a_materialization_s000,0.9978548013427928,a7ls3h_company_numeric_checkpoint,a7ls3h_company_numeric_checkpoint,a7ls3hr_s001,a7ls3hr_s001::a7ls1_095b0929634c9979
a7ls1_039e35f7148c58cf,A7LS_A,basis_premium_like,gated_sign,skel_156d0fafafecde17,prod_ddafacf8978b0548,"Mul(Delta(mark_index_basis_bps,4),Sign(ZScore(Mean(premium_close_bps,48))))",True,0.9970986920332936,0.99874089709343,True,-2123.948009261316,2232.507923890864,13.330551526295814,,a7ls_a_materialization_s000,0.9977555740573482,a7ls3h_company_numeric_checkpoint,a7ls3h_company_numeric_checkpoint,a7ls3hr_s001,a7ls3hr_s001::a7ls1_039e35f7148c58cf
a7ls1_090b3b9da83bcb09,A7LS_A,basis_premium_like,gated_sign,skel_3afee12eb6a9078f,prod_acbc7e0d21fe0530,"Mul(Delta(mark_index_basis_bps,4),Sign(TSRank(premium_close_bps,24)))",True,0.9970868014268728,0.9987408820781906,True,-2232.507923890864,2123.948009261316,13.330824554403891,,a7ls_a_materialization_s000,0.9977484336874,a7ls3h_company_numeric_checkpoint,a7ls3h_company_numeric_checkpoint,a7ls3hr_s001,a7ls3hr_s001::a7ls1_090b3b9da83bcb09
a7ls1_105bb7c432dfc361,A7LS_A,basis_premium_like,gated_sign,skel_437d739eeb4ca960,prod_81e20ced23173185,"Mul(Delta(mark_index_basis_bps,4),Sign(Abs(ZScore(Mean(premium_close_bps,24)))))",True,0.9970868014268728,0.9987408820781906,True,-2232.507923890864,2123.948009261316,13.330824554403891,,a7ls_a_materialization_s000,0.9977484336874,a7ls3h_company_numeric_checkpoint,a7ls3h_company_numeric_checkpoint,a7ls3hr_s001,a7ls3hr_s001::a7ls1_105bb7c432dfc361
a7ls1_02cb3336afff6060,A7LS_A,basis_premium_like,gated_sign,skel_3afee12eb6a9078f,prod_1abe46b8556a1d84,"Mul(Mean(mark_index_basis_bps,2),Sign(Mean(premium_close_bps,48)))",True,0.9971016646848988,0.9985744453553947,True,-206.15596169130004,1329.2073099878687,10.580269356423653,,a7ls_a_materialization_s000,0.9976907769530972,a7ls3h_company_numeric_checkpoint,a7ls3h_company_numeric_checkpoint,a7ls3hr_s001,a7ls3hr_s001::a7ls1_02cb3336afff6060
a7ls1_0b71ee9774d445ba,A7LS_A,basis_premium_like,gated_sign,skel_3afee12eb6a9078f,prod_04461d58943d5c05,"Mul(Delta(mark_index_basis_bps,8),Sign(TSRank(mark_trade_basis_bps,24)))",True,0.9974673008323424,0.997914853711938,True,-2221.785211308895,2120.917601094165,14.064094849010669,,a7ls_a_materialization_s000,0.9976463219841808,a7ls3h_company_numeric_checkpoint,a7ls3h_company_numeric_checkpoint,a7ls3hr_s001,a7ls3hr_s001::a7ls1_0b71ee9774d445ba
a7ls1_03b9356240d491f2,A7LS_A,basis_premium_like,gated_sign,skel_156d0fafafecde17,prod_9caf32fe4b47a348,"Mul(Delta(mark_index_basis_bps,24),Sign(ZScore(Mean(mark_trade_basis_bps,4))))",True,0.997403884264764,0.9980095968527092,True,-2221.8833516817426,1410.5356319794826,14.932349977803414,,a7ls_a_materialization_s000,0.997646169299942,a7ls3h_company_numeric_checkpoint,a7ls3h_company_numeric_checkpoint,a7ls3hr_s001,a7ls3hr_s001::a7ls1_03b9356240d491f2
a7ls1_1110a7059993e1ed,A7LS_A,basis_premium_like,gated_sign,skel_156d0fafafecde17,prod_f8b98d4905491e1f,"Mul(Delta(mark_index_basis_bps,24),Sign(ZScore(Mean(mark_trade_basis_bps,48))))",True,0.997403884264764,0.9980095968527092,True,-1546.766886009362,2221.8833516817426,14.941822089182246,,a7ls_a_materialization_s000,0.997646169299942,a7ls3h_company_numeric_checkpoint,a7ls3h_company_numeric_checkpoint,a7ls3hr_s001,a7ls3hr_s001::a7ls1_1110a7059993e1ed
