blueprint_id,a7ls_arm,semantic_pair,motif,skeleton_key,production_key,expression,eval_success,finite_share,nonzero_share,activity_ok,min_value,max_value,std_value,error,materialization_shard,materialization_score,a7input_queue,core58_queue,company_numeric_shard,checkpoint_key
a7ls1_11270ec8e790970c,A7LS_B,price_like,gated_sign,skel_156d0fafafecde17,prod_55297d17353ffd0c,"Mul(Mean(trade_close,4),Sign(ZScore(Mean(mark_close,4))))",True,0.9991518034086404,1.0,True,-1315.980000000447,125499.07499998808,8649.284994577032,,a7ls_b_materialization_s020,0.9994910820451842,a7ls3h_company_numeric_checkpoint,a7ls3h_company_numeric_checkpoint,a7ls3hr_s008,a7ls3hr_s008::a7ls1_11270ec8e790970c
a7ls1_229497b1e7c61d39,A7LS_B,price_like,gated_sign,skel_069f2015163fa7ef,prod_86c2f945edaab59d,"Mul(Mean(trade_close,4),Sign(CSRank(mark_close)))",True,0.9991518034086404,1.0,True,1.01000000001239e-05,125499.07499998808,8645.73042362102,,a7ls_b_materialization_s020,0.9994910820451842,a7ls3h_company_numeric_checkpoint,a7ls3h_company_numeric_checkpoint,a7ls3hr_s008,a7ls3hr_s008::a7ls1_229497b1e7c61d39
a7ls1_29b54331ddb9ee09,A7LS_B,price_like,gated_sign,skel_a2f58ee62d9e7ad2,prod_eafc7883565dcbc4,"Mul(trade_close,Sign(Mean(mark_close,4)))",True,0.9991518034086404,1.0,True,1e-05,125986.0,8645.970160252065,,a7ls_b_materialization_s020,0.9994910820451842,a7ls3h_company_numeric_checkpoint,a7ls3h_company_numeric_checkpoint,a7ls3hr_s008,a7ls3hr_s008::a7ls1_29b54331ddb9ee09
a7ls1_34c98373b44f7e44,A7LS_B,price_like,gated_sign,skel_bcb165b7818f5d85,prod_54f92a53da455e04,"Mul(ZScore(Mean(trade_close,4)),Sign(Mean(mark_close,4)))",True,0.9991518034086404,1.0,True,-0.1124061039085252,9.694064495754644,0.9947745844671364,,a7ls_b_materialization_s020,0.9994910820451842,a7ls3h_company_numeric_checkpoint,a7ls3h_company_numeric_checkpoint,a7ls3hr_s008,a7ls3hr_s008::a7ls1_34c98373b44f7e44
a7ls1_4dfb6fde73079a38,A7LS_B,price_like,gated_sign,skel_af8c1327eb17d836,prod_b6ef1642d629679b,"Mul(ZScore(Mean(trade_close,4)),Sign(ZScore(Mean(mark_close,4))))",True,0.9991518034086404,1.0,True,2.8316261893866373e-05,9.694064495754644,0.9729463174038568,,a7ls_b_materialization_s020,0.9994910820451842,a7ls3h_company_numeric_checkpoint,a7ls3h_company_numeric_checkpoint,a7ls3hr_s008,a7ls3hr_s008::a7ls1_4dfb6fde73079a38
a7ls1_68038f2849238ee9,A7LS_B,price_like,gated_sign,skel_136259b72205469f,prod_f61c126df1882d6d,"Mul(Mean(trade_close,4),Sign(mark_close))",True,0.9991518034086404,1.0,True,1.01000000001239e-05,125499.07499998808,8645.73042362102,,a7ls_b_materialization_s020,0.9994910820451842,a7ls3h_company_numeric_checkpoint,a7ls3h_company_numeric_checkpoint,a7ls3hr_s008,a7ls3hr_s008::a7ls1_68038f2849238ee9
a7ls1_1065e15e541c900f,A7LS_B,taker_flow_like,single,skel_1d39996e97d5ace0,prod_f0f66c55cd2b12de,"Mean(taker_buy_quote_volume,4)",True,0.9991518034086404,1.0,True,1521.5816497802734,3599408696.912964,55973519.691511534,,a7ls_b_materialization_s020,0.9994910820451842,a7ls3h_company_numeric_checkpoint,a7ls3h_company_numeric_checkpoint,a7ls3hr_s008,a7ls3hr_s008::a7ls1_1065e15e541c900f
a7ls1_4929fb36cae6a233,A7LS_B,taker_flow_like,single,skel_1d39996e97d5ace0,prod_feecb375243d954a,"Delta(taker_buy_quote_volume,4)",True,0.9991042409829568,1.0,True,-6624370167.56158,6896579963.12046,55567893.21695699,,a7ls_b_materialization_s020,0.999462544589774,a7ls3h_company_numeric_checkpoint,a7ls3h_company_numeric_checkpoint,a7ls3hr_s008,a7ls3hr_s008::a7ls1_4929fb36cae6a233
a7ls1_24ac194059b185e9,A7LS_B,liquidity_like,single,skel_1d39996e97d5ace0,prod_2bd1d601094d999b,"Delta(trade_count,1)",True,0.999246928260008,0.9995993812224824,True,-2414803.0,3425194.0,25565.42390015215,,a7ls_b_materialization_s020,0.9993879094449978,a7ls3h_company_numeric_checkpoint,a7ls3h_company_numeric_checkpoint,a7ls3hr_s008,a7ls3hr_s008::a7ls1_24ac194059b185e9
a7ls1_062c77b2051aea47,A7LS_B,liquidity_like,single,skel_a311ee3fdacdeca2,prod_eba655eb1eca3a28,"ZScore(Mean(trade_quote_volume,8))",True,0.9989615537059056,1.0,True,-0.3788244447161998,9.495302053164238,0.9947745838105244,,a7ls_b_materialization_s020,0.9993769322235432,a7ls3h_company_numeric_checkpoint,a7ls3h_company_numeric_checkpoint,a7ls3hr_s008,a7ls3hr_s008::a7ls1_062c77b2051aea47
a7ls1_3f135c922ee84cc9,A7LS_B,liquidity_like,single,skel_1d39996e97d5ace0,prod_9417c50a1d2e6a2a,"Mean(trade_volume,8)",True,0.9989615537059056,1.0,True,509.6499999985099,689081467754.625,4885163235.333778,,a7ls_b_materialization_s020,0.9993769322235432,a7ls3h_company_numeric_checkpoint,a7ls3h_company_numeric_checkpoint,a7ls3hr_s008,a7ls3hr_s008::a7ls1_3f135c922ee84cc9
a7ls1_01ff9ca94bb59a42,A7LS_B,price_like,gated_sign,skel_c80f62c274b367a9,prod_5fb5e6b22ad22e34,"Mul(trade_close,Sign(ZScore(Mean(mark_close,8))))",True,0.9989615537059056,1.0,True,-1321.81,125986.0,8650.142073454621,,a7ls_b_materialization_s020,0.9993769322235432,a7ls3h_company_numeric_checkpoint,a7ls3h_company_numeric_checkpoint,a7ls3hr_s008,a7ls3hr_s008::a7ls1_01ff9ca94bb59a42
a7ls1_111af2941444671f,A7LS_B,price_like,gated_sign,skel_af8c1327eb17d836,prod_30a77eec5109b211,"Mul(ZScore(Mean(trade_close,4)),Sign(ZScore(Mean(mark_close,8))))",True,0.9989615537059056,1.0,True,-0.0013674646014681,9.694064495754644,0.9729484584984932,,a7ls_b_materialization_s020,0.9993769322235432,a7ls3h_company_numeric_checkpoint,a7ls3h_company_numeric_checkpoint,a7ls3hr_s008,a7ls3hr_s008::a7ls1_111af2941444671f
a7ls1_46e885a777bbc802,A7LS_B,price_like,gated_sign,skel_156d0fafafecde17,prod_d957b8b5f91c778a,"Mul(Mean(trade_close,4),Sign(ZScore(Mean(mark_close,8))))",True,0.9989615537059056,1.0,True,-1315.980000000447,125499.07499998808,8649.901473206011,,a7ls_b_materialization_s020,0.9993769322235432,a7ls3h_company_numeric_checkpoint,a7ls3h_company_numeric_checkpoint,a7ls3hr_s008,a7ls3hr_s008::a7ls1_46e885a777bbc802
a7ls1_1ba8df32e663f986,A7LS_B,taker_flow_like,single,skel_a311ee3fdacdeca2,prod_86d4da3bd86c2ec0,"ZScore(Mean(taker_buy_quote_volume,8))",True,0.9989615537059056,1.0,True,-0.378041231006779,9.499661003224723,0.9947745838105244,,a7ls_b_materialization_s020,0.9993769322235432,a7ls3h_company_numeric_checkpoint,a7ls3h_company_numeric_checkpoint,a7ls3hr_s008,a7ls3hr_s008::a7ls1_1ba8df32e663f986
a7ls1_43fb12aa764edb20,A7LS_B,taker_flow_like,single,skel_a311ee3fdacdeca2,prod_9b188f3df8c76d48,"ZScore(Mean(kline_taker_buy_quote_share,4))",True,0.9989615537059056,1.0,True,-6.9600996547354805,6.620540191303575,0.9947745838105244,,a7ls_b_materialization_s020,0.9993769322235432,a7ls3h_company_numeric_checkpoint,a7ls3h_company_numeric_checkpoint,a7ls3hr_s008,a7ls3hr_s008::a7ls1_43fb12aa764edb20
a7ls1_433d115e9d998ec3,A7LS_B,taker_flow_like,single,skel_1d39996e97d5ace0,prod_3fa804e489fbabc6,"Delta(taker_buy_quote_volume,8)",True,0.998913991280222,1.0,True,-6740179639.77403,6774232218.06417,59956921.061754726,,a7ls_b_materialization_s020,0.9993483947681332,a7ls3h_company_numeric_checkpoint,a7ls3h_company_numeric_checkpoint,a7ls3hr_s009,a7ls3hr_s009::a7ls1_433d115e9d998ec3
a7ls1_199d15fbdceb9d47,A7LS_B,liquidity_like,single,skel_1d39996e97d5ace0,prod_7b5994b2fb414914,"Delta(trade_volume,8)",True,0.998913991280222,0.9999995040194266,True,-2269507695386.0,2354877932060.0,5810745341.266702,,a7ls_b_materialization_s020,0.999348196375904,a7ls3h_company_numeric_checkpoint,a7ls3h_company_numeric_checkpoint,a7ls3hr_s009,a7ls3hr_s009::a7ls1_199d15fbdceb9d47
a7ls1_196de474b72481ef,A7LS_B,positioning_like,single,skel_ca36cd3eaf5a3a94,prod_f3d8901c988f7def,global_long_short_account_ratio_mean,True,0.9988664288545382,1.0,True,0.2386616483333333,17.58063134083333,0.9475019065739342,,a7ls_b_materialization_s020,0.999319857312723,a7ls3h_company_numeric_checkpoint,a7ls3h_company_numeric_checkpoint,a7ls3hr_s009,a7ls3hr_s009::a7ls1_196de474b72481ef
a7ls1_2abf429210859a26,A7LS_B,positioning_like,single,skel_8a3e91f81074ce44,prod_7e91868af5c6f71b,"Clip(ZScore(global_long_short_account_ratio_last),-3,3)",True,0.9988664288545382,1.0,True,-3.2112752902740835,5.0,0.993700457332301,,a7ls_b_materialization_s020,0.999319857312723,a7ls3h_company_numeric_checkpoint,a7ls3h_company_numeric_checkpoint,a7ls3hr_s009,a7ls3hr_s009::a7ls1_2abf429210859a26
a7ls1_2da9a1a1cc01d8b1,A7LS_B,positioning_like,single,skel_8a3e91f81074ce44,prod_df0abfae2c56ba56,"Clip(ZScore(top_long_short_position_ratio_mean),-3,3)",True,0.9988664288545382,1.0,True,-2.647711746035011,5.0,0.9922721864790076,,a7ls_b_materialization_s020,0.999319857312723,a7ls3h_company_numeric_checkpoint,a7ls3h_company_numeric_checkpoint,a7ls3hr_s009,a7ls3hr_s009::a7ls1_2da9a1a1cc01d8b1
a7ls1_3cb5e193e28f31d0,A7LS_B,positioning_like,single,skel_ca36cd3eaf5a3a94,prod_edbef308c60689e9,global_long_short_account_ratio_last,True,0.9988664288545382,1.0,True,0.23878141,17.9700816,0.9486118883881974,,a7ls_b_materialization_s020,0.999319857312723,a7ls3h_company_numeric_checkpoint,a7ls3h_company_numeric_checkpoint,a7ls3hr_s009,a7ls3hr_s009::a7ls1_3cb5e193e28f31d0
a7ls1_42b12ea9c2ccc090,A7LS_B,positioning_like,single,skel_8a3e91f81074ce44,prod_74ee1e45386fc260,"Clip(ZScore(global_long_short_account_ratio_mean),-3,3)",True,0.9988664288545382,1.0,True,-3.1827714452485094,5.0,0.9936915048970724,,a7ls_b_materialization_s020,0.999319857312723,a7ls3h_company_numeric_checkpoint,a7ls3h_company_numeric_checkpoint,a7ls3hr_s009,a7ls3hr_s009::a7ls1_42b12ea9c2ccc090
a7ls1_7db3cbcf9d1e5c0e,A7LS_B,positioning_like,single,skel_f6a3f0b03e9258f2,prod_2d4ed2f1a9dbb80b,CSRank(top_long_short_position_ratio_last),True,0.9988664288545382,1.0,True,0.0104166666666666,1.0,0.2886594501577526,,a7ls_b_materialization_s020,0.999319857312723,a7ls3h_company_numeric_checkpoint,a7ls3h_company_numeric_checkpoint,a7ls3hr_s009,a7ls3hr_s009::a7ls1_7db3cbcf9d1e5c0e
a7ls1_98f766998a721bfe,A7LS_B,positioning_like,single,skel_8a3e91f81074ce44,prod_c17fb90672f16d3c,"Clip(ZScore(top_long_short_position_ratio_last),-3,3)",True,0.9988664288545382,1.0,True,-2.635633948077483,5.0,0.99227138351166,,a7ls_b_materialization_s020,0.999319857312723,a7ls3h_company_numeric_checkpoint,a7ls3h_company_numeric_checkpoint,a7ls3hr_s009,a7ls3hr_s009::a7ls1_98f766998a721bfe
a7ls1_b2f27e8ccfad1d48,A7LS_B,positioning_like,single,skel_ca36cd3eaf5a3a94,prod_33c3f99d92ea5e80,top_long_short_position_ratio_mean,True,0.9988664288545382,1.0,True,0.25790625,8.24387025,0.7073499203124436,,a7ls_b_materialization_s020,0.999319857312723,a7ls3h_company_numeric_checkpoint,a7ls3h_company_numeric_checkpoint,a7ls3hr_s009,a7ls3hr_s009::a7ls1_b2f27e8ccfad1d48
a7ls1_b4fc929d5a7174d6,A7LS_B,positioning_like,single,skel_ca36cd3eaf5a3a94,prod_5235327cbfaa68ed,top_long_short_position_ratio_last,True,0.9988664288545382,1.0,True,0.258066,8.296673,0.707548382412994,,a7ls_b_materialization_s020,0.999319857312723,a7ls3h_company_numeric_checkpoint,a7ls3h_company_numeric_checkpoint,a7ls3hr_s009,a7ls3hr_s009::a7ls1_b4fc929d5a7174d6
a7ls1_bba553ce3d5deb0c,A7LS_B,positioning_like,single,skel_f6a3f0b03e9258f2,prod_70bd99bc06d30168,CSRank(global_long_short_account_ratio_last),True,0.9988664288545382,1.0,True,0.0104166666666666,1.0,0.2886594476863337,,a7ls_b_materialization_s020,0.999319857312723,a7ls3h_company_numeric_checkpoint,a7ls3h_company_numeric_checkpoint,a7ls3hr_s009,a7ls3hr_s009::a7ls1_bba553ce3d5deb0c
a7ls1_eb314d69603e2fdb,A7LS_B,positioning_like,single,skel_f6a3f0b03e9258f2,prod_655995905bbe299d,CSRank(top_long_short_position_ratio_mean),True,0.9988664288545382,1.0,True,0.0104166666666666,1.0,0.2886594522086776,,a7ls_b_materialization_s020,0.999319857312723,a7ls3h_company_numeric_checkpoint,a7ls3h_company_numeric_checkpoint,a7ls3hr_s009,a7ls3hr_s009::a7ls1_eb314d69603e2fdb
a7ls1_f73ffe9bcf23905a,A7LS_B,positioning_like,single,skel_f6a3f0b03e9258f2,prod_a5e52cbab80e130d,CSRank(global_long_short_account_ratio_mean),True,0.9988664288545382,1.0,True,0.0104166666666666,1.0,0.2886594523019015,,a7ls_b_materialization_s020,0.999319857312723,a7ls3h_company_numeric_checkpoint,a7ls3h_company_numeric_checkpoint,a7ls3hr_s009,a7ls3hr_s009::a7ls1_f73ffe9bcf23905a
a7ls1_0505f8e5976928b3,A7LS_B,taker_flow_like,single,skel_8a3e91f81074ce44,prod_d9735e30fdc33718,"Clip(ZScore(taker_buy_sell_volume_ratio_last),-3,3)",True,0.9988664288545382,1.0,True,-3.5160706550222893,5.0,0.9019312941966048,,a7ls_b_materialization_s020,0.999319857312723,a7ls3h_company_numeric_checkpoint,a7ls3h_company_numeric_checkpoint,a7ls3hr_s009,a7ls3hr_s009::a7ls1_0505f8e5976928b3
a7ls1_2313efb6a8d63e52,A7LS_B,taker_flow_like,single,skel_f6a3f0b03e9258f2,prod_829abea7f716188a,CSRank(taker_buy_sell_volume_ratio_mean),True,0.9988664288545382,1.0,True,0.0104166666666666,1.0,0.2886594522552895,,a7ls_b_materialization_s020,0.999319857312723,a7ls3h_company_numeric_checkpoint,a7ls3h_company_numeric_checkpoint,a7ls3hr_s009,a7ls3hr_s009::a7ls1_2313efb6a8d63e52
a7ls1_b2b504b367322113,A7LS_B,taker_flow_like,single,skel_8a3e91f81074ce44,prod_1de205c767b364af,"Clip(ZScore(taker_buy_sell_volume_ratio_mean),-3,3)",True,0.9988664288545382,1.0,True,-3.923865459475359,5.0,0.891190126882556,,a7ls_b_materialization_s020,0.999319857312723,a7ls3h_company_numeric_checkpoint,a7ls3h_company_numeric_checkpoint,a7ls3hr_s009,a7ls3hr_s009::a7ls1_b2b504b367322113
a7ls1_9a7a849a3668bd14,A7LS_B,taker_flow_like,single,skel_ca36cd3eaf5a3a94,prod_a360659ecefd6964,taker_buy_sell_volume_ratio_mean,True,0.9988664288545382,0.9999995039958096,True,0.0,7444891.101029581,5502.072225901842,,a7ls_b_materialization_s020,0.9993196589110468,a7ls3h_company_numeric_checkpoint,a7ls3h_company_numeric_checkpoint,a7ls3hr_s009,a7ls3hr_s009::a7ls1_9a7a849a3668bd14
a7ls1_1e0157e51a904369,A7LS_B,positioning_like,single,skel_ca36cd3eaf5a3a94,prod_dec6dc2521716ca9,top_long_short_account_ratio_last,True,0.9987713040031708,1.0,True,0.25040462,14.51958225,1.0309684854156247,,a7ls_b_materialization_s020,0.9992627824019024,a7ls3h_company_numeric_checkpoint,a7ls3h_company_numeric_checkpoint,a7ls3hr_s009,a7ls3hr_s009::a7ls1_1e0157e51a904369
a7ls1_368a3f50eb5ac6d2,A7LS_B,positioning_like,single,skel_1d39996e97d5ace0,prod_1e28ff14826bdc43,"Delta(global_long_short_account_ratio_mean,1)",True,0.9987713040031708,1.0,True,-3.9605057608333336,2.9313718799999995,0.0705754262674242,,a7ls_b_materialization_s020,0.9992627824019024,a7ls3h_company_numeric_checkpoint,a7ls3h_company_numeric_checkpoint,a7ls3hr_s009,a7ls3hr_s009::a7ls1_368a3f50eb5ac6d2
a7ls1_2c0e87fde5fe1327,A7LS_B,taker_flow_like,single,skel_1d39996e97d5ace0,prod_4ef886da146f6aeb,"Delta(taker_buy_sell_volume_ratio_mean,1)",True,0.9987713040031708,1.0,True,-7444883.803693081,7444884.453972582,7781.470035884342,,a7ls_b_materialization_s020,0.9992627824019024,a7ls3h_company_numeric_checkpoint,a7ls3h_company_numeric_checkpoint,a7ls3hr_s009,a7ls3hr_s009::a7ls1_2c0e87fde5fe1327
a7ls1_1db05865b3de4952,A7LS_B,taker_flow_like,single,skel_1d39996e97d5ace0,prod_6ad7a5d57afc97f5,"Delta(taker_buy_sell_volume_ratio_last,1)",True,0.9987713040031708,0.9999940473828328,True,-85701.038315,85699.62697900001,101.1815426150007,,a7ls_b_materialization_s020,0.9992604013550356,a7ls3h_company_numeric_checkpoint,a7ls3h_company_numeric_checkpoint,a7ls3hr_s009,a7ls3hr_s009::a7ls1_1db05865b3de4952
a7ls1_056d1b8909b7664d,A7LS_B,open_interest_like,gated_sign,skel_136259b72205469f,prod_93e74fdd5c2048d8,"Mul(Delta(open_interest_last,1),Sign(open_interest_mean))",True,0.9987713040031708,0.9999598198341204,True,-490320180554.0,495486191814.0,807328143.5221713,,a7ls_b_materialization_s020,0.9992467103355508,a7ls3h_company_numeric_checkpoint,a7ls3h_company_numeric_checkpoint,a7ls3hr_s009,a7ls3hr_s009::a7ls1_056d1b8909b7664d
a7ls1_0da584a532058df7,A7LS_B,open_interest_like,gated_sign,skel_d9d4f69744bac825,prod_5e645f48eaf455d1,"Mul(open_interest_last,Sign(open_interest_mean))",True,0.9988664288545382,0.9996731332386296,True,0.0,672382024588.0,21691702162.65938,,a7ls_b_materialization_s020,0.9991891106081748,a7ls3h_company_numeric_checkpoint,a7ls3h_company_numeric_checkpoint,a7ls3hr_s009,a7ls3hr_s009::a7ls1_0da584a532058df7
a7ls1_102a47a3376820fa,A7LS_B,positioning_like,single,skel_1d39996e97d5ace0,prod_fe82dc4854ed70fc,"Delta(top_long_short_account_ratio_mean,1)",True,0.9986286167261196,1.0,True,-3.4949520816666664,3.184160979999998,0.0773621742210142,,a7ls_b_materialization_s020,0.9991771700356716,a7ls3h_company_numeric_checkpoint,a7ls3h_company_numeric_checkpoint,a7ls3hr_s009,a7ls3hr_s009::a7ls1_102a47a3376820fa
a7ls1_2a58f7bd6f817292,A7LS_B,open_interest_like,gated_sign,skel_3afee12eb6a9078f,prod_b533e9d280d2a87e,"Mul(Mean(open_interest_last,4),Sign(Mean(open_interest_mean,4)))",True,0.998581054300436,1.0,True,20826.34675000608,667260633161.75,21687921096.8504,,a7ls_b_materialization_s020,0.9991486325802617,a7ls3h_company_numeric_checkpoint,a7ls3h_company_numeric_checkpoint,a7ls3hr_s009,a7ls3hr_s009::a7ls1_2a58f7bd6f817292
a7ls1_5b7a67ad9cbe6646,A7LS_B,open_interest_like,gated_sign,skel_156d0fafafecde17,prod_d5701385f65eeb3a,"Mul(Mean(open_interest_last,4),Sign(ZScore(Mean(open_interest_mean,4))))",True,0.998581054300436,1.0,True,-4812614595.5,667260633161.75,21707971620.758816,,a7ls_b_materialization_s020,0.9991486325802617,a7ls3h_company_numeric_checkpoint,a7ls3h_company_numeric_checkpoint,a7ls3hr_s009,a7ls3hr_s009::a7ls1_5b7a67ad9cbe6646
a7ls1_613a5a14958d20ed,A7LS_B,open_interest_like,gated_sign,skel_3afee12eb6a9078f,prod_b89ab50e1253eed7,"Mul(Mean(open_interest_last,4),Sign(Delta(open_interest_mean,1)))",True,0.998581054300436,1.0,True,-666319140198.75,667260633161.75,21804891829.536995,,a7ls_b_materialization_s020,0.9991486325802617,a7ls3h_company_numeric_checkpoint,a7ls3h_company_numeric_checkpoint,a7ls3hr_s009,a7ls3hr_s009::a7ls1_613a5a14958d20ed
a7ls1_13632923a1898e11,A7LS_B,positioning_like,single,skel_a311ee3fdacdeca2,prod_9787248d5bc2b152,"ZScore(Mean(top_long_short_position_ratio_mean,4))",True,0.998581054300436,1.0,True,-2.626676276652125,8.04429279644686,0.9947745824965504,,a7ls_b_materialization_s020,0.9991486325802617,a7ls3h_company_numeric_checkpoint,a7ls3h_company_numeric_checkpoint,a7ls3hr_s009,a7ls3hr_s009::a7ls1_13632923a1898e11
a7ls1_2c63d70a04bc56db,A7LS_B,open_interest_like,gated_sign,skel_51c2bb588b20fa9e,prod_d48c17141e87f0b9,"Mul(ZScore(Mean(open_interest_last,4)),Sign(open_interest_mean))",True,0.998581054300436,0.999968742805884,True,-0.1687520152140214,9.693522617960843,0.9947516813542244,,a7ls_b_materialization_s020,0.9991361297026152,a7ls3h_company_numeric_checkpoint,a7ls3h_company_numeric_checkpoint,a7ls3hr_s009,a7ls3hr_s009::a7ls1_2c63d70a04bc56db
a7ls1_4b435e421383f6f0,A7LS_B,open_interest_like,gated_sign,skel_a2f58ee62d9e7ad2,prod_9f43a4f15e741f20,"Mul(open_interest_last,Sign(Delta(open_interest_mean,1)))",True,0.9987713040031708,0.9996731021072264,True,-672382024588.0,668550062496.0,21809624813.08124,,a7ls_b_materialization_s020,0.999132023244793,a7ls3h_company_numeric_checkpoint,a7ls3h_company_numeric_checkpoint,a7ls3hr_s009,a7ls3hr_s009::a7ls1_4b435e421383f6f0
a7ls1_04e4a095bb4b591e,A7LS_B,open_interest_like,gated_sign,skel_3afee12eb6a9078f,prod_99fce66f7c32a744,"Mul(Delta(open_interest_last,4),Sign(Mean(open_interest_mean,4)))",True,0.9984859294490686,0.9999975190339714,True,-480389682310.0,495250626157.0,990711445.8355708,,a7ls_b_materialization_s020,0.9990905652830298,a7ls3h_company_numeric_checkpoint,a7ls3h_company_numeric_checkpoint,a7ls3hr_s009,a7ls3hr_s009::a7ls1_04e4a095bb4b591e
a7ls1_3cf0c6ca15898460,A7LS_B,open_interest_like,gated_sign,skel_156d0fafafecde17,prod_238c30b7b000ed9d,"Mul(Delta(open_interest_last,4),Sign(ZScore(Mean(open_interest_mean,4))))",True,0.9984859294490686,0.9999975190339714,True,-480389682310.0,495250626157.0,990711449.5740216,,a7ls_b_materialization_s020,0.9990905652830298,a7ls3h_company_numeric_checkpoint,a7ls3h_company_numeric_checkpoint,a7ls3hr_s010,a7ls3hr_s010::a7ls1_3cf0c6ca15898460
a7ls1_65e8a5f68e76362d,A7LS_B,open_interest_like,gated_sign,skel_3afee12eb6a9078f,prod_dd84bae2a2fc6cd3,"Mul(Delta(open_interest_last,4),Sign(Delta(open_interest_mean,1)))",True,0.9984859294490686,0.9999975190339714,True,-495250626157.0,480389682310.0,990410442.7081404,,a7ls_b_materialization_s020,0.9990905652830298,a7ls3h_company_numeric_checkpoint,a7ls3h_company_numeric_checkpoint,a7ls3hr_s010,a7ls3hr_s010::a7ls1_65e8a5f68e76362d
a7ls1_309db022a30f88ac,A7LS_B,open_interest_like,gated_sign,skel_136259b72205469f,prod_6a3544d382774bf5,"Mul(Delta(open_interest_last,4),Sign(open_interest_mean))",True,0.9984859294490686,0.9999662588620106,True,-480389682310.0,495250626157.0,984235112.2322264,,a7ls_b_materialization_s020,0.9990780612142454,a7ls3h_company_numeric_checkpoint,a7ls3h_company_numeric_checkpoint,a7ls3hr_s010,a7ls3hr_s010::a7ls1_309db022a30f88ac
a7ls1_0b947029ceb97619,A7LS_B,taker_flow_like|liquidity_like,gated_sign,skel_156d0fafafecde17,prod_621fbae0a2d4326f,"Mul(Delta(taker_buy_sell_volume_ratio_last,1),Sign(ZScore(Mean(trade_quote_volume,8))))",True,0.9984383670233848,0.9999940453978864,True,-85699.62697900001,85701.038315,101.13058653733049,,a7ls_b_materialization_s020,0.9990606383731856,a7ls3h_company_numeric_checkpoint,a7ls3h_company_numeric_checkpoint,a7ls3hr_s010,a7ls3hr_s010::a7ls1_0b947029ceb97619
a7ls1_340a1bd0675ed4ae,A7LS_B,basis_premium_like,gated_sign,skel_af8c1327eb17d836,prod_f630f33240928792,"Mul(ZScore(Mean(mark_index_basis_bps,4)),Sign(ZScore(Mean(mark_trade_basis_bps,4))))",True,0.9984235037653588,1.0,True,-9.69085631833646,9.680462543706962,0.9705702382654066,,a7ls_b_materialization_s020,0.9990541022592152,a7ls3h_company_numeric_checkpoint,a7ls3h_company_numeric_checkpoint,a7ls3hr_s010,a7ls3hr_s010::a7ls1_340a1bd0675ed4ae
a7ls1_3acdec8218528793,A7LS_B,open_interest_like,gated_sign,skel_c80f62c274b367a9,prod_e0ac948556634759,"Mul(open_interest_last,Sign(ZScore(Mean(open_interest_mean,4))))",True,0.998581054300436,0.9996730398266268,True,-4808680554.0,672382024588.0,21714450590.528942,,a7ls_b_materialization_s020,0.9990178485109122,a7ls3h_company_numeric_checkpoint,a7ls3h_company_numeric_checkpoint,a7ls3hr_s010,a7ls3hr_s010::a7ls1_3acdec8218528793
a7ls1_1f4e012abaa65c21,A7LS_B,basis_premium_like,gated_sign,skel_6a3533b4d89c4d45,prod_62c266489250adc5,"Mul(Mean(mark_index_basis_bps,4),Sign(Clip(ZScore(mark_trade_basis_bps),-3,3)))",True,0.9984235037653588,0.9998238403984084,True,-1010.8721855770782,1000.9804946567464,11.685266498761704,,a7ls_b_materialization_s020,0.9989836384185786,a7ls3h_company_numeric_checkpoint,a7ls3h_company_numeric_checkpoint,a7ls3hr_s010,a7ls3hr_s010::a7ls1_1f4e012abaa65c21
a7ls1_04a504a97b5d952f,A7LS_B,open_interest_like,gated_sign,skel_af8c1327eb17d836,prod_7681d914f8dc5db2,"Mul(ZScore(Mean(open_interest_last,4)),Sign(ZScore(Mean(open_interest_mean,8))))",True,0.9982005548949664,1.0,True,-0.0262730649099388,9.693522617960843,0.9673810434277914,,a7ls_b_materialization_s020,0.9989203329369798,a7ls3h_company_numeric_checkpoint,a7ls3h_company_numeric_checkpoint,a7ls3hr_s010,a7ls3hr_s010::a7ls1_04a504a97b5d952f
a7ls1_26f0a471fdd749eb,A7LS_B,open_interest_like,gated_sign,skel_3afee12eb6a9078f,prod_d4db7a337f678804,"Mul(Mean(open_interest_last,4),Sign(Mean(open_interest_mean,8)))",True,0.9982005548949664,1.0,True,20826.34675000608,667260633161.75,21691519597.14332,,a7ls_b_materialization_s020,0.9989203329369798,a7ls3h_company_numeric_checkpoint,a7ls3h_company_numeric_checkpoint,a7ls3hr_s010,a7ls3hr_s010::a7ls1_26f0a471fdd749eb
a7ls1_015e068a707cc50e,A7LS_B,price_like,gated_sign,skel_af8c1327eb17d836,prod_3944def859a968a7,"Mul(ZScore(Mean(trade_close,4)),Sign(ZScore(Mean(mark_close,72))))",True,0.9982005548949664,1.0,True,-0.0065161550966066,9.694064495754644,0.9729570643027106,,a7ls_b_materialization_s020,0.9989203329369798,a7ls3h_company_numeric_checkpoint,a7ls3h_company_numeric_checkpoint,a7ls3hr_s010,a7ls3hr_s010::a7ls1_015e068a707cc50e
