blueprint_id,horizon_h,expression,cost_bps,split,n_obs,net_mean,sharpe,sortino,max_drawdown,positive_rate,avg_turnover,avg_cost,capacity_proxy_median_quote_volume,capacity_proxy_p10_quote_volume,traded_liquidity_proxy_median
a7shadow2_c002,24,"Mul(CSRank(Mean(open_interest_mean,8)),Sign(Mean(premium_close_bps,48)))",5.0,train_2024,8784,0.0005645858499816871,1.6412468019706221,2.6344422015880067,-0.7647657905697625,0.5243624772313297,0.007630892026549975,3.815446013274988e-06,16127954.333888043,5841642.379586208,5403.997694258598
a7shadow2_c002,24,"Mul(CSRank(Mean(open_interest_mean,8)),Sign(Mean(premium_close_bps,48)))",5.0,validation_2025H1,720,0.0009922907680988578,4.604285520946938,7.766747937286278,-0.32231090210393987,0.5708333333333333,0.0028862847222223013,1.4431423611111507e-06,18246457.006789528,8944010.284471434,1531.1402985847349
a7shadow2_c002,24,"Mul(CSRank(Mean(open_interest_mean,8)),Sign(Mean(premium_close_bps,48)))",5.0,test_2025H2,720,0.00043365402337714,2.1983913066312977,3.162395843344333,-0.2189767350978885,0.5694444444444444,0.0027494454089506872,1.3747227044753436e-06,11640936.64232802,4496787.289278853,841.8455569977074
a7shadow2_c002,24,"Mul(CSRank(Mean(open_interest_mean,8)),Sign(Mean(premium_close_bps,48)))",5.0,recent_oos_2026JanApr,720,0.0009459669727170975,2.3731062892030734,5.59419373564868,-0.29541361001343547,0.49444444444444446,0.004416534047068003,2.2082670235340018e-06,10971775.234606192,4883944.1667211605,2800.1071919647948
a7shadow2_c002,24,"Mul(CSRank(Mean(open_interest_mean,8)),Sign(Mean(premium_close_bps,48)))",5.0,known_may2026_stress,601,0.0006808915597925596,4.280350042901287,6.460290854283722,-0.23104831447412,0.6156405990016639,0.005856847383989736,2.928423691994868e-06,9236022.834552282,4395882.494730538,1142.042460447028
a7shadow2_c002,24,"Mul(CSRank(Mean(open_interest_mean,8)),Sign(Mean(premium_close_bps,48)))",10.0,train_2024,8784,0.0005607704039684121,1.6301645714254134,2.6155771152462304,-0.7667754234434312,0.5241347905282332,0.007630892026549975,7.630892026549977e-06,16127954.333888043,5841642.379586208,5403.997694258598
a7shadow2_c002,24,"Mul(CSRank(Mean(open_interest_mean,8)),Sign(Mean(premium_close_bps,48)))",10.0,validation_2025H1,720,0.0009908476257377463,4.598108168608112,7.754173068519694,-0.3223968034841227,0.5708333333333333,0.0028862847222223013,2.8862847222223013e-06,18246457.006789528,8944010.284471434,1531.1402985847349
a7shadow2_c002,24,"Mul(CSRank(Mean(open_interest_mean,8)),Sign(Mean(premium_close_bps,48)))",10.0,test_2025H2,720,0.00043227930067266476,2.191379082391079,3.1515468382387763,-0.21905080000781696,0.5694444444444444,0.0027494454089506872,2.749445408950687e-06,11640936.64232802,4496787.289278853,841.8455569977074
a7shadow2_c002,24,"Mul(CSRank(Mean(open_interest_mean,8)),Sign(Mean(premium_close_bps,48)))",10.0,recent_oos_2026JanApr,720,0.0009437587056935638,2.367508560764985,5.578800529032424,-0.2954903423309724,0.4930555555555556,0.004416534047068003,4.4165340470680035e-06,10971775.234606192,4883944.1667211605,2800.1071919647948
a7shadow2_c002,24,"Mul(CSRank(Mean(open_interest_mean,8)),Sign(Mean(premium_close_bps,48)))",10.0,known_may2026_stress,601,0.0006779631361005649,4.260575421652492,6.426397694873292,-0.23130724267257163,0.6139767054908486,0.005856847383989736,5.856847383989736e-06,9236022.834552282,4395882.494730538,1142.042460447028
a7shadow2_c002,24,"Mul(CSRank(Mean(open_interest_mean,8)),Sign(Mean(premium_close_bps,48)))",20.0,train_2024,8784,0.0005531395119418622,1.6079896721417677,2.5778686497464927,-0.7707434690783124,0.5237932604735883,0.007630892026549975,1.5261784053099953e-05,16127954.333888043,5841642.379586208,5403.997694258598
a7shadow2_c002,24,"Mul(CSRank(Mean(open_interest_mean,8)),Sign(Mean(premium_close_bps,48)))",20.0,validation_2025H1,720,0.000987961341015524,4.585736637939034,7.729014939644864,-0.32256857530538674,0.5708333333333333,0.0028862847222223013,5.772569444444603e-06,18246457.006789528,8944010.284471434,1531.1402985847349
