numeric_probe_id,candidate_id,family_id,dataset,motif,operator,label_family,horizon_h,ic,spread,control_ic,control_ratio,n,oriented_ic,oriented_spread,control_clean,non_l7_label
a7ffcore30_0000,a7ffcore29e_0000,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,Delta,L0,4,-0.008980434353722947,0.0006454440299421549,0.0016860165556781355,0.18774329854500618,8886,0.008980434353722947,0.0006454440299421549,True,True
a7ffcore30_0000,a7ffcore29e_0000,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,Delta,L1,4,-0.008980434353722947,0.0006489148363471031,0.0016860165556781355,0.18774329854500618,8886,0.008980434353722947,0.0006489148363471031,True,True
a7ffcore30_0000,a7ffcore29e_0000,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,Delta,L5,4,-0.008947496466046893,0.01130630075931549,0.0016860165556781355,0.1884344267294928,8886,0.008947496466046893,0.01130630075931549,True,True
a7ffcore30_0000,a7ffcore29e_0000,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,Delta,L0,8,-0.006669419405691769,0.0005491706542670727,-0.005454340038201654,0.8178131991120023,8886,0.006669419405691769,0.0005491706542670727,True,True
a7ffcore30_0000,a7ffcore29e_0000,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,Delta,L1,8,-0.006669419405691769,0.0004901161300949752,-0.005454340038201654,0.8178131991120023,8886,0.006669419405691769,0.0004901161300949752,True,True
a7ffcore30_0000,a7ffcore29e_0000,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,Delta,L5,8,-0.006617650132148306,0.026495661586523056,-0.005454340038201654,0.8242108762283751,8886,0.006617650132148306,0.026495661586523056,True,True
a7ffcore30_0000,a7ffcore29e_0000,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,Delta,L0,24,0.0016481745539294274,-0.0012388627510517836,-0.002640845726744268,1.6022842472382317,8886,0.0016481745539294274,0.0012388627510517836,False,True
a7ffcore30_0000,a7ffcore29e_0000,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,Delta,L1,24,0.0016481745539294274,-0.0012540350435301661,-0.002640845726744268,1.6022842472382317,8886,0.0016481745539294274,0.0012540350435301661,False,True
a7ffcore30_0000,a7ffcore29e_0000,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,Delta,L5,24,0.0015350094332922473,-0.01813656836748123,-0.002640845726744268,1.7204089753841323,8886,0.0015350094332922473,0.01813656836748123,False,True
a7ffcore30_0001,a7ffcore29e_0001,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,Delta,L0,4,-0.00482233959662521,-0.0001390804536640644,0.005354740106656434,1.1104027182160898,8886,0.00482233959662521,0.0001390804536640644,False,True
a7ffcore30_0001,a7ffcore29e_0001,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,Delta,L1,4,-0.00482233959662521,-0.00013560973457060754,0.005354740106656434,1.1104027182160898,8886,0.00482233959662521,0.00013560973457060754,False,True
a7ffcore30_0001,a7ffcore29e_0001,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,Delta,L5,4,-0.004855440377071661,-0.060112662613391876,0.005354740106656434,1.102832820089757,8886,0.004855440377071661,0.060112662613391876,False,True
a7ffcore30_0001,a7ffcore29e_0001,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,Delta,L0,8,-0.001474453800679305,-0.0006151966517791152,-0.006719745366780245,4.557444123539326,8886,0.001474453800679305,0.0006151966517791152,False,True
a7ffcore30_0001,a7ffcore29e_0001,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,Delta,L1,8,-0.001474453800679305,-0.0006742507684975863,-0.006719745366780245,4.557444123539326,8886,0.001474453800679305,0.0006742507684975863,False,True
a7ffcore30_0001,a7ffcore29e_0001,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,Delta,L5,8,-0.0014225619086936517,-0.06928873062133789,-0.006719745366780245,4.723689424006583,8886,0.0014225619086936517,0.06928873062133789,False,True
a7ffcore30_0001,a7ffcore29e_0001,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,Delta,L0,24,-0.004982524399903789,-0.0011419926304370165,0.008547122584076191,1.715419771716815,8886,0.004982524399903789,0.0011419926304370165,False,True
a7ffcore30_0001,a7ffcore29e_0001,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,Delta,L1,24,-0.004982524399903789,-0.00115716562140733,0.008547122584076191,1.715419771716815,8886,0.004982524399903789,0.00115716562140733,False,True
a7ffcore30_0001,a7ffcore29e_0001,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,Delta,L5,24,-0.005011261373542142,-0.053185753524303436,0.008547122584076191,1.7055827348418746,8886,0.005011261373542142,0.053185753524303436,False,True
a7ffcore30_0002,a7ffcore29e_0075,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,Delta,L0,4,0.008378949818623102,0.00017478037625551224,-0.009647805239389825,1.1514335682632915,9030,0.008378949818623102,0.00017478037625551224,False,True
a7ffcore30_0002,a7ffcore29e_0075,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,Delta,L1,4,0.008378949818623102,0.0001697777770459652,-0.009647805239389825,1.1514335682632915,9030,0.008378949818623102,0.0001697777770459652,False,True
a7ffcore30_0002,a7ffcore29e_0075,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,Delta,L5,4,0.008409379816962707,0.05393163859844208,-0.009647805239389825,1.1472670163692755,9030,0.008409379816962707,0.05393163859844208,False,True
a7ffcore30_0002,a7ffcore29e_0075,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,Delta,L0,8,0.014758078517640367,0.001044412492774427,-0.003525334973763898,0.23887491387683993,9030,0.014758078517640367,0.001044412492774427,True,True
a7ffcore30_0002,a7ffcore29e_0075,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,Delta,L1,8,0.014758078517640367,0.0009132958948612213,-0.003525334973763898,0.23887491387683993,9030,0.014758078517640367,0.0009132958948612213,True,True
a7ffcore30_0002,a7ffcore29e_0075,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,Delta,L5,8,0.014758421228177275,0.12208634614944458,-0.003525334973763898,0.2388693668780671,9030,0.014758421228177275,0.12208634614944458,True,True
a7ffcore30_0002,a7ffcore29e_0075,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,Delta,L0,24,0.007445646424472814,-0.0010453218128532171,-0.004458638367914179,0.5988248051148986,9030,0.007445646424472814,0.0010453218128532171,True,True
a7ffcore30_0002,a7ffcore29e_0075,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,Delta,L1,24,0.007445646424472814,-0.0010657265083864331,-0.004458638367914179,0.5988248051148986,9030,0.007445646424472814,0.0010657265083864331,True,True
a7ffcore30_0002,a7ffcore29e_0075,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,Delta,L5,24,0.007483586804482614,-0.07859912514686584,-0.004458638367914179,0.5957888761916427,9030,0.007483586804482614,0.07859912514686584,True,True
a7ffcore30_0003,a7ffcore29e_0076,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,Delta,L0,4,0.001428314297207092,0.0004572345642372966,0.0774820127776267,54.24713501923137,9030,0.001428314297207092,0.0004572345642372966,False,True
a7ffcore30_0003,a7ffcore29e_0076,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,Delta,L1,4,0.001428314297207092,0.0004607053706422448,0.0774820127776267,54.24713501923137,9030,0.001428314297207092,0.0004607053706422448,False,True
a7ffcore30_0003,a7ffcore29e_0076,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,Delta,L5,4,0.0014561965068623803,0.03151726722717285,0.0774820127776267,53.20845037331137,9030,0.0014561965068623803,0.03151726722717285,False,True
a7ffcore30_0003,a7ffcore29e_0076,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,Delta,L0,8,0.014720063506474373,0.00013398309238255024,0.056973150266052874,3.870441616678663,9030,0.014720063506474373,0.00013398309238255024,False,True
a7ffcore30_0003,a7ffcore29e_0076,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,Delta,L1,8,0.014720063506474373,7.492923032259569e-05,0.056973150266052874,3.870441616678663,9030,0.014720063506474373,7.492923032259569e-05,False,True
a7ffcore30_0003,a7ffcore29e_0076,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,Delta,L5,8,0.01468789505991834,-0.006854981184005737,0.056973150266052874,3.8789183987709692,9030,0.01468789505991834,0.006854981184005737,False,True
a7ffcore30_0003,a7ffcore29e_0076,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,Delta,L0,24,-0.009922152183383144,0.0002910536713898182,0.09157256732022521,9.229102355886209,9030,0.009922152183383144,0.0002910536713898182,False,True
a7ffcore30_0003,a7ffcore29e_0076,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,Delta,L1,24,-0.009922152183383144,0.0002758810296654701,0.09157256732022521,9.229102355886209,9030,0.009922152183383144,0.0002758810296654701,False,True
a7ffcore30_0003,a7ffcore29e_0076,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,Delta,L5,24,-0.009700018154138495,-0.029658779501914978,0.09157256732022521,9.44045221613361,9030,0.009700018154138495,0.029658779501914978,False,True
a7ffcore30_0004,a7ffcore29e_0015,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,SpreadShortLong,L0,4,-0.01528157866398917,-0.0002607806818559766,-0.040564696307333344,2.65448318820884,9030,0.01528157866398917,0.0002607806818559766,False,True
a7ffcore30_0004,a7ffcore29e_0015,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,SpreadShortLong,L1,4,-0.01528157866398917,-0.0002573096426203847,-0.040564696307333344,2.65448318820884,9030,0.01528157866398917,0.0002573096426203847,False,True
a7ffcore30_0004,a7ffcore29e_0015,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,SpreadShortLong,L5,4,-0.015365352972087156,-0.08725147694349289,-0.040564696307333344,2.6400105315519284,9030,0.015365352972087156,0.08725147694349289,False,True
a7ffcore30_0004,a7ffcore29e_0015,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,SpreadShortLong,L0,8,-0.018356050353903534,1.5331548638641834e-05,-0.05360565779567103,2.92032620535633,9030,0.018356050353903534,1.5331548638641834e-05,False,True
a7ffcore30_0004,a7ffcore29e_0015,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,SpreadShortLong,L1,8,-0.018356050353903534,-4.372280091047287e-05,-0.05360565779567103,2.92032620535633,9030,0.018356050353903534,4.372280091047287e-05,False,True
a7ffcore30_0004,a7ffcore29e_0015,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,SpreadShortLong,L5,8,-0.018370409590866818,0.011299575679004192,-0.05360565779567103,2.9180435314996203,9030,0.018370409590866818,0.011299575679004192,False,True
a7ffcore30_0004,a7ffcore29e_0015,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,SpreadShortLong,L0,24,0.009509251971604392,0.0006675781914964318,-0.02868478908255847,3.0165134073322273,9030,0.009509251971604392,0.0006675781914964318,False,True
a7ffcore30_0004,a7ffcore29e_0015,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,SpreadShortLong,L1,24,0.009509251971604392,0.0006524053169414401,-0.02868478908255847,3.0165134073322273,9030,0.009509251971604392,0.0006524053169414401,False,True
a7ffcore30_0004,a7ffcore29e_0015,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,SpreadShortLong,L5,24,0.009379976271368199,0.08974751830101013,-0.02868478908255847,3.0580872695840124,9030,0.009379976271368199,0.08974751830101013,False,True
a7ffcore30_0005,a7ffcore29e_0065,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,SpreadShortLong,L0,4,0.01012228615377311,0.0005048986058682203,0.043182931475349504,4.266123932203697,8886,0.01012228615377311,0.0005048986058682203,False,True
a7ffcore30_0005,a7ffcore29e_0065,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,SpreadShortLong,L1,4,0.01012228615377311,0.0005083693540655077,0.043182931475349504,4.266123932203697,8886,0.01012228615377311,0.0005083693540655077,False,True
a7ffcore30_0005,a7ffcore29e_0065,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,SpreadShortLong,L5,4,0.010122405611444472,0.023167572915554047,0.043182931475349504,4.266073586347198,8886,0.010122405611444472,0.023167572915554047,False,True
a7ffcore30_0005,a7ffcore29e_0065,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,SpreadShortLong,L0,8,0.010592775371391142,8.46589682623744e-05,-0.048518772102474336,4.580364052007491,8886,0.010592775371391142,8.46589682623744e-05,False,True
a7ffcore30_0005,a7ffcore29e_0065,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,SpreadShortLong,L1,8,0.010592775371391142,2.5605011614970863e-05,-0.048518772102474336,4.580364052007491,8886,0.010592775371391142,2.5605011614970863e-05,False,True
a7ffcore30_0005,a7ffcore29e_0065,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,SpreadShortLong,L5,8,0.0105835841789819,0.019174378365278244,-0.048518772102474336,4.584341816308947,8886,0.0105835841789819,0.019174378365278244,False,True
a7ffcore30_0005,a7ffcore29e_0065,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,SpreadShortLong,L0,24,0.01098445959567677,0.0006763233686797321,-0.024108964430145423,2.1948246088327865,8886,0.01098445959567677,0.0006763233686797321,False,True
a7ffcore30_0005,a7ffcore29e_0065,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,SpreadShortLong,L1,24,0.01098445959567677,0.0006611504359170794,-0.024108964430145423,2.1948246088327865,8886,0.01098445959567677,0.0006611504359170794,False,True
a7ffcore30_0005,a7ffcore29e_0065,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,SpreadShortLong,L5,24,0.01104201776559021,0.030731935054063797,-0.024108964430145423,2.183383758165237,8886,0.01104201776559021,0.030731935054063797,False,True
a7ffcore30_0006,a7ffcore29e_0066,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,SpreadShortLong,L0,4,-0.011973120851870815,-9.91272390820086e-05,-0.007791747247221483,0.650769894737521,8874,0.011973120851870815,9.91272390820086e-05,True,True
a7ffcore30_0006,a7ffcore29e_0066,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,SpreadShortLong,L1,4,-0.011973120851870815,-9.567293454892933e-05,-0.007791747247221483,0.650769894737521,8874,0.011973120851870815,9.567293454892933e-05,True,True
a7ffcore30_0006,a7ffcore29e_0066,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,SpreadShortLong,L5,4,-0.011892904452797984,0.007128134369850159,-0.007791747247221483,0.6551592693767155,8874,0.011892904452797984,0.007128134369850159,True,True
a7ffcore30_0006,a7ffcore29e_0066,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,SpreadShortLong,L0,8,-0.017289023514278534,-3.180181374773383e-05,-0.019408540371166478,1.1225931431317884,8874,0.017289023514278534,3.180181374773383e-05,False,True
a7ffcore30_0006,a7ffcore29e_0066,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,SpreadShortLong,L1,8,-0.017289023514278534,-9.10227099666372e-05,-0.019408540371166478,1.1225931431317884,8874,0.017289023514278534,9.10227099666372e-05,False,True
a7ffcore30_0006,a7ffcore29e_0066,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,SpreadShortLong,L5,8,-0.017175984370310347,-0.07214745879173279,-0.019408540371166478,1.129981189010281,8874,0.017175984370310347,0.07214745879173279,False,True
a7ffcore30_0006,a7ffcore29e_0066,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,SpreadShortLong,L0,24,-0.008916588156562946,0.0006206812104210258,-0.0547013712307836,6.134786550137429,8874,0.008916588156562946,0.0006206812104210258,False,True
a7ffcore30_0006,a7ffcore29e_0066,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,SpreadShortLong,L1,24,-0.008916588156562946,0.0006057716673240066,-0.0547013712307836,6.134786550137429,8874,0.008916588156562946,0.0006057716673240066,False,True
a7ffcore30_0006,a7ffcore29e_0066,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,SpreadShortLong,L5,24,-0.00888896221212248,0.016731426119804382,-0.0547013712307836,6.153852808861179,8874,0.00888896221212248,0.016731426119804382,False,True
a7ffcore30_0007,a7ffcore29e_0140,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,SpreadShortLong,L0,4,-0.0031137299818507,0.0004332628450356424,-0.05637361116000482,18.10484318927841,9030,0.0031137299818507,0.0004332628450356424,False,True
