shard,blueprint_id,expression,semantic_pair,motif,skeleton_key,label_family,label_horizon_h,decision,triage_status,control_ratio_premay_max,one_bar_lag_recent_oriented,robust_min_tstat_floor,cost10_recent_oriented,score_no_may,finite_share,nonzero_share
7,a7ff24r_de6173e06fb6a118,"ZScore(Mean(realized_vol_24h,12))",volatility_like,single,skel_a311ee3fdacdeca2,L7_ranked_future_return,24,A7FF25R3S07_RANK_LABEL_DIAGNOSTIC_CLUE,rank_label_diagnostic_only,0.8730397568013465,0.1048739157620264,1.571073267869846,0.1029486649904214,109.07562523362012,0.8241884515943695,1.0
7,a7ff24r_41bb8c4f64c57222,"Mul(realized_vol_168h,realized_vol_24h)",volatility_like|volatility_like,mul,skel_337820bc5afcf6cc,L7_ranked_future_return,24,A7FF25R3S07_RANK_LABEL_DIAGNOSTIC_CLUE,rank_label_diagnostic_only,0.8264185689188658,0.1004743541134525,1.6861538390640285,0.1000271259046402,106.2007073357214,0.8273484630853203,1.0
7,a7ff24r_430b607aca8d7292,"Mean(Mul(realized_vol_168h,realized_vol_24h),4)",volatility_like|volatility_like,smooth_mul,skel_356a5f3fab58eb27,L7_ranked_future_return,24,A7FF25R3S07_RANK_LABEL_DIAGNOSTIC_CLUE,rank_label_diagnostic_only,0.829779636636437,0.1006559473446147,1.7873646102511866,0.0996892161558109,105.85943651917454,0.8264866417696064,1.0
6,a7ff24r_56da73ff4908bd30,"Sub(CSRank(ZScore(Mean(premium_close_bps,12))),CSRank(realized_vol_168h))",basis_premium_like|volatility_like,spread_rank,skel_206e713fb3d9a164,L7_ranked_future_return,24,A7FF25R3S06_RANK_LABEL_DIAGNOSTIC_CLUE,rank_label_diagnostic_only,0.5015416160245931,0.0754871020731742,0.2848183066811974,0.0726537358589486,79.15219424292408,0.8241884515943695,0.9891657952829092
6,a7ff24r_3c67ad4c348bba31,"Sub(CSRank(ZScore(Mean(mark_index_basis_bps,12))),CSRank(ZScore(Mean(realized_vol_168h,4))))",basis_premium_like|volatility_like,spread_rank,skel_f4061a64df347a31,L7_ranked_future_return,24,A7FF25R3S06_RANK_LABEL_DIAGNOSTIC_CLUE,rank_label_diagnostic_only,0.8319402544679423,0.0736923760473509,0.4340163836201323,0.0705438767161558,76.71193646168787,0.8241884515943695,0.9884251190891136
7,a7ff24r_f71d4c2645b1f21b,"Clip(ZScore(trade_return_1h),-3,3)",price_like,single,skel_8a3e91f81074ce44,L7_ranked_future_return,1,A7FF25R3S07_RANK_LABEL_DIAGNOSTIC_CLUE,rank_label_diagnostic_only,0.2543170677185504,0.021627469744429,5.828584491638501,0.0688109117097295,75.55659464201096,0.9994254524561909,1.0
7,a7ff24r_fa589cfab1b7ea13,CSRank(trade_return_1h),price_like,single,skel_f6a3f0b03e9258f2,L7_ranked_future_return,1,A7FF25R3S07_RANK_LABEL_DIAGNOSTIC_CLUE,rank_label_diagnostic_only,0.2543170677185504,0.021627469744429,5.828584491638501,0.0688109117097295,75.55659464201096,0.9994254524561909,1.0
7,a7ff24r_8ebedefc7d746058,trade_return_1h,price_like,single,skel_ca36cd3eaf5a3a94,L7_ranked_future_return,1,A7FF25R3S07_RANK_LABEL_DIAGNOSTIC_CLUE,rank_label_diagnostic_only,0.3119123241444635,0.021627469744429,5.828584491638501,0.0688109117097295,75.49899938558505,0.9994254524561909,0.9644503928331896
5,a7ff24r_cff5d7f207bd19d3,"Mean(Mul(mark_index_basis_bps,ZScore(Mean(realized_vol_168h,2))),4)",basis_premium_like|volatility_like,smooth_mul,skel_44a246af570899bb,L7_ranked_future_return,8,A7FF25R3S05_RANK_LABEL_DIAGNOSTIC_CLUE,rank_label_diagnostic_only,0.9463765557419012,0.0688760631242197,1.023863924135214,0.0683579347430295,74.41155818728762,0.8261993679977018,0.9997102457116366
6,a7ff24r_4ba0720360644c7f,"Sub(CSRank(premium_close_bps),CSRank(realized_vol_168h))",basis_premium_like|volatility_like,spread_rank,skel_293cae94cfd91548,L7_ranked_future_return,24,A7FF25R3S06_RANK_LABEL_DIAGNOSTIC_CLUE,rank_label_diagnostic_only,0.7646690239103351,0.0620402986703723,0.0284798744524734,0.0570850812362127,63.32041221230237,0.8273484630853203,0.9911494502314816
6,a7ff24r_8f6351646309de9d,"Sub(CSRank(premium_close_bps),CSRank(Mean(realized_vol_168h,2)))",basis_premium_like|volatility_like,spread_rank,skel_1a1b3fb29dff7328,L7_ranked_future_return,24,A7FF25R3S06_RANK_LABEL_DIAGNOSTIC_CLUE,rank_label_diagnostic_only,0.6925464898608442,0.0610847648237644,-0.0348111769372749,0.0564729561842079,62.780409694347135,0.8270611893134157,0.9911391397475976
6,a7ff24r_90fca106843c7901,"Sub(CSRank(premium_close_bps),CSRank(ZScore(Mean(realized_vol_168h,2))))",basis_premium_like|volatility_like,spread_rank,skel_a923757a8885923c,L7_ranked_future_return,24,A7FF25R3S06_RANK_LABEL_DIAGNOSTIC_CLUE,rank_label_diagnostic_only,0.8207508711710303,0.0610847648237644,-0.0348111769372749,0.0564729561842079,62.65220531303695,0.8270611893134157,0.9911391397475976
5,a7ff24r_f0f23082ea64c621,"Mean(Mul(premium_close_bps,Mean(realized_vol_168h,8)),4)",basis_premium_like|volatility_like,smooth_mul,skel_644ba0ee0d0e38ee,L7_ranked_future_return,24,A7FF25R3S05_RANK_LABEL_DIAGNOSTIC_CLUE,rank_label_diagnostic_only,0.8285351242030862,0.0563051904520782,-0.3003895759886899,0.0515797240730928,57.75118894888974,0.824475725366274,0.9228840011614402
