decision,label_family,count
A7FF35_NUMERIC_CLUE,L0_raw_forward_return,10
A7FF35_NUMERIC_CLUE,L1_cross_sectional_relative_return,11
A7FF35_NUMERIC_CLUE,L3_liquidity_tier_relative_return,13
A7FF35_NUMERIC_CLUE,L5_vol_adjusted_return,6
A7FF35_RANK_LABEL_DIAGNOSTIC_CLUE,L7_ranked_future_return,39
HOLD_A7FF35_CONTROL_DOMINATED,L0_raw_forward_return,126
HOLD_A7FF35_CONTROL_DOMINATED,L1_cross_sectional_relative_return,124
HOLD_A7FF35_CONTROL_DOMINATED,L3_liquidity_tier_relative_return,136
HOLD_A7FF35_CONTROL_DOMINATED,L5_vol_adjusted_return,121
HOLD_A7FF35_CONTROL_DOMINATED,L7_ranked_future_return,154
HOLD_A7FF35_COST2_PROXY_FRAGILE,L1_cross_sectional_relative_return,1
HOLD_A7FF35_ONE_BAR_LAG_FRAGILE,L0_raw_forward_return,3
HOLD_A7FF35_ONE_BAR_LAG_FRAGILE,L1_cross_sectional_relative_return,3
HOLD_A7FF35_ONE_BAR_LAG_FRAGILE,L3_liquidity_tier_relative_return,4
HOLD_A7FF35_ONE_BAR_LAG_FRAGILE,L5_vol_adjusted_return,9
HOLD_A7FF35_ONE_BAR_LAG_FRAGILE,L7_ranked_future_return,17
HOLD_A7FF35_PRE_MAY_UNSTABLE,L0_raw_forward_return,301
HOLD_A7FF35_PRE_MAY_UNSTABLE,L1_cross_sectional_relative_return,301
HOLD_A7FF35_PRE_MAY_UNSTABLE,L3_liquidity_tier_relative_return,287
HOLD_A7FF35_PRE_MAY_UNSTABLE,L5_vol_adjusted_return,304
HOLD_A7FF35_PRE_MAY_UNSTABLE,L7_ranked_future_return,230
