field_name,field_family,source_family,feature_class,transform,label_family,label_horizon_h,orientation_from_train,premay_positive_split_count,premay_all_positive,control_ratio_premay_max,one_bar_lag_recent_oriented,lag_ok,decision,train_2024_n,train_2024_mean_spread,train_2024_tstat,train_2024_nonoverlap_median_tstat,train_2024_nonoverlap_min_tstat,train_2024_positive_rate,validation_2025H1_n,validation_2025H1_mean_spread,validation_2025H1_tstat,validation_2025H1_nonoverlap_median_tstat,validation_2025H1_nonoverlap_min_tstat,validation_2025H1_positive_rate,test_2025H2_n,test_2025H2_mean_spread,test_2025H2_tstat,test_2025H2_nonoverlap_median_tstat,test_2025H2_nonoverlap_min_tstat,test_2025H2_positive_rate,recent_oos_2026JanApr_n,recent_oos_2026JanApr_mean_spread,recent_oos_2026JanApr_tstat,recent_oos_2026JanApr_nonoverlap_median_tstat,recent_oos_2026JanApr_nonoverlap_min_tstat,recent_oos_2026JanApr_positive_rate,avg_n_obs_recent,error,lag_ok_bool,premay_all_positive_bool,strict_primitive,relaxed_primitive,non_l7,atlas_candidate,objective_id
mark_index_basis_bps,basis_premium,mark_index_premium,raw_source,delta_24h,L0_raw_forward_return,1,-1.0,3,True,0.7857862638470475,0.0004787305924585,True,A7AA1_PRIMITIVE_RESPONSE_CANDIDATE,695,-0.0003821772979513,-2.070242978026351,-2.070242978026351,-2.070242978026351,0.4446043165467626,719,-0.0005977100209471,-5.662058569087587,-5.662058569087587,-5.662058569087587,0.3838664812239221,719,-0.0011468646520877,-7.286762963771391,-7.286762963771391,-7.286762963771391,0.3463143254520167,719,-0.0013307889463188,-4.098221868779841,-4.098221868779841,-4.098221868779841,0.4436717663421418,95.86666666666666,,True,True,True,True,True,True,core16_basis_premium_mark_index_basis_bps_delta_24h_L0_raw_forward_return_h1
mark_index_basis_bps,basis_premium,mark_index_premium,raw_source,delta_24h,L1_cross_sectional_relative_return,1,-1.0,3,True,0.7857862638470471,0.0004787305924585,True,A7AA1_PRIMITIVE_RESPONSE_CANDIDATE,695,-0.0003821772979513,-2.0702429780263505,-2.0702429780263505,-2.0702429780263505,0.4446043165467626,719,-0.0005977100209471,-5.662058569087588,-5.662058569087588,-5.662058569087588,0.3838664812239221,719,-0.0011468646520877,-7.286762963771389,-7.286762963771389,-7.286762963771389,0.3463143254520167,719,-0.0013307889463188,-4.098221868779841,-4.098221868779841,-4.098221868779841,0.4436717663421418,95.86666666666666,,True,True,True,True,True,True,core16_basis_premium_mark_index_basis_bps_delta_24h_L1_cross_sectional_relative_return_h1
