candidate_id,group,symbol,contribution,abs_contribution,abs_contribution_share,abs_exposure,abs_exposure_share
a7al2k_01759e5da72c472c,pre_may_oos,BTCUSDT,0.010707124506484426,0.010707124506484426,0.00012723039937481096,134.9444444444473,0.005832660980482806
a7al2k_01759e5da72c472c,pre_may_oos,ETHUSDT,-0.28699318428526643,0.28699318428526643,0.003410276721107472,137.09649122807306,0.0059256782169811555
a7al2k_01759e5da72c472c,pre_may_oos,SOLUSDT,0.23150594260425697,0.23150594260425697,0.0027509340642619265,198.47368421053142,0.00857856518890628
a7al2k_01759e5da72c472c,pre_may_oos,XRPUSDT,0.10430783485638266,0.10430783485638266,0.0012394669996283467,52.05263157894833,0.002249854407803832
a7al2k_01759e5da72c472c,pre_may_oos,DOGEUSDT,0.9134318532212143,0.9134318532212143,0.010854109281780195,86.21929824561596,0.003726629419329954
a7al2k_01759e5da72c472c,pre_may_oos,1000PEPEUSDT,-0.4547990302991579,0.4547990302991579,0.005404276584735236,17.511695906432735,0.000756902485582344
a7al2k_01759e5da72c472c,pre_may_oos,SUIUSDT,-0.1918541626034762,0.1918541626034762,0.0022797607065255716,46.57894736842186,0.002013267088884114
a7al2k_01759e5da72c472c,pre_may_oos,BNBUSDT,0.18091718361077203,0.18091718361077203,0.0021497989969785367,497.46783625719326,0.021501894720660615
a7al2k_01759e5da72c472c,pre_may_oos,WIFUSDT,-0.4113498167219723,0.4113498167219723,0.004887979161220745,23.20760233918143,0.0010030948452274349
a7al2k_01759e5da72c472c,pre_may_oos,ADAUSDT,-0.05733399649081514,0.05733399649081514,0.000681287237003984,14.736842105263106,0.0006369658586299889
a7al2k_01759e5da72c472c,pre_may_oos,AVAXUSDT,-0.7445891419927657,0.7445891419927657,0.008847788577457428,44.15789473684284,0.0019086226978234696
a7al2k_01759e5da72c472c,pre_may_oos,LINKUSDT,0.20832635162482005,0.20832635162482005,0.002475496096218082,13.736842105263111,0.0005937431753658112
a7al2k_01759e5da72c472c,pre_may_oos,WLDUSDT,-0.10349724935818308,0.10349724935818308,0.0012298349909036041,82.26315789473865,0.0035556344179953504
a7al2k_01759e5da72c472c,pre_may_oos,LTCUSDT,0.2355172538534059,0.2355172538534059,0.0027985995912609644,19.526315789473724,0.00084397976268474
a7al2k_01759e5da72c472c,pre_may_oos,BCHUSDT,-0.35610513109685565,0.35610513109685565,0.0042315187444988975,117.36842105263439,0.0050729780883746935
a7al2k_01759e5da72c472c,pre_may_oos,NEARUSDT,0.2765174119691311,0.2765174119691311,0.0032857954287927806,52.78654970760332,0.0022815763186205245
a7al2k_01759e5da72c472c,pre_may_oos,FILUSDT,-0.6673440104597078,0.6673440104597078,0.007929901713551176,73.15789473684366,0.003162080512484666
a7al2k_01759e5da72c472c,pre_may_oos,DOTUSDT,0.3000993026247199,0.3000993026247199,0.003566013835173189,91.6315789473705,0.003960562713838714
a7al2k_01759e5da72c472c,pre_may_oos,AAVEUSDT,-0.3113700016327002,0.3113700016327002,0.003699941066069792,38.47368421052689,0.0016629358666376088
