candidate_id,cell,family,field_families,fields,expression,orientation_from_premay,a7al2m_quality_label,control_dominance_ratio_premay_max,lag_recent_retention,may_same_sign_as_premay,deep_audit_label,reasons,oriented_spread__known_may2026_stress,oriented_spread__recent_oos_2026JanApr,oriented_spread__test_2025H2,oriented_spread__train_2024,oriented_spread__validation_2025H1,top_symbol_abs_contribution_share,top3_symbol_abs_contribution_share,top_abs_symbol,top_positive_symbol,top_negative_symbol,pre_may_top_month_abs_share,pre_may_positive_month_rate,pre_may_month_count,worst_month,best_month,warnings
a7al2k_01759e5da72c472c,J4_upper_regime_interaction,derived_upper_regime_proxy,basis|liquidity,premium_close|trade_count,"Mul(Abs(ZScore(Mean(premium_close,720))),Rank(Mean(trade_count,720)))",-1,A7AL2M_DEEP_AUDIT_CANDIDATE,0.9463423387869286,0.9786130598088038,True,A7AL2N_DEEP_AUDIT_DIAGNOSTIC_PASS,,0.0033867774896891353,0.0019558814382863708,0.0030394639666952456,0.0016088505496325474,0.00123838128853291,0.03133760342886021,0.07463380181050172,DASHUSDT,DASHUSDT,GTCUSDT,0.15036271957395808,0.8125,16,2025-05,2025-08,
a7al2k_0cf817ef95787b3d,J4_upper_regime_interaction,derived_upper_regime_proxy,basis|liquidity,premium_close_bps|trade_volume,"Mul(Abs(ZScore(Mean(premium_close_bps,168))),Rank(Mean(trade_volume,504)))",-1,A7AL2M_DEEP_AUDIT_CANDIDATE,1.041082797538783,0.9689584931131674,True,A7AL2N_DEEP_AUDIT_DIAGNOSTIC_PASS,,0.0064868497461751,0.0037906611248732097,0.004496463641794852,0.0008341661627948369,0.0020818026660040095,0.02693327982728937,0.07162243240060197,DASHUSDT,DASHUSDT,SSVUSDT,0.13614684542408634,0.9375,16,2025-06,2026-02,
a7al2k_134ec76b5d7444f9,J2_liquidity_lifecycle,derived_liquidity_lifecycle,liquidity|price,index_close|trade_volume,"Add(Rank(Mean(trade_volume,168)),Neg(ZScore(Delta(index_close,96))))",-1,A7AL2M_DEEP_AUDIT_CANDIDATE,1.0686937965431498,0.961595940541104,True,A7AL2N_DEEP_AUDIT_DIAGNOSTIC_PASS,,0.003853356581920885,0.002183417548284136,0.004184913719132667,-0.001938495984043189,0.0021405332764039176,0.04181998438413881,0.11253247930210963,MEMEUSDT,MEMEUSDT,ILVUSDT,0.16785828506721195,0.9375,16,2025-01,2025-11,train_oriented_spread_nonpositive
a7al2k_01298a6b5902f416,J0_oi_derived_state,derived_oi_price_state,open_interest,open_interest_mean,"ZScore(Mean(Delta(open_interest_mean,168),720))",-1,A7AL2M_DEEP_AUDIT_CANDIDATE,0.9323783682029354,0.9909791632482012,True,A7AL2N_DEEP_AUDIT_DIAGNOSTIC_PASS,,0.0017121643358003165,0.0015932228720284688,0.001743216305030764,-0.00010582237909306985,0.0008302323846803897,0.030444452322127103,0.08848093223582988,RSRUSDT,1000SATSUSDT,RSRUSDT,0.13672407456064117,0.75,16,2025-05,2025-10,train_oriented_spread_nonpositive
