symbol,month,data_role,source_path,source_sha256,rows_read,performance_columns_read,return_label_read,output_path,output_sha256,missing_rows
ADAUSDT,2024-04,DEVELOPMENT,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=ADAUSDT\month=2024-04\part.parquet,7A2C1603A3B4E07DD1A75320D10AF1C10DE2932B63299AA9BEED8889935F898E,720,False,False,G:\AlphaFactory_CryptoData\curated\mechanism_data_expansion0\native_aggtrades_core12_2024m01_m10_v1\development\symbol=ADAUSDT\month=2024-04\part.parquet,4C77BE19C3CBC76117F373647B264A488AEE482E19011795CAD6D13ED0F70E8D,0
ADAUSDT,2024-05,DEVELOPMENT,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=ADAUSDT\month=2024-05\part.parquet,9DE38A5C98C984202225F5A4C6C5A32E215E8C583165A759E6CD6E3320338EBA,744,False,False,G:\AlphaFactory_CryptoData\curated\mechanism_data_expansion0\native_aggtrades_core12_2024m01_m10_v1\development\symbol=ADAUSDT\month=2024-05\part.parquet,C0E1210096C5B9B2933424638A2045912E25C9C3E218745C2D7F7B8B2E4BFF2A,0
ADAUSDT,2024-06,DEVELOPMENT,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=ADAUSDT\month=2024-06\part.parquet,A902BB0212D06DDAFAA8CF02828FB3C54FA06F0139E81664808979B196A76C47,720,False,False,G:\AlphaFactory_CryptoData\curated\mechanism_data_expansion0\native_aggtrades_core12_2024m01_m10_v1\development\symbol=ADAUSDT\month=2024-06\part.parquet,E9CBD099678A64022FE6155463D94A893B36738857DC67539AADA99646059248,0
AVAXUSDT,2024-01,DEVELOPMENT,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=AVAXUSDT\month=2024-01\part.parquet,21D6CBF32BE180DB5F2193B7BEF96149F5B9932B4C9A89174547020824BC463D,744,False,False,G:\AlphaFactory_CryptoData\curated\mechanism_data_expansion0\native_aggtrades_core12_2024m01_m10_v1\development\symbol=AVAXUSDT\month=2024-01\part.parquet,A635E83A19F596F337053C11AD8024A19617E492A02256AD8DE4A92830501808,0
AVAXUSDT,2024-02,DEVELOPMENT,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=AVAXUSDT\month=2024-02\part.parquet,C937E8CDE8041EB76C1E9BDD305DB3B3B1F9CE0E8A588A2A5C8D7206276DCE4C,696,False,False,G:\AlphaFactory_CryptoData\curated\mechanism_data_expansion0\native_aggtrades_core12_2024m01_m10_v1\development\symbol=AVAXUSDT\month=2024-02\part.parquet,29268C7E230B296D1A2B4133E850C0E5F1634568E363319EE35B385A81B08B92,0
AVAXUSDT,2024-03,DEVELOPMENT,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=AVAXUSDT\month=2024-03\part.parquet,5108521D51FEB1B41E0DC760CF0DA2B9F0DB0CD528257707484CEA3EA1C49C68,744,False,False,G:\AlphaFactory_CryptoData\curated\mechanism_data_expansion0\native_aggtrades_core12_2024m01_m10_v1\development\symbol=AVAXUSDT\month=2024-03\part.parquet,94F54EAE7623698E7435B832C1F485E4CD38DC0F6AE7DAB8A5543B851DFD1450,0
AVAXUSDT,2024-05,DEVELOPMENT,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=AVAXUSDT\month=2024-05\part.parquet,397A2891EC5DF394E8AAA61C69BC0627D8CED7FD49557111CAE0F3DDA570D46F,744,False,False,G:\AlphaFactory_CryptoData\curated\mechanism_data_expansion0\native_aggtrades_core12_2024m01_m10_v1\development\symbol=AVAXUSDT\month=2024-05\part.parquet,4E3456F81B0D6ABCFA69BE7B0D0B424BA78F652EAE42A07F4D74992F39FA47DE,0
AVAXUSDT,2024-06,DEVELOPMENT,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=AVAXUSDT\month=2024-06\part.parquet,2B8FDBB86A0626D483A976E91911E79E776A370F51BB5CA2C9F848A6AA23672C,720,False,False,G:\AlphaFactory_CryptoData\curated\mechanism_data_expansion0\native_aggtrades_core12_2024m01_m10_v1\development\symbol=AVAXUSDT\month=2024-06\part.parquet,50DD19EE9C053C58E8115AF0F93F9BE530BC1797A08AF7622270A91DEFBD342D,0
BCHUSDT,2024-01,DEVELOPMENT,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=BCHUSDT\month=2024-01\part.parquet,0EE432E6E8A626D20DEC313E357D8AF581D5C14A04E67083E6AB31C0FFE1E41B,744,False,False,G:\AlphaFactory_CryptoData\curated\mechanism_data_expansion0\native_aggtrades_core12_2024m01_m10_v1\development\symbol=BCHUSDT\month=2024-01\part.parquet,133C4A5077E655F24BC27E6D9334C93A4A25381206AC701C45EEC6E80808A4A4,0
BCHUSDT,2024-02,DEVELOPMENT,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=BCHUSDT\month=2024-02\part.parquet,3474586AC3554BCAAC44C2F7A649C316F7BE979186D9090FF6566B0F1DA13B3D,696,False,False,G:\AlphaFactory_CryptoData\curated\mechanism_data_expansion0\native_aggtrades_core12_2024m01_m10_v1\development\symbol=BCHUSDT\month=2024-02\part.parquet,3AF86844C6412C5911298B417468AE0A0CF1A143464203024613CC9072C515D8,0
BCHUSDT,2024-03,DEVELOPMENT,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=BCHUSDT\month=2024-03\part.parquet,86F4A241AF7CD37F9D1A704B3AEE6CA6FC8898AD04915AE9CD7EB2C6093ABBA0,744,False,False,G:\AlphaFactory_CryptoData\curated\mechanism_data_expansion0\native_aggtrades_core12_2024m01_m10_v1\development\symbol=BCHUSDT\month=2024-03\part.parquet,2B2E1AFB360E52748276DDCAF9D56DF82C8C322648FE30A156A59672ABD44C78,0
BCHUSDT,2024-04,DEVELOPMENT,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=BCHUSDT\month=2024-04\part.parquet,06F8DF2AA76F5FC0B97C9D47A6AF767C899E03A2BC7A329F81EE8375743CAC81,720,False,False,G:\AlphaFactory_CryptoData\curated\mechanism_data_expansion0\native_aggtrades_core12_2024m01_m10_v1\development\symbol=BCHUSDT\month=2024-04\part.parquet,8A49406F75CB7B9F143125A59F09C6E8074854105FAD859AF3D096A8779B4410,0
BCHUSDT,2024-05,DEVELOPMENT,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=BCHUSDT\month=2024-05\part.parquet,F2746AC19EFE49EF6359D849928B351EE9BF675CA05432525E1E9391044CF61E,744,False,False,G:\AlphaFactory_CryptoData\curated\mechanism_data_expansion0\native_aggtrades_core12_2024m01_m10_v1\development\symbol=BCHUSDT\month=2024-05\part.parquet,F32F7EE3721B6FC5A365186A9FE4D832B416415A6DC79359B775EFA1E01DFAA2,0
BCHUSDT,2024-06,DEVELOPMENT,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=BCHUSDT\month=2024-06\part.parquet,C80BA8C2A4B880BC00BDCEE90A327AF443CD7D7BA7B4A921E942F216273AC474,720,False,False,G:\AlphaFactory_CryptoData\curated\mechanism_data_expansion0\native_aggtrades_core12_2024m01_m10_v1\development\symbol=BCHUSDT\month=2024-06\part.parquet,F0FF8DCDE4BB87CEBF8D66709AF2E41C67AF8D188F5F203018F0136EFA26FC3B,0
BNBUSDT,2024-01,DEVELOPMENT,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=BNBUSDT\month=2024-01\part.parquet,5B915966B6678AC31BEE025A9416038C12EEC3FD6476B91BB75E348C9B49FAA8,744,False,False,G:\AlphaFactory_CryptoData\curated\mechanism_data_expansion0\native_aggtrades_core12_2024m01_m10_v1\development\symbol=BNBUSDT\month=2024-01\part.parquet,C9CC303ED66B5F761732303D9F299F3B109C9E113331F319AA245238E995AA42,0
BNBUSDT,2024-02,DEVELOPMENT,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=BNBUSDT\month=2024-02\part.parquet,66381F461010C0B71FAFD31F3EFDB8FB109440FAD8D904842209E4F7283DA5AD,696,False,False,G:\AlphaFactory_CryptoData\curated\mechanism_data_expansion0\native_aggtrades_core12_2024m01_m10_v1\development\symbol=BNBUSDT\month=2024-02\part.parquet,639F6F5C43D9E67BAB6BE138F80853A837621500947E6C0983A5A6DB97C35652,0
BNBUSDT,2024-03,DEVELOPMENT,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=BNBUSDT\month=2024-03\part.parquet,8E6C740267AAEAEB679AB5EECC99170CF3A6C656C452067555E198C14FB29903,744,False,False,G:\AlphaFactory_CryptoData\curated\mechanism_data_expansion0\native_aggtrades_core12_2024m01_m10_v1\development\symbol=BNBUSDT\month=2024-03\part.parquet,FE7AB6D98D1ED963576754E9B514FF0F5611C7DCA6475F0F1CABB429E137BCE3,0
BNBUSDT,2024-04,DEVELOPMENT,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=BNBUSDT\month=2024-04\part.parquet,9A7A1248210F6E95BA41939C3A18C060CA6FDED5FAE12E7036764E4C109B67F8,720,False,False,G:\AlphaFactory_CryptoData\curated\mechanism_data_expansion0\native_aggtrades_core12_2024m01_m10_v1\development\symbol=BNBUSDT\month=2024-04\part.parquet,79B3E9BD7D7A929D921BF89D3611D628BAC4FC553CD1FE8F34B9AF887F76DFC9,0
BNBUSDT,2024-05,DEVELOPMENT,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=BNBUSDT\month=2024-05\part.parquet,B318409F635C4ED4E7E4870D0F1A9729F2746C7B449ADA7ABCE595A0499A5AC5,744,False,False,G:\AlphaFactory_CryptoData\curated\mechanism_data_expansion0\native_aggtrades_core12_2024m01_m10_v1\development\symbol=BNBUSDT\month=2024-05\part.parquet,76581FC35B89CC750E112A0A7022DBCBB4A2A1E2A5508B7DFDBF44DBE89C71EB,0
BNBUSDT,2024-06,DEVELOPMENT,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=BNBUSDT\month=2024-06\part.parquet,D758EC3D3EA32A4F5979161E64D0DCF2FCC66C4FA7661FDDC832916A5454C5FB,720,False,False,G:\AlphaFactory_CryptoData\curated\mechanism_data_expansion0\native_aggtrades_core12_2024m01_m10_v1\development\symbol=BNBUSDT\month=2024-06\part.parquet,01B65B3707DB4B6822CEA29A1B7CB39AB2CAF8CBF53FDC2248B90662C5EADCDE,0
BTCUSDT,2024-01,DEVELOPMENT,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=BTCUSDT\month=2024-01\part.parquet,4EA98E1230A71B0E19B804F8BAAFB12A9EF702FD2DE2E0DE4D1A562095C4ABCE,744,False,False,G:\AlphaFactory_CryptoData\curated\mechanism_data_expansion0\native_aggtrades_core12_2024m01_m10_v1\development\symbol=BTCUSDT\month=2024-01\part.parquet,24FEF3628C9BBE67912DC866B19162D6D1AAD23E8CA584E89DA81AABFC20ECAE,0
BTCUSDT,2024-02,DEVELOPMENT,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=BTCUSDT\month=2024-02\part.parquet,898ED82FC0505D4EBE83D3BD7788CA094129844DAE2254C3DD08DB52CDC05B4C,696,False,False,G:\AlphaFactory_CryptoData\curated\mechanism_data_expansion0\native_aggtrades_core12_2024m01_m10_v1\development\symbol=BTCUSDT\month=2024-02\part.parquet,62E9C49CF4E2C3050D42A6689D9D60BCFFBAF92B5A2B71103F81D9BD74002D5D,0
BTCUSDT,2024-04,DEVELOPMENT,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=BTCUSDT\month=2024-04\part.parquet,B181FF6A3EF4F8BB163455CF7051145F5EB0153B74343138CB7702D3A9C49A8D,720,False,False,G:\AlphaFactory_CryptoData\curated\mechanism_data_expansion0\native_aggtrades_core12_2024m01_m10_v1\development\symbol=BTCUSDT\month=2024-04\part.parquet,3595C304089D1A5F3AED92A20B2933AF82B5076F5501A8CAFCF6C0FA5DA3675E,0
BTCUSDT,2024-05,DEVELOPMENT,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=BTCUSDT\month=2024-05\part.parquet,6B685C05DC694420931E251C40F505FDBEF9A6F01216BEC42CA2AB5EE7E31EB1,744,False,False,G:\AlphaFactory_CryptoData\curated\mechanism_data_expansion0\native_aggtrades_core12_2024m01_m10_v1\development\symbol=BTCUSDT\month=2024-05\part.parquet,F8D89A2E1A77B379EC108B0917FAD396B35FEF3A656C47AE40CF22B077CD2502,0
BTCUSDT,2024-06,DEVELOPMENT,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=BTCUSDT\month=2024-06\part.parquet,097E3CC2DED8268B9FBC5F610CA86FD4CF4145F1727F400397E8F0DF9779602B,720,False,False,G:\AlphaFactory_CryptoData\curated\mechanism_data_expansion0\native_aggtrades_core12_2024m01_m10_v1\development\symbol=BTCUSDT\month=2024-06\part.parquet,4FCBED26F6048C66B0E61015CA5AC1071BC657014FC3EA6F744DB6C886E4B805,0
DOGEUSDT,2024-01,DEVELOPMENT,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=DOGEUSDT\month=2024-01\part.parquet,2C85CF6F9D1EA64D9BE57560575C5D763F8D523E22CC48744C3916C999EA6F35,744,False,False,G:\AlphaFactory_CryptoData\curated\mechanism_data_expansion0\native_aggtrades_core12_2024m01_m10_v1\development\symbol=DOGEUSDT\month=2024-01\part.parquet,8631566FE61C2A2E8CE441188E731D13F9BF5E3EC7C8F52314D32E55049DBD75,0
DOGEUSDT,2024-02,DEVELOPMENT,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=DOGEUSDT\month=2024-02\part.parquet,F290CAE8232923F4175699779B2EA5D6F9B07A7D2945D62F47049AD0E1C7D254,696,False,False,G:\AlphaFactory_CryptoData\curated\mechanism_data_expansion0\native_aggtrades_core12_2024m01_m10_v1\development\symbol=DOGEUSDT\month=2024-02\part.parquet,D0DC6A92EBCDE52AB7F8DB6B27864ABD02FA808FF3D712045200068F935E4171,0
DOGEUSDT,2024-03,DEVELOPMENT,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=DOGEUSDT\month=2024-03\part.parquet,1415062B6547B6A448E5FCB0FA822264D790FBA0F2BD7AB0144D24A7095F766B,744,False,False,G:\AlphaFactory_CryptoData\curated\mechanism_data_expansion0\native_aggtrades_core12_2024m01_m10_v1\development\symbol=DOGEUSDT\month=2024-03\part.parquet,613F3E812C939063E4A92221B1B473A29063335DE74D1A640C70487CAFB66D36,0
DOGEUSDT,2024-04,DEVELOPMENT,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=DOGEUSDT\month=2024-04\part.parquet,50F7DC4AFFD336B310043C58064BCF33A3F87AD6012705AC65BEBB08C558032E,720,False,False,G:\AlphaFactory_CryptoData\curated\mechanism_data_expansion0\native_aggtrades_core12_2024m01_m10_v1\development\symbol=DOGEUSDT\month=2024-04\part.parquet,E5074291556BA5FF1AEF974E2999CBE4E6A7B1AC33C71503D0014655DE446FB5,0
DOGEUSDT,2024-05,DEVELOPMENT,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=DOGEUSDT\month=2024-05\part.parquet,245143756F698EDF251848580EEB0F67A53B51C2D210A27EB1F2101AC9A207C1,744,False,False,G:\AlphaFactory_CryptoData\curated\mechanism_data_expansion0\native_aggtrades_core12_2024m01_m10_v1\development\symbol=DOGEUSDT\month=2024-05\part.parquet,31C07509A02C7143C777DD2FB1F831A496FD2814C8662C534DADF17418515E33,0
DOGEUSDT,2024-06,DEVELOPMENT,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=DOGEUSDT\month=2024-06\part.parquet,89BF26C1278399EFA7527658D26135E1CC7F88E9EDE1CD0960F7F75576ABDA83,720,False,False,G:\AlphaFactory_CryptoData\curated\mechanism_data_expansion0\native_aggtrades_core12_2024m01_m10_v1\development\symbol=DOGEUSDT\month=2024-06\part.parquet,117E760E605A6F733242BB75B8F01A1126FAADBCBA4E898B2BF6E1EF13E4BCF8,0
ETHUSDT,2024-01,DEVELOPMENT,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=ETHUSDT\month=2024-01\part.parquet,BC79FD5EA02A360604C3D4A565B60BB1FE1DC118F37F18157620908D78C3626E,744,False,False,G:\AlphaFactory_CryptoData\curated\mechanism_data_expansion0\native_aggtrades_core12_2024m01_m10_v1\development\symbol=ETHUSDT\month=2024-01\part.parquet,50631F24FB7C0C86179AC730AA81115CA06397601824CD05C966B5C4398230C3,0
ETHUSDT,2024-02,DEVELOPMENT,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=ETHUSDT\month=2024-02\part.parquet,85C726A7FB776636BECB3A86056F1B7EB19A20520057F6F3CE40E0C5BBA5B446,696,False,False,G:\AlphaFactory_CryptoData\curated\mechanism_data_expansion0\native_aggtrades_core12_2024m01_m10_v1\development\symbol=ETHUSDT\month=2024-02\part.parquet,B51A7956E00F0436F6E636866F204CA2CC158EF608770F31EA76DEF90B2654DE,0
ETHUSDT,2024-03,DEVELOPMENT,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=ETHUSDT\month=2024-03\part.parquet,74D4171197CBBA367A87C38E11214C5423CBF48DFBDB866DF26858BFA364BBF1,744,False,False,G:\AlphaFactory_CryptoData\curated\mechanism_data_expansion0\native_aggtrades_core12_2024m01_m10_v1\development\symbol=ETHUSDT\month=2024-03\part.parquet,14F6AD08C2720CDBB11FB7A7D7265C833444AFB2FDB01745E73E6DAD36F527AD,0
ETHUSDT,2024-04,DEVELOPMENT,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=ETHUSDT\month=2024-04\part.parquet,3E24A54C7D5A54DD0CDD91CF6101460E737FE1588700C8042595B115523CF406,720,False,False,G:\AlphaFactory_CryptoData\curated\mechanism_data_expansion0\native_aggtrades_core12_2024m01_m10_v1\development\symbol=ETHUSDT\month=2024-04\part.parquet,42F25B21A8E66CFD212F996BF1E31CFBC372690543AADA1A431DED6C7FCEFA5A,0
ETHUSDT,2024-05,DEVELOPMENT,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=ETHUSDT\month=2024-05\part.parquet,40FE42B9241D467743C78754F272A8C42CD1B2E368D9DEF85AC4277A9075AB86,744,False,False,G:\AlphaFactory_CryptoData\curated\mechanism_data_expansion0\native_aggtrades_core12_2024m01_m10_v1\development\symbol=ETHUSDT\month=2024-05\part.parquet,019A64D2B05EE35DF25EAB676CA959664120F132DF289265CB845703AD20E261,0
ETHUSDT,2024-06,DEVELOPMENT,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=ETHUSDT\month=2024-06\part.parquet,9C3501A84AD6AE3823635880B7371E30FE80645A107510F94C072DE640528CA5,720,False,False,G:\AlphaFactory_CryptoData\curated\mechanism_data_expansion0\native_aggtrades_core12_2024m01_m10_v1\development\symbol=ETHUSDT\month=2024-06\part.parquet,998CA3AAAA33EE93D8966AC4A3FBDC977363032AB99D315FEF7CC5F9FF3D3A86,0
LINKUSDT,2024-01,DEVELOPMENT,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=LINKUSDT\month=2024-01\part.parquet,C0EBC51EA45C7C40EB745264C459A59229F2708C61831125A79FA74AABF7C529,744,False,False,G:\AlphaFactory_CryptoData\curated\mechanism_data_expansion0\native_aggtrades_core12_2024m01_m10_v1\development\symbol=LINKUSDT\month=2024-01\part.parquet,B2036C1B3F14FD60C8239391F3791A2CD5D063B5FEA647A73FD38D0C1B1D09BF,0
LINKUSDT,2024-02,DEVELOPMENT,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=LINKUSDT\month=2024-02\part.parquet,A2FF8FA382832D79541E2360538B88640692A0591A932561BA32AE52DEC2BBA1,696,False,False,G:\AlphaFactory_CryptoData\curated\mechanism_data_expansion0\native_aggtrades_core12_2024m01_m10_v1\development\symbol=LINKUSDT\month=2024-02\part.parquet,308C0C835F1872614F607E21DD198731C9EB872799F6FDCC4486796D2CD40D6A,0
LINKUSDT,2024-03,DEVELOPMENT,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=LINKUSDT\month=2024-03\part.parquet,2152BDE3932E41667D0C4CD182B05FE26AE506F5BC6F5F45CD961F6E42DEF816,744,False,False,G:\AlphaFactory_CryptoData\curated\mechanism_data_expansion0\native_aggtrades_core12_2024m01_m10_v1\development\symbol=LINKUSDT\month=2024-03\part.parquet,4302A48BE1A08C691FAD5EC7D324E92BF6083376219F884A82B0204DB93D22B7,0
LINKUSDT,2024-04,DEVELOPMENT,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=LINKUSDT\month=2024-04\part.parquet,3F8C95FFD2D7D1D38BEC7624C01992A5F02F4C9BB802D8E6DC605A313DA025C7,720,False,False,G:\AlphaFactory_CryptoData\curated\mechanism_data_expansion0\native_aggtrades_core12_2024m01_m10_v1\development\symbol=LINKUSDT\month=2024-04\part.parquet,36093D91F21BEA20E9EAF2C88F5BA086AC09CECF24DBE347051E41430FD3F004,0
LINKUSDT,2024-05,DEVELOPMENT,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=LINKUSDT\month=2024-05\part.parquet,6BB31DD5630A6309EF757472E7396CFF2CC237DD5C9CDD8DDB399203AEE7C370,744,False,False,G:\AlphaFactory_CryptoData\curated\mechanism_data_expansion0\native_aggtrades_core12_2024m01_m10_v1\development\symbol=LINKUSDT\month=2024-05\part.parquet,B01C50DC34F3502A4C17B4844F46E12BF01AB35F847AE6A6F91D58946E5B3E48,0
LINKUSDT,2024-06,DEVELOPMENT,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=LINKUSDT\month=2024-06\part.parquet,F885770678941CFAA8DCBF4ED0CA298A674BDFACF728C32397D1C9B5FC16402D,720,False,False,G:\AlphaFactory_CryptoData\curated\mechanism_data_expansion0\native_aggtrades_core12_2024m01_m10_v1\development\symbol=LINKUSDT\month=2024-06\part.parquet,6D5713D7C6D56B8EA7CFB8C24589AE9E01240202C5F4F955FC18174FF510E71C,0
LTCUSDT,2024-01,DEVELOPMENT,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=LTCUSDT\month=2024-01\part.parquet,7DBEB975DCC61DD6E9DBF723ECD3604AA34D0260194DC68034D097694A3C60AA,744,False,False,G:\AlphaFactory_CryptoData\curated\mechanism_data_expansion0\native_aggtrades_core12_2024m01_m10_v1\development\symbol=LTCUSDT\month=2024-01\part.parquet,9B6451B3A18C13F3775F6AFEC1C7F0263D73F1BA0C088E841EE4861CA2E08661,0
LTCUSDT,2024-02,DEVELOPMENT,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=LTCUSDT\month=2024-02\part.parquet,B0FB85CD4CAE8B34B3F0652C60F0D23E0DB7B001758AB01F58C54FC7C6B4B298,696,False,False,G:\AlphaFactory_CryptoData\curated\mechanism_data_expansion0\native_aggtrades_core12_2024m01_m10_v1\development\symbol=LTCUSDT\month=2024-02\part.parquet,2C130D5E13FEE6F1AD98F418F2688476DB573E25106D8AA4AB4861B731943A6F,0
LTCUSDT,2024-03,DEVELOPMENT,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=LTCUSDT\month=2024-03\part.parquet,86FA52C53223B9FBDA16CC70F55F6FE43C7FBE4905D4F025F78E527E4BDB3160,744,False,False,G:\AlphaFactory_CryptoData\curated\mechanism_data_expansion0\native_aggtrades_core12_2024m01_m10_v1\development\symbol=LTCUSDT\month=2024-03\part.parquet,DDF47FA7B9A919C4020BFD492407C32036041708B09C7BCD5B29D3E40621D644,0
LTCUSDT,2024-04,DEVELOPMENT,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=LTCUSDT\month=2024-04\part.parquet,1C8131B09DCE9C7371E22D1E683867243B861EBDA3A3F328EFFA6C47A71AEDC8,720,False,False,G:\AlphaFactory_CryptoData\curated\mechanism_data_expansion0\native_aggtrades_core12_2024m01_m10_v1\development\symbol=LTCUSDT\month=2024-04\part.parquet,3C9D61ED922EDB9B39F296B19B040A778989A28E982C04C51060E24650832D62,0
LTCUSDT,2024-05,DEVELOPMENT,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=LTCUSDT\month=2024-05\part.parquet,65D845A794D7DBC0B52CFA7AD59A138F2658E98C80466653A8B8BCBA07F9EB30,744,False,False,G:\AlphaFactory_CryptoData\curated\mechanism_data_expansion0\native_aggtrades_core12_2024m01_m10_v1\development\symbol=LTCUSDT\month=2024-05\part.parquet,B9FEDE5C0CEF15695C98EFC3C434204EFBB0807C0730285D6EAB224F25AF47E4,0
LTCUSDT,2024-06,DEVELOPMENT,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=LTCUSDT\month=2024-06\part.parquet,BA95A1BCECFD5B4B5386FBCF06F66ECFFCFF85FA0538A1098FF0B55C452A624E,720,False,False,G:\AlphaFactory_CryptoData\curated\mechanism_data_expansion0\native_aggtrades_core12_2024m01_m10_v1\development\symbol=LTCUSDT\month=2024-06\part.parquet,E08A16F03943B6FF847F8DC1695B20E8D2BBC1A3C681A696127AFEC5F01F8BFB,0
SOLUSDT,2024-01,DEVELOPMENT,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=SOLUSDT\month=2024-01\part.parquet,F44427FF4993753D7F4E18CF589FBED9B09D104BB4F6F399BC8EC70C86C3FB6B,744,False,False,G:\AlphaFactory_CryptoData\curated\mechanism_data_expansion0\native_aggtrades_core12_2024m01_m10_v1\development\symbol=SOLUSDT\month=2024-01\part.parquet,7E14824ABB15DEB7F98D7DFFDFDAB51FAD6BB5F57B99ED0D78EB4323845FD65B,0
SOLUSDT,2024-02,DEVELOPMENT,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=SOLUSDT\month=2024-02\part.parquet,FC52878310F7FB3C752CCD269E2A0A69D91AE78761EE840C9CFA02C6CD77C3F1,696,False,False,G:\AlphaFactory_CryptoData\curated\mechanism_data_expansion0\native_aggtrades_core12_2024m01_m10_v1\development\symbol=SOLUSDT\month=2024-02\part.parquet,CFCEA75706F0EA44F51B140B49936374751F58E04FCFBFDDAA3DF3B7E9E07259,0
