symbol,month,data_role,status,source_path,source_exists,source_sha256,raw_sha256,official_checksum,source_url,source_manifest,interpolated
SOLUSDT,2024-07,CHALLENGE,QUALIFIED,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=SOLUSDT\month=2024-07\part.parquet,True,D9949A2C3444F20778A825F2F6263ACA1557A64951EE35C4E8854B1AA03361F7,BA7336C0CACCDFAAEA1ECAECEF4797DBC1AB5669B887B59179BE9879876D224C,BA7336C0CACCDFAAEA1ECAECEF4797DBC1AB5669B887B59179BE9879876D224C,https://data.binance.vision/data/futures/um/monthly/aggTrades/SOLUSDT/SOLUSDT-aggTrades-2024-07.zip,G:\AlphaFactory_CryptoData\manifests\aggtrades_raw_latest_roundrobin_2024-06_2024-10_core3_202406_202410_20260521_company.csv,False
SOLUSDT,2024-08,CHALLENGE,QUALIFIED,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=SOLUSDT\month=2024-08\part.parquet,True,7C81CAD73E9E1D903B93C0A6E481575172B371E630582F5EF2EEAE8737D4F04D,A33763517EF0BE300170513210C6B0F7234FA056FBA2A7E039722C0EA495F791,A33763517EF0BE300170513210C6B0F7234FA056FBA2A7E039722C0EA495F791,https://data.binance.vision/data/futures/um/monthly/aggTrades/SOLUSDT/SOLUSDT-aggTrades-2024-08.zip,G:\AlphaFactory_CryptoData\manifests\aggtrades_raw_latest_roundrobin_2024-06_2024-10_core3_202406_202410_20260521_company.csv,False
SOLUSDT,2024-09,CHALLENGE,QUALIFIED,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=SOLUSDT\month=2024-09\part.parquet,True,3568E8D7C26A7DF6AE46E95DF9B51F7504526E1D769DD3379EC40525B79DCE9C,9463DD220469FA89511E6DBAF376482261EFEFEA7D8217CB923A6664B2A6CAF3,9463DD220469FA89511E6DBAF376482261EFEFEA7D8217CB923A6664B2A6CAF3,https://data.binance.vision/data/futures/um/monthly/aggTrades/SOLUSDT/SOLUSDT-aggTrades-2024-09.zip,G:\AlphaFactory_CryptoData\manifests\aggtrades_raw_latest_roundrobin_2024-06_2024-10_core3_202406_202410_20260521_company.csv,False
SOLUSDT,2024-10,CHALLENGE,QUALIFIED,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=SOLUSDT\month=2024-10\part.parquet,True,946AD43CFCAE9E09C8F3190FB17F190B3A42F730BB93A60CAF75DF572DB7ADA4,C57F37B17C4AC3A490309B63B22B294A3B25607A4C614F7D2A9A788E9C905F51,C57F37B17C4AC3A490309B63B22B294A3B25607A4C614F7D2A9A788E9C905F51,https://data.binance.vision/data/futures/um/monthly/aggTrades/SOLUSDT/SOLUSDT-aggTrades-2024-10.zip,G:\AlphaFactory_CryptoData\manifests\aggtrades_raw_latest_roundrobin_2024-06_2024-10_core3_202406_202410_20260521_company.csv,False
SUIUSDT,2024-07,CHALLENGE,QUALIFIED,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=SUIUSDT\month=2024-07\part.parquet,True,974172E7CFFA636C04071C79859DC6DBE8712A3905653327734A3DE7B950D0AB,F4E333D8601506BA748630B27E65CEDE677073068AACDA86647D8376D82664FF,F4E333D8601506BA748630B27E65CEDE677073068AACDA86647D8376D82664FF,https://data.binance.vision/data/futures/um/monthly/aggTrades/SUIUSDT/SUIUSDT-aggTrades-2024-07.zip,G:\AlphaFactory_CryptoData\manifests\aggtrades_raw_only_2024-01_2026-05_core12_rem9_20260522.csv,False
SUIUSDT,2024-08,CHALLENGE,QUALIFIED,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=SUIUSDT\month=2024-08\part.parquet,True,5AA866D015E5CD9F00F81A2E96CC5D90E8FA943DBF030A1006D606FF27A76F69,9C71F0A6AAA66BD78F1B1FAFB004597CC00F2F8AE1C02D714CF8E232149135BD,9C71F0A6AAA66BD78F1B1FAFB004597CC00F2F8AE1C02D714CF8E232149135BD,https://data.binance.vision/data/futures/um/monthly/aggTrades/SUIUSDT/SUIUSDT-aggTrades-2024-08.zip,G:\AlphaFactory_CryptoData\manifests\aggtrades_raw_only_2024-01_2026-05_core12_rem9_20260522.csv,False
SUIUSDT,2024-09,CHALLENGE,QUALIFIED,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=SUIUSDT\month=2024-09\part.parquet,True,6F0956B5F74A9941BB137E98D7238FAEAE76925BAD313D97385EF2864A2AB018,6286634B8ACF4C5465E6DA6A5311B185D47B3DA5E5F6C3A098A0B796A6792528,6286634B8ACF4C5465E6DA6A5311B185D47B3DA5E5F6C3A098A0B796A6792528,https://data.binance.vision/data/futures/um/monthly/aggTrades/SUIUSDT/SUIUSDT-aggTrades-2024-09.zip,G:\AlphaFactory_CryptoData\manifests\aggtrades_raw_only_2024-01_2026-05_core12_rem9_20260522.csv,False
SUIUSDT,2024-10,CHALLENGE,QUALIFIED,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=SUIUSDT\month=2024-10\part.parquet,True,289F1EAA236EEF1928A1D86AC20C8E984BF4214DD6643595596EC0BD102DBDD9,21B9CC8A0255192795DE748FAC07EB7E35AF460C57CB08131253E15BC32326FA,21B9CC8A0255192795DE748FAC07EB7E35AF460C57CB08131253E15BC32326FA,https://data.binance.vision/data/futures/um/monthly/aggTrades/SUIUSDT/SUIUSDT-aggTrades-2024-10.zip,G:\AlphaFactory_CryptoData\manifests\aggtrades_raw_only_2024-01_2026-05_core12_rem9_20260522.csv,False
XRPUSDT,2024-07,CHALLENGE,QUALIFIED,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=XRPUSDT\month=2024-07\part.parquet,True,DF8C96666561C79A9193C3D30F373E16CA0B6F1BCEA8519815F6A5249D92AAC0,8A075EB2B575E4B603157E58A38D35EDE9B89DA1E77A2351855CE8D73F6128BE,8A075EB2B575E4B603157E58A38D35EDE9B89DA1E77A2351855CE8D73F6128BE,https://data.binance.vision/data/futures/um/monthly/aggTrades/XRPUSDT/XRPUSDT-aggTrades-2024-07.zip,G:\AlphaFactory_CryptoData\manifests\aggtrades_robust_2024-01_2026-05_company_noproxy_resume_XRPUSDT_p1_20260523_125630.csv,False
XRPUSDT,2024-08,CHALLENGE,QUALIFIED,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=XRPUSDT\month=2024-08\part.parquet,True,88E460771469DF0E6CAD8E8A6ACDADDE2DF4B820E95AD1A74A430F14B6483EF1,A8A3DDD82EF1440C38B4E333E900C6E882456DD3250115C26C39ADE094341F0A,A8A3DDD82EF1440C38B4E333E900C6E882456DD3250115C26C39ADE094341F0A,https://data.binance.vision/data/futures/um/monthly/aggTrades/XRPUSDT/XRPUSDT-aggTrades-2024-08.zip,G:\AlphaFactory_CryptoData\manifests\aggtrades_robust_2024-01_2026-05_company_noproxy_resume_XRPUSDT_p1_20260523_125630.csv,False
XRPUSDT,2024-09,CHALLENGE,QUALIFIED,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=XRPUSDT\month=2024-09\part.parquet,True,BFBF16B3CE8852CEF5EC6C62B18B3E812421A1B2BBA3A068C4605B8A19C96DA6,BF11B5F22F9AE3CB990052AD6CD80C71350F2A0ACF659CCB44736A6B14FD6AB7,BF11B5F22F9AE3CB990052AD6CD80C71350F2A0ACF659CCB44736A6B14FD6AB7,https://data.binance.vision/data/futures/um/monthly/aggTrades/XRPUSDT/XRPUSDT-aggTrades-2024-09.zip,G:\AlphaFactory_CryptoData\manifests\aggtrades_robust_2024-01_2026-05_company_noproxy_resume_XRPUSDT_p1_20260523_125630.csv,False
XRPUSDT,2024-10,CHALLENGE,QUALIFIED,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=XRPUSDT\month=2024-10\part.parquet,True,80D43B577066D0BDA6F666FA2962B23FF86A4DC11BE7998613DA9509DFE4A141,DC1968AB40E1A792E8BC5A9C50B5E4442F305B3D60804757F68EE95F7C57C19C,DC1968AB40E1A792E8BC5A9C50B5E4442F305B3D60804757F68EE95F7C57C19C,https://data.binance.vision/data/futures/um/monthly/aggTrades/XRPUSDT/XRPUSDT-aggTrades-2024-10.zip,G:\AlphaFactory_CryptoData\manifests\aggtrades_robust_2024-01_2026-05_company_noproxy_resume_XRPUSDT_p1_20260523_125630.csv,False
ADAUSDT,2024-01,DEVELOPMENT,QUALIFIED,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=ADAUSDT\month=2024-01\part.parquet,True,61D9D12295842DBA4EE45182ABDDCD6508ACAEC84D56876E3E83EBAFDEA2B08C,94716069DE76E695165E049B05773688944E561C3070BE01D1EC31CD5D9012EE,94716069DE76E695165E049B05773688944E561C3070BE01D1EC31CD5D9012EE,https://data.binance.vision/data/futures/um/monthly/aggTrades/ADAUSDT/ADAUSDT-aggTrades-2024-01.zip,G:\AlphaFactory_CryptoData\manifests\aggtrades_raw_only_2024-01_2026-05_core12_ADAUSDT_repair_20260522.csv,False
ADAUSDT,2024-02,DEVELOPMENT,QUALIFIED,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=ADAUSDT\month=2024-02\part.parquet,True,342D959623E464EA1F4C6A7ABF59137FDCC3E44E6C06A1E05FBED7A52E5627F4,F005BE1BE7F50778C30694557C4AF970DA14F3538CD07877EC63EF5E7AC65E1F,F005BE1BE7F50778C30694557C4AF970DA14F3538CD07877EC63EF5E7AC65E1F,https://data.binance.vision/data/futures/um/monthly/aggTrades/ADAUSDT/ADAUSDT-aggTrades-2024-02.zip,G:\AlphaFactory_CryptoData\manifests\aggtrades_raw_only_2024-01_2026-05_core12_ADAUSDT_repair_20260522.csv,False
ADAUSDT,2024-03,DEVELOPMENT,QUALIFIED,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=ADAUSDT\month=2024-03\part.parquet,True,E944636A1F34350654DBA5819A4BAF7997CDF3BF50DE0AA6F17029657954C7A5,B9C40B77A251342A4CCD84EF7A3493071B3198008A5769FE1B9D6394A8BB6F7B,B9C40B77A251342A4CCD84EF7A3493071B3198008A5769FE1B9D6394A8BB6F7B,https://data.binance.vision/data/futures/um/monthly/aggTrades/ADAUSDT/ADAUSDT-aggTrades-2024-03.zip,G:\AlphaFactory_CryptoData\manifests\aggtrades_robust_2024-01_2026-05_core12_ADAUSDT_robust_20260522.csv,False
ADAUSDT,2024-04,DEVELOPMENT,QUALIFIED,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=ADAUSDT\month=2024-04\part.parquet,True,7A2C1603A3B4E07DD1A75320D10AF1C10DE2932B63299AA9BEED8889935F898E,DE40724773156CC834079ECE2F2E7AB67D28E493A9F551555A0B7A0E713ED984,DE40724773156CC834079ECE2F2E7AB67D28E493A9F551555A0B7A0E713ED984,https://data.binance.vision/data/futures/um/monthly/aggTrades/ADAUSDT/ADAUSDT-aggTrades-2024-04.zip,G:\AlphaFactory_CryptoData\manifests\aggtrades_raw_only_2024-01_2026-05_core12_ADAUSDT_repair_20260522.csv,False
ADAUSDT,2024-05,DEVELOPMENT,QUALIFIED,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=ADAUSDT\month=2024-05\part.parquet,True,9DE38A5C98C984202225F5A4C6C5A32E215E8C583165A759E6CD6E3320338EBA,DA973791557E16F6658E5DA7DC11B1D55AF4CF566501D896A1A2085C11E6C29C,DA973791557E16F6658E5DA7DC11B1D55AF4CF566501D896A1A2085C11E6C29C,https://data.binance.vision/data/futures/um/monthly/aggTrades/ADAUSDT/ADAUSDT-aggTrades-2024-05.zip,G:\AlphaFactory_CryptoData\manifests\aggtrades_raw_only_2024-01_2026-05_core12_ADAUSDT_repair_20260522.csv,False
ADAUSDT,2024-06,DEVELOPMENT,QUALIFIED,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=ADAUSDT\month=2024-06\part.parquet,True,A902BB0212D06DDAFAA8CF02828FB3C54FA06F0139E81664808979B196A76C47,4D7203F8EEB85B37B85D7B7BD1EACEF3AF3B4335F66459D29B87BF5EE7AB0EAE,4D7203F8EEB85B37B85D7B7BD1EACEF3AF3B4335F66459D29B87BF5EE7AB0EAE,https://data.binance.vision/data/futures/um/monthly/aggTrades/ADAUSDT/ADAUSDT-aggTrades-2024-06.zip,G:\AlphaFactory_CryptoData\manifests\aggtrades_raw_only_2024-01_2026-05_core12_ADAUSDT_repair_20260522.csv,False
AVAXUSDT,2024-01,DEVELOPMENT,QUALIFIED,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=AVAXUSDT\month=2024-01\part.parquet,True,21D6CBF32BE180DB5F2193B7BEF96149F5B9932B4C9A89174547020824BC463D,9A677227CA03A0133E43F262A474F7BB4D8D1AC26D2BECAB5F80E3AE80F36FCA,9A677227CA03A0133E43F262A474F7BB4D8D1AC26D2BECAB5F80E3AE80F36FCA,https://data.binance.vision/data/futures/um/monthly/aggTrades/AVAXUSDT/AVAXUSDT-aggTrades-2024-01.zip,G:\AlphaFactory_CryptoData\manifests\aggtrades_raw_only_2024-01_2026-05_core12_rem9_20260522.csv,False
AVAXUSDT,2024-02,DEVELOPMENT,QUALIFIED,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=AVAXUSDT\month=2024-02\part.parquet,True,C937E8CDE8041EB76C1E9BDD305DB3B3B1F9CE0E8A588A2A5C8D7206276DCE4C,82598B52F2E886D896B916FC0FC48DB88BB5A9057584DF4BAD011A4208113A72,82598B52F2E886D896B916FC0FC48DB88BB5A9057584DF4BAD011A4208113A72,https://data.binance.vision/data/futures/um/monthly/aggTrades/AVAXUSDT/AVAXUSDT-aggTrades-2024-02.zip,G:\AlphaFactory_CryptoData\manifests\aggtrades_raw_only_2024-01_2026-05_core12_rem9_20260522.csv,False
AVAXUSDT,2024-03,DEVELOPMENT,QUALIFIED,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=AVAXUSDT\month=2024-03\part.parquet,True,5108521D51FEB1B41E0DC760CF0DA2B9F0DB0CD528257707484CEA3EA1C49C68,EE8F60627A755FD0E36338BAFD2FFC820AEF78326FB40188DFE5115AC116EB76,EE8F60627A755FD0E36338BAFD2FFC820AEF78326FB40188DFE5115AC116EB76,https://data.binance.vision/data/futures/um/monthly/aggTrades/AVAXUSDT/AVAXUSDT-aggTrades-2024-03.zip,G:\AlphaFactory_CryptoData\manifests\aggtrades_robust_2024-01_2026-05_core12_rem8_g1_robust_20260522.csv,False
AVAXUSDT,2024-04,DEVELOPMENT,EXCLUDED_SOURCE_LINEAGE_OR_CHECKSUM,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=AVAXUSDT\month=2024-04\part.parquet,True,8BFFE3A98743F53F09FA502FE56522A75B8E70724BE8104E5DCA8A7D9700CB6A,,,,,False
AVAXUSDT,2024-05,DEVELOPMENT,QUALIFIED,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=AVAXUSDT\month=2024-05\part.parquet,True,397A2891EC5DF394E8AAA61C69BC0627D8CED7FD49557111CAE0F3DDA570D46F,A35EDF72F2EC046CDD8575610B9EF02F1D38405D73323F5432F86E92C1CF301C,A35EDF72F2EC046CDD8575610B9EF02F1D38405D73323F5432F86E92C1CF301C,https://data.binance.vision/data/futures/um/monthly/aggTrades/AVAXUSDT/AVAXUSDT-aggTrades-2024-05.zip,G:\AlphaFactory_CryptoData\manifests\aggtrades_raw_only_2024-01_2026-05_core12_rem9_20260522.csv,False
AVAXUSDT,2024-06,DEVELOPMENT,QUALIFIED,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=AVAXUSDT\month=2024-06\part.parquet,True,2B8FDBB86A0626D483A976E91911E79E776A370F51BB5CA2C9F848A6AA23672C,6603E6F20B656DAFC889F4530DB51617EF8C1120139E975992243472AB976C98,6603E6F20B656DAFC889F4530DB51617EF8C1120139E975992243472AB976C98,https://data.binance.vision/data/futures/um/monthly/aggTrades/AVAXUSDT/AVAXUSDT-aggTrades-2024-06.zip,G:\AlphaFactory_CryptoData\manifests\aggtrades_raw_only_2024-01_2026-05_core12_rem9_20260522.csv,False
BCHUSDT,2024-01,DEVELOPMENT,QUALIFIED,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=BCHUSDT\month=2024-01\part.parquet,True,0EE432E6E8A626D20DEC313E357D8AF581D5C14A04E67083E6AB31C0FFE1E41B,3317EAC0BB8B7B4407BA3C47DD2F6357B59178FF56B2E236A06EA96B4B093D37,3317EAC0BB8B7B4407BA3C47DD2F6357B59178FF56B2E236A06EA96B4B093D37,https://data.binance.vision/data/futures/um/monthly/aggTrades/BCHUSDT/BCHUSDT-aggTrades-2024-01.zip,G:\AlphaFactory_CryptoData\manifests\aggtrades_robust_2024-01_2026-05_company_noproxy_resume_BCHUSDT_p1_20260523_125630.csv,False
BCHUSDT,2024-02,DEVELOPMENT,QUALIFIED,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=BCHUSDT\month=2024-02\part.parquet,True,3474586AC3554BCAAC44C2F7A649C316F7BE979186D9090FF6566B0F1DA13B3D,336B78E96B8404EA08767255E148BBF226FE8DE9718887F0BC93F922D6FB43AB,336B78E96B8404EA08767255E148BBF226FE8DE9718887F0BC93F922D6FB43AB,https://data.binance.vision/data/futures/um/monthly/aggTrades/BCHUSDT/BCHUSDT-aggTrades-2024-02.zip,G:\AlphaFactory_CryptoData\manifests\aggtrades_robust_2024-01_2026-05_company_noproxy_resume_BCHUSDT_p1_20260523_125630.csv,False
BCHUSDT,2024-03,DEVELOPMENT,QUALIFIED,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=BCHUSDT\month=2024-03\part.parquet,True,86F4A241AF7CD37F9D1A704B3AEE6CA6FC8898AD04915AE9CD7EB2C6093ABBA0,A42D03323D1D060000C0DB62A3EFD9148ECB85380C4219CD70614E5C722F0B15,A42D03323D1D060000C0DB62A3EFD9148ECB85380C4219CD70614E5C722F0B15,https://data.binance.vision/data/futures/um/monthly/aggTrades/BCHUSDT/BCHUSDT-aggTrades-2024-03.zip,G:\AlphaFactory_CryptoData\manifests\aggtrades_robust_2024-01_2026-05_company_noproxy_resume_BCHUSDT_p1_20260523_125630.csv,False
BCHUSDT,2024-04,DEVELOPMENT,QUALIFIED,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=BCHUSDT\month=2024-04\part.parquet,True,06F8DF2AA76F5FC0B97C9D47A6AF767C899E03A2BC7A329F81EE8375743CAC81,879563647186EAA89BF8B9EDE4A679F699239E1514FD8C3E10A5359EBE8EB1EF,879563647186EAA89BF8B9EDE4A679F699239E1514FD8C3E10A5359EBE8EB1EF,https://data.binance.vision/data/futures/um/monthly/aggTrades/BCHUSDT/BCHUSDT-aggTrades-2024-04.zip,G:\AlphaFactory_CryptoData\manifests\aggtrades_robust_2024-01_2026-05_company_noproxy_resume_BCHUSDT_p1_20260523_125630.csv,False
BCHUSDT,2024-05,DEVELOPMENT,QUALIFIED,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=BCHUSDT\month=2024-05\part.parquet,True,F2746AC19EFE49EF6359D849928B351EE9BF675CA05432525E1E9391044CF61E,6D47B5255C6B9ACCE5125CFBBCF80745D6E4753E860B729E664005143487DD7B,6D47B5255C6B9ACCE5125CFBBCF80745D6E4753E860B729E664005143487DD7B,https://data.binance.vision/data/futures/um/monthly/aggTrades/BCHUSDT/BCHUSDT-aggTrades-2024-05.zip,G:\AlphaFactory_CryptoData\manifests\aggtrades_robust_2024-01_2026-05_company_noproxy_resume_BCHUSDT_p1_20260523_125630.csv,False
BCHUSDT,2024-06,DEVELOPMENT,QUALIFIED,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=BCHUSDT\month=2024-06\part.parquet,True,C80BA8C2A4B880BC00BDCEE90A327AF443CD7D7BA7B4A921E942F216273AC474,4B06EFC76D87DFDB44EC7DAE209099F9A8555B979D275FB15A96468FD230B1AE,4B06EFC76D87DFDB44EC7DAE209099F9A8555B979D275FB15A96468FD230B1AE,https://data.binance.vision/data/futures/um/monthly/aggTrades/BCHUSDT/BCHUSDT-aggTrades-2024-06.zip,G:\AlphaFactory_CryptoData\manifests\aggtrades_robust_2024-01_2026-05_company_noproxy_resume_BCHUSDT_p1_20260523_125630.csv,False
BNBUSDT,2024-01,DEVELOPMENT,QUALIFIED,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=BNBUSDT\month=2024-01\part.parquet,True,5B915966B6678AC31BEE025A9416038C12EEC3FD6476B91BB75E348C9B49FAA8,15055497A51ADC1C5FC6C89F6C8CC4D81C17D12E87F493F137CE57F9DDC7E0A4,15055497A51ADC1C5FC6C89F6C8CC4D81C17D12E87F493F137CE57F9DDC7E0A4,https://data.binance.vision/data/futures/um/monthly/aggTrades/BNBUSDT/BNBUSDT-aggTrades-2024-01.zip,G:\AlphaFactory_CryptoData\manifests\aggtrades_raw_only_2024-01_2026-05_core12_rem9_20260522.csv,False
BNBUSDT,2024-02,DEVELOPMENT,QUALIFIED,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=BNBUSDT\month=2024-02\part.parquet,True,66381F461010C0B71FAFD31F3EFDB8FB109440FAD8D904842209E4F7283DA5AD,F5BFA5B4E21C2BC35562139A73036A6ED316058EACAD92EA6E5079F0A291B78D,F5BFA5B4E21C2BC35562139A73036A6ED316058EACAD92EA6E5079F0A291B78D,https://data.binance.vision/data/futures/um/monthly/aggTrades/BNBUSDT/BNBUSDT-aggTrades-2024-02.zip,G:\AlphaFactory_CryptoData\manifests\aggtrades_raw_only_2024-01_2026-05_core12_rem9_20260522.csv,False
BNBUSDT,2024-03,DEVELOPMENT,QUALIFIED,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=BNBUSDT\month=2024-03\part.parquet,True,8E6C740267AAEAEB679AB5EECC99170CF3A6C656C452067555E198C14FB29903,2A336029F884BA0EDC6450551F8CDA3A88FB539408CB449F4C85AFCDFF84220D,2A336029F884BA0EDC6450551F8CDA3A88FB539408CB449F4C85AFCDFF84220D,https://data.binance.vision/data/futures/um/monthly/aggTrades/BNBUSDT/BNBUSDT-aggTrades-2024-03.zip,G:\AlphaFactory_CryptoData\manifests\aggtrades_raw_only_2024-01_2026-05_core12_rem9_20260522.csv,False
BNBUSDT,2024-04,DEVELOPMENT,QUALIFIED,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=BNBUSDT\month=2024-04\part.parquet,True,9A7A1248210F6E95BA41939C3A18C060CA6FDED5FAE12E7036764E4C109B67F8,35CE422E24CE32526AEDC999D10AC7D40263C7F638C683BF44D600BBF78C828C,35CE422E24CE32526AEDC999D10AC7D40263C7F638C683BF44D600BBF78C828C,https://data.binance.vision/data/futures/um/monthly/aggTrades/BNBUSDT/BNBUSDT-aggTrades-2024-04.zip,G:\AlphaFactory_CryptoData\manifests\aggtrades_raw_only_2024-01_2026-05_core12_rem9_20260522.csv,False
BNBUSDT,2024-05,DEVELOPMENT,QUALIFIED,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=BNBUSDT\month=2024-05\part.parquet,True,B318409F635C4ED4E7E4870D0F1A9729F2746C7B449ADA7ABCE595A0499A5AC5,A8D258D32E00C51C63EC28F4F879F08D92F284C8B2E3AE2E75B5E0294FE757F7,A8D258D32E00C51C63EC28F4F879F08D92F284C8B2E3AE2E75B5E0294FE757F7,https://data.binance.vision/data/futures/um/monthly/aggTrades/BNBUSDT/BNBUSDT-aggTrades-2024-05.zip,G:\AlphaFactory_CryptoData\manifests\aggtrades_raw_only_2024-01_2026-05_core12_rem9_20260522.csv,False
BNBUSDT,2024-06,DEVELOPMENT,QUALIFIED,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=BNBUSDT\month=2024-06\part.parquet,True,D758EC3D3EA32A4F5979161E64D0DCF2FCC66C4FA7661FDDC832916A5454C5FB,47F51C506D4C916B6590CC2BC6C3B89BF1F1852B9BFEC28A37EECD9CCB6A80C1,47F51C506D4C916B6590CC2BC6C3B89BF1F1852B9BFEC28A37EECD9CCB6A80C1,https://data.binance.vision/data/futures/um/monthly/aggTrades/BNBUSDT/BNBUSDT-aggTrades-2024-06.zip,G:\AlphaFactory_CryptoData\manifests\aggtrades_raw_only_2024-01_2026-05_core12_rem9_20260522.csv,False
BTCUSDT,2024-01,DEVELOPMENT,QUALIFIED,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=BTCUSDT\month=2024-01\part.parquet,True,4EA98E1230A71B0E19B804F8BAAFB12A9EF702FD2DE2E0DE4D1A562095C4ABCE,D752F50932091DD209803187CA2354A9EADBFE8E4B9C481C3581A1BBB1BD8282,D752F50932091DD209803187CA2354A9EADBFE8E4B9C481C3581A1BBB1BD8282,https://data.binance.vision/data/futures/um/monthly/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2024-01.zip,G:\AlphaFactory_CryptoData\manifests\aggtrades_raw_only_2024-01_2026-04_20260521_121805.csv,False
BTCUSDT,2024-02,DEVELOPMENT,QUALIFIED,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=BTCUSDT\month=2024-02\part.parquet,True,898ED82FC0505D4EBE83D3BD7788CA094129844DAE2254C3DD08DB52CDC05B4C,3C2426D3F2435ACE18B0E9B3ACF45144B1710DAD08CB184487539D5D829CCEF3,3C2426D3F2435ACE18B0E9B3ACF45144B1710DAD08CB184487539D5D829CCEF3,https://data.binance.vision/data/futures/um/monthly/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2024-02.zip,G:\AlphaFactory_CryptoData\manifests\aggtrades_raw_only_2024-01_2026-04_20260521_121805.csv,False
BTCUSDT,2024-03,DEVELOPMENT,EXCLUDED_SOURCE_LINEAGE_OR_CHECKSUM,G:\AlphaFactory_CryptoData\gold\microstructure\aggtrades_1h_flow_enhanced_v1\symbol=BTCUSDT\month=2024-03\part.parquet,True,E278F86DEC53884EE02B4B7FB826B932B3832E9ABFB86EB5BC68D2DC81B47534,,,,,False
