field_id,surface_role,prior_max_redundancy_spearman,prior_redundancy_cluster_id,selection_samples,selection_normalized_value_entropy,selection_target_entropy,selection_target_conditional_entropy,selection_target_mutual_information,selection_target_null_q95,selection_target_mi_excess_q95,selection_residual_entropy,selection_residual_conditional_entropy,selection_residual_mutual_information,selection_residual_null_q95,selection_residual_mi_excess_q95,selection_positive_month_ratio,selection_residual_positive_month_ratio,stability_samples,stability_normalized_value_entropy,stability_target_entropy,stability_target_conditional_entropy,stability_target_mutual_information,stability_target_null_q95,stability_target_mi_excess_q95,stability_residual_entropy,stability_residual_conditional_entropy,stability_residual_mutual_information,stability_residual_null_q95,stability_residual_mi_excess_q95,stability_positive_month_ratio,stability_residual_positive_month_ratio,stable_target_information,stable_residual_information
top_global_account_divergence,CONTROL,0.3028220686295717,BROAD_PANEL_BASELINE:top_global_account_divergence,200000,0.8551008593767392,2.6998255968048572,2.6978539592736435,0.001971637531213703,0.004075183017274409,-0.002103545486060706,2.6987211398234088,2.696590042940013,0.0021310968833960285,0.003636219966205936,-0.0015051230828099075,0.0,0.0,200000,0.8286705446103328,2.7668274105111528,2.764293618080183,0.0025337924309699897,0.0036446536648216854,-0.0011108612338516957,2.7650660958712283,2.761962243978788,0.003103851892440638,0.0034756943909096533,-0.00037184249846901546,0.0,0.0,False,False
mark_trade_basis_bps,CONTROL,0.5460362227940192,BROAD_PANEL_BASELINE:mark_trade_basis_bps,200000,0.9157598419323864,2.6998255968048572,2.695448071205654,0.004377525599203102,0.004147759434160845,0.00022976616504225694,2.6987211398234088,2.694124690924399,0.004596448899009573,0.004271647443178147,0.000324801455831426,0.5,0.5,200000,0.8800114046152474,2.7671411833144264,2.7637826058187476,0.0033585774956788428,0.002534789615690964,0.0008237878799878789,2.7653629012156,2.762085120545985,0.003277780669614876,0.002517573131187695,0.0007602075384271806,1.0,1.0,True,True
trade_quote_volume,CONTROL,0.9969492744321894,BROAD_PANEL_BASELINE:taker_buy_quote_volume,200000,0.9668565955191829,2.6998255968048572,2.6881093897382984,0.011716207066558636,0.010635275315745884,0.0010809317508127525,2.6987211398234088,2.6863883622379556,0.012332777585453113,0.011115454520022237,0.0012173230654308753,0.5,0.5,200000,0.9983709138910308,2.766932717566088,2.7538966353969565,0.013036082169131645,0.012593752061743816,0.000442330107387829,2.765163367349921,2.7523545801609717,0.01280878718894947,0.012455041279272525,0.00035374590967694394,1.0,1.0,True,True
account_position_divergence,CONTROL,0.84163296973608,BROAD_PANEL_BASELINE:account_position_divergence,200000,0.9591642772519702,2.6998255968048572,2.6949627252267474,0.004862871578109648,0.00618646527151007,-0.0013235936934004218,2.6987211398234088,2.6936847907036405,0.0050363491197684025,0.006322186346659898,-0.0012858372268914958,0.0,0.0,200000,0.9931931057082011,2.7668274105111528,2.760883678396178,0.0059437321149744685,0.007483381069397855,-0.001539648954423387,2.7650660958712283,2.759175246582271,0.00589084928895712,0.0073195165155514825,-0.0014286672265943628,0.0,0.0,False,False
global_long_short_account_ratio_last,CONTROL,0.9982284046590113,BROAD_PANEL_BASELINE:global_long_short_account_ratio_last,200000,0.921855864692003,2.6998255968048572,2.694464398873627,0.005361197931230456,0.007154291070586859,-0.001793093139356403,2.6987211398234088,2.6930126087585013,0.005708531064907539,0.007440884807845411,-0.0017323537429378725,0.0,0.0,200000,0.9927863574645762,2.7668274105111528,2.7609356074325464,0.0058918030786065416,0.009189221396400563,-0.003297418317794021,2.7650660958712283,2.75893796205056,0.0061281338206683605,0.009368284967612337,-0.0032401511469439762,0.0,0.0,False,False
open_interest_value_last,CONTROL,0.9994588535303242,BROAD_PANEL_BASELINE:open_interest_value_last,200000,0.9691263895471551,2.6998255968048572,2.695168810073578,0.004656786731279401,0.005692431369655497,-0.0010356446383760955,2.6987211398234088,2.693432249676927,0.005288890146481685,0.0060431204579466215,-0.0007542303114649361,0.5,0.5,200000,0.994922783399719,2.7668274105111528,2.7611646161646393,0.0056627943465133515,0.006252425113974197,-0.0005896307674608456,2.7650660958712283,2.75909984107225,0.005966254798978171,0.006442998738703122,-0.00047674393972495146,0.0,0.0,False,False
open_interest_value_mean,CONTROL,0.9994588535303242,BROAD_PANEL_BASELINE:open_interest_value_last,200000,0.9691660197051987,2.6998255968048572,2.6951327918412145,0.004692804963642891,0.005686724333449566,-0.000993919369806675,2.6987211398234088,2.693387903752733,0.005333236070675787,0.006032352836097379,-0.000699116765421592,0.5,0.5,200000,0.9949708188714349,2.7668274105111528,2.761187617737437,0.005639792773716078,0.006244069197605491,-0.0006042764238894122,2.7650660958712283,2.759132717686274,0.0059333781849539935,0.006404619630175466,-0.0004712414452214724,0.0,0.0,False,False
top_long_short_account_ratio_last,CONTROL,0.9981880579901743,BROAD_PANEL_BASELINE:top_long_short_account_ratio_last,200000,0.873179530849086,2.6998255968048572,2.69444982756271,0.005375769242147044,0.007216229876694821,-0.0018404606345477775,2.6987211398234088,2.693260258050492,0.005460881772916888,0.0073386826437849256,-0.0018778008708680372,0.0,0.0,200000,0.9704444796204506,2.7668274105111528,2.758725819036655,0.008101591474497669,0.010212005738163554,-0.0021104142636658857,2.7650660958712283,2.757160461429877,0.007905634441351396,0.010177491302631209,-0.0022718568612798123,0.0,0.0,False,False
trade_close,CONTROL,0.9999922742433613,BROAD_PANEL_BASELINE:index_high,200000,0.9765494668576464,2.6998255968048572,2.6938729003304376,0.005952696474419575,0.006183694797282565,-0.00023099832286298944,2.6987211398234088,2.6922525623788314,0.006468577444577463,0.006824907242066592,-0.00035632979748912927,0.0,0.0,200000,0.9880110903658397,2.766932717566088,2.759996657723218,0.006936059842870117,0.0070892950256831195,-0.0001532351828130024,2.765163367349921,2.7586092359377528,0.0065541314121683476,0.006581928257065373,-2.7796844897025677e-05,0.0,0.0,False,False
top_long_short_position_ratio_last,CONTROL,0.9996422853794301,BROAD_PANEL_BASELINE:top_long_short_position_ratio_last,200000,0.7396501294895628,2.6998255968048572,2.6975052006174445,0.002320396187412572,0.004343973713887857,-0.0020235775264752847,2.6987211398234088,2.696055020751242,0.0026661190721670655,0.004880627817522185,-0.0022145087453551192,0.0,0.0,200000,0.8623693302495481,2.7668274105111528,2.765364281862209,0.0014631286489438402,0.0021245407755767646,-0.0006614121266329243,2.7650660958712283,2.763406979889276,0.001659115981951995,0.002137087843618382,-0.0004779718616663869,0.0,0.0,False,False
global_long_short_account_ratio_mean,ADDED,0.9982284046590113,BROAD_PANEL_BASELINE:global_long_short_account_ratio_last,200000,0.9215925634500007,2.6998255968048572,2.694443776267232,0.00538182053762546,0.007215634508126213,-0.0018338139705007537,2.6987211398234088,2.693008391273644,0.005712748549764748,0.007536844690250713,-0.0018240961404859656,0.0,0.0,200000,0.9927683892839853,2.7668274105111528,2.760949840637951,0.005877569873201809,0.00926544432273244,-0.0033878744495306305,2.7650660958712283,2.7589547114987947,0.0061113843724334505,0.009450625140440561,-0.0033392407680071104,0.0,0.0,False,False
premium_high,ADDED,0.731855897473545,BROAD_PANEL_BASELINE:premium_high,200000,0.9393048543644785,2.6998255968048572,2.681638214763789,0.01818738204106826,0.016116295685447646,0.0020710863556206126,2.6987211398234088,2.6791396229879267,0.019581516835481844,0.017460572183802123,0.00212094465167972,0.5,0.5,200000,0.9436848659354646,2.766932717566088,2.753171772003208,0.013760945562879778,0.01258600626314103,0.0011749392997387476,2.765163367349921,2.7516891888859787,0.013474178463942407,0.012162986110949407,0.0013111923529930004,0.5,0.5,True,True
active_universe_size,ADDED,0.8369444820043631,BROAD_PANEL_BASELINE:active_universe_size,200000,-0.0,2.6998255968048572,2.6998255968048572,0.0,0.0,0.0,2.6987211398234088,2.6987211398234088,2.2204460492503128e-16,0.0,2.2204460492503128e-16,0.0,0.5,200000,-0.0,2.766932717566088,2.766932717566088,0.0,1.7763568394002498e-16,-1.7763568394002498e-16,2.765163367349921,2.765163367349921,0.0,0.0,0.0,0.0,0.5,False,False
