symbol,rows,timestamp_min,timestamp_max,open_interest_non_null_rate,open_interest_value_non_null_rate,global_long_short_account_ratio_non_null_rate,top_long_short_account_ratio_non_null_rate,top_long_short_position_ratio_non_null_rate,taker_buy_sell_volume_ratio_non_null_rate
1000BONKUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,0.9995103799451626,0.9995103799451626,0.9995103799451626,0.999412455934195,0.9995103799451626,0.9995103799451626
1000FLOKIUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,0.9995103799451626,0.9995103799451626,0.9995103799451626,0.999412455934195,0.9995103799451626,0.9995103799451626
1INCHUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,0.9995103799451626,0.9995103799451626,0.9995103799451626,0.999412455934195,0.9995103799451626,0.9995103799451626
AAVEUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,0.9995103799451626,0.9995103799451626,0.9995103799451626,0.999412455934195,0.9995103799451626,0.9995103799451626
ACEUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,0.9995103799451626,0.9995103799451626,0.9995103799451626,0.999412455934195,0.9995103799451626,0.9995103799451626
ACHUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,0.9995103799451626,0.9995103799451626,0.9995103799451626,0.999412455934195,0.9995103799451626,0.9995103799451626
ALGOUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,0.9995103799451626,0.9995103799451626,0.9995103799451626,0.999412455934195,0.9995103799451626,0.9995103799451626
APEUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,0.9995103799451626,0.9995103799451626,0.9995103799451626,0.999412455934195,0.9995103799451626,0.9995103799451626
API3USDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,0.9995103799451626,0.9995103799451626,0.9995103799451626,0.999412455934195,0.9995103799451626,0.9995103799451626
APTUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,0.9995103799451626,0.9995103799451626,0.9995103799451626,0.999412455934195,0.9995103799451626,0.9995103799451626
ARBUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,0.9995103799451626,0.9995103799451626,0.9995103799451626,0.999412455934195,0.9995103799451626,0.9995103799451626
ARUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,0.9995103799451626,0.9995103799451626,0.9995103799451626,0.999412455934195,0.9995103799451626,0.9995103799451626
ATOMUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,0.9995103799451626,0.9995103799451626,0.9995103799451626,0.999412455934195,0.9995103799451626,0.9995103799451626
AXSUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,0.9995103799451626,0.9995103799451626,0.9995103799451626,0.999412455934195,0.9995103799451626,0.9995103799451626
BANDUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,0.9995103799451626,0.9995103799451626,0.9995103799451626,0.999412455934195,0.9995103799451626,0.9995103799451626
BATUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,0.9995103799451626,0.9995103799451626,0.9995103799451626,0.999412455934195,0.9995103799451626,0.9995103799451626
BLURUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,0.9995103799451626,0.9995103799451626,0.9995103799451626,0.999412455934195,0.9995103799451626,0.9995103799451626
BOMEUSDT,18612,2024-03-16 12:00:00+00:00,2026-04-30 23:00:00+00:00,1.0,1.0,1.0,0.9998925424457339,1.0,1.0
CELOUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,0.9995103799451626,0.9995103799451626,0.9995103799451626,0.999412455934195,0.9995103799451626,0.9995103799451626
CHZUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,0.9995103799451626,0.9995103799451626,0.9995103799451626,0.999412455934195,0.9995103799451626,0.9995103799451626
DASHUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,0.9995103799451626,0.9995103799451626,0.9995103799451626,0.999412455934195,0.9995103799451626,0.9995103799451626
ETCUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,0.9995103799451626,0.9995103799451626,0.9995103799451626,0.999412455934195,0.9995103799451626,0.9995103799451626
GMXUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,0.9995103799451626,0.9995103799451626,0.9995103799451626,0.999412455934195,0.9995103799451626,0.9995103799451626
HBARUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,0.9995103799451626,0.9995103799451626,0.9995103799451626,0.999412455934195,0.9995103799451626,0.9995103799451626
KNCUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,0.9995103799451626,0.9995103799451626,0.9995103799451626,0.999412455934195,0.9995103799451626,0.9995103799451626
LRCUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,0.9571582452017234,0.9571582452017234,0.9553466509988249,0.9559341950646298,0.9553466509988249,0.9553466509988249
MAGICUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,0.9995103799451626,0.9995103799451626,0.9995103799451626,0.999412455934195,0.9995103799451626,0.9995103799451626
MANAUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,0.9995103799451626,0.9995103799451626,0.9995103799451626,0.999412455934195,0.9995103799451626,0.9995103799451626
MASKUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,0.9995103799451626,0.9995103799451626,0.9995103799451626,0.999412455934195,0.9995103799451626,0.9995103799451626
NEARUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,0.9995103799451626,0.9995103799451626,0.9995103799451626,0.999412455934195,0.9995103799451626,0.9995103799451626
PENDLEUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,0.9995103799451626,0.9995103799451626,0.9995103799451626,0.999412455934195,0.9995103799451626,0.9995103799451626
SEIUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,0.9995103799451626,0.9995103799451626,0.9995103799451626,0.999412455934195,0.9995103799451626,0.9995103799451626
UNIUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,0.9995103799451626,0.9995103799451626,0.9995103799451626,0.999412455934195,0.9995103799451626,0.9995103799451626
