checkpoint_id,cell_id,strict_count,normal_count,control_count,hypothesis_family,feature_family_set,operator_motif,temporal_horizon_class,normalization_scope,residualization_target,turnover_class,regime_fold_target,source_field_families,pre_may_pass_normal_count,pre_may_pass_normal_rate,post_may_candidate_v3_count_stress_only,post_may_candidate_v3_rate_stress_only,negative_control_research_like_count,raw_validation_fail_rate,raw_recent_fail_rate,cost20_recent_fail_rate,lag1_recent_fail_rate,residual_funding_recent_fail_rate,may_stress_veto_rate_stress_only,liquidity_volatility_share,policy_uses_may,recommended_action,priority,w2_registry_candidate,primary_reason
03,C0147,24,24,0,H02_cross_symbol_dispersion_reversal,P3_trade_size,ZScore,H72,cross_symbol_rank,none,medium_turnover,F9_liquidity_shock,liquidity,9,0.375,4,0.16666666666666666,0,0.16666666666666666,0.5,0.5,0.4166666666666667,0.4166666666666667,0.5,0.0,False,retain_control_clean_non_may_robust_cell,high,True,non_may_robust
03,C0151,24,24,0,H11_regime_conditional_non_may,P12_liquidity_flow,TSStdZScore,spread_6_vs_24,cross_symbol_rank,none,lag_stable,F2_low_liquidity,flow;liquidity,10,0.4166666666666667,0,0.0,0,0.2916666666666667,0.375,0.4166666666666667,0.375,0.375,1.0,0.0,False,retain_control_clean_non_may_robust_cell,high,True,non_may_robust
03,C0160,24,24,0,H10_range_breakout_failure,P1_range_volatility,NegRank,H24,same_symbol_zscore,Core4,lag_stable,F6_cross_symbol_dispersion,volatility,17,0.7083333333333334,2,0.08333333333333333,0,0.25,0.25,0.25,0.25,0.20833333333333334,0.7083333333333334,0.0,False,retain_control_clean_non_may_robust_cell,high,True,non_may_robust
03,C0164,24,24,0,H01_cross_symbol_relative_strength,P14_horizon_spread,ClipRank,H12,cross_symbol_rank,FundingCore_and_Core4,low_turnover,F3_high_liquidity_high_vol,price;volatility,10,0.4166666666666667,1,0.041666666666666664,0,0.5416666666666666,0.4166666666666667,0.5,0.4166666666666667,0.375,0.8333333333333334,0.0,False,retain_control_clean_non_may_robust_cell,high,True,non_may_robust
03,C0166,24,24,0,H02_cross_symbol_dispersion_reversal,P1_range_volatility,SafeDivZScore,mixed_6_24,cross_symbol_zscore,FundingCore,lag_stable,F8_low_vol_high_liquidity,volatility,12,0.5,2,0.08333333333333333,0,0.375,0.25,0.3333333333333333,0.25,0.20833333333333334,0.8333333333333334,0.0,False,retain_control_clean_non_may_robust_cell,high,True,non_may_robust
03,C0169,24,24,0,H14_open_ast_cem_diversity,P3_trade_size,WinsorZScore,H48,same_symbol_rank,FundingCore,lag_stable,F8_low_vol_high_liquidity,liquidity,14,0.5833333333333334,6,0.25,0,0.20833333333333334,0.20833333333333334,0.20833333333333334,0.20833333333333334,0.375,0.5416666666666666,0.0,False,retain_control_clean_non_may_robust_cell,high,True,non_may_robust
03,C0183,24,24,0,H00_low_turnover_robust,P11_volatility_basis,RollingMaxRank,ensemble_6_12_24_48,same_symbol_rank,FundingCore,low_turnover,F4_basis_dislocation,basis;volatility,7,0.2916666666666667,0,0.0,0,0.4583333333333333,0.4583333333333333,0.5,0.4583333333333333,0.5416666666666666,0.9583333333333334,0.0,False,retain_control_clean_non_may_robust_cell,high,True,non_may_robust
03,C0187,24,24,0,H07_taker_flow_lag_stable,P1_range_volatility,AddZScore,mixed_12_48,cross_symbol_rank,none,medium_turnover,F2_low_liquidity,volatility,14,0.5833333333333334,0,0.0,0,0.3333333333333333,0.2916666666666667,0.375,0.2916666666666667,0.2916666666666667,0.7083333333333334,0.0,False,retain_control_clean_non_may_robust_cell,high,True,non_may_robust
04,C0194,24,24,0,H10_range_breakout_failure,P11_volatility_basis,Rank,spread_6_vs_24,same_symbol_zscore,none,lag_stable,F9_liquidity_shock,basis;volatility,7,0.2916666666666667,0,0.0,0,0.4166666666666667,0.4583333333333333,0.5,0.4583333333333333,0.6666666666666666,0.9166666666666666,0.0,False,retain_control_clean_non_may_robust_cell,high,True,non_may_robust
04,C0200,24,24,0,H05_volatility_structure_ex_liquidity_mul,P1_range_volatility,MulRankRank,spread_6_vs_24,cross_symbol_zscore,none,low_turnover,F9_liquidity_shock,volatility,12,0.5,0,0.0,0,0.3333333333333333,0.3333333333333333,0.4166666666666667,0.3333333333333333,0.2916666666666667,1.0,0.0,False,retain_control_clean_non_may_robust_cell,high,True,non_may_robust
04,C0213,24,24,0,H12_horizon_ensemble_stability,P11_volatility_basis,NegRank,H12,cross_symbol_zscore,FundingCore,lag_stable,F10_volatility_compression,basis;volatility,14,0.5833333333333334,1,0.041666666666666664,0,0.08333333333333333,0.08333333333333333,0.20833333333333334,0.125,0.2916666666666667,0.9583333333333334,0.0,False,retain_control_clean_non_may_robust_cell,high,True,non_may_robust
04,C0222,24,24,0,H02_cross_symbol_dispersion_reversal,P1_range_volatility,AddZScore,H24,cross_symbol_zscore,Core4,medium_turnover,F0_calendar_blocks,volatility,14,0.5833333333333334,0,0.0,0,0.375,0.125,0.16666666666666666,0.125,0.125,0.9583333333333334,0.0,False,retain_control_clean_non_may_robust_cell,high,True,non_may_robust
04,C0227,24,24,0,H11_regime_conditional_non_may,P11_volatility_basis,TSRankMul,H72,same_symbol_zscore,FundingCore_and_Core4,low_turnover,F10_volatility_compression,basis;volatility,12,0.5,0,0.0,0,0.4583333333333333,0.375,0.375,0.375,0.375,1.0,0.0,False,retain_control_clean_non_may_robust_cell,high,True,non_may_robust
04,C0229,24,24,0,H06_liquidity_structure_ex_realized_vol_mul,P10_price_liquidity,AddZScore,ensemble_6_12_24_48,cross_symbol_rank,Core4,low_turnover,F10_volatility_compression,liquidity;price,10,0.4166666666666667,0,0.0,0,0.3333333333333333,0.2916666666666667,0.375,0.2916666666666667,0.375,0.9583333333333334,0.0,False,retain_control_clean_non_may_robust_cell,high,True,non_may_robust
04,C0238,24,24,0,H13_symbol_tier_relative,P3_trade_size,DecayZScore,ensemble_6_12_24_48,cross_symbol_zscore,FundingCore,lag_stable,F4_basis_dislocation,liquidity,9,0.375,4,0.16666666666666666,0,0.25,0.3333333333333333,0.4166666666666667,0.3333333333333333,0.5,0.5416666666666666,0.0,False,retain_control_clean_non_may_robust_cell,high,True,non_may_robust
04,C0241,24,24,0,H06_liquidity_structure_ex_realized_vol_mul,P14_horizon_spread,HorizonSpread,mixed_6_24,same_symbol_zscore,none,low_turnover,F4_basis_dislocation,price;volatility,10,0.4166666666666667,0,0.0,0,0.375,0.375,0.4583333333333333,0.375,0.08333333333333333,0.9583333333333334,0.0,False,retain_control_clean_non_may_robust_cell,high,True,non_may_robust
04,C0251,24,24,0,H05_volatility_structure_ex_liquidity_mul,P14_horizon_spread,ResidualizeVsCore4,H72,cross_symbol_zscore,none,lag_stable,F7_trend_reversal,price;volatility,7,0.2916666666666667,3,0.125,0,0.4583333333333333,0.4583333333333333,0.5,0.4583333333333333,0.5416666666666666,0.7916666666666666,0.0,False,retain_control_clean_non_may_robust_cell,high,True,non_may_robust
04,C0252,24,24,0,H05_volatility_structure_ex_liquidity_mul,P6_funding_observable,AddZScore,H24,cross_symbol_rank,FundingCore_and_Core4,low_turnover,F2_low_liquidity,funding,9,0.375,1,0.041666666666666664,0,0.3333333333333333,0.125,0.20833333333333334,0.16666666666666666,0.3333333333333333,0.875,0.0,False,retain_control_clean_non_may_robust_cell,high,True,non_may_robust
05,C0269,24,24,0,H14_open_ast_cem_diversity,P3_trade_size,RollingMinRank,H72,same_symbol_rank,none,low_turnover,F11_cross_symbol_crowding,liquidity,8,0.3333333333333333,1,0.041666666666666664,0,0.2916666666666667,0.4166666666666667,0.4166666666666667,0.3333333333333333,0.5,0.7916666666666666,0.0,False,retain_control_clean_non_may_robust_cell,high,True,non_may_robust
05,C0270,24,24,0,H02_cross_symbol_dispersion_reversal,P10_price_liquidity,SmoothInteraction,H12,cross_symbol_rank,none,low_turnover,F1_high_realized_vol,liquidity;price,13,0.5416666666666666,2,0.08333333333333333,0,0.25,0.20833333333333334,0.3333333333333333,0.20833333333333334,0.20833333333333334,0.7916666666666666,0.0,False,retain_control_clean_non_may_robust_cell,high,True,non_may_robust
05,C0280,24,24,0,H05_volatility_structure_ex_liquidity_mul,P5_basis_premium,Rank,H72,same_symbol_zscore,FundingCore_and_Core4,low_turnover,F8_low_vol_high_liquidity,basis,12,0.5,0,0.0,0,0.2916666666666667,0.125,0.16666666666666666,0.125,0.375,0.9166666666666666,0.0,False,retain_control_clean_non_may_robust_cell,high,True,non_may_robust
05,C0289,24,24,0,H08_trade_size_microstructure_lite,P0_price_return,TSStdZScore,H24,cross_symbol_rank,none,low_turnover,F4_basis_dislocation,price,11,0.4583333333333333,0,0.0,0,0.2916666666666667,0.2916666666666667,0.4583333333333333,0.3333333333333333,0.3333333333333333,1.0,0.0,False,retain_control_clean_non_may_robust_cell,high,True,non_may_robust
05,C0316,24,24,0,H07_taker_flow_lag_stable,P1_range_volatility,RollingMaxRank,H72,cross_symbol_zscore,FundingCore,low_turnover,F9_liquidity_shock,volatility,12,0.5,1,0.041666666666666664,0,0.2916666666666667,0.375,0.375,0.375,0.4166666666666667,0.7083333333333334,0.0,False,retain_control_clean_non_may_robust_cell,high,True,non_may_robust
05,C0318,24,24,0,H07_taker_flow_lag_stable,P11_volatility_basis,RollingMinRank,ensemble_6_12_24_48,cross_symbol_zscore,Core4,low_turnover,F0_calendar_blocks,basis;volatility,12,0.5,2,0.08333333333333333,0,0.4166666666666667,0.16666666666666666,0.20833333333333334,0.16666666666666666,0.20833333333333334,0.625,0.0,False,retain_control_clean_non_may_robust_cell,high,True,non_may_robust
06,C0323,24,24,0,H10_range_breakout_failure,P9_price_basis,DeltaRank,H24,cross_symbol_rank,none,low_turnover,F7_trend_reversal,basis;price,5,0.20833333333333334,0,0.0,0,0.4166666666666667,0.4583333333333333,0.5,0.4583333333333333,0.7083333333333334,0.7916666666666666,0.0,False,retain_control_clean_non_may_robust_cell,high,True,non_may_robust
06,C0336,24,24,0,H00_low_turnover_robust,P14_horizon_spread,ResidualizeVsFundingCore,ensemble_6_12_24_48,same_symbol_zscore,Core4,low_turnover,F4_basis_dislocation,price;volatility,5,0.20833333333333334,1,0.041666666666666664,0,0.5416666666666666,0.4166666666666667,0.4583333333333333,0.4166666666666667,0.5416666666666666,0.5833333333333334,0.0,False,retain_control_clean_non_may_robust_cell,high,True,non_may_robust
06,C0337,24,24,0,H07_taker_flow_lag_stable,P10_price_liquidity,ResidualizeVsCore4,H72,cross_symbol_zscore,Core4,lag_stable,F5_funding_neutral,liquidity;price,11,0.4583333333333333,0,0.0,0,0.125,0.4166666666666667,0.4583333333333333,0.4166666666666667,0.5,0.9583333333333334,0.0,False,retain_control_clean_non_may_robust_cell,high,True,non_may_robust
06,C0339,24,24,0,H10_range_breakout_failure,P11_volatility_basis,RollingMinRank,spread_6_vs_24,cross_symbol_zscore,FundingCore,low_turnover,F9_liquidity_shock,basis;volatility,11,0.4583333333333333,0,0.0,0,0.4166666666666667,0.25,0.3333333333333333,0.25,0.3333333333333333,1.0,0.0,False,retain_control_clean_non_may_robust_cell,high,True,non_may_robust
06,C0343,24,24,0,H13_symbol_tier_relative,P14_horizon_spread,TSStdZScore,H24,same_symbol_zscore,FundingCore_and_Core4,lag_stable,F6_cross_symbol_dispersion,price;volatility,9,0.375,1,0.041666666666666664,0,0.5,0.375,0.4583333333333333,0.3333333333333333,0.25,0.7083333333333334,0.0,False,retain_control_clean_non_may_robust_cell,high,True,non_may_robust
06,C0350,24,24,0,H08_trade_size_microstructure_lite,P1_range_volatility,NegRank,mixed_6_24,same_symbol_rank,FundingCore,lag_stable,F8_low_vol_high_liquidity,volatility,8,0.3333333333333333,1,0.041666666666666664,0,0.4166666666666667,0.375,0.4583333333333333,0.375,0.3333333333333333,0.6666666666666666,0.0,False,retain_control_clean_non_may_robust_cell,high,True,non_may_robust
06,C0355,24,24,0,H07_taker_flow_lag_stable,P5_basis_premium,RollingMaxRank,H48,same_symbol_zscore,FundingCore_and_Core4,low_turnover,F3_high_liquidity_high_vol,basis,8,0.3333333333333333,2,0.08333333333333333,0,0.4166666666666667,0.375,0.4166666666666667,0.375,0.375,0.5,0.0,False,retain_control_clean_non_may_robust_cell,high,True,non_may_robust
06,C0356,24,24,0,H08_trade_size_microstructure_lite,P7_cross_symbol_relative,MulRankRank,spread_12_vs_48,cross_symbol_zscore,FundingCore,low_turnover,F11_cross_symbol_crowding,basis;price,5,0.20833333333333334,0,0.0,0,0.4166666666666667,0.375,0.4583333333333333,0.3333333333333333,0.625,0.7916666666666666,0.0,False,retain_control_clean_non_may_robust_cell,high,True,non_may_robust
06,C0360,24,24,0,H11_regime_conditional_non_may,P3_trade_size,ClipRank,H24,same_symbol_zscore,Core4,low_turnover,F2_low_liquidity,liquidity,12,0.5,0,0.0,0,0.2916666666666667,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.0,False,retain_control_clean_non_may_robust_cell,high,True,non_may_robust
06,C0364,24,24,0,H07_taker_flow_lag_stable,P6_funding_observable,SafeDivZScore,spread_6_vs_24,cross_symbol_zscore,FundingCore_and_Core4,low_turnover,F5_funding_neutral,funding,8,0.3333333333333333,2,0.08333333333333333,0,0.375,0.375,0.4166666666666667,0.375,0.375,0.6666666666666666,0.0,False,retain_control_clean_non_may_robust_cell,high,True,non_may_robust
06,C0368,24,24,0,H03_basis_premium_residual,P1_range_volatility,CrossSymbolRank,spread_6_vs_24,cross_symbol_zscore,Core4,low_turnover,F11_cross_symbol_crowding,volatility,7,0.2916666666666667,1,0.041666666666666664,0,0.5,0.5,0.5,0.5,0.4166666666666667,0.9166666666666666,0.0,False,retain_control_clean_non_may_robust_cell,high,True,non_may_robust
06,C0370,24,24,0,H06_liquidity_structure_ex_realized_vol_mul,P14_horizon_spread,NegRank,mixed_12_48,cross_symbol_zscore,none,medium_turnover,F11_cross_symbol_crowding,price;volatility,9,0.375,0,0.0,0,0.5416666666666666,0.4583333333333333,0.4583333333333333,0.375,0.16666666666666666,1.0,0.0,False,retain_control_clean_non_may_robust_cell,high,True,non_may_robust
