checkpoint_id,cell_id,strict_count,normal_count,control_count,hypothesis_family,feature_family_set,operator_motif,temporal_horizon_class,normalization_scope,residualization_target,turnover_class,regime_fold_target,source_field_families,pre_may_pass_normal_count,pre_may_pass_normal_rate,post_may_candidate_v3_count_stress_only,post_may_candidate_v3_rate_stress_only,negative_control_research_like_count,raw_validation_fail_rate,raw_recent_fail_rate,cost20_recent_fail_rate,lag1_recent_fail_rate,residual_funding_recent_fail_rate,may_stress_veto_rate_stress_only,liquidity_volatility_share,policy_uses_may,recommended_action,priority,w2_registry_candidate,primary_reason
01,C0004,24,24,0,H14_open_ast_cem_diversity,P2_liquidity,TSRankMul,H72,same_symbol_rank,none,low_turnover,F2_low_liquidity,liquidity,6,0.25,0,0.0,0,0.4166666666666667,0.4166666666666667,0.4583333333333333,0.375,0.7083333333333334,0.625,0.0,False,retain_control_clean_non_may_robust_cell,high,True,non_may_robust
01,C0007,24,24,0,H06_liquidity_structure_ex_realized_vol_mul,P7_cross_symbol_relative,SafeDivZScore,H72,cross_symbol_rank,FundingCore,lag_stable,F4_basis_dislocation,basis;price,6,0.25,2,0.08333333333333333,0,0.6666666666666666,0.25,0.375,0.2916666666666667,0.25,0.75,0.0,False,retain_control_clean_non_may_robust_cell,high,True,non_may_robust
01,C0017,24,24,0,H00_low_turnover_robust,P2_liquidity,TSStdZScore,H72,cross_symbol_zscore,none,medium_turnover,F2_low_liquidity,liquidity,12,0.5,6,0.25,0,0.16666666666666666,0.375,0.4166666666666667,0.375,0.2916666666666667,0.5833333333333334,0.0,False,retain_control_clean_non_may_robust_cell,high,True,non_may_robust
01,C0019,24,24,0,H06_liquidity_structure_ex_realized_vol_mul,P9_price_basis,CrossSymbolRank,mixed_12_48,cross_symbol_rank,none,medium_turnover,F3_high_liquidity_high_vol,basis;price,8,0.3333333333333333,0,0.0,0,0.625,0.3333333333333333,0.4166666666666667,0.3333333333333333,0.16666666666666666,1.0,0.0,False,retain_control_clean_non_may_robust_cell,high,True,non_may_robust
01,C0025,24,24,0,H02_cross_symbol_dispersion_reversal,P0_price_return,TSStdZScore,mixed_6_24,cross_symbol_rank,Core4,lag_stable,F3_high_liquidity_high_vol,price,13,0.5416666666666666,1,0.041666666666666664,0,0.25,0.25,0.3333333333333333,0.20833333333333334,0.16666666666666666,0.75,0.0,False,retain_control_clean_non_may_robust_cell,high,True,non_may_robust
01,C0031,24,24,0,H08_trade_size_microstructure_lite,P3_trade_size,SubRank,H48,same_symbol_zscore,FundingCore,low_turnover,F2_low_liquidity,liquidity,17,0.7083333333333334,2,0.08333333333333333,0,0.125,0.16666666666666666,0.20833333333333334,0.16666666666666666,0.20833333333333334,0.875,0.0,False,retain_control_clean_non_may_robust_cell,high,True,non_may_robust
01,C0032,24,24,0,H02_cross_symbol_dispersion_reversal,P0_price_return,TSStdZScore,spread_12_vs_48,cross_symbol_zscore,FundingCore_and_Core4,low_turnover,F3_high_liquidity_high_vol,price,11,0.4583333333333333,0,0.0,0,0.4583333333333333,0.20833333333333334,0.3333333333333333,0.25,0.16666666666666666,0.9166666666666666,0.0,False,retain_control_clean_non_may_robust_cell,high,True,non_may_robust
01,C0036,24,24,0,H06_liquidity_structure_ex_realized_vol_mul,P3_trade_size,TSStdZScore,H48,same_symbol_rank,FundingCore_and_Core4,low_turnover,F9_liquidity_shock,liquidity,6,0.25,2,0.08333333333333333,0,0.4166666666666667,0.5,0.5,0.5,0.5833333333333334,0.7916666666666666,0.0,False,retain_control_clean_non_may_robust_cell,high,True,non_may_robust
01,C0042,24,24,0,H05_volatility_structure_ex_liquidity_mul,P10_price_liquidity,SafeDivZScore,H72,same_symbol_rank,Core4,low_turnover,F4_basis_dislocation,liquidity;price,9,0.375,2,0.08333333333333333,0,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.7916666666666666,0.0,False,retain_control_clean_non_may_robust_cell,high,True,non_may_robust
01,C0044,24,24,0,H01_cross_symbol_relative_strength,P0_price_return,RollingMinRank,H72,cross_symbol_rank,FundingCore,low_turnover,F11_cross_symbol_crowding,price,10,0.4166666666666667,1,0.041666666666666664,0,0.4166666666666667,0.375,0.4166666666666667,0.375,0.4166666666666667,0.875,0.0,False,retain_control_clean_non_may_robust_cell,high,True,non_may_robust
01,C0048,24,24,0,H05_volatility_structure_ex_liquidity_mul,P7_cross_symbol_relative,DecayZScore,spread_12_vs_48,cross_symbol_rank,FundingCore,low_turnover,F11_cross_symbol_crowding,basis;price,5,0.20833333333333334,0,0.0,0,0.4583333333333333,0.3333333333333333,0.4583333333333333,0.3333333333333333,0.4583333333333333,0.8333333333333334,0.0,False,retain_control_clean_non_may_robust_cell,high,True,non_may_robust
01,C0050,24,24,0,H05_volatility_structure_ex_liquidity_mul,P3_trade_size,ZScore,spread_6_vs_24,cross_symbol_zscore,FundingCore,low_turnover,F10_volatility_compression,liquidity,9,0.375,3,0.125,0,0.25,0.375,0.4166666666666667,0.2916666666666667,0.4166666666666667,0.75,0.0,False,retain_control_clean_non_may_robust_cell,high,True,non_may_robust
01,C0059,24,24,0,H12_horizon_ensemble_stability,P14_horizon_spread,SmoothInteraction,H24,same_symbol_zscore,FundingCore_and_Core4,lag_stable,F1_high_realized_vol,price;volatility,9,0.375,0,0.0,0,0.5416666666666666,0.2916666666666667,0.375,0.3333333333333333,0.375,0.625,0.0,False,retain_control_clean_non_may_robust_cell,high,True,non_may_robust
01,C0063,24,24,0,H12_horizon_ensemble_stability,P10_price_liquidity,TSRankMul,H72,cross_symbol_rank,FundingCore,medium_turnover,F6_cross_symbol_dispersion,liquidity;price,10,0.4166666666666667,0,0.0,0,0.2916666666666667,0.041666666666666664,0.16666666666666666,0.041666666666666664,0.16666666666666666,1.0,0.0,False,retain_control_clean_non_may_robust_cell,high,True,non_may_robust
02,C0064,24,24,0,H05_volatility_structure_ex_liquidity_mul,P11_volatility_basis,NegRank,H48,same_symbol_rank,FundingCore_and_Core4,medium_turnover,F8_low_vol_high_liquidity,basis;volatility,18,0.75,0,0.0,0,0.16666666666666666,0.08333333333333333,0.125,0.08333333333333333,0.125,0.9583333333333334,0.0,False,retain_control_clean_non_may_robust_cell,high,True,non_may_robust
02,C0078,24,24,0,H12_horizon_ensemble_stability,P0_price_return,SafeDivZScore,H72,same_symbol_zscore,none,medium_turnover,F10_volatility_compression,price,8,0.3333333333333333,5,0.20833333333333334,0,0.3333333333333333,0.4583333333333333,0.5,0.4583333333333333,0.5,0.625,0.0,False,retain_control_clean_non_may_robust_cell,high,True,non_may_robust
02,C0082,24,24,0,H01_cross_symbol_relative_strength,P12_liquidity_flow,SubRank,H72,same_symbol_zscore,none,lag_stable,F6_cross_symbol_dispersion,flow;liquidity,5,0.20833333333333334,0,0.0,0,0.5833333333333334,0.3333333333333333,0.375,0.3333333333333333,0.3333333333333333,0.7083333333333334,0.0,False,retain_control_clean_non_may_robust_cell,high,True,non_may_robust
02,C0083,24,24,0,H06_liquidity_structure_ex_realized_vol_mul,P14_horizon_spread,TSMeanRank,H72,same_symbol_rank,FundingCore,low_turnover,F9_liquidity_shock,price;volatility,6,0.25,0,0.0,0,0.2916666666666667,0.3333333333333333,0.4583333333333333,0.2916666666666667,0.2916666666666667,0.9166666666666666,0.0,False,retain_control_clean_non_may_robust_cell,high,True,non_may_robust
02,C0094,24,24,0,H05_volatility_structure_ex_liquidity_mul,P10_price_liquidity,HorizonSpread,H48,cross_symbol_rank,FundingCore,low_turnover,F0_calendar_blocks,liquidity;price,14,0.5833333333333334,0,0.0,0,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.7916666666666666,0.0,False,retain_control_clean_non_may_robust_cell,high,True,non_may_robust
02,C0107,24,24,0,H11_regime_conditional_non_may,P11_volatility_basis,RegimeMaskNonMay,H48,same_symbol_zscore,Core4,low_turnover,F5_funding_neutral,basis;volatility,9,0.375,0,0.0,0,0.375,0.375,0.375,0.375,0.375,1.0,0.0,False,retain_control_clean_non_may_robust_cell,high,True,non_may_robust
02,C0111,24,24,0,H12_horizon_ensemble_stability,P7_cross_symbol_relative,RollingMaxRank,H24,cross_symbol_zscore,Core4,low_turnover,F3_high_liquidity_high_vol,basis;price,6,0.25,1,0.041666666666666664,0,0.4166666666666667,0.4166666666666667,0.5,0.375,0.5833333333333334,0.75,0.0,False,retain_control_clean_non_may_robust_cell,high,True,non_may_robust
03,C0132,24,24,0,H02_cross_symbol_dispersion_reversal,P1_range_volatility,ResidualizeVsCore4,H72,cross_symbol_rank,FundingCore,lag_stable,F4_basis_dislocation,volatility,16,0.6666666666666666,0,0.0,0,0.25,0.08333333333333333,0.125,0.08333333333333333,0.125,0.9583333333333334,0.0,False,retain_control_clean_non_may_robust_cell,high,True,non_may_robust
03,C0134,24,24,0,H05_volatility_structure_ex_liquidity_mul,P1_range_volatility,DecayZScore,mixed_12_48,cross_symbol_rank,Core4,low_turnover,F9_liquidity_shock,volatility,11,0.4583333333333333,1,0.041666666666666664,0,0.3333333333333333,0.4166666666666667,0.4583333333333333,0.4166666666666667,0.3333333333333333,0.9583333333333334,0.0,False,retain_control_clean_non_may_robust_cell,high,True,non_may_robust
03,C0137,24,24,0,H06_liquidity_structure_ex_realized_vol_mul,P7_cross_symbol_relative,SafeDivZScore,H48,cross_symbol_rank,FundingCore_and_Core4,medium_turnover,F7_trend_reversal,basis;price,8,0.3333333333333333,2,0.08333333333333333,0,0.5,0.375,0.5,0.375,0.25,0.8333333333333334,0.0,False,retain_control_clean_non_may_robust_cell,high,True,non_may_robust
03,C0140,24,24,0,H10_range_breakout_failure,P1_range_volatility,SafeDivZScore,H72,cross_symbol_rank,none,low_turnover,F9_liquidity_shock,volatility,10,0.4166666666666667,1,0.041666666666666664,0,0.5416666666666666,0.5,0.5,0.5,0.5,0.875,0.0,False,retain_control_clean_non_may_robust_cell,high,True,non_may_robust
