decision,label_family,count
A7FF16S01_NUMERIC_CLUE,L0_raw_forward_return,50
A7FF16S01_NUMERIC_CLUE,L1_cross_sectional_relative_return,53
A7FF16S01_NUMERIC_CLUE,L3_liquidity_tier_relative_return,49
A7FF16S01_NUMERIC_CLUE,L5_vol_adjusted_return,47
A7FF16S01_RANK_LABEL_DIAGNOSTIC_CLUE,L7_ranked_future_return,34
HOLD_A7FF16S01_CONTROL_DOMINATED,L0_raw_forward_return,65
HOLD_A7FF16S01_CONTROL_DOMINATED,L1_cross_sectional_relative_return,62
HOLD_A7FF16S01_CONTROL_DOMINATED,L3_liquidity_tier_relative_return,62
HOLD_A7FF16S01_CONTROL_DOMINATED,L5_vol_adjusted_return,70
HOLD_A7FF16S01_CONTROL_DOMINATED,L7_ranked_future_return,33
HOLD_A7FF16S01_COST2_PROXY_FRAGILE,L3_liquidity_tier_relative_return,2
HOLD_A7FF16S01_ONE_BAR_LAG_FRAGILE,L3_liquidity_tier_relative_return,1
HOLD_A7FF16S01_ONE_BAR_LAG_FRAGILE,L5_vol_adjusted_return,22
HOLD_A7FF16S01_ONE_BAR_LAG_FRAGILE,L7_ranked_future_return,58
HOLD_A7FF16S01_PRE_MAY_UNSTABLE,L0_raw_forward_return,77
HOLD_A7FF16S01_PRE_MAY_UNSTABLE,L1_cross_sectional_relative_return,77
HOLD_A7FF16S01_PRE_MAY_UNSTABLE,L3_liquidity_tier_relative_return,78
HOLD_A7FF16S01_PRE_MAY_UNSTABLE,L5_vol_adjusted_return,53
HOLD_A7FF16S01_PRE_MAY_UNSTABLE,L7_ranked_future_return,67
